es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
											Me temo que soy uno de esos conferenciantes
											que Uds. no esperan encontrarse en TED.
											Primero, no tengo teléfono celular,
											así que estoy en el margen de seguridad.
											Segundo, un politólogo teórico
											que va a hablar de la crisis de la democracia
											probablemente no hable del tema más apasionante que puedan imaginar.
											Y además, no les daré ninguna respuesta.
											Más bien trataré de añadir interrogantes al tema del que hablaré.
											Y una de las cosas que quiero cuestionar
											es esa esperanza muy popular estos días
											de que la transparencia y la apertura
											pueden restaurar la confianza en las instituciones democráticas.
									","
											Temo ser um daqueles oradores
											que vocês esperam nunca encontrar na TED.
											Primeiro, não tenho telemóvel,
											pelo que jogo pelo seguro.
											Em segundo, um teórico político
											que vos vai falar da crise na democracia
											provavelmente não é o tema mais 
interessante que vos pode ocorrer.
											Para além disso, não vos vou dar respostas.
											A minha ideia é acrescentar algo 
às questões que vamos abordar.
											E uma das questões que quero levantar
											é a da esperança, muito comum 
nos dias que correm,
											de que a transparência e a abertura
											possam repôr a confiança nas 
instituições democráticas.
									","
											Korkarım ki ben TED sunumlarında
											karşılaşmayacağınızı umduğunuz konuşmacılardan biriyim.
											Öncelikle, üzerimde bir cep telefonu yok,
											bu yüzden güvenli taraftayım.
											İkinci olarak, politik kuramcı olarak
											demokrasideki krizler hakkında anlatacağım şey,
											muhtemelen düşünebildiğiniz en heyecan verici konu olmayacaktır.
											Ayrıca, kafanızdaki sorulara benden cevap alamayacaksınız.
											Konuştuğumuz şeyler hakkında daha fazla sorgulamalar eklemeye çalışacağım.
											Sorgulamak istediğim şeylerden birisi de
											bu günlerde çok yaygın olarak umulan,
											şeffaflık ve tarafsızlık ile
											demokratik kurumlardaki güvenin yeniden kazanılabilinmesi.
									","
											I'm afraid I'm one of those speakers
											you hope you're not going to meet at TED.
											First, I don't have a mobile,
											so I'm on the safe side.
											Secondly, a political theorist
											who's going to talk about the crisis of democracy
											is probably not the most exciting topic you can think about.
											And plus, I'm not going to give you any answers.
											I'm much more trying to add to some of the questions we're talking about.
											And one of the things that I want to question
											is this very popular hope these days
											that transparency and openness
											can restore the trust in democratic institutions.
									","
											Je crains d'être un de ces intervenants
											que vous souhaitez ne jamais voir à TED.
											Premièrement, je n'ai pas de portable,
											je suis donc quelqu'un de prudent.
											Deuxièmement, un théoricien politique
											qui va parler de la crise de la démocratie
											n'est probablement pas le sujet le plus passionnant auquel vous pouvez songer.
											De plus, je ne vais vous donner aucune réponse.
											J'essaie plutôt d'apporter ma contribution à certains sujets.
											Une des choses que je veux remettre en question
											est cet espoir, très populaire actuellement,
											que la transparence et l'ouverture
											peuvent restaurer la confiance dans les institutions démocratiques.
									","
											Ich fürchte, ich bin einer der Sprecher,
											die Sie bei TED nicht zu sehen hofften.
											Erstens habe ich kein Handy,
											bin also auf der sicheren Seite.
											Zweitens ist ein Politik-Theoretiker,
											der über die Krise der Demokratie spricht,
											nicht unbedingt das spannendste Thema,
das man sich vorstellen kann.
											Und: Ich werde keine Antworten geben.
											Ich werde vielmehr einige
der gängigen Fragen vertiefen.
											Ich will Dinge wie die heutzutage
											verbreitete Hoffnung hinterfragen,
											dass Transparenz und Offenheit
											das Vertrauen in demokratische Einrichtungen
wiederherstellen können.
									",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
","
","
","
","
","
",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
											Hay una razón más por la que pueden sospechar de mí.
											Uds., la Iglesia de TED, son una comunidad muy optimista.
											(Risas)
											Básicamente creen en la complejidad, pero no en la ambigüedad.
											Como les han dicho, soy búlgaro.
											Y según las encuestas,
											somos las personas más pesimistas del mundo.
											(Risas)
											La revista The Economist publicó hace poco un artículo
											que se refiere a un estudio reciente sobre felicidad,
											de título, ""El feliz, el infeliz y los búlgaros"".
									","
											Há mais uma razão para vocês 
desconfiarem de mim.
											Vocês, a igreja TED, são uma 
comunidade muito otimista.
											(Risos)
											Basicamente, vocês acreditam em complexidade 
mas não em ambiguidade.
											Conforme vos informaram, sou búlgaro.
											E, de acordo com estudos,
											somos o povo mais pessimista do mundo.
											(Risos)
											O jornal ""The Economist"" recentemente
publicou um artigo
											em que cobria um estudo recente 
sobre a felicidade
											e o título era: ""Os felizes, os infelizes 
e os búlgaros"".
									","
											Benden şüphelenmeniz için bir tane daha sebep var.
											TED kilisesi mensubu sizler, çok iyimser bir topluluksunuz.
											(Kahkahalar)
											Temel olarak karmaşaya inanırsınız fakat belirsizliklere değil.
											Size söylendiği gibi ben bir Bulgar vatandaşıyım.
											Ve anketlere göre
											dünyadaki en kötümser insanlar olarak gösteriliyoruz.
											(Kahkahalar)
											Geçenlerde The Economist dergisi mutluluk üzerine
											yapılan son çalışmaları kapsayan bir makale yazdı,
											makalenin başlığı ""Mutlular, Mutsuzlar ve Bulgarlar"" idi.
									","
											There is one more reason for you to be suspicious about me.
											You people, the Church of TED, are a very optimistic community.
											(Laughter)
											Basically you believe in complexity, but not in ambiguity.
											As you have been told, I'm Bulgarian.
											And according to the surveys,
											we are marked the most pessimistic people in the world.
											(Laughter)
											The Economist magazine recently wrote an article
											covering one of the recent studies on happiness,
											and the title was ""The Happy, the Unhappy and the Bulgarians.""
									","
											Il existe une autre raison de vous méfier de moi.
											Vous, membres de l'Église de TED, vous êtes une communauté très optimiste.
											(Rires)
											En fait, vous croyez en la complexité, mais pas en l'ambigüité.
											Comme on vous l'a dit, je suis Bulgare.
											Et, d'après les enquêtes,
											nous sommes considérés comme le peuple le plus pessimiste au monde.
											(Rires)
											Le magazine The Economist a dernièrement publié un article
											à propos d'une étude récente sur le bonheur,
											le titre était : « Les heureux, les malheureux et les Bulgares ».
									","
											Es gibt noch einen Grund,
warum Sie misstrauisch sein sollten.
											Sie, die ›Kirche TED‹,
sind eine sehr optimistische Gemeinschaft.
											(Lachen)
											Im Wesentlichen glauben Sie an Komplexität,
aber nicht an Ungewissheit.
											Wie Sie wissen, bin ich Bulgare.
											Umfragen haben ergeben,
											dass wir das pessimistischste Volk
der Welt sind.
											(Lachen)
											Die Zeitschrift ›Economist‹
brachte neulich einen Artikel,
											der eine kürzliche Studie
über Glück vorstellte,
											und titelte »Die Glücklichen,
die Unglücklichen, und die Bulgaren.«
									",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
","
","
","
","
","
",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
											(Risas)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
","
","
","
","
","
",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
											Ahora, ya saben lo que les espera.
											Les contaré una historia.
											Es un día lluvioso de elecciones en un país pequeño
											—que puede ser mi país, pero también podría ser el suyo—.
											Y debido a la lluvia, hasta las 4 de la tarde,
											nadie fue a las urnas.
											Pero luego cesó la lluvia y
											la gente acudió a votar.
											Y cuando contaron los votos,
											tres cuartas partes de las personas habían votado en blanco.
											El Gobierno y la oposición
											estaban, simplemente, paralizados.
											Porque ya se sabe qué hacer con las protestas;
											se sabe a quién arrestar, con quién negociar.
											Pero, ¿qué hacer con las personas que votaron en blanco?
											Así que el Gobierno decidió llamar a elecciones otra vez.
											Y esta vez, incluso un número mayor,
											el 83% de las personas, votaron en blanco.
											Básicamente fueron a las urnas
											a decir que no tenían a nadie por quién votar.
									","
											Agora que sabem o que vos espera,
											vamos à história.
											Está a chover e é dia de eleições
num país pequeno -
											pode ser o meu país mas também 
pode ser o vosso.
											E porque choveu até às 4h da tarde,
											ninguém foi até às urnas.
											Até que a chuva parou e
											as pessoas foram votar.
											Mas quando os votos já estavam contados,
											verificou-se que 3/4 eram votos em branco.
											O governo e a oposição
											ficaram simplesmente paralisados.
											Porque eles sabem o que fazer com os protestos.
											Sabem quem prender, com quem negociar.
											Mas o que fazer com pessoas 
que votam em branco?
											Então o governo decidiu repetir as eleições.
											E desta vez, um número maior,
											83% das pessoas, 
votaram em branco.
											Basicamente, as pessoas foram 
às urnas
											dizer que não tinham ninguém 
em quem votar.
									","
											Şimdi neyi umacağınızı bildiğiniz için
											size hikayeyi anlatalım.
											Küçük bir ülkede yağmurlu bir seçim günüdür,
											bu ülke benim ülkem olabilir, ama sizin ülkeniz de olabilirdi.
											Yağmur sebebiyle öğleden sonra saat 4 e kadar
											hiç kimse sandıklara gitmedi.
											Fakat sonra yağmur durdu,
											insanlar oy kullanmaya gittiler.
											Oylar sayıldığında,
											oy kullananların dörtte üçü oy pusulasını boş bırakmışlardı.
											Hükümet ve muhalefet,
											felç olmuş durumdaydı.
											Çünkü eylemler karşısında ne yapılması gerektiğini bilirsiniz.
											Kim tutuklanmalı, kim ile görüşülmeli bilirsiniz.
											Fakat boş oy kullanan insanlar karşısında ne yapılması gerekir?
											Bu yüzden devlet seçimlerin yeniden yapılmasına karar verdi.
											Bu sefer daha büyük bir rakam,
											halkın yüzde 83'ü boş oy kullandı.
											Aslında onlar oy kullanacakları kimse olmadığını
											söylemek için sandığa gittiler.
									","
											So now when you know what to expect,
											let's give you the story.
											And this is a rainy election day in a small country —
											that can be my country, but could be also your country.
											And because of the rain until four o'clock in the afternoon,
											nobody went to the polling stations.
											But then the rain stopped,
											people went to vote.
											And when the votes had been counted,
											three-fourths of the people have voted with a blank ballot.
											The government and the opposition,
											they have been simply paralyzed.
											Because you know what to do about the protests.
											You know who to arrest, who to negotiate with.
											But what to do about people who are voting with a blank ballot?
											So the government decided to have the elections once again.
											And this time even a greater number,
											83 percent of the people, voted with blank ballots.
											Basically they went to the ballot boxes
											to tell that they have nobody to vote for.
									","
											Maintenant que vous savez à quoi vous attendre,
											venons-en à notre histoire.
											C'est un jour d'élection pluvieux dans un petit pays -
											il peut s'agir de mon pays, mais également du vôtre.
											A cause de la pluie, qui est tombée jusqu'à 16 heures,
											personne ne s'est rendu aux bureaux de vote.
											Mais quand la pluie s'est arrêtée,
											les gens sont allés voter.
											Lors du dépouillement, on a constaté que
											les trois quarts des électeurs avaient voté blanc.
											Le gouvernement et l'opposition
											étaient tout simplement paralysés.
											Car on sait quoi faire en cas de protestations.
											On sait qui arrêter, avec qui négocier.
											Mais que faire avec les gens qui votent blanc ?
											Le gouvernement a donc décidé d'organiser de nouvelles élections.
											Cette fois-ci, un nombre encore plus important,
											83 % des gens, a voté blanc.
											En gros, ils se sont rendus aux urnes
											pour dire qu'il ne souhaitaient donner leur vote à personne.
									","
											Nachdem Sie jetzt wissen, 
was Sie erwartet –
											kommen wir zur Sache.
											Es ist ein verregneter Wahltag
in einem kleinen Land –
											das könnte mein Land sein,
aber auch Ihr Land.
											Wegen des Regens
ist bis vier Uhr nachmittags
											niemand in den Wahllokalen aufgetaucht.
											Aber dann hat der Regen aufgehört,
											und die Leute gingen wählen.
											Als die Stimmen ausgezählt wurden
zeigte sich,
											dass drei Viertel der Wahlberechtigten
einen leeren Stimmzettel abgegeben hatten.
											Regierung und Opposition
											waren wie gelähmt.
											Man weiß ja, wie man mit Protesten umgeht.
											Man kennt ›die üblichen Verdächtigen‹.
											Aber was macht man mit Menschen,
die einen weißen Stimmzettel abgeben?
											Also beschließt die Regierung,
noch einmal wählen zu lassen.
											Diesmal lieferten sogar 
noch mehr Menschen,
											83 Prozent der Wähler,
einen weißen Stimmzettel ab.
											Im Wesentlichen sind sie 
zur Wahl gegangen
											um auszudrücken, dass sie
niemandem wählen konnten.
									",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
","
","
","
","
","
",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
"
											Esta es la apertura de una bella novela de José Saramago titulada
											""Ensayo sobre la lucidez"".
											En mi opinión plasma muy bien
											parte del problema que tenemos con la democracia en Europa estos días.
											A cierto nivel, nadie cuestiona
											que la democracia sea la mejor forma de gobierno.
											La democracia es el único juego posible.
											El problema es que mucha gente empieza a creer
											que es un juego que no vale la pena jugar.
									","
											Este é o início de um fantástico romance 
de José Saramago
											intitulado de ""Ensaio sobre a Lucidez"".
											Mas, do meu ponto de vista, 
capta muito bem
											parte do problema que temos atualmente 
com a democracia na Europa.
											Por um lado, ninguém questiona
											que a democracia seja a melhor 
forma de governação.
											A democracia é o jogo a jogar.
											O problema é que muitas pessoas 
começam a acreditar
											que é um jogo que não vale a pena jogar.
									","
											Bu, Jose Saramago'nun ""Seeing"" isimli güzel bir romanının
											giriş kısmı.
											Ama benim görüşüme göre, şu günlerde
											Avrupa'da demokrasi hakkındaki problemlerin bir kısmını yakalıyor.
											Demokrasinin devlet için
											en iyi yönetim biçimi olduğunu kimse sorgulamaz.
											Demokrasi şehirdeki tek oyundur.
											Asıl sorun birçok kimsenin bunu oynamaya
											değer bir oyun olarak görmemeye başlaması.
									","
											This is the opening of a beautiful novel by Jose Saramago
											called ""Seeing.""
											But in my view it very well captures
											part of the problem that we have with democracy in Europe these days.
											On one level nobody's questioning
											that democracy is the best form of government.
											Democracy is the only game in town.
											The problem is that many people start to believe
											that it is not a game worth playing.
									","
											C'est le début d'un merveilleux roman de José Saramago,
											intitulé ""La Lucidité"".
											Mais d'après moi, il saisit très bien
											une partie du problème qu'on rencontre actuellement en Europe avec la démocratie.
											D'une part, personne ne met en doute
											la démocratie comme meilleure forme de gouvernement.
											La démocratie est l'unique voie.
											Le problème est que de nombreuses personnes commencent à croire
											que cette voie ne vaut pas la peine d'être empruntée.
									","
											So beginnt eine wunderbare Erzählung
von Jose Saramago mit dem Titel
											»Die Stadt der Sehenden«.
											Ich denke, das fängt sehr gut ein,
											was für ein Problem wir heute
in Europa mit der Demokratie haben.
											Niemand stellt heute mehr in Frage,
											dass Demokratie die beste Staatsform ist.
											Wir haben nur die Demokratie.
											Das Problem ist,
dass viele Menschen glauben,
											dass sich das Mitspielen nicht lohnt.
									",Can democracy exist without trust?,Ivan Krastev,14:04,"Europe,big problems,culture,democracy,global issues,politics,protests"
