en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
											Today, there are 1.8 billion young people
											between the ages
of 10 and 24 in the world.
											It is the largest cohort in human history.
											Meeting their needs
will be a big challenge.
											But it's also a big opportunity.
									","
											Actualmente en el mundo
hay 1.800 millones de jóvenes
											entre los 10 y 24 años de edad.
											Es la cohorte más grande
en la historia de la humanidad.
											Satisfacer sus necesidades
será un gran desafío.
											Y al mismo tiempo, una gran oportunidad.
									","
											Aujourd'hui, il y a 1,8 milliard de jeunes
											ayant entre 10 et 24 ans
à travers le monde.
											C'est la plus grand cohorte
de l'histoire de l'humanité.
											Satisfaire leurs besoins
sera un défi de taille.
											Mais c'est également
une belle opportunité.
									","
											Bugün dünyada yaşları
10 ile 24 arasında değişen
											1,8 milyar genç insan var.
											Bu, insanlık tarihindeki
en büyük topluluk olmakla birlikte
											onların ihtiyaçlarını karşılamak
büyük bir zorluk.
											Ayrıca büyük bir fırsat da.
									",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
","
","
","
",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
											They hold our shared future
in their hands.
											Every day, we read about young people
lending their ideas and passions
											to fighting for change,
											social change, political change,
change in their communities.
											Imagine what they'll create:
breakthroughs, inventions.
											Maybe new medicines,
new modes of transportation,
											new ways to communicate,
											sustainable economies
and maybe even a world at peace.
											But this opportunity, this youth dividend,
											is not a given.
									","
											Tienen en sus manos
nuestro futuro en común.
											Diariamente, leemos acerca de jóvenes que
brindan sus ideas y lo que les apasiona
											para luchar por el cambio.
											Cambio social, cambio político,
cambio en sus comunidades.
											Imaginen todo lo que lograrán:
avances, inventos.
											Quizás nuevos medicamentos,
nuevos medios de transporte,
											nuevas formas de comunicarnos,
											economías sustentables,
y quizás hasta la paz en el mundo.
											Sin embargo, esta oportunidad,
este rédito de juventud,
											no es un hecho.
									","
											Ils tiennent notre avenir commun
entre leurs mains.
											Chaque jour, nous entendons parler de
jeunes consacrant leurs idées et passions
											à la lutte pour le changement,
											un changement social, politique,
un changement dans leur communauté.
											Imaginez ce qu'ils créeront :
des avancées, des inventions.
											Peut-être de nouveaux médicaments,
de nouveaux moyens de transport,
											de nouveaux moyens de communication,
											des économies durables
et peut-être même un monde en paix.
											Mais cette opportunité,
ce dividende de la jeunesse,
											n'est pas acquise.
									","
											Bizim geleceğimiz onların elinde.
											Her gün, gençlerin fikir ve tutkularıyla
											değişim için savaştığını okuyoruz;
											sosyal değşim, siyasi değişim,
topluluklarında değişim.
											Onların yapacakları
muazzam buluşları düşünün:
											belki yeni ilaçlar,
yepyeni ulaşım araçları
											yeni iletişim yolları,
											sürdürülebilir ekonomiler, 
hatta huzurlu bir dünya.
											Ama bu genç topluluğa
											bu fırsat verilmiyor.
									",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
","
","
","
",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
											One point eight billion
young women and young men
											are standing at the door of adulthood.
											Are they ready?
											Right now, too few of them are.
											My favorite part of my job at UNICEF
											is a chance to talk to, meet with
and hear from young people
											all around the world.
											And they tell me
about their hopes and dreams.
											And they have amazing hopes and dreams
											for what they'll accomplish
in their lives.
											But what they're also telling me
is that they have fears.
									","
											1.800 millones de hombres 
y mujeres jóvenes
											están a las puertas de la adultez.
											¿Están listos?
											En este momento, solo unos pocos lo están.
											Lo que más me gusta 
de mi trabajo en UNICEF
											es la oportunidad de conversar
conocer y escuchar a los jóvenes
											de todas partes del mundo.
											Ellos me cuentan acerca
de sus sueños y expectativas.
											Y la verdad es que tienen
sueños y expectativas increíbles
											para lo que lograrán 
en sus vidas.
											Pero también me cuentan
que sienten temor.
									","
											1,8 milliard de jeunes femmes
et de jeunes hommes
											sont au seuil de l'âge adulte.
											Sont-ils prêts ?
											Actuellement, trop peu le sont.
											Ce que je préfère
dans mon travail pour l'UNICEF,
											c'est l'opportunité de rencontrer
et de discuter avec des jeunes
											venant de partout dans le monde.
											Ils me parlent de leurs espoirs
et de leurs rêves.
											Ils ont des espoirs
et des rêves formidables
											quant à ce qu'ils accompliront
dans leur vie.
											Mais ils me disent également
qu'ils ont des craintes.
									","
											Bir virgül sekiz milyar genç kız ve erkek
											yetişkin olmak üzere.
											Peki buna hazırlar mı?
											Şu anda pek azı buna hazır.
											UNICEF'teki işimin en sevdiğim yanı
											dünyanın her yerinden gençlerle konuşma,
											tanışma ve onları dinleme
imkanına sahip olmam.
											Bana umut ve hayallerinden bahsediyorlar.
											Hayatları boyunca gerçekleştirecekleri
											muhteşem umutları ve hayalleri var.
											Ancak bana korkularından da bahsediyorlar.
									",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
","
","
","
",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
											They feel that they're facing
a series of urgent crises.
											A crisis of demographics,
											a crisis of education,
											a crisis of employment,
											a crisis of violence
											and a crisis for girls.
											If you look at these crises,
you realize that they're urgent
											and they need to be addressed now.
											Because they tell us that they're worried.
											They're worried that they might not get
the education that they need.
											And you know what?
											They're right.
									","
											Sienten que se enfrentan 
a una sucesión de crisis urgentes.
											A una crisis demográfica,
											a una crisis educativa,
											una crisis de empleo,
											una crisis de violencia,
											una crisis para las niñas.
											Y si observamos estas crisis,
nos damos cuenta que son urgentes
											y que deben abordarse ahora.
											Porque nos indican que están preocupados.
											Están preocupados porque quizás
no reciban la educación que necesitan.
											¿Y saben qué?
											Tienen razón.
									","
											Ils ont l'impression de faire face
à une série de crises urgentes.
											Une crise démographique,
											une crise éducative,
											une crise de l'emploi,
											une crise de la violence
											et une crise pour les filles.
											Si vous observez ces crises,
vous réalisez qu'elles sont urgentes
											et doivent être abordées maintenant.
											Car ils nous disent qu'ils sont inquiets.
											Ils s'inquiètent de ne pas recevoir
l'éducation dont ils ont besoin.
											Et vous savez quoi ?
											Ils ont raison.
									","
											Bir dizi önemli krizle
yüz yüze olduklarını hissediyorlar.
											Toplumsal kriz,
											eğitim krizi,
											istihdam krizi,
											şiddet krizi
											ve kadınlara yönelik kriz.
											Bu krizlere bakacak olursanız
ne kadar önemli olduklarını
											ve hemen müdahale 
edilmesi gerektiğini göreceksiniz.
											Çünkü gençler bize 
kaygılandıklarını söylüyorlar.
											İhtiyaç duydukları eğitimi
alamayacaklarından korkuyorlar.
											Biliyor musunuz?
											Haklılar.
									",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
","
","
","
",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
"
											Two hundred million adolescents
are out of school worldwide,
											about the population of Brazil.
											And those that are in school
											feel that they may not be getting
the right skills.
											Globally, six in 10
children and young people
											do not meet the minimum proficiency level
for reading and mathematics.
											No country can be successful
											if nearly half of its population
of young people
											are unable to read or write.
											And what about the lucky few
who are in secondary school?
											Many of them are dropping out
because they're worried
											that they're not getting skills
that they can use to make a livelihood.
											And sometimes, their parents
can no longer afford the fees.
											It's a tragedy.
									","
											Docientos millones de adolescentes
en el mundo, no asisten a la escuela,
											lo que casi representa
la población de Brasil.
											Y quienes sí van a la escuela

											sienten que no están aprendiendo
las habilidades adecuadas.
											Mundialmente, seis de cada diez
niños y jóvenes
											no cumplen con el nivel mínimo 
de competencia para lectura y matemáticas.
											Ningún país puede ser exitoso
											si casi la mitad 
de su población de jóvenes
											no saben leer o escribir.
											¿Y qué hay de los pocos afortunados
que están en la escuela secundaria?
											Muchos de ellos abandonan
porque les preocupa
											no estar adquiriendo las habilidades
necesarias para ganarse la vida.
											Y a veces, sus padres
no pueden seguir pagando los costos.
											Es una tragedia.
									","
											A travers le monde, 200 millions
d'adolescents ne sont pas scolarisés,
											environ l'équivalent
de la population du Brésil.
											Et ceux qui sont scolarisés
											ont l'impression de ne pas
acquérir les bonnes compétences.
											Dans le monde, six enfants
et jeunes sur 10
											n'ont pas le niveau de compétence minimum
en lecture et en mathématiques.
											Aucun pays ne peut réussir
											si près de la moitié
de sa population de jeunes
											n'est pas capable de lire ou d'écrire.
											Qu'en est-il des quelques chanceux
dans l'enseignement secondaire ?
											Beaucoup d'entre eux décrochent
car ils s'inquiètent
											de ne pas acquérir des compétences
											qu'ils pourront utiliser
pour gagner leur vie.
											Et parfois, leurs parents
ne peuvent plus payer les frais.
											C'est une tragédie.
									","
											Dünya çapında iki yüz milyon
genç okula gitmiyor,
											bu, yaklaşık Brezilya nüfusuna 
tekabül eder.
											Okula gidebilenler ise

											gerekli becerileri
edinemediklerini düşünüyorlar.
											Dünya çapında her 10 çocuk
ve gençten altısı
											okuma ve matematikte
minimum yeterlik seviyesine ulaşamıyor.
											Genç nüfusunun neredeyse yarısı
											okuyup yazamayan hiçbir ülke
											başarılı olamaz.
											Peki ya ortaokula gidebilen
çok az şanslı genç?
											Çoğu, okulu bırakıyor
çünkü endişe içindeler;
											geçimlerini sağlayacak 
becerileri edinemediklerini düşünüyorlar.
											Bazen de aileler ücretleri daha fazla
karşılayamayacak hâle geliyorlar.
											Bu, bir trajedi.
									",How we can help young people build a better future,Henrietta Fore,14:25,"future,global issues,children,youth,global development,economics,community,activism,potential,humanity,business,social change,collaboration"
