en,fr,es,title,speaker,duration,tags
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
											So I have a confession to make.
											I only recently learned how to drive.
											And it was really hard.
											Now, this wasn't an older brain thing.
											Do you remember what it was like
when you first learned how to drive?
											When every decision you made
was so conscious and deliberate?
											I'd come home from my lessons
completely wiped out mentally.
											Now, as a cognitive scientist
I know that this is because I was using
											a lot of something
called executive function.
											Executive function is our amazing ability
to consciously control our thoughts,
											emotions and actions
											in order to achieve goals ...
											like learning how to drive.
											It's what we use when we need
to break away from habit,
											inhibit our impulses and plan ahead.
											But we can see it most clearly
when things go wrong.
											Like, have you ever accidentally
poured orange juice on your cereal?
									","
											Je dois vous avouer quelque chose.
											Je viens juste d'apprendre à conduire.
											Ça n'a pas été évident.
											Ce n'est pas parce que
mon cerveau est adulte.
											Souvenez-vous de ce que c'était
de conduire les premières fois.
											Combien chaque décision était prise
consciemment et délibérément.
											Je rentrais de l'auto-école
complètement lessivée mentalement.
											Je suis spécialisée en sciences cognitives
et je sais que cet état était dû au fait
											que j'utilisais beaucoup
mes fonctions exécutives.
											Les fonctions exécutives,
											c'est notre extraordinaire capacité
à contrôler consciemment nos pensées,
											nos émotions et actions
pour atteindre nos objectifs...
											comme apprendre à conduire.
											Nous utilisons ces fonctions
pour perdre une habitude,
											pour inhiber nos impulsions
ou faire des projets.
											On remarque son existence
quand les choses tournent mal.
											Avez-vous déjà versé par mégarde
du jus d'orange sur vos céréales ?
									","
											Tengo una confesión que hacer.
											Hace poco aprendí a conducir.
											Y fue realmente difícil.
											Ahora, no es algo del pasado.
											¿Recuerda cómo fue cuando
aprendió a conducir?
											¿Cuando cada decisión que hacía
era consciente y deliberada?
											Llegaba a casa de mis lecciones
mentalmente agotada.
											Bien, como científica cognitiva
sé que eso es porque estaba usando
											mucho de algo llamado 
la función ejecutiva.
											La función ejecutiva es la habilidad para
controlar conscientemente pensamientos,
											emociones y acciones
											para alcanzar objetivos...
											como aprender a conducir.
											Es lo que usamos cuando necesitamos
romper con un hábito,
											inhibir nuestros impulsos
y anticiparse.
											Pero podemos verlo más
claramente cuando las cosas van mal.
											¿Cómo cuando accidentalmente
echa su jugo en los cereales?
									",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
											Or, ever start scrolling on Facebook
											and suddenly realize
you've missed a meeting?
									","
											Ou commencé à naviguer sur Facebook
											et vous apercevoir
que vous avez raté une réunion ?
									","
											O, ¿incluso empieza a navegar
por Facebook
											y de repente se da cuenta
de que se perdió una reunión?
									",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
											Or maybe this one's more familiar:
											Ever plan to stop at the store
on the way home from work
											and then drive all the way home
instead on autopilot?
									","
											Ou, chose familière s'il en est :
											vous avez prévu de passer au supermarché
sur le trajet du retour
											et conduit jusque chez vous
en pilote automatique ?
									","
											O quizás este es más familiar:
											Planear detenerse en la tienda
en el camino de casa al trabajo
											¿y en su lugar conducir todo
el camino a casa en piloto automático?
									",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
											These things happen to everyone.
											And we usually call it absentmindedness,
											but what's really happening
											is we're experiencing a lapse
in executive function.
									","
											Ça arrive à tout le monde.
											On appelle souvent ça de la distraction,
											mais il s'agit en réalité
											d'une défaillance
de nos fonctions exécutives.
									","
											Estas cosas les pasan a todos.
											Y es lo que solemos llamar distracción,
											pero lo que realmente pasa
											es que experimentamos
un lapso en la función ejecutiva.
									",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
											So we use executive function
every day in all aspects of our lives.
											And over the past 30 years,
											researchers have found
that it predicts all kinds of good things
											in childhood and beyond,
											like social skills, academic achievement,
mental and physical health,
											making money, saving money
											and even staying out of jail.
											Sounds great, doesn't it?
											So it's no surprise
											that researchers like me
are so interested in understanding it
											and figuring out ways to improve it.
									","
											Nous les utilisons quotidiennement
dans tous les aspects de notre vie.
											Les 30 dernières années,
											les chercheurs ont découvert
que ça prédit plein de choses positives
											dans l'enfance et plus tard,
											les compétences sociales,
la réussite académique,
											la santé mentale et physique,
											gagner de la vie, épargner
											et même ne jamais aller en prison.
											Super, n'est-ce pas ?
											Ce n'est donc pas mystérieux
											que des chercheurs comme moi
soient curieux de les comprendre
											et de trouver un moyen de les améliorer.
									","
											Usamos la función ejecutiva cada día
en todos los aspectos de nuestras vidas.
											Y en los últimos 30 años,
											investigadores han descubierto
que predice todo tipo de cosas buenas
											en la infancia y más allá,
											como habilidades sociales, logros
académicos, salud mental y física,
											hacer dinero, ahorrar dinero
											e incluso mantenerse fuera de prisión.
											¿Suena bien, no es así?
											Así que no es una sorpresa
											que investigadores como yo
estén tan interesados en entenderlo
											y descubrir formas de mejorarlo.
									",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
"
","
","
",How your brain's executive function works — and how to improve it,Sabine Doebel,9:15,"brain,cognitive science,children,neuroscience,TEDx,motivation,science"
