en,fr,title,speaker,duration,tags
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											When I turned 19, I started my career
											as the first female photojournalist
											in the Gaza Strip, Palestine.
											My work as a woman photographer
											was considered a serious insult
											to local traditions,
											and created a lasting stigma
											for me and my family.
											The male-dominated field made my presence
											unwelcome by all possible means.
											They made clear that a woman
											must not do a man's job.
											Photo agencies in Gaza refused to train me
											because of my gender.
											The ""No"" sign was pretty clear.
									","
											Quand j'ai eu 19 ans,
											j'ai commencé ma carrière
											en tant que première 
femme photojournaliste
											dans la bande de Gaza, en Palestine.
											Mon travail, en tant que 
femme photojournaliste,
											était considéré comme un grave affront
											aux traditions locales,
											et a engendré 
une stigmatisation permanente
											pour moi et ma famille.
											La dominance masculine dans ce domaine
a rendu ma présence impossible
											par tous les moyens.
											On m'a signifié qu'une femme
											ne doit pas faire le travail d'un homme.
											Les agences de photo à Gaza
											ont refusé de me former 
à cause de mon sexe.
											Le panneau « Non » était très clair.
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											Three of my colleagues
											went as far as to drive me to an open air strike area
											where the explosion sounds
											were the only thing I could hear.
											Dust was flying in the air,
											and the ground was shaking like a swing beneath me.
											I only realized we weren't
there to document the event
											when the three of them got back into the armored Jeep
											and drove away, waving and laughing,
											leaving me behind in the open air strike zone.
									","
											Trois de mes collègues
											m'ont même conduite 
dans une zone de bombardement
											où les bruits d'explosion étaient 
la seule chose que je pouvais entendre.
											La poussière volait dans l'air,
											et le sol remuait comme une balançoire
en dessous de moi.
											J'ai réalisé que nous n'étions pas là
											pour documenter l'événement
											quand ils sont tous trois 
remontés dans la Jeep blindée
											et sont partis, me faisant des signes 
de la main et rigolant,
											me laissant seule dans la 
zone de bombardement.
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											For a moment, I felt terrified,
											humiliated, and sorry for myself.
											My colleagues' action was not
											the only death threat I have received,
											but it was the most dangerous one.
									","
											Pendant un moment, 
je me suis sentie terrifiée,
											humiliée et je m'apitoyais sur mon sort.
											L'action de mes collègues n'était
											la seule menace de mort que j'ai reçue,
											mais elle a été la plus dangereuse.
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											The perception of women's life in Gaza
											is passive.
											Until a recent time, a lot of 
women were not allowed
											to work or pursue education.
											At times of such doubled war including
											both social restrictions on women
											and the Israeli-Palestinian conflict,
											women's dark and bright stories were fading away.
											To men, women's stories were seen
											as inconsequential.
									","
											La perception de la vie des femmes à Gaza
											est passive.
											Jusqu'à récemment,
											beaucoup de femmes n'étaient pas 
autorisées à travailler ou à étudier.
											Durant ces moments de guerres multiples,
											incluant les restrictions sociales
imposées aux femmes
											et le conflit israélo-palestinien,
											les histoires sombres et joyeuses
des femmes s'effaçaient.
											Pour les hommes, les histoires des femmes
étaient considérées comme insignifiantes.
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											I started paying closer attention
											to women's lives in Gaza.
											Because of my gender, I had access
											to worlds where my colleagues were forbidden.
											Beyond the obvious pain and struggle,
											there was a healthy dose
											of laughter and accomplishments.
											In front of a police compound in Gaza City
											during the first war in Gaza,
											an Israeli air raid managed to destroy the compound
											and break my nose.
											For a moment, all I saw was white, bright white,
											like these lights.
											I thought to myself I either got blind
											or I was in heaven.
											By the time I managed to open my eyes,
											I had documented this moment.
									","
											J'ai commencé à être plus attentive
											à la vie des femmes à Gaza.
											Grâce à mon sexe, j'ai eu accès
											à des mondes où mes collègues
étaient interdits.
											Derrière la douleur et la lutte évidente,
											il y avait une bonne dose
											de rires et d'accomplissements.
											En face d'un camp de police
dans la ville de Gaza,
											durant la première guerre à Gaza,
											un raid aérien israélien
a réussi à détruire le camp
											et à casser mon nez.
											Pendant un moment, 
je n'ai vu que du blanc,
											un blanc éclatant,
											comme ces lumières.
											Je me suis dit 
que j'étais soit aveugle,
											soit au Paradis.
											Lorsque j'ai enfin réussi 
à ouvrir mes yeux,
											j'ai documenté ce moment.
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											Mohammed Khader, a Palestinian worker
											who spent two decades in Israel,
											as his retirement plan,
											he decided to build a four-floor house,
											only by the first field operation at his neighborhood,
											the house was flattened to the ground.
											Nothing was left but the pigeons he raised
											and a jacuzzi, a bathtub
											that he got from Tel Aviv.
											Mohammed got the bathtub
											on the top of the rubble
											and started giving his kids
											an every morning bubble bath.
									","
											Mohammed Khader, 
un travailleur palestinien
											qui a passé deux décennies en Israël,
											comme plan de retraite,
											avait décidé de construire 
une maison de quatre étages.
											Après la première opération 
sur le terrain dans son quartier,
											la maison s'est retrouvée par terre.
											Il ne restait rien d'autre 
que les pigeons qu'il élevait,
											et un jacuzzi, une baignoire,
											qu'il avait acheté à Tel Aviv.
											Mohammed mit la baignoire
											au-dessus des décombres,
											et commença à donner à ses enfants
											un bain à bulles, chaque matin.
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											My work is not meant to hide the scars of war,
											but to show the full frame
											of unseen stories of Gazans.
											As a Palestinian female photographer,
											the journey of struggle, survival and everyday life
											has inspired me to overcome the community taboo
											and see a different side of war and its aftermath.
											I became a witness with a choice:
											to run away or stand still.
									","
											Mon travail n'est pas de maquiller
les cicatrices de la guerre,
											mais de montrer l'étendue
											des histoires tues des Gazaouis.
											En tant que femme 
photographe palestinienne,
											le chemin de la lutte, de la survie
et la vie de tous les jours
											m'ont inspirée à surmonter
les tabous de la communauté
											et à voir un autre aspect de la guerre
											et de ses répercussions.
											Je suis devenue un témoin
											avec un choix :
											fuir
											ou rester debout.
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											Thank you.
									","
											Merci.
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
											(Applause)
									","
											(Applaudissements)
									",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
"
","
",The courage to tell a hidden story,Eman Mohammed,4:12,"Middle East,TED Fellows,gender,global issues,journalism,photography,women"
