fr,en,es,de,tr,title,speaker,duration,tags
"
","
","
","
","
",Dark matter: The matter we can't see,James Gillies,5:19,"TED-Ed,science,animation,universe,dark matter"
"
											Les Grecs de l'antiquité 
ont eu une idée géniale :
											L'univers est simple.
											Dans leur esprit,
											tout ce qu'il faut pour le créer, 
ce sont 4 éléments :
											la terre,
											l'air,
											le feu,
											et l'eau.
											C'est une belle théorie.
											Elle est simple et élégante.
											Elle dit qu'en combinant
											les 4 éléments de base 
de différentes manières,
											on pourrait produire toute
la merveilleuse diversité de l'univers.
											La terre et le feu, par exemple,
											donnent des choses sèches.
											L'air et l'eau, des choses humides.
											Mais cette théorie posait un problème.
											Elle ne prédisait rien 
qui puisse être mesuré,
											et la mesure est à la base 
de la science expérimentale.
											Pire encore, la théorie était fausse.
											Mais les Grecs étaient de 
grands scientifiques de l'esprit
											et au 5e siècle av. J.-C.,
											Leucippe de Milet a émis
											l'une des idées scientifiques 
les plus durables.
											Tout ce que nous voyons se compose
											de morceaux minuscules et indissociables 
de choses appelées atomes.
											Cette théorie est simple et élégante,
											et elle a l'avantage
											sur la théorie de la terre, 
l'air, le feu et l'eau
											d'être juste.
											Des siècles de pensée scientifique 
et d'expérimentation
											ont établi que les éléments réels,
											des choses comme l'hydrogène,
											le carbone,
											et le fer,
											peut être décomposé en atomes.
											Dans la théorie de Leucippe, 
l'atome est la plus petite chose
											indivisible encore reconnaissable
											comme de l'hydrogène,
											du carbone,
											ou du fer.
											La seule chose fausse 
dans l'idée de Leucippe
											est que les atomes sont, en fait, divisibles.
											En outre, son idée d'atomes s'avère
											n'expliquer qu'une petite partie
											de ce dont l'univers est fait.
											Ce qui semble être 
la matière ordinaire de l'univers
											est, en fait, assez rare.
											Les atomes de Leucippe 
et les choses dont ils sont faits,
											ne représentent en fait qu'environ 5 %
											de ce que nous savons être là.
											Les physiciens connaissent 
le reste de l'univers,
											95 %,
											comme l'univers noir,
											fait de matière noire et d'énergie noire.
											Comment le savons-nous ?
											Nous le savons parce que 
nous regardons les choses
											et nous les voyons.
											Ça peut sembler plutôt simpliste,
											mais c'est en fait assez profond.
											Toute la matière 
qui est faite d'atomes est visible.
											La lumière rebondit dessus, 
et nous pouvons la voir.
											Quand on regarde dans l'espace
											on voit des étoiles et des galaxies.
											Certaines d'entre elles, 
comme celle dans laquelle nous vivons,
											sont de belles formes en spirale, qui tourbillonnent 
gracieusement à travers l'espace.
											Quand les scientifiques ont mesuré
pour la première fois le mouvement
											des groupes de galaxies 
dans les années 1930
											et pesé la quantité de matière qu'ils contenaient,
											ils ont eu une surprise.
											Ils ont constaté qu'il n'y a pas 
assez de matière visible
											dans ces groupes 
pour les maintenir ensemble.
											Des mesures ultérieures 
de galaxies individuelles
											ont confirmé ce résultat étonnant.
											Il n'y a tout simplement pas assez 
de matière visible dans les galaxies
											pour fournir une gravité suffisante 
pour les maintenir ensemble.
											De ce que nous voyons,
											elles devaient voler en éclats, 
mais ce n'est pas le cas.
											Donc, il doit y avoir de la matière là-bas
											que nous ne pouvons pas voir.
											Nous appelons cette matière 
la matière noire.
											La meilleure preuve 
de l'existence de la matière noire aujourd'hui
											vient des mesures de quelque chose
											appelé le fond diffus cosmologique,
											la rémanence du Big Bang,
											mais c'est une autre histoire.
											Toutes les preuves que nous avons
											disent que la matière noire est là
											et qu'elle représente 
une grande partie de la matière
											dans ces belles galaxies en spirales
											qui remplissent les cieux.
											Alors où en sommes-nous ?
											Nous savons depuis longtemps que les cieux
											ne tournent pas autour de nous
											et que nous sommes des habitants 
d'une planète assez ordinaire,
											en orbite autour d'une étoile assez ordinaire,
											dans le bras d'une galaxie assez ordinaire.
											La découverte de la matière noire 
nous a éloigné
											un peu du centre des choses.
											Ça nous a dit que la matière 
dont nous sommes faits
											n'est qu'une petite fraction 
de ce qui compose l'univers.
											Mais il y a plus à venir.
											Au début du siècle,
											des scientifiques qui étudiaient 
les confins de l'univers
											ont confirmé que non seulement
tout s'éloigne
											de tout le reste,
											comme vous vous en doutez 
dans un univers
											qui a commencé par 
un Big Bang chaud et dense,
											mais cette expansion de l'univers
											semble aussi s'accélérer.
											De quoi s'agit-il ?
											Soit il y a une sorte d'énergie
											qui pousse cette accélération,
											tout comme vous fournissez 
l'énergie pour accélérer une voiture,
											ou la gravité ne se comporte pas 
exactement comme nous le pensons.
											La plupart des scientifiques 
pensent que c'est la première solution,
											qu'il y a une sorte d'énergie 
qui pousse à l'accélération,
											et ils l'appelèrent <i>l'énergie noire</i>.
											Les meilleures mesures d'aujourd'hui 
nous permettent de calculer
											à quel point de l'univers est noir.
											Il semble que l'énergie noire compose
											environ 68 % de l'univers
											et la matière noire, environ 27 %,
											ne laissant que 5 % pour nous
											et tout ce que nous voyons d'autre.
											Alors de quoi est faite la matière noire ?
											Nous ne savons pas,
											mais il y a une théorie, 
appelée la <i>supersymétrie</i>,
											qui pourrait l'expliquer en partie.
											La supersymétrie ou SUSY,
											prévoit toute une série 
de nouvelles particules,
											dont certaines pourraient 
constituer la matière noire.
											Si on trouvait des preuves de SUSY,
											on pourrait comprendre 
un tiers de notre univers,
											de ce que nous pouvons voir,
											au lieu de 5 % aujourd'hui.
											Pas mal pour une journée de travail.
											L'énergie noire serait probablement 
plus difficile à comprendre,
											mais il existe certaines
théories spéculatives
											qui pourraient montrer la voie.
											Parmi ces théories se trouvent
celles qui remontent
											à cette première grande idée 
de la Grèce antique,
											l'idée par laquelle nous avons commencé 
il y a quelques minutes,
											l'idée que l'univers doit être simple.
											Ces théories prédisent 
qu'il n'y a qu'un seul élément
											d'où a émergé 
la merveilleuse diversité de l'univers,
											une corde vibrante.
											L'idée est que toutes les particules 
que nous connaissons aujourd'hui
											ne sont que les différentes 
harmoniques de cette corde.
											Malheureusement, 
les théories des cordes aujourd'hui
											sont, pour l'instant, invérifiables.
											Mais, avec une si grande partie 
de l'univers à explorer,
											les enjeux sont élevés.
											Tout ça vous fait-il sentir petit ?
											Ça ne le devrait pas.
											Vous devriez plutôt admirer
											le fait que, pour autant qu'on sache,
											vous appartenez à 
la seule espèce de l'univers
											capable même de commencer 
à saisir ses merveilles,
											et vous vivez au bon moment
											pour voir notre compréhension exploser.
									","
											The ancient Greeks had a great idea:
											The universe is simple.
											In their minds,
											all you needed to make it were four elements:
											earth,
											air,
											fire,
											and water.
											As theories go, it's a beautiful one.
