en,fr,tr,de,title,speaker,duration,tags
"
","
","
","
",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
											You know, I didn't set out
to be a parenting expert.
											In fact, I'm not very interested
in parenting, per Se.
											It's just that there's a certain style
of parenting these days
											that is kind of messing up kids,
											impeding their chances
to develop into theirselves.
											There's a certain style
of parenting these days
											that's getting in the way.
									","
											Je n'avais pas prévu
d'être une experte de la parentalité.
											En fait, je ne suis pas très intéressée
par la parentalité en soi.
											C'est simplement qu'il y a, ces jours-ci,
un type de parentalité
											qui fiche en l'air les enfants,
											entravant leurs chances de se développer.
											Il y a, ces jours-ci,
un type de parentalité
											qui se met en travers du chemin.
									","
											Bilirsiniz, ben bir 'ebeveynlik 
uzmanı' değilim.
											Hatta 'ebeveynlikle' birebir
ilgim bile yok.
											Sadece bu aralar belirli bir
ebeveynlik tarzı var,
											çocukları mahveden türden,
											onların kendileri olma
şanslarını engelliyor.
											Bu aralar karşımıza çıkan
											belirli bir ebeveynlik tarzı var.
									","
											Wissen Sie, ich hatte nicht vor,
Erziehungsexpertin zu werden.
											Eigentlich bin ich nicht per se
an Erziehung interessiert.
											Aber es gibt heutzutage
einen gewissen Stil der Erziehung,
											der irgendwie unsere Kinder vermurkst,
											sie daran hindert, sich zu entwickeln.
											Dieser bestimmte Erziehungsstil von heute
											versperrt uns den Weg.
									",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
","
","
","
",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
											I guess what I'm saying is,
											we spend a lot of time
being very concerned
											about parents who aren't involved enough
in the lives of their kids
											and their education or their upbringing,
											and rightly so.
											But at the other end of the spectrum,
											there's a lot of harm
going on there as well,
											where parents feel
a kid can't be successful
											unless the parent is protecting
and preventing at every turn
											and hovering over every happening,
and micromanaging every moment,
											and steering their kid towards
some small subset of colleges and careers.
									","
											Je veux dire que
											nous nous inquiétons beaucoup
											des parents qui ne sont pas assez investis
dans la vie de leurs enfants,
											leur éducation et leur croissance
											et c'est justifié.
											Mais, à l'autre extrémité du spectre,
											il y a aussi des dégâts,
											lorsque les parents pensent
que l'enfant ne peut pas réussir
											à moins que les parents
ne les protègent à tout instant,
											qu'ils planent au-dessus de l'action,
gèrent chaque situation,
											et mènent leur enfant vers un petit nombre
d'universités et de carrières.
									","
											Sanırım demek istediğim,
											çocuklarının hayatları ve eğitimleri
											veya yetiştirilmeleriyle
yeterince ilgilenmeyen
											ebeveynler adına endişe
duymakla çok meşgulüz
											ve haklıyız da.
											Ama öte yandan
											bunun pek çok zararı da var.
											Aileler kendi korumaları olmadan,
											her anı kendilerince düzenlemeden
											ve çocuklarını okul ve kariyerleri
boyunca izlemeden
											çocuklarının başarılı
olamayacağını düşünüyor.
									","
											Ich will damit sagen,
											wir sorgen uns oft viel zu sehr,
											dass Eltern sich nicht genügend 
in das Leben ihrer Kinder einbringen
											oder in ihre Bildung oder Erziehung,
											und zu Recht.
											Aber am anderen Ende dieses Spektrums
											wird genauso viel Schaden angerichtet,
											wenn Eltern meinen, 
ein Kind könne nicht erfolgreich sein,
											ohne dass die Eltern es beschützen,
bei jeder Gelegenheit vorsorgen,
											jedes Ereignis überwachen,
jeden Moment im Detail planen
											und ihr Kind in Richtung einer kleinen 
Zahl von Unis und Karrieren lenken.
									",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
","
","
","
",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
											When we raise kids this way,
											and I'll say we,
											because Lord knows,
in raising my two teenagers,
											I've had these tendencies myself,
											our kids end up leading
a kind of checklisted childhood.
									","
											Quand nous élevons ainsi des enfants,
											je dirais « nous »,
											car dieu sait qu'en élevant
mes deux adolescents
											j'avais aussi tendance à faire cela,
											nos enfants finissent par vivre
une enfance toute tracée.
									","
											Çocukları bu şekilde
yetiştirdiğimiz takdirde,
											biz diyorum,
											çünkü Tanrı şahit, iki genç
çocuğumu büyütürken
											ben de bu eğilimler içindeydim,
											çocuklarımız sonunda 
yapılacaklar listesini
											tamamlamış bir çocukluk geçirmiş oluyor.
									","
											Wenn wir Kinder so erziehen,
											— und ich sage ""wir"",
											denn bei der Erziehung
meiner zwei Teenager
											hatte ich selbst diese Tendenzen —
											dann führen unsere Kinder am Ende 
eine Art Checklisten-Kindheit.
									",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
","
","
","
",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
											And here's what the checklisted
childhood looks like.
											We keep them safe and sound
											and fed and watered,
											and then we want to be sure
they go to the right schools,
											that they're in the right classes
at the right schools,
											and that they get the right grades
in the right classes in the right schools.
											But not just the grades, the scores,
											and not just the grades and scores,
but the accolades and the awards
											and the sports,
the activities, the leadership.
											We tell our kids, don't just join a club,
											start a club, because colleges
want to see that.
											And check the box for community service.
											I mean, show the colleges
you care about others.
									","
											Voici ce à quoi cette enfance ressemble.
											Nous les gardons sains et saufs,
											nourris et abreuvés,
											nous voulons nous assurer
qu'ils iront dans les bonnes écoles,
											les bonnes classes dans les bonnes écoles,
											qu'ils auront les bonnes notes
dans les bonnes classes des bonnes écoles.
											Les notes mais aussi les résultats,
											mais aussi les accolades et récompenses,
											et le sport, 
les activités, le leadership.
											Au lieu de rejoindre un club,
											il faut en créer un
car cela plaît aux universités.
											Cocher la case du service communautaire.
											Montrer aux universités
que cela vous importe.
									","
											Ve yapılacaklar listesi hâlindeki
çocukluk şuna benziyor.
											Biz onları güvende tuttuk,
											yedirdik ve içirdik,
											onların doğru okullara gittiklerinden,
											o doğru okullarda doğru
sınıflarda olduklarından
											ve o doğru okul ve sınıflarda doğru 
notlar aldıklarından emin olmak istedik.
											Ama sadece notlar değil,
											notların dışında, takdir ve ödüller, 

											spor, aktiviteler ve liderlik konularında
da emin olmak istedik.
											Çocuklarımızın sadece bir klübe
katılmalarını değil,
											bir klüp kurmalarını istedik, çünkü
üniversiteler bunu görmek istiyor.
											Ve topluma hizmet 
kutucuğunu da işaretleyin.
											Yani, üniversitelere, diğer insanları
önemsediğinizi gösterin.
									","
											Und so sieht eine
Checklisten-Kindheit aus:
											Wir halten sie sicher und geborgen,
											""gefüttert und bewässert"",
											und wollen sicher sein, 
dass sie gute Schulen besuchen,
											die richtigen Klassen
in den richtigen Schulen,
											und dort in den richtigen Fächern
die richtigen Noten bekommen.
											Aber nicht nur Noten und Punkte,
											sondern auch Auszeichnungen und Ehrungen
											und Sport, Beschäftigungen,
Führungsqualitäten.
											Wir sagen unseren Kindern: 
Tritt nicht bloß einem Verein bei,
											gründe einen Verein,
denn Unis sehen das gerne.
											Und engagier dich freiwillig.
											Zeig der Uni, dass du dich
um andere sorgst.
									",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
","
","
","
",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Lachen)
									",How to raise successful kids — without over-parenting,Julie Lythcott-Haims,14:16,"parenting,education,children,family,goal-setting,happiness,motivation,personal growth,social change,society,success,teaching"
