pt,tr,fr,title,speaker,duration,tags
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Isto aqui era o meu tumor cerebral.
											Não é bonito?
											(Risos)
											A palavra-chave é ""era"".
											Ufa!
											(Aplausos)
									","
											Bu arkada ki benim beyin kanserimdi.
											Güzel değil mi?
											(Gülüşmeler)
											Anahtar kalıp ""geçmiş zaman""
											püf.
											(Alkış)
									","
											Ça là c'était ma tumeur au cerveau.
											C'est joli, non ?
											(Rires)
											Le mot-clef c'est « était »,
											ouf.
											(Applaudissements)
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Como podem imaginar,
o diagnóstico foi chocante.
											Eu não sabia nada sobre o cancro.
											Nas culturas ocidentais,
quando se tem um cancro,
											é como se desaparecêssemos,
de certa forma.
											A nossa vida como um ser humano complexo
é substituída por dados médicos:
											as nossas imagens, os nossos exames,
os resultados das nossas análises,
											uma lista de medicamentos.
											E toda a gente muda.
											De repente,
tornamo-nos uma doença.
											Os médicos começam a falar
numa língua que não percebemos.
											Começam a apontar
											para o nosso corpo e as nossas imagens.
											As pessoas também começam a mudar,
											porque começam a lidar com a doença,
											em vez de lidar com o ser humano.
											Dizem: ""O que disse o médico?""
antes mesmo de nos cumprimentarem.
									","
											Beyin kanseri olduğum haberi, tabii ki
											benim için şok olmuştu.
											Kanser hakkında hiçbir şey bilmiyordum.
											Batı kültüründe, kanser olduğunuzda,
											bir bakıma kaybolmuş gibi oluyorsunuz.
											Renkli hayatınızın yerini
tıbbi veriler alıyor;
											Röntgenleriniz, muayeneleriniz,
laboratuvar değerleriniz,
											bir dizi ilaç listesi.
											Bir de herkes değişiyor.
											Bir anda yürüyen hastalık 
haline geliyorsunuz.
											Doktorlar anlamadığınız bir dilde 
konuşmaya başlıyorlar.
											Doktorlar parmaklarını vücudunuza ve
											röntgenlerinize uzatmaya başlıyorlar.
											İnsanlar da değişmeye başlıyor
											çünkü artık bireyle ilgilenmek yerine,
											hastalıkla ilgileniyorlar.
											""Merhaba"" demeden önce
											""Doktor ne dedi?"" diye soruyorlar.
									","
											Avoir un cancer au cerveau c'était, 
comme vous pouvez imaginer,
											un gros choc pour moi.

											[Choc]
											Je ne savais rien sur le cancer.
											[Disparition]

											Dans les cultures occidentales, 
quand tu as le cancer,
											c'est comme si tu disparaissais d'un coup.
											Ta vie en tant qu'être complexe
est remplacée par des données médicales :
											tes scanners, tes examens, 
tes résultats sanguins,
											une liste de médicaments.
											[Tout le monde]
Et tout le monde change aussi.
											Tout d'un coup, tu deviens une maladie 
sur pattes.
											Les docteurs se mettent à parler un 
langage que tu ne comprends pas.
											Ils montrent du doigt
											ton corps et tes scanners.
											Les gens se mettent à changer aussi
											parce qu'ils commencent à s'intéresser
à la maladie,
											au lieu de l'être humain.
											Ils disent :
« Qu'a dit le docteur ? »
											avant même de dire « Bonjour ».
											[Questionnement]
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Entretanto,
											nós somos abandonados às questões
para as quais ninguém tem resposta.
											São as perguntas ""Será que posso?""
											""Será que posso trabalhar
enquanto tiver cancro?""
											""Será que posso estudar?
Fazer amor? Ser criativo?""
											E perguntamo-nos:
""O que fiz eu para merecer isto?""
											Perguntamo-nos: ""Posso mudar
alguma coisa no meu estilo de vida?""
											""Há alguma coisa que possa fazer?
Existem alternativas?""
									","
											Ve bu arada siz,
											kimsenin cevaplamadığı sorularla
baş başasınız.
											""Yapabilir miyim?"" soruları;
											Kanserim varken bir işte
çalışabilir miyim?
											Ders çalışabilir miyim? Sevişebilir miyim?
Bir şey üretebilir miyim?
											Ve ""Bunu hak edecek ne yaptım?""
diye merak ediyorsunuz.
											""Yaşam tarzımı değiştirebilir miyim?""
											""Bir şeyler yapabilir miyim?""
											""Başka seçenekler var mı?""
									","
											Et pendant ce temps,
											tu te retrouves avec des questions dont
personne ne te donne la réponse.
											Les questions « Est-ce que je peux ? » :
											Est-ce que je peux 
travailler si j'ai le cancer ?
											Est-ce que je peux étudier ? 
Faire l'amour ? Être créatif ?
											Et tu te demandes : « Qu'est-ce que 
j'ai fait pour mériter ça ? »
											Tu te demandes : « Est-ce que je peux 
changer mon mode de vie ? »
											« Est-ce que je peux
faire quelque chose ? »
											« Y a-t-il d'autres options ? »
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Obviamente, os médicos são
os bons da fita em todos estes cenários,
											porque são muito profissionais
e dedicados à nossa cura.
											Mas também estão habituados
a lidar com os pacientes.
											Por vezes, esquecem-se
de que isto é uma tortura para nós
											e que nos tornamos,
literalmente, um paciente.
											""Paciente"" quer dizer ""aquele que espera"".
											(Risos)
											As coisas estão a mudar,
mas, normalmente,
											tentam não nos incentivar
a aprender sobre a nossa condição,
											a envolver os amigos e a família
											ou a mostrar-nos formas
de mudarmos o nosso estilo de vida,
											para minimizar os riscos
daquilo por que estamos a passar.
											Em vez disso,
somos obrigados a esperar
											nas mãos de uma série
de estranhos muito profissionais.
									","
											Bu senaryoda doktorlar tabii ki iyi adamlar,
											çok ustalar ve 
kendilerini sizi iyileştirmeye adamışlar.
											Hastalarla ilgilenmeye alıştıkları için,
											bunun sizin için işkence 
olduğunu unutuyorlar
											ve siz kelimenin tam anlamıyla 
onların ""hastası"" oluyorsunuz.
											""hasta"" demek ""bekleyen kişi"" demektir.
											(Gülüşmeler)
											Bazı şeyler değişse de, klasik olarak
											seninle ilgilenirkenki yaklaşımları
durumunu öğrenmene
											arkadaşların ve ailenle bağ kurmana,
											ya da başından geçenleri en az 
riskle atlatmak için
											sana yol gösterip yaşam 
tarzını değiştirmene yardımcı olmuyor.
											Yine de orada beklemeye mecbursun,
											bir dizi tanımadığın profesyonel 
yabancıların elinde.
									","
											Et, évidemment, les docteurs sont 
les gentils dans l'histoire,
											parce qu'ils sont très professionnels et 
se consacrent uniquement à ta guérison.
											Mais ils ont l'habitude de 
s'occuper de patients,
											donc je dirais que parfois ils oublient 
que c'est une torture pour toi
											et tu deviens, littéralement, 
un patient —
											c'est-à-dire « celui qui attend ».
											(Rires)
											Les choses changent, mais généralement,
											ils ne te poussent pas vraiment à 
en apprendre davantage sur ta condition,
											à impliquer tes amis et ta famille,
											ou à changer ton mode de vie
											[Style de vie]
											pour minimiser les risques 
de ce qui t'arrive.
											Au lieu de ça, on te force à attendre
											entre les mains d'une série d'inconnus
très professionnels.
											[L'attente]
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
","
","
",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
"
											Enquanto estive internado,
											pedi uma radiografia do meu cancro
e falei com ele.
											É muito difícil obter uma,
											porque não é normal
pedir uma imagem do próprio cancro.
											Falei com ele e disse:
											""Muito bem, cancro,
eu não me resumo a ti.
											""Sou mais do que isso.
											""A cura, seja ela qual for,
terá de lidar comigo inteiro.""
											No dia seguinte, saí do hospital
contra as ordens do médico.
											Estava determinado a mudar
a minha relação com o cancro
											e a aprender mais sobre ele,
											antes de fazer
algo tão drástico como uma cirurgia.
									","
											Hastanedeyken,
											kanserimin çıktısını istedim
											ve onunla konuştum.
											Elde etmek biraz zor oldu
											çünkü kendi kanserinizin resmi
her gün istediğiniz bir şey değil.
											Ona dedim ki;
											""Tamam, kanser,
bana kalan tek şey sen değilsin.
											Bende daha fazlası var.
											Seçeceğim tedavi, her ne ise,
beni bütünüyle iyileştirmeli.""
											Böylece ertesi gün tıbbi tavsiyenin 
aksine hastaneyi terk ettim.
											Kanserle olan ilişkimi değiştirmeye ve
											kanserimle ilgili daha fazla şey
öğrenmeye kararlıydım.
											Ameliyat gibi ağır ve kesin sonuçları 
olan bir karar vermeden önce.
									","
											Quand j'étais à l'hôpital,
											j'ai demandé une copie de mon cancer
											et je lui ai parlé.
											C'était super dur à obtenir,
											parce que c'est pas très courant
de demander une photo de son cancer.
											Je lui ai parlé et je lui ai dit :
											« Ok, cancer, je ne me résume pas à toi.
											Je suis plus que ça.
											Un traitement, n'importe lequel, aura 
à faire à toute ma personne.»
											Et donc, le lendemain, j'ai quitté
l'hôpital contre l'avis médical.
											J'étais déterminé à changer 
ma relation avec le cancer
											et à en apprendre plus sur mon cancer
											avant de faire quelque chose d'aussi 
drastique que la chirurgie.
									",What happened when I open-sourced my brain cancer,Salvatore Iaconesi,10:52,"TED Fellows,art,brain,cancer,science,open-source,health,empathy,community,Internet"
