fr,en,tr,de,es,pt,title,speaker,duration,tags
"
","
","
","
","
","
",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
											Donc, il y a 120 ans,
											Wilhelm Röntgen a fait une radio de la main de sa femme.
											Pourquoi il a du épingler ses doigts au sol
											avec sa broche, je n'en suis pas sûr. Ça me semble assez extrême.
											Cette image a marqué le début de la technologie des rayons X.
											Et j'utilise encore fondamentalement les mêmes principes aujourd'hui.
											Je l'interprète d'une façon plus contemporaine.
									","
											So, 120 years ago,
											Dr. Röntgen X-rayed his wife's hand.
											Quite why he had to pin her fingers to the floor
											with her brooch, I'm not sure. It seems a bit extreme to me.
											That image was the start of the X-ray technology.
											And I'm still fundamentally using the same principles today.
											I'm interpreting it in a more contemporary manner.
									","
											120 yıl önce
											Doktor Röntgen karısının elinin x-ışını filmini çekti.
											Neden karısının parmaklarını broşuyla yere iğnelemek zorunda kaldı
											emin değilim ama.. Bana biraz aşırı geldi.
											Bu görüntü x-ışını teknolojisinin başlangıcıydı.
											Bugün bende temelde hala aynı prensipleri kullanıyorum.
											Bunları daha çağdaş bir şekilde yorumluyorum.
									","
											Vor 120 Jahren röntgte
											Doktor Röntgen die Hand seiner Frau.
											Warum er dafür ihre Finger mit ihrer Brosche
											an den Boden drücken musste, weiß ich nicht. Mir scheint es etwas extrem.
											Dieses Bild war der Anfang der Röntgentechnologie.
											Und ich nutze noch immer grundsätzlich die gleichen Prinzipien.
											Nur setze ich sie in einer zeitgenössischeren Art und Weise ein.
									","
											Hace 120 años
											el Dr. Röntgen radiografió la mano de su mujer.
											La razón por la que tuvo que clavarle los dedos al suelo
											con su broche no la sé. Me parece un poco exagerado.
											Esa imagen fue el inicio de la tecnología de rayos X.
											Fundamentalmente, sigo usando los mismos principios hoy en día,
											aunque los interpreto de modo más contemporáneo.
									","
											Há 120 anos,
											o Dr. Röntgen radiografou
a mão da sua mulher.
											Não sei porque é que ele imobilizou
os dedos dela no chão com um compasso.
											Parece-me um bocado exagerado.
											Esta imagem foi o início
da tecnologia dos raios X.
											Eu continuo a usar hoje,
fundamentalmente os mesmos princípios,
											embora os interprete de forma
mais contemporânea.
											(Risos)
									",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
","
","
","
","
","
",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
											La première prise que j'ai faite
											était d'une canette de soda pour promouvoir une marque que l'on connaît tous,
											donc je ne vais pas leur rendre service en vous la montrant.
											Mais la deuxième prise que j'ai faite était des chaussures que je portais ce jour-là.
											Et j'aime vraiment beaucoup cette prise, parce que
											elle montre tous les détritus qui sont encastrés en quelque sorte
											dans la semelle des baskets.
											C'était juste un de ces coups de chance où
											la première prise est parfaite.
									","
											The first shot I ever did
											was of a soda can, which was to promote a brand that we all know,
											so I'm not going to do them any favors by showing you it.
											But the second shot I did was my shoes I was wearing on the day.
											And I do really like this shot, because
											it shows all the detritus that's sort of embedded
											in the sole of the sneakers.
											It was just one of those pot-luck things where you
											get it right first time.
									","
											Çektiğim ilk film
											hepimizin bildiği bir firmanın reklamı için bir meşrubat kutusuna aitti.
											tabii ki bunu size göstererek onlara iyilik yapmayacağım.
											Ama yaptığım ikinci çekim o gün giydiğim ayakkabılara aitti.
											ve ben bu çekimi gerçekten beğendim çünkü
											spor ayakkabısının tabanına gömülmüş olan
											bütün döküntüleri gösteriyor.
											Bu ne çıkarsa bahtıma dediğiniz ve ilk seferinde
											becerdiğiniz şeylerden biriydi.
									","
											Die erste Aufnahme, die ich je machte,
											war eine Getränkedose, um damit für eine Marke zu werben, die wir alle kennen,
											doch ich tue denen nicht den Gefallen, indem ich Ihnen die Aufnahme zeige.
											Aber die zweite Aufnahme, die ich machte, waren die Schuhe, die ich an diesem Tag trug.
											Ich mag diese Aufnahme wirklich, da
											sie all das Geröll, das sich irgendwie
											in die Sole der Sneakers eingebettet hatte, zeigt.
											Es war genau so eine Lotterie-Sache, bei der man
											alles beim ersten Mal richtig macht.
									","
											La primera radiografía que hice
											fue de una lata de refresco para promocionar una marca que todos conocemos,
											por lo que no les voy a hacer ningún favor enseñándoselas.
											Pero la segunda fue de las zapatillas que llevaba aquel día.
											Me gusta mucho esta radiografía
											porque muestra todas los piedras incrustadas
											en la suela de las zapatillas.
											Ya saben, fue uno de esos golpes de suerte en los
											que sale bien la primera vez.
									","
											A primeira radiografia que fiz
											foi de uma lata de refrigerante,
publicitar uma marca muito conhecida,
											mas não lhes vou fazer
o favor de a vou mostrar.
											A segunda radiografia
foi aos meus sapatos.
											Gosto muito desta radiografia
											porque mostra todas as pedrinhas
incrustadas na sola dos sapatos.
											Foi uma daqueles golpes de sorte
											em que acertamos no alvo logo à primeira.
									",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
","
","
","
","
","
",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
											Passons à quelque chose d'un peu plus grand.
											Voici une radio d'un bus.
											Et le bus est rempli de gens.
											En réalité, c'est la même personne, un seul squelette.
											Et dans les années 60,
											ils enseignaient aux étudiants radiologues
											à faire des radios, heureusement pas sur vous et moi,
											mais sur des morts.
											Donc, j'ai réussi à avoir accès à un de ces morts,
											elle s'appelle Frieda ; j'ai bien peur qu'elle se désintègre,
											car elle est très vieille et fragile.
											Mais chaque personne sur ce bus est Frieda.
											Et le bus a été pris avec un scanner à cargaison,
											le genre de machines placées aux frontières,
											qui cherchent la contrebande, les drogues, les bombes, et autre.
									","
											Moving on to something a bit larger,
											this is an X-ray of a bus.
											And the bus is full of people.
											It's actually the same person. It's just one skeleton.
											And back in the '60s,
											they used to teach student radiographers
											to take X-rays, thankfully not on you and I,
											but on dead people.
											So, I've still got access to one of these dead people
											called Frieda; she's falling apart, I'm afraid,
											because she's very old and fragile.
											But everyone on that bus is Frieda.
											And the bus is taken with a cargo-scanning X-ray,
											which is the sort of machine you have on borders,
											which checks for contraband and drugs and bombs and things.
									","
											Daha büyük bir şeye geçersek,
											Bu bir otobüsün röntgen filmi.
											ve otobüs insanlarla dolu.
											Aslında hepsi aynı kişi. Sadece tek bir iskelet.
											Altmışlı yıllarda
											radyografi öğrencilerine röntgen çekmeyi
											ölüler üzerinde öğretirlerdi,
											neyseki sende bende değil
											Böylece bende hala bu ölülerden birisine ulaşabiliyorum
											adı Frieda, ne yazık ki artık parçalanıyor,
											çünkü çok yaşlı ve kırılgan
											Ama o otobüsteki herkes Frieda.
											Otobüsün filmi kargo tarama röntgeni ile çekildi.
											Bu sınırlarda kullanılan bir cihaz.
											kaçak mal ve uyuşturucu, bomba ve benzer şeyleri kontrol için.
									","
											Lassen Sie uns mit etwas Größerem fortfahren.
											Dies ist eine Röntgen-Aufnahme eines Busses.
											Und der Bus ist voll mit Menschen.
											Eigentlich ist es immer die gleiche Person. Es war nur ein Skelett.
											In den 1960er-Jahren
											lehrten sie Röntgen-Assistenten, wie man
											Aufnahmen macht, zum Glück nicht mit mir oder Ihnen,
											sondern mit Toten.
											Ich habe noch immer Zugang zu einer dieser Toten,
											genannt Frieda; ich fürchte, sie fällt auseinander,
											da sie sehr alt und zerbrechlich ist.
											Aber jeder in diesem Bus ist Frieda.
											Und der Bus wurde mit einem Fracht-Röntgen-Gerät aufgenommen,
											das ist ein Maschine, die vor allem an Grenzübergängen verwendet wird,
											um nach Schmuggelware, Drogen, Bomben usw. zu suchen.
									","
											Si pasamos a algo un poco más grande,
											esto es la radiografía de un autobús.
											Y el autobús está lleno de gente.
											A decir verdad, es la misma persona. Es un único esqueleto.
											En los años 60
											solían enseñar a los alumnos de radiología
											a hacer radiografías, gracias a Dios no con personas como tú y yo,
											sino con muertos.
											Todavía tengo acceso a uno de esos muertos.
											Se llama Frieda y se está cayendo a trozos
											puesto que es muy vieja y muy frágil.
											Pero todas las personas de ese autobús son Frieda.
											La del bus se tomó con un escáner de rayos X de cargas
											que es el tipo de máquina que hay en las fronteras
											para detectar objetos de contrabando, drogas, bombas, etc.
									","
											Passando para uma coisa um pouco maior,
											isto é a radiografia de um autocarro.
											O autocarro está cheio de pessoas.
											Na verdade, é uma só pessoa.
É um só esqueleto.
											Voltando aos anos 60,
											era costume ensinar
os estudantes de radiologia
											a tirar radiografias, não a pessoas
vivas, mas a cadáveres.
											Tenho acesso a um desses cadáveres.
											Chama-se Frieda: está a desfazer-se
											porque é muito velha e frágil.
											Mas todos naquele autocarro são a Frieda.
											Foi radiografado
com um raio X de controlo de carga
											que é o tipo de máquina
que se usa nas fronteiras,
											para deteção de contrabando,
drogas e bombas, etc.
									",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
","
","
","
","
","
",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
											Ce que c'est assez évident.
											Donc utiliser des objets de grande échelle
											crée une sorte de drame
											parce qu'on ne voit pas des radios de grandes choses aussi souvent que ça.
											La technologie avance.
											Et ces scanners à cargaison
											qui fonctionnent avec le système digital deviennent de plus en plus performants.
											Pourtant, pour l'animer
											il faut ajouter un élément humain.
											Et je crois que la raison pour laquelle cette image marche, c'est encore parce que
											Frieda conduit le bulldozer.
											(Rires)
									","
											Fairly obvious what that is.
											So, using large-scale objects
											does sort of create drama
											because you just don't see X-rays of big things that often.
											Technology is moving ahead,
											and these large cargo scanner X-rays
											that work with the digital system are getting better and better and better.
											Again though, to make it come alive
											you need, somehow, to add the human element.
											And I think the reason this image works, again, is because
											Frieda is driving the bulldozer.
											(Laughter)
									","
											Bunun ne olduğu oldukça bariz.
											büyük ölçekli nesneler kullanmak
											bir çeşit dramatik etki yaratıyor
											çünkü büyük şeylerin röntgenlerini sıklıkla göremezsiniz.
											Teknoloji ilerliyor
											ve dijital sistemle çalışan bu kargo
											tarama röntgen cihazları giderek iyileşiyor.
											ancak yine de, bunu canlı kılmak için
											nedense insan faktörünü eklemelisiniz.
											Sanırım bu görüntünün işe yaramasının nedeni, yine,
											çünkü Frieda buldozeri kullanıyor.
											(Gülüşmeler)
									","
											Ziemlich offentsichtlich, was das ist.
											Diese übergroßen Dinge abzulichten,
											erzeugt eine Art Drama,
											weil solch großen Dinge normalerweise nicht so häufig auf Röntgenaufnahmen zusehen sind.
											Die Technologie entwickelt sich weiter,
											und diese großen Fracht-Röntgen-Geräte
											arbeiten inzwischen mit digitalen Systemen und werden dadurch immer besser.
											Dennoch, um das alles zum Leben zu erwecken,
											braucht man ein menschliches Element.
											Und ich denke, der Grund wiederum dafür, dass diese Bild so wirkt, ist, dass
											Frieda den Bulldozer fährt.
											(Lachen)
									","
											Bastante obvio lo que es esto.
											Cuando se usan objetos grandes
											es algo espectacular
											porque normalmente no vemos radiografías de objetos grandes.
											La tecnología avanza
											y estos grandes escáners de cargas,
											que funcionan de manera digital, son cada vez mejores.
											Sin embargo, para animarlo un poco
											hay que añadir algún elemento humano.
											Y creo que la razón por la que esta imagen funciona
											es porque Frieda está conduciendo el bulldozer.
											(Risas)
									","
											Esta é bastante óbvia.
											Usar objetos de grande dimensão
											cria uma espécie de drama
											porque não vemos radiografias
de coisas grandes com frequência,
											A tecnologia vai avançando
											e os grandes aparelhos
de raios X para cargas
											que funcionam em sistema digital
estão cada vez melhores.
											Mas, para os tornar vivos,
											precisamos de acrescentar
o elemento humano.
											Penso que esta imagem funciona
											porque e Frieda a guiar o ""bulldozer"",
									",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
","
","
","
","
","
",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
"
											Une tâche assez difficile,
											c'est de rendre un pantalon d'homme beau.
											Mais je crois que le processus en lui-même montre à quel point il est exquis.
											La mode, alors moi, je suis un peu anti-mode parce que je
											ne montre pas l'extérieur, je montre ce qu'il y a à l'intérieur.
											Donc les fashionistas ne m'aiment pas vraiment
											parce que peu importe que ce soit Kate Moss ou moi qui le porte,
											c'est la même chose.
											(Rires)
											On est tous pareils, à l'intérieur, croyez moi.
											Les plis dans l'étoffe, et toutes ces sortes de nuances.
											Et je montre les choses telles qu'elles sont vraiment, ce dont elles sont faites.
											J'épluche les couches et j'expose l'intérieur.
											Et si c'est bien fabriqué je le montre, si c'est mal fait, je le montre.
									","
											Quite a difficult brief,
											make a pair of men's pants look beautiful.
											But I think the process, in itself, shows how exquisite they are.
											Fashion — now, I'm sort of anti-fashion because I
											don't show the surface, I show what's within.
											So, the fashionistas don't really like me
											because it doesn't matter if Kate Moss is wearing it or if I'm wearing it,
											it looks the same.
											(Laughter)
											We all look the same inside, believe me.
											The creases in the material and the sort of nuances.
											And I show things for really what they are, what they're made of.
											I peel back the layers and expose it.
											And if it's well made I show it, if it's badly made I show it.
									","
											Oldukça zor bir iş
											bir erkeğin pantalonunu güzel göstermek
											Ama sanırım süreç, kendi içinde, onların nasıl da hassas olduğunu gösteriyor.
											Moda, artık bir çeşit moda karşıtıyım çünkü
											ben yüzeyi göstermem, içindekileri gösteririm.
											Yani, moda takipçileri beni pek sevmez
											Çünkü bence Kate Moss ya da benim giymiş olmam önemli değildir.
											hepsi aynı görünür
											(Kahkahalar)
											İnanın bana, hepimizin içi aynı görünüyor.
											Malzemedeki kırışıklıklar ve ince ayrıntılar
											ben nesnelerin gerçekte ne olduğunu gösteriyorum, nelerden yapıldığı.
											Ben katmanları soyuyorum ve açığa çıkarıyorum.
											Eğer iyi yapılmışsa gösteriyorum, eğer kötü yapılmışsa da gösteriyorum.
									","
											Ein ziemlich schwieriger Auftrag:
											ein Paar Männerunterhosen gut aussehen zu lassen.
											Aber ich denke, dass der Prozess ansich schon zeigt, wie fein sie gearbeitet sind.
											Mode, ich bin eher gegen Mode, da ich
											nicht die Oberfläche zeige, sondern das, was darunter ist.
											Modebegeisterte mögen mich deswegen nicht so sehr,
											da es egal ist, ob Kate Moss es trägt oder ich -
											es sieht so oder so gleich aus.
											(Lachen)
											Wir sehen alle gleich von innen aus, glauben Sie mir.
											Die Knitter im Material und die Art von Nuancen.
											Und ich zeige Dinge wie sie wirklich sind, woraus sie gemacht sind.
											Ich ziehe die Schichten ab und lege es offen.
											Und wenn es gut gemacht ist, zeige ich es, wenn es schlecht gemacht ist, zeige ich es.
									","
											Algo bastante difícil
											es hacer que unos calzoncillos parezcan algo bonito.
											Pero el proceso en sí, creo, muestra lo perfectos que son.
											Moda, soy como un anti-moda porque
											no muestro la superficie, muestro lo de adentro.
											Así que no le caigo bien a los diseñadores
											porque no importa si lo luce Kate Moss o yo
											se ve igual.
											(Risas)
											Todos nos vemos igual por dentro, créanme.
											Los pliegues del material y esa suerte de matices.
											Muestro las cosas realmente como son, de lo que están hechas.
											Quito las capas y lo expongo.
											Si está bien hecho lo muestro, si está mal lo muestro.
									","
											(Risos)
											Uma tarefa difícil
											é tornar bonitas umas cuecas de homem.
											Mas penso que o processo, em si,
mostra como elas são requintadas.
											Moda — eu sou um bocado contra a moda
											porque não mostro a superfície,
só o que está dentro.
											Por isso, os estilistas não gostam de mim
											porque, tanto faz que seja
a Kate Moss a usar ou eu
											parece tudo igual.
											(Risos)
											Por dentro, somos todos parecidos,
acreditem.
											Os vincos do tecido e o tipo de matizes.
											Eu mostro as coisas como elas são,
de que é que são feitas.
											Retiro as várias camadas e mostro-as.
											Se estão bem feitas, mostro-as,
se não estão, mostro-as.
									",Exposing the invisible,Nick Veasey,13:18,"art,nature,photography,science"
