en,fr,tr,title,speaker,duration,tags
"
","
","
",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
											Two years ago, I set off
from central London on the Tube
											and ended up somewhere
in the east of the city
											walking into a self-storage unit
											to meet a guy that had
2,000 luxury polo shirts for sale.
											And as I made my way down the corridor,
											a broken, blinking light made it
just like the cliche scene
											from a gangster movie.
											Our man was early,
and he was waiting for me
											in front of a unit secured
with four padlocks down the side.
											On our opening exchange,
											it was like a verbal sparring match
											where he threw the first punches.
											Who was I?
Did I have a business card?
											And where was I going to sell?
											And then, he just started opening up,
											and it was my turn.
											Where were the polo shirts coming from?
											What paperwork did he have?
											And when was his next shipment
going to arrive?
											I was treading the fine line
											between asking enough questions
to get what I needed
											and not enough for him
to become suspicious,
											because what he didn't know
is that I'm a counterfeit investigator,
									","
											Il y a deux ans, je sortais du centre
de Londres en métro
											et je me suis retrouvé
à l'est de la ville,
											je suis entré dans
un entrepôt
											pour aller à la rencontre d'un homme
qui vendait 2 000 polos de luxe.
											dans le couloir,
											l'ampoule clignote et on se croirait
dans une scène
											d'un film de gangster.
											L'homme était déjà là, il m'attendait
											devant un garde-meuble fermé
sur le côté par quatre verrous.
											Notre premier échange
											ressemble à une joute verbale.
											Il engage les hostilités :
											Qui suis-je ?
Ai-je une carte professionnelle ?
											Où allais-je vendre la marchandise ?
											Puis il a commencé à se détendre
											et c'était à mon tour.
											D'où provenaient les polos ?
											Fournissait-il des factures ?
											Quand est-ce qu'arriverait
sa prochaine livraison ?
											Il fallait faire attention
											à poser assez de questions
pour savoir le nécessaire
											et à ne pas trop en poser
pour qu'il ne suspecte rien,
											parce qu'il ne savait pas
que j'étais inspecteur des douanes.
									","
											İki yıl önce, Londra merkezden
metroya bindim
											ve şehrin doğusunda bir
yerde indim,
											bir kiralık depo birimine
doğru yürüdüm
											amacım 2.000 lüks polo gömleği
satan bir adamla buluşmaktı.
											Ve koridorda ilerlerken,
											kırık, yanıp sönen bir lamba
ortamı gangster filmlerindeki
											klişe sahneye dönüştürmüştü.
											Adamımız erken gelmişti,
beni bekliyordu,
											alttan dört asma kilitle
kitlenmiş bir birimin önündeydi.
											İlk konuşmamız,
											sanki bir sözlü müsabaka gibiydi
											ve ilk yumrukları savurmaya başladı.
											Ben kimdim?
Kartvizitim var mıydı?
											Ve bunları nerede satacaktım?
											Daha sonra, güvenini kazanınca,
											sıra bana geçmişti.
											Bu polo gömlekleri nereden geliyordu?
											Hangi belgelere sahipti?
											Ve sıradaki en yakın sevkiyat ne zamandı?
											Çok ince bir çizgideydim,
											hem istediğimi alabilmek için
yeterince soru sormalıydım,
											hem de benden
fazla şüphelenmemeliydi,
											çünkü bilmediği şey, benim
sahte ürün araştırmacısı olduğumdu.
									",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
","
","
",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
","
","
",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
											and after 20 minutes or so
of checking over the product
											for the telltale signs
of counterfeit production —
											say, badly stitched labels
or how the packaging
											had a huge brand logo
stamped all over the front of it —
											I was finally on my way out,
											but not before he insisted
on walking down to the street with me
											and back to the station.
									","
											Après environ 20 minutes
à inspecter la marchandise
											à la recherche des signes distinctifs
d'une contrefaçon -
											une étiquette mal cousue,
ou le logo de la marque
											qui est estampillé en gros
sur le devant de l'emballage -
											j'étais sur le départ
											mais pas avant qu'il ait insisté
à me raccompagner
											jusqu'au métro.
									","
											Yaklaşık 20 dakika ürünü inceleyip
											sahte ürün olduğunun
kanıtlarını gördükten sonra
											- kötü dikilmiş etiketler
ya da paketin ön kısmında
											her yere marka logosunun
basılması gibi -
											çıkmak üzereydim
											ama öncesinde durağa geri
dönerken sokakta benimle birlikte
											yürümek istemişti.
									",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
","
","
",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
											And the feeling after these meetings
is always the same:
											my heart is beating like a drum,
											because you never know
if they've actually bought your story,
											or they're going to start following you
to see who you really are.
											Relief only comes
when you turn the first corner
											and glance behind,
and they're not standing there.
											But what our counterfeit
polo shirt seller certainly didn't realize
											is that everything I'd seen and heard
would result in a dawn raid on his house,
											him being woken out of bed
by eight men on his doorstep
											and all his product seized.
											But this would reveal
that he was just a pawn
											at the end of a counterfeiting network
spanning three continents,
											and he was just the first loose thread
that I'd started to pull on
											in the hope that it would all unravel.
									","
											Après un tel rendez-vous,
c'est toujours la même chose :
											j'ai le cœur qui cogne contre ma poitrine
											parce qu'on ne sait jamais
s'ils ont cru à notre histoire
											ou s'ils vont nous suivre
pour voir qui on est vraiment.
											Le soulagement n'arrive
qu'au premier virage,
											quand on se retourne
et qu'ils ne sont plus là.
											Nos vendeurs de polos contrefaits
ne se sont pas rendu compte
											qu'avec tout ce que j'ai vu et entendu,
il y aura une descente chez lui,
											il sera tiré du lit
par huit hommes à sa porte,
											sa marchandise sera saisie.
											Cela nous révélera
qu'il n'est qu'un pion
											sur l’échiquier de la contrefaçon
qui s'étend sur trois continents,
											qu'il n'est que le premier
que j'ai fait tombé
											en espérant que ça fasse
tomber le reste.
									","
											Bunun gibi buluşmalardan sonra
hep aynı hissederim:
											kalbim yerinden çıkacak gibi olur,
											çünkü asla yalanınıza inanıp
inanmadıklarını ya da kim olduğunuzu
											öğrenmek için sizi takip edip
etmeyeceklerini bilemezsiniz.
											İlk köşeyi döndükten sonra
arkanıza bakıp
											orada olmadıklarını gördüğünüzde
bir rahatlık gelir.
											Ama sahte gömlekçimizin
kesinlikle fark etmediği şey ise
											gördüğüm, duyduğum her şey evine
bir şafak baskını yaptırabileceği,
											kapısına dayanan sekiz adamla
uykusundan uyandırılıp
											mallarına el konabileceğiydi.
											Ama bu yaptığımızla,
üç kıtaya yayılmış bir
											sahtecilik ağının ucundaki
bir piyona ulaşırız sadece
											ve tamamı sökülür umuduyla
çekmeye başladığım
											ilk gevşek bir ilmektir bu.
									",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
","
","
",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
"
											Why go through all that trouble?
											Well, maybe counterfeiting
is a victimless crime?
											These big companies,
they make enough money,
											so if anything,
											counterfeiting is just a free form
of advertising, right?
											And consumers believe just that —
											that the buying and selling of fakes
is not that big a deal.
											But I'm here to tell you
that that is just not true.
											What the tourist on holiday doesn't see
about those fake handbags
											is they may well
have been stitched together
											by a child who was trafficked
away from her family,
											and what the car repair shop
owner doesn't realize
											about those fake brake pads
											is they may well be lining the pockets
of an organized crime gang
											involved in drugs and prostitution.
											And while those two things
are horrible to think about,
											it gets much worse,
											because counterfeiting
is even funding terrorism.
											Let that sink in for a moment.
									","
											Pourquoi se donner tant de mal ?
											La contrefaçon n'est peut-être
qu'un crime bénin ?
											Les grandes sociétés
gagnent assez d'argent,
											donc de toute façon,
											la contrefaçon n'est que
de publicité gratuite, pas vrai ?
											C'est ce que les consommateurs pensent -
											qu'acheter et vendre des faux
n'est pas bien grave. -
											Laissez-moi vous dire
que ce n'est pas vrai.
											Ce que les touristes ne comprennent pas
à propos de ces faux sacs à mains
											c'est que ç'a sûrement été cousu
											par un enfant qui a été arraché
à sa famille,
											et ce qu'un mécanicien ne comprend pas
											à propos de
ces fausses plaquettes de frein
											c'est que ça rentre sûrement
dans les poches d'un gang
											impliqué dans la drogue
et la prostitution.
											Et bien que ce soit horrible d'y penser,
											il y a pire
											parce que la contrefaçon
finance même le terrorisme.
											Digérez cette information.
									","
											Neden bunca zahmete girelim?
											Belki de sahtecilik pek
kurbanı olmayan bir suçtur?
											Büyük şirketler zaten
yeterince kazanıyorlar,
											bu nedenle,
											sahtecilik de bir tür
reklam sayılır, değil mi?
											Tüketicilerin inandığı bu,
											sahte ürünleri alıp satmak
çok büyük bir problem değildir.
											Ancak şimdi sizlere durumun
bu şeklide olmadığını anlatacağım.
											Tatildeyken turistlerin bu sahte
çantalar hakkında bilmedikleri şey
											bu çantanın, ailesinden alınmış
bir çocukla
											ilişkili olabileceği gerçeğidir.
											Araba tamircisi de aldığı
											sahte fren balataları ile
											uyuşturucu ve fuhuşla uğraşan
											bir suç çetesinin cebini
doldurduğunu fark etmez.
											Bu bahsettiklerim kulağa
ne kadar korkunç gelse de,
											daha da kötüleri olmakta,
											çünkü sahtecilik, teröre
bile kaynak oluşturuyor.
											Anlamaya çalışın.
									",How fake handbags fund terrorism and organized crime,Alastair Gray,12:02,"business,corruption,crime,trafficking,terrorism"
