en,es,pt,de,title,speaker,duration,tags
"
","
","
","
",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
											I'm a veteran of the starship Enterprise.
											I soared through the galaxy
											driving a huge starship
											with a crew made up of people
											from all over this world,
											many different races, many different cultures,
											many different heritages,
											all working together,
											and our mission was to explore strange new worlds,
											to seek out new life and new civilizations,
											to boldly go where no one has gone before.
									","
											Soy un veterano de la nave Enterprise.
											Viajé por la galaxia,
											manejando una nave gigante
											con un equipo de personas
de todo el mundo,
											muchas razas diferentes,
muchas culturas diferentes,
											muchas herencias diferentes,

											todas trabajando juntas.
											Nuestra misión era explorar 
nuevos mundos extraños,
											buscar vida nueva y nuevas civilizaciones,
											ir audazmente a donde nadie 
había ido jamás.
									","
											Sou um veterano 
da nave espacial Enterprise.
											(Risos)
											Naveguei pela galáxia
											dirigindo uma nave enorme,
											com uma tripulação formada 
por pessoas de todo o mundo,
											de muitas raças diferentes, 
muitas culturas diferentes,
											muitas origens diferentes,
											todas a trabalhar juntas.
											A nossa missão era explorar 
estranhos mundos novos,
											procurar novas formas de vida 
e novas civilizações,
											ir audaciosamente até onde 
ninguém havia ido antes.
									","
											Ich bin ein Veteran 
des Raumschiffs Enterprise.
											Ich flog durch die Galaxis
											und lenkte ein gewaltiges Raumschiff
											mit einer Crew von Leuten
											aus der ganzen Welt —
											viele verschiedene Rassen,
viele verschiedene Kulturen,
											viele verschiedene Traditionen —,
											die alle zusammenarbeiteten.
											Unsere Mission bestand darin,
unbekannte neue Welten zu erforschen,
											neue Lebensformen und 
neue Zivilisationen zu entdecken,
											mutig an Orte vorzudringen,
die nie zuvor ein Mensch gesehen hatte.
									",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
","
","
","
",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
											Well —
											(Applause) —
											I am the grandson of immigrants from Japan
											who went to America,
											boldly going to a strange new world,
											seeking new opportunities.
											My mother was born in Sacramento, California.
											My father was a San Franciscan.
											They met and married in Los Angeles,
											and I was born there.
									","
											Bien —
											(Aplausos)
											Soy nieto de inmigrantes japoneses,
											que vinieron valientemente a Estados Unidoos,
a un extraño nuevo país,
											buscando nuevas oportunidades.
											Mi madre nació en Sacramento, California.
											Mi padre era de San Francisco.
											Se conocieron y se casaron en Los Ángeles
y yo nací ahí.
									","
											Bem...
											(Aplausos)
											Sou neto de imigrantes japoneses
											que foram para os EUA,
											entrando corajosamente 
num estranho mundo novo,
											procurando novas oportunidades.
											A minha mãe nasceu 
em Sacramento, na Califórnia.
											O meu pai era de São Francisco.
											Conheceram-se e 
casaram-se em Los Angeles,
											e eu nasci lá.
									","
											Nun —
											[Applaus] —
											Ich bin der Enkel 
japanischer Einwanderer.
											Sie gingen nach Amerika
											und drangen mutig 
in eine fremde, neue Welt vor,
											auf der Suche nach neuen Möglichkeiten.
											Meine Mutter wurde in 
Sacramento, Kalifornien, geboren.
											Mein Vater stammte aus San Francisco.
											Sie lernten sich in Los Angeles 
kennen und heirateten,
											und ich wurde dort geboren.
									",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
","
","
","
",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
											I was four years old
											when Pearl Harbor was bombed
											on December 7, 1941 by Japan,
											and overnight, the world was plunged
											into a world war.
											America suddenly was swept up
											by hysteria.
											Japanese-Americans,
											American citizens of Japanese ancestry,
											were looked on
											with suspicion and fear
											and with outright hatred
											simply because we happened to look like
											the people that bombed Pearl Harbor.
											And the hysteria grew and grew
											until in February 1942,
											the president of the United States,
											Franklin Delano Roosevelt,
											ordered all Japanese-Americans
											on the West Coast of America
											to be summarily rounded up
											with no charges, with no trial,
											with no due process.
											Due process, this is a core pillar
											of our justice system.
											That all disappeared.
											We were to be rounded up
											and imprisoned in 10 barbed-wire prison camps
											in some of the most desolate places in America:
											the blistering hot desert of Arizona,
											the sultry swamps of Arkansas,
											the wastelands of Wyoming, Idaho, Utah, Colorado,
											and two of the most desolate places in California.
									","
											Tenía 4 años cuando Japón 
bombardeó a Pearl Harbor,
											el 7 de diciembre de 1941.
											De la noche a la mañana, el mundo
se sumergió en una guerra mundial.
											Los EE.UU. repentinamente 
se vieron envueltos por la histeria.
											A los japoneses-estadounidenses, ciudadanos
de este país de origen japonés,
											nos observaban con sospecha, miedo
y mucho odio,
											simplemente porque nos parecíamos 
a quienes bombardearon Pearl Harbor.
											La histeria creció y creció
hasta que en febrero de 1942,
											el presidente de los Estados Unidos,
Franklin Delano Roosevelt,
											ordenó que los japoneses-estadounidenses 
en la costa oeste de los EE.UU.,
											fueran todos reunidos sumariamente
sin cargos, sin juicio,
											sin debido proceso.
											El debido proceso es un pilar central
de nuestro sistema judicial.
											Todo eso desapareció.
											Nos debían juntar y llevar a prisión

											en 10 campos enrejados por 
alambre de púas
											en los lugares más desolados 
de los EE.UU.
											El ardiente desierto de Arizona,
los sofocantes pantanos de Arkansas,
											los basueros de Wyoming, Idaho,
Utah, Colorado,
											y dos de los lugares más despoblados 
de California.
									","
											Eu tinha quatro anos de idade
											quando Pearl Harbor foi bombardeado
											em 7 de dezembro de 1941,
											Do dia para a noite, o mundo mergulhou
											numa guerra mundial.
											Os EUA foram repentinamente 
tomados pela histeria.
											Os nipo-americanos,
											cidadãos norte-americanos 
com ascendência japonesa,
											foram encarados com suspeita e medo
											e com um ódio absoluto,
											só porque éramos parecidos
											com as pessoas que tinham 
bombardeado Pearl Harbor.
											A histeria foi aumentando
											até que, em fevereiro de 1942,
											o presidente dos 
Estados Unidos da América,
											Franklin Delano Roosevelt,
											ordenou que todos os nipo-americanos
											na Costa Oeste dos EUA
											fossem sumariamente detidos,
											sem acusações, sem julgamento,
											ou sem o ""devido processo legal"".
											O devido processo legal é um pilar central
											do nosso sistema judicial.
											Nada disso aconteceu.
											Nós tínhamos que ser detidos
											e aprisionados em 
10 campos de concentração
											nalguns dos lugares 
mais desolados dos EUA:
											o deserto escaldante do Arizona,
											os pântanos sufocantes do Arkansas,
											os terrenos abandonados de Wyoming, 
de Idaho, de Utah, do Colorado,
											e em dois dos lugares mais solitários 
da Califórnia.
									","
											Ich war vier Jahre alt,
											als Pearl Harbour
am 7. Dezember 1941
											von Japan bombardiert wurde.
											Über Nacht stürzte die Welt
in einen Weltkrieg.
											Amerika wurde plötzlich von einer 
Welle der Hysterie erfasst.
											Japano-Amerikaner —
											amerikanische Bürger 
japanischer Abstammung —
											wurden mit Misstrauen, Angst
											und mit unverhohlenem Hass betrachtet,
											einfach weil wir zufällig
wie jene Leute aussahen,
											die Pearl Harbour bombardiert hatten.
											Und die Hysterie wurde immer stärker,
											bis im Februar 1942
											der Präsident der Vereinigten Staaten,
											Franklin Delano Roosevelt,
											befahl, alle Japano-Amerikaner
an der Westküste der USA
											kurzerhand zusammenzutreiben,
											ohne Anklage, ohne Prozess,
											ohne ordentliches Gerichtsverfahren.
											Das ordentliche Verfahren
ist die Hauptsäule
											unseres Rechtssystems.
											Das alles verschwand.
											Wir sollten zusammengetrieben
											und in 10 Gefangenenlagern
hinter Stacheldraht
											in einigen der trostlosesten 
Gegenden der USA inhaftiert werden:
											in der glühend heißen Wüste Arizonas,
											den schwülen Sümpfen Arkansas,
											den Einöden von Wyoming, 
Idaho, Utah, Colorado
											und an zwei der 
trostlosesten Orte Kaliforniens.
									",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
","
","
","
",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
											On April 20th, I celebrated my fifth birthday,
											and just a few weeks after my birthday,
											my parents got my younger brother,
											my baby sister and me
											up very early one morning,
											and they dressed us hurriedly.
											My brother and I were in the living room
											looking out the front window,
											and we saw two soldiers marching up our driveway.
											They carried bayonets on their rifles.
											They stomped up the front porch
											and banged on the door.
											My father answered it,
											and the soldiers ordered us out of our home.
											My father gave my brother and me
											small luggages to carry,
											and we walked out and stood on the driveway
											waiting for our mother to come out,
											and when my mother finally came out,
											she had our baby sister in one arm,
											a huge duffel bag in the other,
											and tears were streaming down both her cheeks.
											I will never be able to forget that scene.
											It is burned into my memory.
									","
											El 20 de abril celebré mi cumpleaños
número 5.
											Y sólo unas pocas semanas después,
											mis padres despertaron muy temprano
a mi hermano menor,
											a mi hermana bebe y a mí,
y nos vistieron de prisa.
											Mi hermano y yo estábamos en la sala, 
mirando por la ventana,
											cuando vimos dos soldados acercarse 
a la casa.
											Traían rifles con bayonetas.
											Caminaron hacia el porche de la entrada,
y golpearon la puerta.
											Mi padre atendió y los soldados ordenaron
que salieramos de la casa.
											Mi padre nos dio, a mi hermano y a mí, 
unas pequeñas maletas para cargar.
											Salimos y nos detuvimos en la entrada,
esperando que mi madre saliera.
											Cuando finalmente mi madre salió,
tenía a mi hermana bebé en un brazo,
											y una gran bolsa de lona en el otro.
Corrían lágrimas por sus mejillas.
											Nunca podré olvidar esa escena.

											Se quedó fundida en mi memoria.
									","
											No dia 20 de abril, celebrei 
o meu quinto aniversário.
											Apenas algumas semanas depois,
											os meus pais acordaram 
o meu irmão mais novo,
											a minha irmã bebé e eu,
											bem cedo numa manhã,
											e vestiram-nos apressadamente.
											O meu irmão e eu estávamos na sala de estar
											a olhar pela janela da frente.
											Vimos dois soldados a marchar 
na direção da nossa casa.
											Tinham baionetas nas espingardas.
											Subiram com estrondo as escadas
do alpendre
											e bateram à porta.
											O meu pai atendeu
											e os soldados mandaram-nos sair de casa.
											O meu pai entregou-nos pequenas malas
											para eu e o meu irmão levarmos,
											saímos e ficámos no passeio,
											à espera que a nossa mãe saisse.
											Quando por fim a minha mãe saiu,
											trazia a nossa irmãzinha num braço
											e uma enorme mochila no outro.
											Lágrimas escorriam-lhe pela cara abaixo.
											Nunca esquecerei aquela cena.
											Está gravada na minha memória.
									","
											Am 20. April feierte ich 
meinen 5. Geburtstag.
											Nur wenige Wochen nach meinem Geburtstag
											weckten meine Eltern 
meinen jüngeren Bruder,
											meine Schwester, die noch ein Baby war,
											und mich eines Morgens sehr früh auf.
											Eilig kleideten sie uns an.
											Mein Bruder und ich waren im Wohnzimmer
											und schauten aus dem vorderen Fenster.
											Wir sahen zwei Soldaten,
die unsere Einfahrt hochmarschierten.
											Sie trugen Bajonette auf ihren Gewehren.
											Sie stampften die Veranda herauf
											und pochten heftig an die Tür.
											Man Vater öffnete,
											und die Soldaten befahlen uns,
unser Haus zu verlassen.
											Mein Vater gab meinem Bruder und mir
											kleine Koffer zu tragen.
											Wir gingen hinaus,
standen in der Einfahrt
											und warteten auf meine Mutter.
											Als sie schließlich herauskam,
											trug sie meine kleine 
Schwester auf einem Arm
											und eine große Reisetasche
in der anderen Hand.
											Tränen liefen ihr über beide Wangen.
											Ich werde diese Szene
nie vergessen können.
											Es ist in mein Gedächtnis eingebrannt.
									",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
","
","
","
",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
"
											We were taken from our home
											and loaded on to train cars
											with other Japanese-American families.
											There were guards stationed
											at both ends of each car,
											as if we were criminals.
											We were taken two thirds of
the way across the country,
											rocking on that train for four days and three nights,
											to the swamps of Arkansas.
											I still remember the barbed wire fence
											that confined me.
											I remember the tall sentry tower
											with the machine guns pointed at us.
											I remember the searchlight that followed me
											when I made the night runs
											from my barrack to the latrine.
											But to five-year-old me,
											I thought it was kind of nice that they'd lit the way
											for me to pee.
											I was a child,
											too young to understand the circumstances
											of my being there.
									","
											Nos sacaron de la casa
y nos subieron a vagones de tren,
											junto con otras familias
japonesas-estadounidenses.
											Había guardias vigilando
a ambos lados de cada vagón,
											como si fuéramos criminales.
											Nos llevaron dos tercios de camino
hacia el otro lado del país,
											meciéndonos en ese tren por cuatro días
y tres noches,
											hacia los pantanos de Arkansas.
											Aún recuerdo el alambre de púas
que me aprisionaba.
											Aún recuerdo la alta torre centinela
con ametralladoras apuntándonos.
											Recuerdo la luz de exploradora
que me seguía
											cuando tenía que salir 
de mi barraca a la letrina.
											Pero para mí, de 5 años,

											pensaba que era bueno que iluminaran 
el camino para guiarme.
											Era un niño muy pequeño para entender
las circunstancias de por qué estaba ahí.
									","
											Fomos tirados da nossa casa
											e metidos em vagões de comboio
											com outras famílias nipo-americanas.
											Havia guardas parados
											nas duas pontas de cada vagão,
											como se fôssemos criminosos.
											Percorremos dois terços do país,
											a balançar naquele comboio 
durante quatro dias e três noites,
											até aos pântanos do Arkansas.
											Ainda me lembro da vedação 
de arame farpado
											que me rodeava.
											Lembro-me da alta torre de vigia
											com metralhadoras apontadas para nós.
											Lembro-me dos holofotes que me seguiam
											quando eu ia, durante a noite,
											da minha barraca até a latrina.
											Mas eu, com cinco anos de idade,
											até achava bem que 
eles iluminassem o caminho
											para eu ir fazer chichi.
											(Risos)
											Eu era uma criança,
											demasiado jovem para entender 
as razões de estar ali.
									","
											Man brachte uns fort 
von unserem Zuhause
											und lud uns in Waggons
											zusammen mit anderen
japano-amerikanischen Familien.
											Man stationierte Wachen
											an beiden Enden jedes Waggons,
											als wären wir Kriminelle.
											Wir wurden zwei Drittel des Wegs
quer durchs Land gebracht,
											vier Tage und drei Nächte lang,
durchgerüttelt in einem Zug,
											zu den Sümpfen von Arkansas.
											Ich erinnere mich
an den Stacheldrahtzaun,
											hinter dem ich eingesperrt war.
											Ich erinnere mich 
an den hohen Wachturm
											aus dem Maschinengewehre
auf uns gerichtet waren.
											Ich erinnere mich an die Scheinwerfer, 
die mir folgten,
											wenn ich in der Nacht
											von meiner Baracke zur Latrine musste.
											Aber ich, der 5-Jährige,
											ich fand es irgendwie nett,
											dass sie mir den Weg 
zum Pinkeln beleuchteten.
											Ich war ein Kind,
											zu jung, um die Umstände 
zu verstehen,
											die mich dorthin geführt hatten.
									",Why I love a country that once betrayed me,George Takei,15:58,"TEDx,children,democracy,history,politics,storytelling,war,personal growth"
