en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											How can we get people to do more good,
											to go to the polls,
give to charity, conserve resources,
											or even to do something as simple
as washing their mugs at work
											so that the sink isn't
always full of dirty dishes?
									","
											Comment pouvons-nous
pousser les gens à faire plus de bien,
											à aller aux urnes, à pratiquer la charité,
à conserver les ressources
											ou même à faire une chose simple
comme laver leur tasse au travail
											pour que l'évier ne soit pas
plein de vaisselle sale ?
									","
											Como é que podemos motivar 
as pessoas a fazer o bem,
											a ir votar, a doar para obras de caridade,
a conservar os recursos
											ou mesmo algo simples 
como lavar as canecas no trabalho
											para o lavatório
não estar sempre cheio de louça?
									","
											İnsanları iyilik yapmaya 
nasıl yönlendirebiliriz?
											Oy vermeye, bağışta bulunmaya,
kaynakları korumaya
											ya da en basitinden iş yerinde 
kendi fincanlarını yıkayarak
											lavabonun kirli bulaşıklarla 
dolmasını önlemeye?
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											When I first started
working on this problem,
											I collaborated with a power company
											to recruit customers for a program
that prevents blackouts
											by reducing energy demand during peaks.
											The program is based
on a tried-and-true technology.
											It's one the Obama
administration even called
											""the cornerstone to modernizing
America's electrical grid.""
											But, like so many
great technological solutions,
											it has a key weakness:
											people.
											People need to sign up.
											To try to get people to sign up,
the power company sent them a nice letter,
											told them about
all the program's benefits,
											and it asked them to call
into a hotline if they were interested.
											Those letters went out,
											but the phones, they were silent.
											So when we got involved,
we suggested one small change.
											Instead of that hotline,
											we suggested that they use sign-up sheets
that they'd post near the mailboxes
											in people's buildings.
											This tripled participation.
									","
											Au début de mon travail sur ce problème,
											avec une compagnie d'électricité,
											nous avons recruté des clients
pour un programme évitant les pannes
											en réduisant la demande d'énergie
aux heures de forte demande.
											Le programme est basé
sur une technologie éprouvée.
											L'administration d'Obama l'appelait
											« la pierre angulaire de la modernisation
du réseau électrique américain ».
											Comme nombre de grandes
solutions technologiques,
											sa principale faiblesse,
											ce sont les gens.
											Les gens doivent y adhérer.
											Pour essayer de faire adhérer les gens,
la compagnie leur a envoyé une lettre,
											leur a parlé des bénéfices du programme
											et leur a demandé de les appeler
s'ils étaient intéressés.
											Ces lettres ont été envoyées,
											mais les téléphones
sont restés silencieux.
											Quand nous nous sommes impliqués,
nous avons suggéré un changement.
											Au lieu d'une ligne téléphonique,
											nous avons suggéré
des fiches d'inscription
											à côté des boîtes aux lettres
dans les bâtiments des gens.
											Cela a triplé la participation.
									","
											Quando comecei a trabalhar neste problema,
											colaborei com uma empresa de energia
											para recrutar clientes para um programa
que evitava apagões
											ao reduzir o consumo energético
durante os picos
											Este programa baseia-se
numa tecnologia comprovada.
											É aquele a que a administração 
Obama chamou
											""o pilar da modernização 
da rede elétrica da América"".
											Mas, tal como muitas outras
ótimas soluções tecnológicas
											tem uma fraqueza:
											as pessoas.
											As pessoas têm de se inscrever.
											Para levar as pessoas a inscrever-se,
a empresa enviava-lhes cartas simpáticas
											falava-lhes de todos 
os benefícios do programa
											e pedia que ligassem
caso estivessem interessados.
											As cartas foram enviadas
											mas os telefones não tocaram. 

											Então, quando nós nos envolvemos
sugerimos uma pequena mudança.
											Em vez de uma linha direta,
											sugerimos que eles colocassem 
folhas de inscrição
											perto das caixas de correio dos prédios.
											isto triplicou a participação.
									","
											Bu sorun üzerinde çalışmaya
ilk başladığımda
											bir elektrik şirketiyle işbirliği yaptım
ve aboneleri bir programa aldım.
											Amaç, elektriğin en çok tüketildiği 
anlarda talebi kısarak
											kesintileri önlemekti.
											Program, denenmiş 
ve doğru bir teknoloji üzerine kurulu.
											Hatta Obama yönetimi
""Amerika'nın elektrik ağının
											modernleştirilmesinde 
bir kilometre taşıdır.'' dedi.
											Her büyük teknolojik çözüm gibi
											önemli bir zayıf noktası var:
											İnsan.
											İnsanların katılması şart.
											Şirket, katılımı artırmak için 
abonelerine hoş birer yazı göndererek
											programın yararlarını anlatmaya çalıştı.
											İlgilenenler için ücretsiz 
bir çağrı merkezi numarası verdi.
											Mektuplar gönderildi
											ama telefonlar sessizdi.
											Sonra biz dâhil olduğumuzda
küçük bir değişiklik önerdik.
											Çağrı merkezi yerine,
											katılım formlarını abonelerin 
apartmanlarındaki posta kutularına
											yapıştırmalarını önerdik.
											Katılım üç katına çıktı.
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											Why?
											Well, we all know people care deeply
about what others think of them,
											that we try to be seen
as generous and kind,
											and we try to avoid
being seen as selfish or a mooch.
											Whether we are aware of it or not,
this is a big part of why people do good,
											and so small changes that give people
more credit for doing good,
											those changes can make
a really big difference.
											Small changes like
switching from a hotline,
											where nobody will ever find out
about your good deed,
											to a sign-up sheet
											where anyone who walks by
can see your name.
									","
											Pourquoi ?
											Ce que les autres pensent d'eux
importe beaucoup aux gens,
											nous essayons d'être vus
comme étant généreux et gentils
											et d'éviter d'être vus
comme étant égoïstes ou profiteurs.
											Que nous en ayons conscience ou pas,
											cela joue un rôle important
dans les bonnes actions des gens.
											Donc les petits changements accordant
du mérite aux gens pour avoir bien agi
											peuvent faire une grande différence.
											De petits changements 
comme passer d'une ligne téléphonique,
											où personne n'entendra jamais parler
de votre bonne action,
											à une fiche d'inscription,
											où tous ceux qui passent devant
peuvent voir votre nom.
									","
											Porquê?
											Todos nós sabemos que as pessoas 
se preocupam com o que os outros pensam
											que tentamos ser vistos 
como generosos e gentis
											e tentamos evitar ser vistos 
como egoístas ou inúteis.
											Tenhamos ou não consciência disso,
											esta é uma das razões
por que as pessoas praticam o bem
											e assim essas pequenas alterações
											que dão crédito às pessoas
por fazerem o bem
											podem fazer uma grande diferença.
											Alterações como mudar de uma linha direta
											— em que ninguém vai ficar a saber
da nossa boa ação —
											para uma folha de inscrição
											onde qualquer pessoa pode passar 
e ver o nosso nome escrito.
									","
											Neden?
											İnsanlar başkalarının kendileri
hakkında ne düşündüğünü çok önemserler.
											Dolayısıyla cömert ve nazik
görünmeye çalışır.
											Bencil veya beleşçi
görünmekten kaçınmaya çalışır.
											Farkında olalım olmayalım insanlar
çoğunlukla bu sebeple iyilik yaparlar.
											İnsanların iyiliğine daha fazla
inancı yansıtan küçük değişiklikler

											gerçekten büyük fark yaratabilirler.
											Küçük değişiklikler,
											örneğin kimsenin iyiliğinizi görmeyeceği
çağrı merkezindense
											isminizi görebilecekleri
											katılım formlarına dönmek gibi.
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											In our collaborations with governments,
nonprofits, companies,
											when we're trying to get people
to do more good,
											we harness the power of reputations.
											And we have a simple checklist for this.
											And in fact, you already know
the first item on that checklist.
											It's to increase observability,
											to make sure people find out
about good deeds.
									","
											En collaborant avec des gouvernements,
organisations, entreprises,
											quand nous voulons que les gens
fassent plus de bien,
											nous exploitons le pouvoir
de la réputation.
											Pour cela, nous avons une simple liste.
											Vous connaissez déjà
le premier élément sur cette liste.
											Il s'agit d'augmenter l'observabilité
											pour s'assurer que les gens
entendent parler des bonnes actions.
									","
											Na nossa colaboração com governos,
											organizações sem fins lucrativos,
empresas,
											quando tentamos fazer com que 
as pessoas façam boas ações
											aproveitamos o poder da reputação.
											E temos uma lista simples para tal.
											De facto, vocês já sabem qual é 
o primeiro artigo da lista.
											É aumentar a facilidade de alguém nos ver
											de ter a certeza que os outros sabem 
das nossas boas ações.
									","
											Hükûmetler, STO'lar
şirketlerle işbirliği yaparak
											insanları iyiliğe yönlendirmeye çalışırken
											itibarın gücünden yararlandık.
											Bunun için basit bir kontrol listemiz var.
											Aslında bu kontrol listesindeki 
ilk maddeyi siz zaten biliyorsunuz.
											Gözlenebilirliği artırarak
											insanların iyi davranışları
gördüğünden emin olmak.
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											Now, wait a minute, I know
some of you are probably thinking,
											there's no way people here thought,
											""Oh, well, now that
I'm getting credit for my good deed,
											now it's totally worth it.""
											And you're right.
											Usually, people don't.
											Rather, when they're making
decisions in private,
											they worry about their own problems,
											about what to put on the table for dinner
or how to pay their bills on time.
											But, when we make
their decision more observable,
											they start to attend more
to the opportunity to do good.
											In other words, what's
so powerful about our approach
											is that it could turn on
people's existing desire to do good,
											in this case, to help
to prevent a blackout.
									","
											Attendez, je sais que certains
pensent probablement,
											impossible que les gens pensent :
											« Si l'on m'accorde
du crédit pour ma bonne action,
											cela vaut le coup. »
											Vous avez raison.
											En général, ce n'est pas le cas.
											Mais quand les gens
prennent des décisions en privé,
											ils s'inquiètent de leurs problèmes,
											de ce qu'ils mettront
sur la table pour le dîner
											ou de comment payer les factures à temps.
											Mais quand nous rendons
leurs décisions plus observables,
											ils s'occupent plus
de l'opportunité de faire du bien.
											En d'autres mots, ce qui est
si efficace avec notre approche,
											c'est qu'elle pourrait activer le désir
existant chez les gens de faire du bien.
											Dans ce cas, d'aider
à éviter une panne d'électricité.
									","
											Eu sei que alguns de vocês
provavelmente estão a pensar
											que, de modo algum,
as pessoas aqui pensariam:
											""Bem, agora que recebo crédito 
pela minha boa ação,
											""agora vale a pena.""
											E vocês têm razão.
											Normalmente, não pensam assim.
											Pelo contrário, quando tomam
decisões em privado,
											elas preocupam-se com os seus problemas
											sobre o que vão pôr na mesa para jantar
ou como pagar as contas a tempo.
											Mas, quando a decisão deles
se torna mais visível,
											começam a prestar atenção 
às oportunidades de fazer coisas boas.
											Ou seja, aquilo que se torna poderoso 
na nossa abordagem
											é o facto de despoletar o desejo que
já existe nas pessoas de fazerem o bem,
											neste caso, de ajudar a evitar um apagão
									","
											Şimdi, durun bir dakika, 
bazılarınız şöyle düşünebilir,

											""iyi davranışımdan dolayı takdir edildim
											ve buna değdi"" diye
											düşünecek kimse yoktur.
											Haklısınız.
											Genellikle düşünmezler.
											Özel hayatlarında 
kararlar verirken bunun yerine
											kendi sorunlarını düşünürler,
											akşam yemeğinde ne yesek ya da 
faturalar zamanında nasıl ödenecek gibi.
											Biz bu kararları daha 
gözlemlenebilir kılarsak
											iyilik yapma fırsatlarını 
daha çok yakalarlar.
											Bir başka deyişle yaklaşımımızı
böyle güçlü kılan,
											bu örnekte, elektrik kesintilerinin 
önlenmesine yardım gibi,
											insanlarda mevcut iyilik arzusunu 
tetikleyebilmesidir.
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											Back to observability.
											I want to give you another example.
											This one is from a collaboration
											with a nonprofit that gets out the vote,
											and it does this by sending hundreds
of thousands of letters every election
											in order to remind people and try
to motivate them to go to the polls.
											We suggested adding
the following sentence:
											""Someone may call you to find out
about your experience at the polls.""
											This sentence makes it feel
more observable when you go to the polls,
											and it increased the effect
of the letter by 50 percent.
											Making the letter more effective reduced
the cost of getting an additional vote
											from 70 dollars down to about 40 dollars.
											Observability has been used to do things
											like get people
to donate blood more frequently
											by listing the names of donors
on local newsletters,
											or to pay their taxes on time
											by listing the names of delinquents
on a public website.
									","
											Revenons-en à l'observabilité.
											Je veux vous donner un autre exemple.
											Il est issu d'une collaboration
											avec une organisation
qui pousse les gens à voter
											en envoyant des centaines de milliers
de lettres à chaque élection
											afin de rappeler les gens et d'essayer
de les motiver à se présenter aux urnes.
											Nous avons suggéré
l'addition de la phrase suivante :
											« Quelqu'un pourrait vous appeler
au sujet de votre expérience aux urnes ».
											Cette phrase rend cela plus observable
de se rendre aux urnes
											et a augmenté l'effet de la lettre de 50%.
											Rendre la lettre plus efficace a réduit
le coût d'un vote supplémentaire,
											passant de 70 dollars
à environ 40 dollars.
											L'observabilité a été utilisée
											pour inciter les gens à donner
leur sang plus fréquemment
											en listant le nom des donneurs
dans une newsletter locale
											ou à payer leurs impôts à temps
											en listant les noms des délinquants
sur un site public.
									","
											Voltando à visibilidade.
											Vou dar-vos outro exemplo.
											Este vem de uma colaboração
											com uma organização sem 
fins lucrativos que apela ao voto
											e faz isso enviando milhares
de cartas em cada eleição
											para chamar a atenção das pessoas
e tentar motivá-las a votar.
											Nós sugerimos que 
acrescentassem a seguinte frase:
											""Alguém pode ligar-lhe a perguntar
pela sua experiência nas urnas.""
											Esta frase torna mais visível 
alguém que vai votar,
											e aumentou o efeito da carta em 50%.
											Tornar a carta mais eficaz
reduziu o custo de obter mais um voto
											de 70 dólares para cerca de 40 dólares.
											A visibilidade está habituada 
a fazer coisas
											como apelar às pessoas para dar sangue
mais frequentemente,
											ao enumerar os nomes dos dadores
nos jornais locais,
											ou apelar às pessoas para 
pagarem impostos pontualmente.
											ao enumerar os nomes 
dos infratores num ""site"" público
									","
											Gözlenebilirliğe dönecek olursak
											size başka bir örnek vermek istiyorum.
											Kullanılan oyu arttırmak için
											çalışan bir STO ile işbirliği yaptık.
											Bunun için, her seçimden önce seçmenlere
											yüz binlerce mektup göndererek 
onları sandığa çağırıyorlardı.
											Biz, aşağıdaki ifadeyi 
eklemelerini önerdik:
											""Biri sizi arayarak oy kullanma
deneyiminizi sorabilir.""
											Bu ifade ile oy kullanımınızın
izlendiğini hissedersiniz.
											Bu, mektubun etkisini yüzde 50 artırdı.
											Mektubun daha etkili olması ise
bir oy maliyetini
											70 dolardan yaklaşık 40 dolara düşürdü.
											Gözlenebilirlik, daha sık kan bağışı için
											isimlerin yerel gazetelerde çıkması
											veya vergiyi zamanında ödetmek için

											zamanında ödemeyenlerin
											halka açık bir web sitesinde 
yayınlanması için kullanılabilir.
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
"
","
","
","
",How to motivate people to do good for others,Erez Yoeli,12:22,"society,social change,morality,community,motivation,humanity,science,TEDx"
