en,pt,es,fr,title,speaker,duration,tags
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											Once every 12 months,
											the world's largest human migration
happens in China.
											Over the 40-day travel period
of Chinese New Year,
											three billion trips are taken,
											as families reunite and celebrate.
											Now, the most strenuous
of these trips are taken
											by the country's 290 million
migrant workers,
											for many of whom
this is the one chance a year
											to go home and see parents
and their left-behind children.
									","
											Uma vez de 12 em 12 meses,
											ocorre na China a maior migração
humana do mundo.
											Durante o período de viagens
de 40 dias do Ano Novo chinês,
											fazem-se três mil milhões de viagens,
											quando as famílias se reúnem e festejam.
											A mais desgastante dessas viagens
											é feita pelos 290 milhões
de trabalhadores migrantes do país,
											para muitos dos quais
essa é a única hipótese do ano
											de irem a casa e verem os pais
e os filhos de quem estão separados.
									","
											Una vez cada 12 meses,
											la migración humana más grande 
del mundo ocurre en China.
											Durante el período de viaje 
de 40 días del Año Nuevo Chino,
											se realizan 3000 millones de viajes,
											a medida que las familias 
se reúnen y celebran.
											Ahora, el más extenuante 
de estos viajes lo realizan
											290 millones de trabajadores 
migrantes del país,
											para muchos de ellos, 
esta es la única oportunidad al año
											de ir a casa, ver a los padres 
y sus hijos que quedaron atrás.
									","
											Une fois par an,
											la plus grande migration humaine
a lieu en Chine.
											Pendant 40 jours autour
du Nouvel An chinois,
											trois milliards de trajets sont effectués,
											réunissant les familles 
pour les festivités.
											Les trajets les plus éprouvants sont ceux
											des 290 millions de travailleurs migrants
											dont, pour beaucoup,
c'est l'unique occasion annuelle
											de rentrer chez eux et de voir leurs
parents et leurs enfants restés là-bas.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											But the travel options are very limited;
											plane tickets cost nearly half
of their monthly salary.
											So most of them, they choose the train.
											Their average journey is 700 kilometers.
											The average travel time
is 15 and a half hours.
											And the country's tracks
now have to handle 390 million travelers
											every Spring Festival.
											Until recently,
											migrant workers would have to queue
for long hours — sometimes days —
											just to buy tickets,
											often only to be fleeced by scalpers.
											And they still had to deal
with near-stampede conditions
											when travel day finally arrived.
									","
											Mas as opções de viagem
são muito limitadas.
											As passagens de avião custam
quase metade do seu salário mensal.
											Por isso, a maioria
opta por ir de comboio.
											A viagem média é de 700 quilómetros.
											A média de tempo de viagem
é de 15 horas e meia.
											Os caminhos de ferro do país
têm de lidar com 390 milhões de viajantes
											por altura do Festival da Primavera.
											Até há pouco tempo,
											os trabalhadores formavam filas
durante horas, às vezes, durante dias,
											só para comprar as passagens
											ou para serem depenados pelos cambistas.
											E ainda tinham que enfrentar multidões
quase em atropelo,
											quando chegava finalmente
o dia da viagem.
									","
											Pero las opciones de viaje 
son muy limitadas;
											los boletos de avión cuestan casi 
la mitad de su salario mensual.
											Así que la mayoría, elige el tren.
											Su recorrido promedio es de 700 km.
											El tiempo promedio de viaje 
es de 15 horas y media.
											Y los caminos del país ahora tienen 
que manejar 390 millones de viajeros
											en cada Festival de Primavera.
											Hasta hace poco,
											los trabajadores migrantes debían hacer
cola por varias horas, a veces días,
											solo para comprar boletos,
											a menudo solo para ser esquilados 
por los revendedores.
											Y aún tenían que lidiar con 
condiciones de casi estampida
											cuando finalmente 
llegaba el día del viaje.
									","
											Mais les possibilités de trajets
sont très limitées :
											un billet d'avion coûte presque
la moitié de leur salaire mensuel.
											La majorité d'entre eux prend le train.
											En moyenne, ils parcourent 700 kilomètres
											et passent 15 heures 30 minutes à voyager.
											Les voies ferrées chinoises doivent faire
circuler 390 millions de voyageurs
											à chaque Festival de Printemps.
											Jusqu'à récemment,
											les travailleurs migrants attendaient
des heures – parfois des jours –
											pour acheter leurs billets,
											souvent pour se faire plumer
par des revendeurs à la sauvette.
											Et ils devaient encore compter avec
des conditions proches de la cohue,
											le jour du voyage.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											But technology has started
to ease this experience.
											Mobile and digital tickets
now account for 70 percent of sales,
											greatly reducing the lines
at train stations.
											Digital ID scanners
have replaced manual checks,
											expediting the boarding process,
											and artificial intelligence
is deployed across the network
											to optimize travel routes.
											New solutions have been invented.
											China's largest taxi-hailing platform,
called Didi Chuxing,
											launched a new service called Hitch,
											which matches car owners
who are driving home
											with passengers looking
for long-distance routes.
											In just its third year,
											Hitch served 30 million trips
in this past holiday season,
											the longest of which
was further than 1,500 miles.
											That's about the distance
from Miami to Boston.
											This enormous need of migrant workers
has powered fast upgrade and innovation
											across the country's transport systems.
									","
											Mas a tecnologia começou
a melhorar esta experiência.
											As passagens digitais e por telemóvel
representam hoje 70% das vendas,
											reduzindo muito as filas
nas estações de comboios.
											Os ""scanners"" digitais substituíram
as verificações manuais,
											acelerando o processo de embarque
											e a inteligência artificial
usada na rede
											otimiza as rotas de viagem.
											Inventaram-se novas soluções.
											A maior plataforma de táxis chinesa,
chamada Didi Chuxing
											lançou um novo serviço chamado Hitch,
											que associa condutores
que se dirigem para casa
											com passageiros em busca
de rotas de longa distância.
											Logo no terceiro ano de funcionamento,
											o Hitch ajudou 30 milhões de viagens
na época das férias,
											em que a viagem mais longa 
foi de mais de 2400 quilómetros,
											aproximadamente a distância
entre Miami e Boston.
											Esta enorme necessidade
de trabalhadores migrantes
											traduziu-se na rápida melhoria e inovação
no sistema de transportes do país.
											Mas a Internet chinesa cresceu
de modo familiar e não familiar.
									","
											Pero la tecnología ha comenzado 
a aliviar esta experiencia.
											Los boletos móviles y digitales hoy
representan el 70 % de las ventas,
											que reducen mucho las colas 
en las estaciones de tren.
											Los escáneres de ID digital 
en lugar de la revisión manual
											agilizan el proceso de embarque
											y la inteligencia artificial 
se implementa en toda la red
											para optimizar las rutas de viaje.
											Se han inventado nuevas soluciones.
											La plataforma de taxi más grande 
de China, llamada Didi Chuxing,
											lanzó un nuevo servicio llamado Hitch,
											que pone en contacto a dueños
de autos que conducen a casa
											con pasajeros que buscan 
rutas de larga distancia.
											En solo su tercer año,
											Hitch gestionó 30 millones de viajes 
en esta pasada temporada de vacaciones,
											el más largo fue de más de 2400 km.
											Es la distancia de Miami a Boston.
											Esta enorme necesidad de trabajadores 
migrantes impulsó innovaciones rápidas
											en todos de los sistemas 
de transporte del país.
									","
											Mais, la technologie s'est mise
à faciliter cette épreuve.
											Les billets achetés en ligne
représentent maintenant 70% des ventes,
											réduisant grandement
les queues dans les gares.
											Les scanners ont remplacé
les contrôles manuels,
											accélérant l'embarquement
											et l'intelligence artificielle
est déployée sur le réseau
											pour optimiser les parcours.
											On a inventé de nouvelles solutions.
											La plus grande plateforme
de VTC en Chine, Didi Chuxing,
											a lancé Hitch, un nouveau service
											qui met en relation les automobilistes
rentrant chez eux
											avec des passagers sur
des trajets de longue distance.
											En tout juste trois ans,
											au dernier Festival de printemps,
Hitch a assuré 30 millions de trajets,
											dont le plus long dépassait 2 400 km.
											C'est à peu près la distance
entre Miami et Boston.
											Le besoin des travailleurs migrants a
nourri une mise à jour rapide et innovante
											des systèmes de transports nationaux.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											Now, the Chinese internet has developed
in both familiar and unfamiliar ways.
											Just like in Silicon Valley,
											some of the seismic shifts
in technology and consumer behavior
											have been driven by academic research,
											have been driven by enterprise desires,
											with the whims of privilege and youth
sprinkled in every once in a while.
									","
											Tal como em Silicon Valley,
algumas das mudanças sísmicas
											na tecnologia e no comportamento
do consumidor
											foram motivadas
pela investigação académica,
											pelos interesses de empresas,
											e pelos desejos de privilegiados
e de jovens, de vez em quando.
											Eu sou um produto da indústria
de tecnologia norte-americana,
									","
											Ahora, la Internet china 
se ha desarrollado
											tanto de manera 
familiar como desconocida.
											Como en Silicon Valley,
											algunos de los cambios 
sísmicos en tecnología
											y la conducta del consumidor
											han sido impulsados ​​por 
la investigación académica,
											por deseos empresariales,
											con los caprichos de los privilegios 
y la juventud salpicada de vez en cuando.
									","
											En Chine, Internet a évolué d'une façon
classique et inattendue en même temps.
											Comme dans la Silicon Valley,
											des changements technologiques majeurs
et du comportement des clients
											ont été stimulés par
la recherche universitaire
											et par les souhaits des entreprises
											avec, de temps à autre,
des rêves de privilège et de jeunesse.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
","
","
","
",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
"
											I am a product
of the American tech industry,
											both as a consumer and a corporate leader.
											So I am well acquainted
with this type of fuel.
											But about a year and a half ago,
											I moved from my home
in New York City to Hong Kong
											to become the CEO
of the South China Morning Post.
											And from this new vantage point,
											I've observed something
that is far less familiar to me,
											propelling so much of China's innovation
and many of its entrepreneurs.
											It is an overwhelming need economy
											that is serving
an underprivileged populous,
											which has been separated for 30 years
from China's economic boom.
											The stark gaps that exist
between the rich and the poor,
											between urban and rural
											or the academic and the unschooled —
											these gaps, they form a soil
											that's ready for some
incredible empowerment.
											So when capital and investment
become focused on the needs of people
											who are hanging to the bottom rungs
of an economic ladder,
											that's when we start to see the internet
truly become a job creator,
											an education enabler
											and in many other ways, a path forward.
									","
											enquanto consumidor
e enquanto líder empresarial.
											Conheço muito bem
este tipo de motivação.
											Mas há cerca de ano e meio,
											mudei-me de Nova Iorque para Hong Kong
											quando fui nomeado CEO
do South China Morning Post.
											Desta nova posição privilegiada
											observei uma coisa que não é
tão familiar para mim,
											que impulsiona a inovação da China
e de muitos de seus empresários.
											É uma gigantesca economia da necessidade
											que está ao serviço
duma população desprivilegiada,
											que tem estado separada há 30 anos
da expansão económica chinesa.
											o claro fosso que existe
entre ricos e pobres,
											entre o urbano e o rural,
											ou os académicos e os não letrados.
											Esse fosso forma um terreno fértil
para uma enorme autonomia.
											Por isso, quando capital e o investimento
se voltam para as necessidades das pessoas
											que se situam nos degraus inferiores
da escada económica,
											aí começamos a ver a Internet
como uma criadora de postos de trabalho,
											como um incentivo à educação
											e, de muitas outras formas,
como uma via para o futuro.
									","
											Soy un producto de la industria 
tecnológica estadounidense,
											como consumidor y como líder corporativo.
											Así que estoy familiarizado 
con este tipo de combustible.
											Pero hace como un año y medio,
											me mudé de mi casa 
en Nueva York a Hong Kong
											y fungir como CEO del 
South China Morning Post.
											Y desde este nuevo punto de vista,
											he observado algo que es 
mucho menos familiar para mí,
											impulsando gran parte de la innovación 
de China y muchos de sus emprendedores.
											Es una economía de necesidad abrumadora
											que atiende a personas desfavorecidas,
											que se ha separado durante 30 años 
del auge económico de China.
											Las profundas diferencias que existen 
entre los ricos y los pobres,
											entre lo urbano y lo rural
											o lo académico y los iletrados
											estas brechas forman un suelo
											eso está listo para 
un empoderamiento increíble.
											Cuando el capital y 
la inversión se enfocan
											en las necesidades de las personas
											colgadas en los peldaños inferiores 
de una escalera económica,
											ahí empezamos a ver que Internet es
en efecto en un creador de empleos,
											un habilitador de la educación
											y de muchas otras maneras, 
un camino hacia adelante.
									","
											Je suis un pur produit de l'industrie
high-tech américaine,
											en tant que consommateur
et chef d'entreprise.
											Je connais donc très bien
ce type de catalyseur.
											Mais il y a un an et demi,
											j'ai déménagé de New York à Hong Kong
											pour devenir PDG
du South China Morning Post.
											De ce nouveau point de vue privilégié,
											j'ai observé des choses
qui me sont bien moins familières,
											mais qui stimulent beaucoup l'innovation
et les entrepreneurs en Chine.
											C'est une économie avec d'énormes besoins,
											servant une population
dense et défavorisée,
											séparée depuis 30 ans
du boom économique chinois.
											Les contrastes extrêmes qui existent
entre riches et pauvres,
											entre urbains et ruraux,
											ou entre diplômés et
population sans diplôme,
											forment une base
											propice à une formidable émancipation.
											Quand les capitaux et les investissements
s'orientent vers les besoins des gens
											bloqués en bas de l'échelle sociale,
											on commence vraiment à voir Internet
comme créateur d'emplois,
											un outil pour former
											et, de plein d'autres façons,
une voie à suivre.
									",The rapid growth of the Chinese internet — and where it's headed,Gary Liu,12:41,"china,Asia,business,communication,data,social change,social media,society,future,innovation,journalism,potential,technology,Internet"
