en,pt,tr,title,speaker,duration,tags
"
","
","
",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
											Well, as many of you know,
											the results of the recent
election were as follows:
											Hillary Clinton, the Democratic candidate
											won a landslide victory
											with 52 percent of the overall vote.
											Jill Stein, the Green candidate,
											came a distant second, with 19 percent.
											Donald J. Trump, the Republic candidate,
											was hot on her heels with 14 percent,
											and the remainder of the vote
were shared between abstainers
											and Gary Johnson,
the Libertarian candidate.
									","
											Como muitos de vocês sabem,
											os resultados das últimas eleições
foram os seguintes:
											Hillary Clinton, a candidata Democrata
											conquistou a vitória a nível do país,
											com 52% do total de votos.
											Jill Stein, o candidato dos Verdes,
											ficou num segundo lugar distante,
com 19%.
											Donald J. Trump, o candidato Republicano,
											ficou logo atrás dele, com 14%.
											Os votos restantes foram distribuídos
pelas abstenções
											e por Gary Johnson,
o candidato dos Libertários.
									","
											Birçoğunuzun bildiği üzere
											yakın zamanda yapılan 
seçimin sonuçları şöyleydi:
											Demokrat Parti adayı Hillary Clinton
											genel oyların yüzde 52'sini alarak
											açık ara farkla kazandı.
											Yeşil Parti adayı Jill Stein,
yüzde 19 oy alarak
											büyük bir farkla ikinci oldu.
											Cumhuriyetçi Parti adayı 
Donald J. Trump ise
											yüzde 14 ile Hillary Clinton'ı takip etti.
											Kalan oylar da Liberteryen Parti adayı
Gary Johnson
											ve çekimserler arasında paylaşıldı.
									",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
","
","
",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkahalar)
									",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
","
","
",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
											Now, what parallel universe
do you suppose I live in?
											Well, I don't live in a parallel universe.
											I live in the world,
and that is how the world voted.
											So let me take you back
and explain what I mean by that.
									","
											Ora bem, em que universo paralelo
julgam que eu vivo?
											Não vivo em nenhum universo paralelo.
											Vivo neste mundo
e foi assim que o mundo votou.
											Vamos recuar no tempo
e vou explicar o que quero dizer com isto.
									","
											Peki, ben hangi paralel
evrende yaşıyorum sizce?
											Tabii ki paralel evrende yaşamıyorum.
											Dünyada yaşıyorum 
ve dünya, oyunu böyle kullandı.
											Biraz geriye dönüp 
ne demek istediğimi anlatayım.
									",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
","
","
",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
											In June this year,
											I launched something
called the Global Vote.
											And the Global Vote
does exactly what it says on the tin.
											For the first time in history,
											it lets anybody, anywhere in the world,
											vote in the elections
of other people's countries.
											Now, why would you do that?
											What's the point?
											Well, let me show you what it looks like.
											You go to a website,
											rather a beautiful website,
											and then you select an election.
											Here's a bunch that we've already covered.
											We do about one a month, or thereabouts.
											So you can see Bulgaria,
the United States of America,
											Secretary-General of the United Nations,
											the Brexit referendum at the end there.
											You select the election
that you're interested in,
											and you pick the candidates.
											These are the candidates
from the recent presidential election
											in the tiny island nation
of São Tomé and Príncipe,
											199,000 inhabitants,
											off the coast of West Africa.
											And then you can look at the brief summary
of each of those candidates
											which I dearly hope is very neutral,
											very informative and very succinct.
											And when you've found
the one you like, you vote.
											These were the candidates
											in the recent Icelandic
presidential election,
											and that's the way it goes.
									","
											Este ano, em junho,
											lancei uma coisa chamada Global Vote.
											A Global Vote faz exatamente
o que diz no seu título.
											Pela primeira vez na História,
											permite que toda a gente,
onde quer que esteja,
											vote nas eleições dos países
de outros povos.
											Para quê fazer uma coisa destas?
											Qual o objetivo?
											Vou mostrar como é que é.
											Vamos a um ""site"" da Internet,
											um ""site"" muito bonito
											e escolhemos umas eleições.
											Estas são algumas das que já realizámos.
											Fazemos uma por mês, mais ou menos.
											Vemos aqui a Bulgária, os EUA,
											o Secretário-Geral das Nações Unidas,
											o referendo Brexit aqui no fim.
											Escolhemos as eleições
em que estamos interessados
											e escolhemos os candidatos.
											Estes são os candidatos
das últimas eleições presidenciais
											no pequenino país
de São Tomé e Príncipe,
											com 199 000 habitantes,
											ao largo da África Ocidental.
											Podemos ver um breve resumo
de cada um dos candidatos
											que, espero, seja bastante neutro,
											muito informativo e muito sucinto.
											Depois de encontrarmos
aquele de que gostamos, votamos.
											Estes eram os candidatos
											nas últimas eleições
presidenciais islandesas
											e é assim que as coisas se processam.
									","
											Bu yılın Haziran ayında,
											Global Vote adında bir girişim başlattım.
											Adından anlaşılacağı üzere
""küresel oylama"" yapmaya yarıyor.
											Bu uygulama, tarihte ilk kez
											herkesin dünyanın herhangi 
bir yerindeki bir seçimde
											oy kullanmasını mümkün kılıyor.
											Peki bunu neden isteyesiniz?
											Amacı ne?
											Size nasıl bir şey olduğunu göstereyim.
											Bir siteye giriyorsunuz,
											bayağı da güzel bir siteye,
											sonra seçimlerden birini seçiyorsunuz.
											Burada şu ana kadar yer verdiğimiz
seçimleri görüyorsunuz.
											Neredeyse her ay bir seçim yapıyoruz.
											Burada Bulgaristan,
Amerika Birleşik Devletleri,
											Birleşmiş Millletler Genel Sekreterliği,
											en altta da Brexit 
referandumunu görüyorsunuz.
											Buradan ilginizi çeken 
bir seçimi belirleyip
											adayınızı seçiyorsunuz.
											Bunlar, Batı Afrika sahili yakınlarında,
											199.000 nüfuslu küçük bir ada devleti olan
											São Tomé ve Príncipe'nin
yakın zamanda yapılan
											başkanlık seçimi adayları.
											Sonra bütün adaylar hakkında
tarafsız olmasını tüm kalbimle umduğum,
											bilgilendirici, kısa ve öz
											bir özet sayfasına ulaşabilirsiniz.
											Bir adayı beğendiğinizde de 
oy verebilirsiniz.
											Bunlar da yakın zamandaki
											İzlanda başkanlık seçimi adayları. 

											Bu şekilde devam ediyor.
									",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
","
","
",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
"
											So why on earth would you want to vote
in another country's election?
											Well, the reason
that you wouldn't want to do it,
											let me reassure you,
											is in order to interfere in the democratic
processes of another country.
											That's not the purpose at all.
											In fact, you can't,
											because usually what I do
is I release the results
											after the electorate in each
individual country has already voted,
											so there's no way that we could
interfere in that process.
											But more importantly,
											I'm not particularly interested
											in the domestic issues
of individual countries.
											That's not what we're voting on.
											So what Donald J. Trump or Hillary Clinton
proposed to do for the Americans
											is frankly none of our business.
											That's something that only
the Americans can vote on.
									","
											Por que razão haveriam de querer votar
nas eleições de outro país?
											Não deveriam querer fazê-lo,
											podem ficar descansados,
											para interferir nos processos
democráticos de outro país.
											Não é esse o objetivo.
											Claro que não podem,
											porque, normalmente,
só divulgo os resultados
											depois de o eleitorado de cada
país individual ter votado,
											por isso, não há hipótese 
de interferirem nesse processo.
											Mas, ainda mais importante,
											não estou especialmente interessado
											nos problemas internos
de países individuais.
											Não é nisso que estamos a votar.
											Aquilo que Donald J. Trump
ou Hillary Clinton
											estão a propor para os norte-americanos
											francamente, não nos diz respeito.
											É uma coisa em que só
os norte-americanos podem votar.
									","
											Peki, birisi ne diye başka bir ülkenin
seçimlerinde oy kullanmak ister ki?
											Size neden istemeyeceğinizi söyleyeyim:
											Çünkü başka bir ülkenin
											demokratik süreçlerine 
müdahale etmek istemezsiniz.
											Amaç kesinlikle bu değildir.
											Zaten yapamazsınız da.
											Çünkü çoğunlukla sonuçları,

											her ülkenin seçimleri 
bittikten sonra açıklarım.
											Böylece bu sürece müdahale etme 
imkânımız olmaz.
											Daha da önemlisi
											ülkelerin iç sorunlarıyla
											pek ilgilenmiyorum.
											Biz bunun için oy kullanmıyoruz.
											Donald J. Trump ya da Hillary Clinton'ın 
Amerikalılara vaatleri
											bizi hiç ilgilendirmiyor.
											Bu sadece Amerikalıların 
oyunu etkileyen bir durum.
									",Who would the rest of the world vote for in your country's election?,Simon Anholt,14:55,"collaboration,communication,community,democracy,Foreign Policy,global issues,economics,future,government,history,innovation,policy,social change,politics,society,TEDx,world cultures"
