en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
											First of all, I'm a geek.
											I'm an organic food-eating,
											carbon footprint-minimizing, robotic surgery geek.
											And I really want to build green,
											but I'm very suspicious
											of all of these well-meaning articles,
											people long on moral authority
											and short on data,
											telling me how to do these kinds of things.
											And so I have to figure this out for myself.
											For example: Is this evil?
											I have dropped a blob of organic yogurt
											from happy self-actualized local cows
											on my counter top,
											and I grab a paper towel and I want to wipe it up.
											But can I use a paper towel? (Laughter)
									","
											Antes que todo, soy una geek.
											Soy una consumidora de comida orgánica,
											minimizadora de la huella de carbono, experta en cirugía robótica,
											y realmente deseo construir verde,
											pero soy muy desconfiada
											de todos esos artículos bienintencionados,
											gente con gran autoridad moral
											y pocos datos
											diciéndome cómo hacer esos tipos de cosas.
											Así que tengo que resolverlo por mi misma.
											Por ejemplo: ¿Es esto malvado?
											Dejé caer una gota de yogur orgánico
											de vacas locales desarrolladas totalmente
											sobre mi mesa de cocina,
											y tomo una toalla de papel queriendo limpiarla.
											Pero ¿Puedo usar una toalla de papel? (Risas)
									","
											Em primeiro lugar, eu sou uma ""geek"".
											Sou daquelas que come comida orgânica,
											que minimiza a pegada de carbono
e desenvolve robots para cirurgia.
											Eu quero mesmo construir ""verde""
											mas tenho fortes suspeições
sobre todos os artigos bem intencionados
											de autores cheios de autoridade moral
e com poucos dados estatísticos
											que dizem como pôr em prática
este tipo de construção.
											Assim, tenho que descobrir
as coisas por mim própria.
											Por exemplo: Isto está mal?
											Derramei um bocado de iogurte orgânico
											de leite de vacas felizes
e realizadas da minha zona
											na minha bancada de cozinha.
											Pego numa toalha de papel
e quero limpar.
											Mas... poderei usar uma toalha de papel?
											(Risos)
									","
											Herşeyden önce ben bir geekim (çok çalışan - anti-sosyal).
											Organik beslenen,
											sebep olduğum karbon miktarını optimize eden, robotik ameliyat bağımlısı biriyim,
											ve gerçekten yeşili inşa etmek istiyorum,
											fakat çok merak ediyorum
											tüm bu iyi niyetli yaklaşımların
											nasıl yapılacağını söyleyen insanlar, ahlaki otoriteye daha fazla odaklanıyor
											ve veri üzerinde daha az
											duruyor
											Ve dolayısıyla bunu kendi kendime anlamak zorundayım.
											Örneğin: bu kötü mü?
											tezgahıma bireysel üretim yapan
											mutlu ineklerden elde edilmiş
											bir damla yoğurt düşürdüm
											ve bir kağıt havlu kapıyorum ve silmek istiyorum
											Fakat kağıt bir havlu kullanabilir miyim? (kahkaha)
									","
											Tout d'abord, je suis une passionnée.
											Je suis une passionnée qui mange végétarien,
											minimise mon empreinte écologique et fais de la chirurgie avec des robots.
											Je veux vraiment construire vert
											mais je suis très méfiante
											face à tous ces articles bien intentionnés,
											à ces gens pleins d'autorité morale
											et dénués de données
											qui m'expliquent comment m'y prendre pour ça.
											J'ai donc dû me débrouiller par moi-même.
											Par exemple : ceci est-il mal ?
											J'ai fait tomber une goutte de yaourt bio
											au lait de vaches régionales, heureuses et accomplies
											sur mon plan de travail.
											Je prends une feuille de Sopalin et je veux le nettoyer.
											Est-ce que je peux utiliser la feuille de Sopalin ?
									","
											Zuerst einmal: Ich bin ein Freak.
											Ich bin ein Biokost futternder,
											und die CO2-Bilanz minimierender Roboterchirurgie-Freak
											und möchte wirklich gerne ökologisch bewusst bauen,
											aber ich bin sehr misstrauisch
											gegen all diese gutgemeinten Artikel,
											in denen moralisch absolut korrekte Menschen,
											denen jedoch ganz einfach das Fachwissen fehlt,
											mir erzählen wollen, wie das funktioniert.
											Also muss ich es selbst herausfinden.
											Zum Beispiel: Ist das hier schlimm?
											Ich habe einen Klecks Bio-Joghurt
											von fröhlichen, sich selbst verwirklichenden Kühen
											auf meiner Arbeitsfläche verschüttet
											und möchte nun Küchenkrepp benutzen, um es aufzuwischen.
											Aber darf ich dafür wirklich Küchenkrepp verwenden? (Gelächter)
									",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
","
","
","
","
","
",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
											The answer to this can be found in embodied energy.
											This is the amount of energy that goes into
											any paper towel or embodied water,
											and every time I use a paper towel,
											I am using this much
											virtual energy and water.
											Wipe it up, throw it away.
											Now, if I compare that to a cotton towel
											that I can use a thousand times,
											I don't have a whole lot of embodied energy
											until I wash that yogurty towel.
											This is now operating energy.
											So if I throw my towel in the washing machine,
											I've now put energy and water
											back into that towel ...
											unless I use a front-loading, high-efficiency washing machine, (Laughter)
											and then it looks a little bit better.
											But what about a recycled paper towel
											that comes in those little half sheets?
											Well, now a paper towel looks better.
											Screw the paper towels. Let's go to a sponge.
											I wipe it up with a sponge, and I put it under the running water,
											and I have a lot less energy and a lot more water.
											Unless you're like me and you leave the handle
											in the position of hot even when you turn it on,
											and then you start to use more energy.
											Or worse, you let it run until it's warm
											to rinse out your towel.
											And now all bets are off.
									","
											La respuesta a esto puede ser encontrada en la energía incorporada.
											Esta es la cantidad de energía se usa en
											cualquier toalla de papel o agua empleada.
											Y cada vez que uso una toalla de papel,
											estoy utilizando esta cantidad
											de energía y agua virtual.
											Limpiarla y desecharla.
											Ahora bien, si comparo esa toalla con una toalla de algodón
											la cual puedo usar unas ciento de veces,
											no tendría un gran cantidad de energía incorporada
											hasta que lave la toalla llena de yogur.
											Ahora es energía en operación.
											Así que si arrojo mi toalla en la lavadora,
											habré puesto energía y agua
											de regreso en esa toalla,
											a menos que usara una lavadora altamente eficiente de bajos costos,
											entonces pareciera un poco mejor.
											Pero ¿Qué hay acerca de las toallas de papel recicladas
											que vienen en hojas pequeñas?
											Bien, ahora una toalla de papel luce mejor.
											Deshagámonos de la toalla de papel. Utilicemos una esponja.
											Limpio con una esponja y luego la pongo bajo el chorro de agua,
											y uso un poco menos de energía y un poco más de agua,
											a menos que seas como yo y dejes la manija
											en la posición de agua caliente incluso cuando la enciendes,
											hasta entonces comienzas a utilizar más energía,
											o peor, la dejas correr hasta que se ponga tibia
											para lavar tu toalla.
											Ahora todas las apuestas están cerradas.
									","
											A resposta está na ""energia incorporada"".
											Trata-se da quantidade
de energia necessária
											para fazer uma toalha de papel
e para a água.
											Sempre que eu uso uma toalha de papel,
											uso a quantidade aqui representada
de energia virtual e água.
											Limpa-se e deita-se fora.
											Agora, comparando
com uma toalha de algodão,
											que posso utilizar mil vezes,
											Não uso muita energia incorporada
											até ao momento em que lavo
a toalha suja de iogurte.
											Isto agora é ""energia operacional"".
											Ponho a toalha na máquina de lavar,
											e agora voltei a aplicar
energia e água nessa toalha,
											Se eu usar uma máquina de lavar
altamente eficaz,
											o resultado é um pouco melhor.
											Mas... e se eu usar uma toalha
feita de papel reciclado
											daquelas que vêm
em tamanho mais pequeno?
											Aí a toalha de papel
parece uma melhor solução.
											Deixemos as toalhas de papel.
Uma esponja.
											Limpo o iogurte com uma esponja
e lavo-a à torneira,
											gasto muito menos energia
e bastante mais água,
											se eu não tiver deixado a torneira
na posição de água quente
											e, quando a abrir,
começo a gastar mais energia,
											ou pior, se deixo a água a correr
até estar quente
											para enxaguar a toalha.
											Aí é uma desgraça.
									","
											Bunun cevabı gömülü enerjide bulunabilir.
											Bu, kağıt havlu ve harcanan suya
											giden enerji miktarıdır.
											Ve ne zaman bir kağıt havlu kullansam,
											bunu çok kullanıyorum
											fiili enerji ve su.
											Sil ve at
											Şimdi, bunu bir pamuklu havluyla karşılaştırırsam
											binlerce kere kullanabileceğim,
											yoğurtlu havluyu yıkayana kadar
											gömülü bir enerjiye sahip değilim.
											Bu şimdi işletim enerjisidir.
											Eğer havluyu çamaşır makinesine atarsam
											havluya şimdi yeniden enerji ve su
											yükledim,
											ön yıkamalı, yüksek verimli bir çamaşır makinesi kullanmadığım sürece,
											o zaman durum biraz daha iyi görünebilir.
											Fakat geri dönüşümlü
											küçük yarım yapraklar halindeki bir havluya ne dersiniz?
											Şimdi kağıt havlu daha iyi görünüyor.
											Kağıt havluyu aklımızda tutalım. Süngere göz atalım.
											Yoğurdu süngerle siliyorum ve akan suyun altında tutuyorum,
											ve çok daha az enerji ve çok daha fazla su harcamış oluyorum,
											benim gibi olmadığınız ve musluğu
											açtığınız anda sıcak konumda bırakmadığınız sürece,
											bu durumda çok daha fazla enerji harcamaya başlarsınız,
											ya da daha da kötüsü, süngeri durulamak için su ısınana kadar
											musluğu açık bırakırsınız.
											Ve şimdi tüm bahisler kapalı.
									","
											La réponse à ça se trouve dans l'énergie grise.
											Il s'agit de la quantité d'énergie ou d'eau utilisée
											pour fabriquer une feuille de Sopalin.
											A chaque fois que j'utilise une feuille de Sopalin,
											j'utilise cette quantité virtuelle
											d'énergie et d'eau
											J'essuie, je jette.
											Maintenant, si je compare à une serviette en coton
											que je peux utiliser mille fois,
											je n'utilise pas vraiment beaucoup d'énergie grise
											jusqu'à ce que je lave la serviette pleine de yaourt.
											On parle maintenant d'énergie de fonctionnement.
											Donc si je jette ma serviette dans le lave-linge,
											j'ai remis de l'énergie et de l'eau
											dans cette serviette,
											à moins que j'utilise une machine à laver à faible consommation et à chargement frontal,
											alors ça a l'air un peu mieux.
											Mais si j'utilise une feuille de Sopalin recyclée
											qui est distribuée par petite demi-feuille ?
											Eh bien, maintenant, une feuille de Sopalin a l'air mieux.
											Au diable le Sopalin. Allons-y à l'éponge.
											J'essuie avec une éponge et je la rince à l'eau courante.
											J'ai beaucoup moins d'énergie et beaucoup plus d'eau
											à moins que vous soyez comme moi et que vous laissiez
											le mitigeur en position chaude quand vous l'allumez.
											Alors vous utilisez plus d'énergie,
											ou pire, vous laissez couler en attendant que ça chauffe
											pour rincer votre serviette.
											Et là, je vous laisse imaginer.
									","
											Die Antwort liefert die sogenannte ""graue Energie"".
											Das ist die Menge an Energie und Wasser, die
											in jedem Blatt Küchenkrepp steckt.
											Jedesmal, wenn ich ein Blatt Küchenkrepp benutze,
											benutze ich genau diese Menge
											an virtueller Energie und Wasser.
											Aufwischen und wegwerfen!
											Wenn ich das nun mit einem Baumwollhandtuch vergleiche,
											das ich ja tausendmal benutzen kann,
											dann verbrauche ich dafür nicht sehr viel graue Energie.
											Bis ich das joghurtverschmierte Handtuch wasche.
											Dies hier ist die dafür verbrauchte Energie.
											Wenn ich also mein Handtuch in eine Waschmaschine werfe,
											stecke ich wieder Energie und Wasser
											in das Tuch. Es sei denn,
											ich benutze dazu eine hocheffiziente Frontlader-Waschmaschine.
											Dann sieht das Ganze nämlich etwas besser aus.
											Aber wie steht's mit einem recycelten Küchenkrepp,
											das außerdem nur halb so große Blätter hat?
											Ja, dann schneidet das Küchenkrepp besser dabei ab.
											Ach, Scheiß-Küchenkrepp, lassen Sie uns mal einen Schwamm nehmen.
											Ich wische es mit einem Schwamm auf, reinige diesen unter laufendem Wasser,
											und komme somit auf viel weniger Energie, aber auf viel mehr Wasser.
											Falls man jedoch wie ich den Wasserhahn
											von vornherein immer schon auf ""heiß"" eingestellt lässt,
											verbraucht man sogar noch mehr Energie.
											Oder noch schlimmer: Man lässt das Wasser laufen, bis es warm ist,
											um das Tuch auszuwaschen.
											Jetzt ist alles möglich.
									",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
","
","
","
","
","
",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
","
","
","
","
","
",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
											So what this says is that
											sometimes the things that you least expect —
											the position in which you put the handle —
											have a bigger effect than any of those other things
											that you were trying to optimize.
											Now imagine someone as twisted as me
											trying to build a house.
											(Laughter)
											That's what my husband and I are doing right now.
											And so, we wanted to know, how green could we be?
											And there's a thousand and one articles out there
											telling us how to make all these green trade-offs.
											And they are just as suspect
											in telling us to optimize these little things around the edges
											and missing the elephant in the living room.
											Now, the average house
											has about 300 megawatt hours
											of embodied energy in it;
											this is the energy it takes to make it —
											millions and millions of paper towels.
									","
											Lo que quiere decir esto es que
											a veces las cosas que menos esperamos,
											como la posición en la cual colocamos la manija,
											tienen un gran impacto con respecto a esas otras cosas
											que estábamos tratando de optimizar.
											Ahora bien, imaginemos a alguien enredada como yo
											tratando de construir una casa.
											(Risas)
											Eso es lo que mi esposo y yo estamos haciendo por el momento.
											Así que, queríamos saber qué tan ""verdes"" podríamos ser.
											Hay un ciento de artículos afuera
											diciéndote como hacer todos esos intercambios ""verdes"".
											Y ellos son tan sospechosos
											en decirnos que optimicemos estas pequeñas cosas cerca de límites
											obviando un problema al que no se le hace caso por conveniencia.
											Ahora bien, la casa promedio
											tiene cerca de 300 megavatio hora
											de energía incorporada en ella.
											Esta es la energía que utilizas para hacerla,
											millones y millones de toallas de papel.
									","
											O que isto quer dizer é que,
											por vezes, as coisas
com que menos contamos,
											por exemplo, a posição da torneira,
											têm um efeito maior
do que todos os fatores
											que nós tentamos otimizar.
											Agora imaginem uma pessoa
retorcida como eu
											a tentar construir uma casa...
											(Risos)
											É o que o meu marido e eu
estamos a fazer de momento.
											Quisemos saber o quão ""verdes""
conseguiríamos ser.
											Há mil e um artigos por aí
											sobre soluções de compromisso
boas para o ambiente.
											E eles são igualmente suspeitos
											de nos dizerem como otimizar
os pequenos detalhes
											e ignorar o elefante na sala.
											Vejamos, a casa média contém
cerca de 300 MW-horas
											de energia incorporada.
											É a energia necessária para a construir,
											— são milhões e milhões
de toalhas de papel.
									","
											Bu tablonun anlatmak istediği
											bazen en önemsiz saydığımız şeyler,
											musluğu açtığımızdaki sıcak soğuk konumu,
											optimize etmeye çalıştığımız tüm diğer faktörlerden
											daha büyük bir etkiye sahiptir.
											Şimdi benim kadar çelişik birinin
											bir ev inşa etmeye çalıştığını düşünün.
											Kahkaha
											Şu anda eşim ve benim yapmaya çalıştığımız bu.
											Ve böylece ne kadar yeşil olabileceğimizi görmek istiyoruz.
											Ve bu konuda tüm bu yeşil ticaret işlerini nasıl yapacağımızı söyleyen
											bin bir tane makale var.
											Ve bu küçük şeyleri mümkün olduğunca optimize etmek
											konusunda çok net değiller
											ve fili oturma odasında kaybediyorlar. (gözlerinin önündekini görmüyorlar)
											Şimdi, ortalama ev
											saatte 300 megawatt
											gömülü enerjiye sahiptir.
											Bu evi inşa etmek için gerekli enerjidir,
											milyonlarca ve milyonlarca kağıt havlu.
									","
											Ce que cela nous apprend, c'est que
											parfois ce à quoi vous vous attendez le moins,
											la position du mitigeur,
											a un effet plus important que tout le reste
											que vous essayez d'optimiser.
											Maintenant, imaginez que quelqu'un d'aussi bizarre que moi
											essaie de construire une maison.
											(Rires)
											C'est ce que mon mari et moi faisons en ce moment.
											Nous voulions savoir à quel point nous pourrions être écolo.
											Il y a 1001 articles disponibles
											qui nous expliquent tous ces compromis écologiques.
											Ils sont tout aussi suspects
											en nous disant d'optimiser ces petites choses en détail
											mais ne voient pas l'éléphant au milieu du salon.
											La maison de base
											représente environ 300 mégawatt-heures
											d'énergie grise.
											C'est l'énergie qu'il faut pour la construire,
											des millions et des millions de serviettes en papier.
									","
											Was uns dies zeigt, ist, dass
											manchmal gerade die Dinge, von denen man es am wenigsten erwartet,
											z.B. die Temperatureinstellung des Wasserhahns,
											einen größeren Einfluss haben als all die anderen Dinge,
											die man immer zu optimieren versuchte.
											Nun stellen Sie sich vor: Jemand, der so verdreht ist wie ich,
											möchte ein Haus bauen.
											(Gelächter)
											Genau das nämlich ist es, was mein Mann und ich gerade tun.
											Wir wollten also wissen, wie ökologisch wir sein können.
											Es gibt Tausende von gedruckten Artikeln,
											die uns erzählen, wie man das Ganze am besten angeht.
											Alle aber sind in gleicher Weise unseriös,
											indem sie uns nämlich raten, allen möglichen Kleinkram zu optimieren,
											dabei jedoch den Wald vor lauter Bäumen vergessen.
											Ein durchschnittliches Haus
											hat etwa 300 MWh
											an grauer Energie.
											Das ist die Energie, die man benötigt, um es zu bauen.
											Millionen und Abermillionen von Papierhandtüchern.
									",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
","
","
","
","
","
",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
"
											We wanted to know how much better we could do.
											And so, like many people,
											we start with a house on a lot,
											and I'm going to show you a typical construction on the top
											and what we're doing on the bottom.
											So first, we demolish it.
											It takes some energy, but if you deconstruct it —
											you take it all apart, you use the bits —
											you can get some of that energy back.
											We then dug a big hole
											to put in a rainwater catchment tank
											to take our yard water independent.
											And then we poured a big foundation
											for passive solar.
											Now, you can reduce the embodied energy
											by about 25 percent
											by using high fly ash concrete.
											We then put in framing.
											And so this is framing — lumber,
											composite materials —
											and it's kind of hard to get the embodied energy out of that,
											but it can be a sustainable resource
											if you use FSC-certified lumber.
									","
											Queríamos saber que tanto podíamos mejorar.
											Así que, como mucha gente,
											empezamos con una casa en un lote,
											les mostraré una típica construcción en la parte de arriba
											y lo que estábamos haciendo en la parte de abajo.
											Así que primero, la demolimos.
											Esto toma algo de energía pero si la desarmamos,
											quitando todo aparte, utilizarías esta pequeña cantidad,
											puedes recuperar algo de energía de regreso.
											Luego, cavamos un gran agujero
											para colocar un tanque de captación de agua de lluvia
											y hacer nuestro jardín independiente de agua.
											Luego colocamos una gran base
											para la energía solar pasiva.
											Ahora puedes reducir la energía incorporada
											por cerca del 25 porciento
											al usar concreto de ceniza suelta.
											Luego colocamos los marcos.
											Así que estos son los marcos, madera,
											materiales compuestos,
											es algo difícil sacar energía incorporada de eso,
											pero puede ser un recurso sostenible
											si usas madera certificada por la F.S.C.
									","
											Quisemos saber
se conseguiríamos fazer melhor.
											Tal como muitas outras pessoas,
											começámos com uma casa
num terreno urbanizado.
											Na barra de cima
mostro uma construção típica
											e a nossa construção na barra de baixo.
											Primeiro, demolimos a casa existente.
											Isto gasta alguma energia
mas, ao desmantelar a casa,
											podemos reutilizar
os componentes e materiais,
											recuperando alguma
dessa energia incorporada.
											De seguida, cavámos um grande buraco
											para um tanque de captação
de águas da chuva
											para o nosso terreno ser autossuficiente.
											Depois colocámos umas grandes fundações
para equipamento solar térmico.
											Podemos reduzir em cerca de 25%
o valor da energia incorporada
											utilizando cimento misturado
com cinzas volantes
											De seguida montámos a estrutura da casa.
											Nesta estrutura em madeira,
											materiais compósitos,
											é difícil de determinar
a energia incorporada.
											Mas pode ser um recurso sustentável
											na condição de se obter madeira
com certificação FSC.
									","
											Ne kadar daha iyi olacağımızı görmek istedik.
											Ve birçok insan gibi,
											bir arsadaki bir evle başladık,
											önce size tipik bir yapıyı
											ve daha sonra ne yaptığımızı göstermek istiyorum.
											Ve öncelikle, evi yıktık.
											Biraz enerji gerektiriyor, fakat yeniden inşa ederseniz,
											tüm malzemeyi parçalara ayırırsınız, bu parçaları kullanırsınız,
											ve enerjinin bir kısmını yeniden elde edersiniz.
											Daha sonra
											yağmur suyu depolama tankını koymak
											sahamızı sudan bağımsız hale getirmek için büyük bir çukur kazdık.
											Sonra pasif güneş enerjisi için
											büyük bir temel attık.
											Şimdi, yüksek oranlı uçucu kül beton kullanarak
											gömülü enerjiyi yüzde 25 oranında
											azaltabiliriz.
											Sonra iskeleti yaptık.
											Ve iskelet budur, kereste,
											muhtelif materyaller,
											ve bu tür malzemeden gömülü enerji elde etmek zor olabilir,
											fakat F.S.C. sertifikalı kereste kullanırsanız
											sürdürülebilir bir kaynak olabilir.
									","
											Nous voulions savoir à quel point nous pouvions faire mieux.
											Ainsi, comme beaucoup de monde,
											nous avons commencé avec une maison sur un terrain.
											Je vais vous montrer une construction typique en haut
											et ce que nous faisons en bas.
											D'abord, nous la démolissons.
											Cela nécessite de l'énergie mais si vous la déconstruisez,
											vous cassez tout, vous recyclez les bouts,
											vous pouvez récupérer une partie de l'énergie.
											Ensuite, on a creusé un gros trou
											pour y mettre un récupérateur d'eau de pluie
											et pouvoir arroser notre jardin indépendamment.
											Nous avons ensuite coulé de grosses fondations
											pour profiter de l'énergie solaire passive.
											Vous pouvez réduire l'énergie grise
											d'environ 25 %
											en utilisant du béton à base de résidus de charbon.
											Nous avons ensuite érigé la structure.
											C'est la structure, du bois de construction,
											des matériaux composites.
											Il est assez difficile de récupérer de l'énergie grise
											mais il peut s'agir d'une ressource durable
											si vous utilisez du bois certifié par l'ONF.
									","
											Wir wollten wissen, wieviel besser wir so etwas machen können.
											Und so beginnen wir, wie viele Leute,
											mit einem Haus auf einem Grundstück.
											Ich zeige Ihnen in der oberen Bildhälfte einen typischen Hausbau
											und unten das, was wir jeweils tun.
											Zuerst haben wir es abgerissen.
											Dazu benötigt man zwar einigen Energieaufwand, aber wenn man
											es abbaut und die Einzelteile wiederverwendet,
											kann man einen Teil dieser Energie wieder zurückgewinnen.
											Dann haben wir ein großes Loch gegraben,
											und einen Regenwassertank installiert,
											um eine autarke Wasserquelle für den Garten zu haben.
											Dann gossen wir ein massives Fundament,
											um die Passivsolar-Technik nutzen zu können.
											Man kann die aufgewandte Energie
											dabei um ca. 25 Prozent reduzieren,
											indem man selbstverdichtenden Beton benutzt.
											Dann begannen wir mit dem Rohbau.
											Dies hier ist der Rohbau, Holz,
											Verbundmaterial.
											Damit ist es nicht so leicht, die verbrauchte Energie zurückzugewinnen,
											aber es kann eine nachhaltige Ressource sein,
											wenn man forstwirtschaftlich zertifiziertes Schnittholz verwendet.
									",The tradeoffs of building green,Catherine Mohr,6:13,"business,culture,green,technology,electricity"
