es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
											La crisis económico-financiera mundial
ha reavivado el interés público
											en algo que es en realidad una de las 
preguntas más antiguas en la economía
											que se remonta a antes de Adam Smith.
											¿Por qué países con economías
e instituciones aparentemente similares
											muestran a veces hábitos de 
ahorro radicalmente diferentes?
									","
											A crise económica global
reacendeu o interesse público
											naquela que é talvez uma das questões
mais antigas em economia,
											que remonta a, pelo menos,
antes de Adam Smith.
											Isto é, por que razão países
com economias e instituições aparentemente semelhantes
											apresentam comportamentos de poupança
radicalmente diferentes?
									","
											The global economic financial crisis has reignited public interest
											in something that's actually one of the oldest questions in economics,
											dating back to at least before Adam Smith.
											And that is, why is it that countries with seemingly similar economies and institutions
											can display radically different savings behavior?
									","
											La crise économique globale a ravivé l'intérêt public
											pour une des questions
les plus anciennes en économie
											datant au moins d'avant Adam Smith.
											À savoir, pourquoi des pays avec des économies et institutions qui semblent similaires
											peuvent-ils observer des comportements
d'épargne si radicalement différents ?
									","
											Die weltweite Finanzkrise hat das öffentliche Interesse
											wieder auf eine der ältesten Fragen der Wirtschaft gelenkt,
											die auf eine Zeit noch vor Adam Smith zurückgeht.
											Und zwar, wie es sein kann, dass Länder mit 
scheinbar ähnlicher Wirtschaft und Institutionen
											radikal anderes Sparverhalten zeigen können?
									",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
","
","
","
","
",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
											Muchos economistas brillantes han pasado 
toda su vida trabajando en esta pregunta
											y hemos avanzado mucho,
											y ahora comprendemos muchas cosas.
											Estoy aquí hoy para hablarles
sobre una fascinante nueva hipótesis
											y algunos nuevos impactantes hallazgos
en los que he estado trabajando
											sobre el vínculo entre la estructura
del idioma que hablan
											y su tendencia al ahorro.
											Déjenme contarles un poco sobre las
tasas de ahorro, un poco sobre el idioma,
											y luego llegaré a esa conexión.
									","
											Muitos economistas brilhantes
investiram as suas vidas nesta questão
											e, como ciência,
fizemos tremendos avanços
											e percebemos muito disto.
											Hoje vou falar-vos
de uma intrigante nova hipótese
											e de uma série de descobertas surpreendentes
nas quais tenho estado a trabalhar
											sobre a relação
entre a estrutura da língua que falam
											e a vossa tendência para poupar.
											Vou falar um pouco sobre taxas de poupança
e um pouco sobre línguas
											e depois irei estabelecer
a relação entre as duas.
									","
											Now, many brilliant economists have spent their entire lives working on this question,
											and as a field we've made a tremendous amount of headway
											and we understand a lot about this.
											What I'm here to talk with you about today is an intriguing new hypothesis
											and some surprisingly powerful new findings that I've been working on
											about the link between the structure of the language you speak
											and how you find yourself with the propensity to save.
											Let me tell you a little bit about savings rates, a little bit about language,
											and then I'll draw that connection.
									","
											De nombreux économistes brillants ont passé leur vie entière à travailler sur cette question,
											et on a fait d'immenses progrès
											et accumulé une connaissance
approfondie sur le sujet.
											Et je suis ici aujourd'hui pour vous parler
d'une nouvelle hypothèse intrigante
											et de découvertes d'une puissance surprenante
sur lesquelles j'ai travaillé
											à propos de la relation entre la structure 
de la langue qu'on parle
											et notre propension à épargner.
											Laissez-moi vous en dire un peu
sur les taux d'épargne, sur les langues,
											puis je ferai le lien.
									","
											Viele brillante Ökonomen haben ihr 
ganzes Leben an dieser Frage gearbeitet
											und zusammen haben wir enorme Fortschritte gemacht
											und verstehen viel darüber.
											Ich möchte Ihnen heute eine faszinierende neue Hypothese
											und einige überraschende neue Erkenntnisse zeigen, 
an denen ich gearbeitet habe,
											über den Zusammenhang zwischen der 
Struktur der Sprache, die Sie sprechen,
											und Ihrer Neigung zum Sparen.
											Lassen Sie mich Ihnen ein wenig 
über Sparquoten und über Sprache erzählen
											und dann werde ich diese Verbindung ziehen.
									",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
","
","
","
","
",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
											Comencemos por pensar en los
países miembros de la OCDE,
											o la Organización para la Cooperación
y el Desarrollo Económicos.
											Los países de la OCDE, 
por lo general, deberían considerarlos
											como los países más ricos 
y más industrializados del mundo.
											Al unirse a la OCDE, 
ratifican un acuerdo común
											de democracia, mercados abiertos y
libre comercio.
											A pesar de todas estas similitudes, vemos 
grandes diferencias en los hábitos de ahorro.
									","
											Pensem nos países-membros da OCDE,
											ou Organização para a Cooperação
e Desenvolvimento Económico.
											Os países da OECE,
na sua maioria, correspondem
											aos países mais ricos
e mais industrializados do mundo.
											Ao associarem-se à OCDE,
confirmaram o compromisso comum
											para com a democracia,
o mercado aberto e o livre comércio.
											Apesar destas semelhanças,
há enormes diferenças nos comportamentos de poupança.
									","
											Let's start by thinking about the member countries of the OECD,
											or the Organization of Economic Cooperation and Development.
											OECD countries, by and large, you should think about these
											as the richest, most industrialized countries in the world.
											And by joining the OECD, they were affirming a common commitment
											to democracy, open markets and free trade.
											Despite all of these similarities, we see huge differences in savings behavior.
									","
											Commençons par penser aux pays
membres de l'OCDE,
											l'Organisation de Coopération
et de Développement Économiques
											Vous devriez considérer les pays
de l'OCDE, et de loin,
											comme les pays les plus riches et
les plus industrialisés du monde.
											Et en joignant l'OCDE, ils ont affirmé
un engagement commun
											pour la démocratie, l'ouverture des marchés
et le libre-échange.
											Malgré toutes ces similarités, on observe d'énormes différences dans les comportements d'épargne.
									","
											Fangen wir bei den Mitgliedsstaaten der OECD an,
											oder der Organisation für wirtschaftliche Zusammenarbeit und Entwicklung.
											Im Allgemeinen kann man sich die OECD-Länder
											als die reichsten und am stärksten 
industrialisierten Länder der Welt vorstellen.
											Und durch den Beitritt zur OECD, 
bekräftigten sie gemeinsames Engagement
											für Demokratie, offene Märkte und freien Handel.
											Trotz all dieser Gemeinsamkeiten 
sehen wir große Unterschiede im Sparverhalten.
									",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
","
","
","
","
",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
											En la izquierda de este gráfico,
											hay muchos países de la OCDE que
ahorran más de un cuarto de su PIB al año
											y algunos que ahorran más 
de un tercio de su PIB al año.
											Manteniendo el flanco derecho de la OCDE, 
en el otro extremo, está Grecia.
											Pueden ver que
durante los últimos 25 años
											Grecia apenas ha logrado ahorrar 
más de un 10% de su PIB.
											Debe tenerse en cuenta, por supuesto, que EE.UU.
y el Reino Unido son los siguientes.
									","
											No lado esquerdo deste gráfico,
											podem ver que muitos países da OCDE
economizam mais de um quarto do seu PIB todos os anos
											E que alguns países da OCDE
economizam mais de um terço do seu PIB por ano.
											No flanco direito da OCDE,
no lado oposto, está a Grécia.
											E podem ver
que ao longo dos últimos 25 anos,
											a Grécia mal conseguiu economizar
mais de 10 por cento do seu PIB.
											Mas reparem que os EUA e o Reino Unido
estão logo a seguir.
									","
											So all the way over on the left of this graph,
											what you see is many OECD countries saving over a quarter of their GDP every year,
											and some OECD countries saving over a third of their GDP per year.
											Holding down the right flank of the OECD, all the way on the other side, is Greece.
											And what you can see is that over the last 25 years,
											Greece has barely managed to save more than 10 percent of their GDP.
											It should be noted, of course, that the United States and the U.K. are the next in line.
									","
											Sur toute la partie gauche de ce graphique,
											vous voyez que de nombreux pays de l'OCDE épargnent plus d'un quart de leur PIB chaque année,
											et certains pays de l'OCDE épargnent plus d'un tiers de leur PIB chaque année.
											À l'autre extrémité de l'OCDE,
de l'autre côté, on trouve la Grèce.
											Et vous pouvez voir qu'au cours
des 25 dernières années,
											la Grèce a eu le plus grand mal à épargner
plus de 10% de son PIB.
											On doit remarquer, bien sûr, que les États-Unis
et le Royaume-Uni viennent juste après.
									","
											Auf der linken Seite dieses Diagramms,
											sehen Sie viele OECD-Länder, 
die jedes Jahr mehr als ein Viertel des BIP sparen,
											und einige OECD-Länder, die jährlich 
mehr als ein Drittel des BIP sparen.
											Ganz auf der anderen Seite ist Griechenland.
											Und es ist zu sehen, 
dass Griechenland in den letzten 25 Jahren
											kaum geschafft hat, mehr als 
10 Prozent des BIP zu sparen.
											Es sei natürlich darauf hingewiesen, dass die USA und Großbritannien die nächsten in der Reihe sind.
									",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
","
","
","
","
",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
"
											Ahora que vemos estas grandes
diferencias en los índices de ahorro,
											¿ómo es posible que el idioma pudiera 
tener algo que ver con estas diferencias?
											Déjenme contarles un poco sobre cómo difieren fundamentalmente los idiomas.
											Los lingüistas y los científicos cognitivos han estado
explorando esta pregunta durante muchos años.
											Luego explicaré la conexión 
entre estos dos comportamientos.
									","
											Agora que vemos
estas enormes diferenças nas taxas de poupança,
											como é que é possível
que a língua tenha a ver com estas diferenças?
											Deixe-me explicar, de forma geral,
as diferenças entre as línguas.
											Há muitos anos que esta questão
é explorada por linguistas e cientistas cognitivos.
											E depois vou estabelecer as relações
entre estes dois comportamentos.
									","
											Now that we see these huge differences in savings rates,
											how is it possible that language might have something to do with these differences?
											Let me tell you a little bit about how languages fundamentally differ.
											Linguists and cognitive scientists have been exploring this question for many years now.
											And then I'll draw the connection between these two behaviors.
									","
											Maintenant que nous avons constaté
ces grandes différences de taux d'épargne,
											comment est-il possible que la langue puisse
expliquer ces différences ?
											Laissez-moi vous expliquer en quoi les
langues sont fondamentalement différentes.
											Les linguistes et cognitivistes ont examiné cette question depuis de nombreuses années maintenant.
											Puis, je ferai le lien entre ces deux comportements.
									","
											Jetzt, da wir diese riesigen 
Unterschiede in Sparquoten sehen,
											wäre es möglich, dass Sprache 
etwas mit diesen Unterschieden zu tun hat?
											Lassen Sie mich Ihnen erklären, 
wie sich Sprachen fundamental unterscheiden.
											Linguisten und kognitive Wissenschaftler 
forschen seit vielen Jahren daran.
											Und dann werde ich die Verbindung 
zwischen diesen zwei Verhaltensweisen ziehen.
									",Could your language affect your ability to save money?,Keith Chen,12:13,"behavioral economics,business,data,economics,language"
