en,tr,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
											Insulin pumps improve the lives
											of many of the 415 million people 
with diabetes around the world
											by monitoring blood sugar, delivering 
insulin,
											and preventing the need for constant 
finger-pricking and blood testing.
											These small machines include a pump and
a needle, which can sense glucose levels,
											feed back to the pump,
											and then calculate how much insulin 
to deliver through the needle.
											But they have a catch: they’re temporary.
											Within a few days, glucose sensors have to
be moved and replaced.
											And it’s not just glucose monitors and 
insulin pumps that have this problem,
											but all bodily implants, 
at different time scales.
											Plastic prosthetic knees have to be 
replaced after about 20 years.
											Other implants, such as those used for 
cosmetic reasons,
											can meet the same fate in about 10.
											That isn’t just a nuisance: it 
can be expensive and risky.
									","
											İnsulin pompasıyla hayat kolaylaşır.
											Dünyadaki 415 milyon diyabetli
insan hayata böyle tutunur.
											Pompa kan şekerini izler,
gerekli insulini verir.
											Böylece sürekli parmak delmeye
ve kan testine gerek kalmaz.
											Bu küçük alet bir pompa ve iğneden oluşur,
											iğne glukozu ölçüp pompaya veri gönderir
											ve daha sonra vücuda ne kadar
insulin gönderileceği hesaplanır.
											Ama sistemin bir de eksisi var:
											Geçiciler.
											Glukoz sensörleri birkaç günde bir
çıkarılarak yenisiyle değiştirilmelidir.
											Bu problem, sadece glukoz sensörleri
ve insulin pomplarına özgü değildir.
											Vücuda takılan bütün implantlarda
zamana dayalı değiştirme problemi yaşanır.
											Mesela plastik diz protezlerinin
20 yıl ömrü vardır.
											Kozmetik amaçlı kullanılan 
diğer implantlar da
											10 yıl sonra aynı kaderi paylaşır.
											Tek problem bu da değildir: 
Bu süreç pahalı ve riskli olabilir.
									","
											As bombas de insulina melhoram a vida
											de muitos dos 415 milhões de diabéticos
do mundo inteiro,
											controlando o açúcar do sangue,
administrando insulina
											e evitando a necessidade
de constantes picadelas nos dedos
											e análises ao sangue.
											Estas pequenas máquinas incluem
uma bomba e uma agulha,
											que deteta os níveis de glucose,
informa a bomba
											e calcula a quantidade de insulina
a fornecer pela agulha.
											Mas têm um contra: são temporárias.
											Ao fim de uns dias, os sensores de glucose
têm de ser retirados e substituídos.
											Não são só os monitores de glucose
e as bombas de insulina
											que têm esse problema,
											mas todos os implantes corporais
em escalas de tempo diferentes.
											As próteses de plástico dos joelhos
têm de ser substituídas ao fim de 20 anos.
											Outros implantes, como os que são
usados por razões cosméticas,
											podem ter o mesmo destino
ao fim de 10 anos.
											Não se trata apenas de um aborrecimento:
pode ser caro e perigoso.
									","
											Les pompes à insuline améliorent la vie
											d'un grand nombre des 415 millions
de diabétiques autour du monde
											en surveillant la glycémie,
en administrant de l'insuline,
											en rendant inutile
de se piquer le doigt
											et de faire des analyses sanguines.
											Ces petits appareils comprennent
une pompe et une aiguille,
											qui peuvent détecter le taux de glucose,
											le renvoyer à la pompe,
											et calculer la quantité d'insuline
à administrer par l'aiguille.
											Mais il y a un hic :
elles sont temporaires.
											En quelques jours, les capteurs de glucose
doivent être déplacés et remplacés.
											Et ce n'est pas seulement les glucomètres
											et les pompes à insuline
qui ont ce problème,
											mais tous les implants corporels,
à différentes échelles de temps.
											Les prothèses de genoux en plastique
doivent être remplacées
											après environ 20 ans.
											D'autres implants, comme ceux utilisés
pour des raisons esthétiques,
											peuvent subir le même sort
après environ 10 ans.
											Ce n'est pas seulement une nuisance :
cela peut être couteux et risqué.
									","
											Insulinpumpen
verbessern das Leben
											vieler der 415 Mio. Diabetes
erkrankten Menschen auf der Welt
											indem der Blutzucker überwacht
und Insulin gegeben wird,
											und das ohne ständiges
Fingerpiksen und Bluttesten.
											Diese kleinen Geräte bestehen aus
einer Pumpe und einer Nadel,
											welche den Glucosegehalt misst,
Feedback an die Pumpe gibt,
											und dann berechnet, wie viel Insulin
über die Nadel abgegeben wird.
											Aber es gibt einen Haken:
sie sind temporär.
											Nach einigen Tagen muss der Glucosesensor
entfernt und ausgetauscht werden.
											Und nicht nur bei Gluscosemonitoren 
und der Insulinpumpe gibt es das Problem,
											sondern alle Körperimplantate,
zu verschiedenen Zeitpunkten.
											Plastik-Knieprothesen müssen
nach etwa 20 Jahren ausgetauscht werden.
											Andere Implantate, die z.B. 
zu kosmetischen Zwecken genutzt werden,
											erleiden das gleiche Schicksal
nach etwa 10 Jahren.
											Das ist nicht nur ärgerlich:
es kann auch teuer und gewagt sein.
											Dieses Ärgernis ist auf unser
Immunsystem zurückzuführen.
											Geschliffen durch einige hundert
Millionen Jahre der Evolution,
									",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
","
","
","
","
",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
											This inconvenience happens because of 
our bodies’ immune systems.
											Honed by several hundred million 
years of evolution,
											these defensive fronts
											have become exceptionally good 
at identifying foreign objects.
											Our immune systems boast
											an impressive arsenal of tools to tackle,
intercept, and destroy
											anything they believe shouldn’t be there.
											But the consequence of this constant 
surveillance
											is that our bodies treat helpful 
implants, like insulin pumps,
											with the same suspicion as they would
a harmful virus or bacteria.
									","
											Aslında problemin kaynağı ise
vücudumuzun bağışıklık sistemidir.
											Yüzyıllarca süren evrimle
gelişen bu savunma gücü
											yabancı cisimleri anında tanıyacak
kadar iyi hale gelmiştir.
											Öyle bir sistem ki
											muhteşem cephaneliğinde yavaşlatacak,
durduracak ve yok edecek her silah vardır.
											Yeter ki bir cismin orada olmaması
gerektiğine inanmış olsun.
											Ama bu sıkı gözetim bir de
olumsuzluğa yol açar.
											Vücudumuz insulin pompası gibi 
yardımcı implantları tanımaz
											ve onlara zararlı bir virüs 
veya bakteri muamelesi yapar.
									","
											Este inconveniente existe devido
ao sistema imunitário do nosso corpo.
											Aperfeiçoado por centenas de milhões
de anos de evolução,
											este sistema defensivo
											tornou-se extremamente bom
a identificar objetos estranhos.
											O nosso sistema imunitário
											dispõe de um impressionante arsenal
de ferramentas
											para atacar, intercetar e destruir
											tudo o que considere
que não deve estar ali.
											Mas a consequência
desta vigilância permanente
											é que o corpo trata os implantes úteis,
como as bombas de insulina,
											com a mesma suspeita com que tratam
um vírus ou uma bactéria prejudiciais.
									","
											Cet inconvénient est dû
au système immunitaire de notre corps.
											Perfectionné par quelques centaines
de millions d'années d'évolution,
											ces fronts défensifs sont devenus
exceptionnellement bons
											pour identifier les objets étrangers.
											Notre système immunitaire dispose
											d'un impressionnant arsenal d'outils
pour attaquer, intercepter et détruire
											tout ce qui, selon eux,
ne devrait pas être là.
											Mais la conséquence
de cette surveillance constante
											est que nos corps traitent
les implants utiles,
											comme les pompes à insuline,
											avec le même soupçon qu'ils auraient
pour un virus ou une bactérie nuisible.
									","
											sind diese Verteidigungsmechanismen
											außerordentlich gut darin geworden,
Fremdkörper zu erkennen.
											Unsere Immunsysteme stolzen
											mit einer eindrucksvollen Auswahl
an Werkzeugen, um anzugreifen, abzufangen,
											und zu zerstören, was ihrer Meinung nach
nicht dort sein sollte.
											Die Folge der ständigen Überwachung ist,
											dass unsere Körper nützliche
Implantate, wie Insulinpumpen,
											mit dem selben Argwohn behandeln
wie schädliche Viren oder Bakterien.
											Sobald die Insulinpumpe in die Haut
implantiert wurde,
											löst ihre Anwesenheit eine sogenannte
""Fremdkörperantwort"" aus.
									",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
","
","
","
","
",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
											As soon as the insulin pump has been 
implanted in the skin,
											its presence triggers what’s known as a
“foreign body response.”
											This starts with free-floating proteins
											that stick themselves to the surface 
of the implant.
											Those proteins include antibodies,
											which attempt to neutralize the new object
											and send out a signal that calls other 
immune cells to the site
											to strengthen the attack.
									","
											İnsulin pompası deriye takılır takılmaz
											Varlığı ""yabancı cisim uyarısı""
olarak algılanır.
											Serbest dolaşan proteinler
hemen hareketlenir.
											Kendilerini implantın yüzeyine
yapıştırmaya başlarlar.
											Bu proteinlerin içinde
antikorlar da vardır.
											Bunlar, yabancı cismi 
etkisiz hale getirmeye çalışırlar.
											Aynı zamanda diğer bağışıklık hücrelerine
davet sinyalleri gönderirler.
											Artık saldırı gücü kuvvetlenecektir.
									","
											Logo que a bomba de insulina
é implantada na pele,
											a sua presença desencadeia
uma ""reação a um corpo estranho"".
											Isso começa com proteínas
que flutuam livremente
											e aderem à superfície do implante.
											Essas proteínas incluem anticorpos
											que tentam neutralizar o novo objeto
											e enviam um sinal que atrai
outras células imunitárias para o local
											para reforçar o ataque.
									","
											Dès que la pompe à insuline
est implantée dans la peau,
											sa présence déclenche ce qu'on appelle
une « réponse de corps étranger ».
											Cela commence avec
des protéines flottantes
											qui se collent à la surface de l'implant.
											Ces protéines comprennent des anticorps,
											qui tentent de neutraliser le nouvel objet
											et d'envoyer un signal qui appelle
d'autres cellules immunitaires sur le site
											pour renforcer l'attaque.
									","
											Dies beginnt mit frei wandernden Proteinen
											die sich an die Oberfläche
des Fremdkörpers anheften.
											Jene Proteine beinhalten Antikörper,
											die das neue Objekt neutralisieren wollen
											und Signale senden, die weitere Zellen
zum Einsatzort rufen,
											um den Angriff zu stärken.
											Früh einsetzende entzündungshemmde Zellen,
											wie Neutrophile und Makrophagen,
									",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
","
","
","
","
",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
											Early-responding inflammatory cells,
											like neutrophils and macrophages,
											respond to the emergency call.
											Neutrophils release little granules filled
with enzymes
											that try to break down the surface 
of the insulin pump’s needle.
											Macrophages secrete enzymes too,
											together with nitric oxide radicals,
											which create a chemical reaction that 
degrades the object over time.
											If the macrophages are unable to dispatch 
the foreign body rapidly,
											they fuse together, forming a mass of 
cells called a “giant cell.”
											At the same time, cells called fibroblasts
											travel to the site and begin to deposit
layers of dense connective tissue.
											Those enclose the needle that the pump 
uses to deliver insulin
											and test for glucose levels.
											Over time this scaffolding builds up,
											forming a scar around the implant.
									","
											İlk cevap iltihap hücrelerinden gelir.
											Yani nötrofil ve fagositler
											hemen bu acil çağrıya koşarlar.
											Netrofiller içi enzimle dolu 
küçük taneciklerle saldırmaya başlar.
											Enzimler insulin pompasının 
iğnesini parçalamaya çalışır.
											Fagositler de enzimlerini salarlar.
											Nitrik oksit radikallerini de 
devreye sokarlar.
											Bunlar, yabancı cismi zamanla
yıpratan kimyasal reaksiyona yol açarlar.
											Eğer fagositler yabancı cisimden 
kolayca kurtulamazlarsa
											birleşerek ""dev hücre"" denen 
bir hücre kitlesi oluştururlar.
											Aynı anda fibroblast denen hücreler
											o bölgeye giderek cisim üzerinde
yoğun bir bağ doku oluşturmaya başlarlar.
											Pompanın insulin vermek için kullandığı

											ve şekeri ölçtüğü iğneyi kuşatırlar.
											Zamanla bu yapı kalınlaşır
											ve implantın çevresinde 
bir yaraya dönüşür.
									","
											Células inflamatórias de reação rápida
											como os neutrófilos e os macrófagos,
											respondem à chamada de emergência.
											Os neutrófilos libertam
pequenos grânulos com enzimas
											que tentam quebrar a superfície
da agulha da bomba de insulina.
											Os macrófagos também segregam enzimas,
											juntamente com radicais de óxido nítrico
											que criam uma reação química
que degrada o objeto com o tempo.
											Se os macrófagos não conseguem
eliminar rapidamente o corpo estranho
											fundem-se, formando uma massa
de células, chamada uma ""célula gigante"".
											Ao mesmo tempo, as células
chamadas fibroblastos,
											dirigem-se para o local e depositam
camadas densas de tecido conectivo.
											Essas camadas envolvem a agulha
que a bomba usa para fornecer a insulina
											e testar os níveis de glucose.
											Com o tempo, esta construção aumenta,
											formando uma cicatriz
em volta do implante.
									","
											Les cellules inflammatoires
à réponse rapide,
											comme les neutrophiles et les macrophages,
											répondent à l'appel d'urgence.
											Les neutrophiles libèrent de petits
granules remplis d'enzymes
											qui tentent de décomposer la surface
de l'aiguille de la pompe à insuline.
											Les macrophages sécrètent
également des enzymes,
											ainsi que des radicaux d'oxyde nitrique,
											qui créent une réaction chimique
qui dégrade l'objet dans le temps.
											Si les macrophages sont incapables
d'expulser rapidement le corps étranger,
											ils fusionnent et forment
une masse de cellules
											appelée une « cellule géante ».
											Au même moment, les cellules
appelées fibroblastes
											se rendent sur le site
et commencent à déposer
											des couches de tissu conjonctif dense.
											Celles-ci bouchent l'aiguille que la pompe
utilise pour administrer l'insuline
											et mesurer le taux de glucose.
											Avec le temps, cet échafaudage s'accumule,
											formant une cicatrice autour de l'implant.
									","
											reagieren auf den Notruf.
											Die Neutrophile setzen Granulat
gefüllt mit Enzymen frei,
											die versuchen, die Oberfläche 
der Insulinpumpe zu zerstören.
											Makrophagen sondern auch Enzyme ab,
											zusammen mit Stickstoff Radikalen,
											die über die Zeit eine chemische Reaktion
zum Abbau des Objekts hervorrufen.
											Falls es den Makrophagen nicht gelingt
den Fremdkörper bald zu erledigen,
											verschmelzen sie und bilden ein Zellmasse,
die ""Riesenzelle"" genannt wird.
											Gleichzeitig reisen Fibroblasten dorthin
											um Schichten aus dichtem
Bindegewebe abzulagern.
											Diese verschließen die Nadel,
welche für die Insulingabe
											und zur Bestimmung 
des Glukose evels gebraucht wird.
											Über die Zeit baut sich ein Gerüst auf,
											das eine Narbe um das Implantat bildet.
											Die Narbe fungiert als
nahezu undurchdringliche Wand,
											die anfangen kann,
wichtige Wechselwirkungen
									",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
","
","
","
","
",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
"
											The scar functions as an almost 
impenetrable wall
											that might start to block vital 
interactions
											between the body and the implant.
											For example, scarring around pacemakers
can interrupt
											the electrical transmission that’s 
crucial for their functioning.
											Synthetic knee joints may give off 
particles as they’re worn down,
											causing immune cells to inflame 
around these fragments.
											Tragically, the immune system’s attack
can even be life-threatening.
									","
											Yara artık geçilmez bir duvar gibidir.
											Hayati etkileşimleri öyle bir durdurur ki
											vücut ve implant haberleşemez.
											Mesela kalp pillerinin etrafında oluşan
yara pilin en önemli işlevi
											olan elektrik akımını durdurabilir.
											Diz protezleri de eskidikçe
parçacıklar kopabilir,
											bağışıklık hücreleri bunların
etrafında iltihaba sebep olur.
											Daha da kötüsü bağışıklık sisteminin 
bu saldırısı hayatı bile tehdit edebilir.
									","
											A cicatriz funciona quase
como um muro impenetrável
											que pode começar a bloquear
interações vitais
											entre o corpo e o implante.
											Por exemplo, as cicatrizes
em volta dos ""pacemakers""
											podem interromper a transmissão elétrica
fundamental para o seu funcionamento.
											Uma articulação sintética do joelho
pode libertar partículas ao desgastar-se
											fazendo com que as células imunitárias
se inflamem em volta desses fragmentos.
											Infelizmente, o ataque
do sistema imunitário pode ser mortal.
									","
											La cicatrice fonctionne comme
une paroi presque impénétrable
											qui pourrait commencer à bloquer
les interactions vitales
											entre le corps et l'implant.
											Par exemple, une cicatrice autour
d'un pacemaker peut interrompre
											la transmission électrique essentielle
à son fonctionnement.
											Les articulations synthétiques de genoux
peuvent dégager des particules
											lorsqu'elles sont usées,
											provoquant l'inflammation des cellules
immunitaires autour de ces fragments.
											Malheureusement, l'attaque du système
immunitaire peut mettre la vie en danger.
									","
											zwischen Körper und Implantat
zu unterbinden.
											Die Vernarbung eines Schrittmachers kann
die elektrische Übertragung unterbrechen,
											die entscheidend für die Funktion ist.
											Abgenutzte synthetische Kniegelenke
könnten Partikel abgeben,
											die zu Entzündungen der Immunzellen
um die Bruchstücke führen.
											Leider kann der Angriff des Immunsystems
auch lebensbedrohlich sein.
											Dennoch finden Forscher Wege
um das Immunsystem auszutricksen
											und das neue Gerät, das in das Gewebe
eingeführt wird, anzunehmen.
									",Your body vs. implants,Kaitlyn Sadtler,4:27,"health,TED-Ed,medical research,healthcare,innovation,illness,technology,animation,health care,human body,medicine,invention,public health,physiology"
