en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
											Following a devastating nuclear war,
											Lilith Iyapo awakens
after 250 years of stasis
											to find herself surrounded by a group 
of aliens called the Oankali.
											These highly evolved beings
want to trade DNA
											by breeding with humans
											so that each species’ genes 
can diversify and fortify the other.
											The only alternative they offer is 
sterilization of the entire human race.
											Should humanity take the leap into 
the biological unknown,
											or hold on to its identity and perish?
									","
											Depois de uma guerra nuclear devastadora,
											Lilith Iyapo acorda ao fim
de 250 anos de imobilidade total
											e encontra-se rodeada por um grupo
de extraterrestres, chamados Oankali.
											Estes seres altamente evoluídos
querem trocar o ADN,
											cruzando-se com seres humanos
											para que os genes de cada espécie
se possam diversificar e fortificar.
											A única alternativa que oferecem
é a esterilização de toda a raça humana.
											Deve a humanidade dar o salto
para o desconhecido biológico
											ou manter a sua identidade e desaparecer?
									","
											Después de una devastadora guerra nuclear,
											Lilith Iyapo despierta después 
de 250 años de parálisis
											para encontrarse rodeada de
un grupo de 'aliens' llamado los Oankali.
											Estos seres altamente evolucionados
quieren intercambiar ADN
											reproduciéndose con humanos 
de modo que
											los genes de cada especie puedan 
diversificar y fortalecer a la otra.
											La otra alternativa que ofrecen es
la esterilización de toda la raza humana.
											¿Debería la humanidad dar un salto
a lo biológicamente desconocido
											o aferrarse a su identidad y perecer?
									","
											Yıkıcı bir nükleer savaşın ardından
											Lilith Iyapo 250 yıl sonra 
tekrar uyanıyor, kendisini
											Oankali adlı bir grup uzaylı tarafından
etrafı sarılmış hâlde buluyor.
											Bu oldukça evrimleşmiş yaratıklar insanlar
ile çiftleşerek DNA takas etmek istiyorlar
											böylece her türün genleri diğerini 
değiştirebilir ve güçlendirebilir.
											Sundukları tek alternatif 
tüm insan ırkının arındırılması.
											İnsanlık biyolojik bilinmeyenle
şansını denemeli mi
											yoksa kimliğine bağlı kalmalı 
ve yok mu olmalı ?
									",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
","
","
","
",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
											Questions like this haunt 
Octavia Butler’s ""Dawn,""
											the first in her trilogy ""Lilith’s Brood.""
											A visionary storyteller who 
upended science fiction,
											Butler built stunning worlds 
throughout her work–
											and explored dilemmas that keep 
us awake at night.
									","
											Perguntas como esta obcecam
o ""Dawn"" de Octavia Butler,
											o primeiro da sua trilogia
""Lilith's Brood"".
											Uma romancista visionária
que revolucionou a ficção científica.
											Butler criou mundos fantásticos
por toda a sua obra
											e explorou dilemas 
que não nos deixam dormir à noite.
									","
											Cuestiones como esta ha perseguido
""Dawn"" de Octavia Butler,
											el primer libro de su trilogía
""Lilith's Brood"".
											Una narradora visionaria que
trastocó la cienciaficción,
											Butler construyó mundos increíbles
a lo largo de su trabajo,
											y exploró dilemas que nos 
mantuvieron en vela.
									","
											Bunun gibi sorular Octavia Butler'ın 
""Lilith's Brood"" üçlemesinin
											ilk kitabı ""Dawn""da ortaya çıkıyor.
											Bilim kurguya bağlı ileri görüşlü
bir hikâyeci olan Butler
											eserlerinde muhteşem dünyalar yarattı
											ve geceleri bizi uyutmayan
ikilemleri keşfetti.
									",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
","
","
","
",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
											Born in 1947,
											Butler grew up shy and introverted in 
Pasadena, California.
											She dreamt up stories from an early age,
											and was soon scribbling these 
scenarios on paper.
											At twelve, she begged her mother 
for a typewriter
											after enduring a campy science fiction
film called ""Devil Girl From Mars.""
											Unimpressed with what she saw,
											Butler knew she could tell a better story.
									","
											Nascida em 1947,
											Butler cresceu tímida e introvertida
em Pasadena, na Califórnia,
											Inventava histórias desde tenra idade
											e cedo começou a rabiscar
esses cenários no papel.
											Aos 12 anos, pediu à mãe
uma máquina de escrever
											depois de assistir a um aborrecido
filme de ficção científica
											chamado ""Devil Girl From Mars.""
											Pouco impressionada com o que vira,
											Butler sabia que podia contar
uma história melhor.
									","
											Nacida en 1947,
											Butler creció tímida e introvertida
en Pasadena, California.
											Soñó con historias desde 
una edad temprana,
											y pronto plasmó 
estos escenarios en el papel.
											A los doce, rogó a su madre 
una máquina de escribir
											después de soportar una película de 
cienciaficción: ""Devil Girl From Mars"".
											Nada impresionada con lo que vio,
											Butler supo que podía contar
una mejor historia.
									","
											1947 yılında doğan Butler
											Pasadena, California'da utangaç
ve içe kapanık biri olarak büyüdü.
											Küçük yaşta hikâyeler uydurdu
											ve çok geçmeden bu senaryoları
kaleme alıyordu.
											12 yaşında ""Devil Girl From Mars"" 
adındaki yapmacık bir bilim kurgu filmini
											izledikten sonra annesine
bir daktilo için yalvardı.
											Gördüklerinden etkilenmeyen Butler
											daha iyi bir hikâye 
anlatabileceğini biliyordu.
									",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
","
","
","
",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
											Much science fiction features 
white male heroes
											who blast aliens or become 
saviors of brown people.
											Butler wanted to write diverse characters
for diverse audiences.
											She brought nuance and depth to the 
representation of their experiences.
									","
											Grande parte da ficção científica
apresenta heróis brancos
											que rebentam com extraterrestres
ou salvam pessoas de cor.
											Butler queria escrever personagens
diversificadas para audiências diferentes.
											Introduziu matizes e profundidade
na representação das suas experiências.
									","
											Mucha cienciaficción presenta a
héroes masculinos blancos
											que atacan a 'aliens' o se convierten
en salvadores de la gente de color.
											Butler quiso escribir distintos personajes
para distintas audiencias.
											Añadió matices y profundidad a la
representación de sus experiencias.
									","
											Çoğu bilim kurgu uzaylıları havaya uçuran
veya siyahilerin kurtarıcısı olan
											beyaz erkek kahramanlara yer verir.
											Butler çeşitli izleyiciler için 
çeşitli karakterler yazmak istedi.
											Deneyimlerinin tasvirine 
derinlik ve nüans getirdi.
									",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
","
","
","
",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
"
											For Butler,
											imagination was not only for planting 
the seeds of science fiction–
											but also a strategy for surviving an 
unjust world on one’s own terms.
											Her work often takes troubling 
features of the world
											such as discrimination on the basis of 
race, gender, class, or ability,
											and invites the reader to contemplate 
them in new contexts.
									","
											Para Butler,
											a imaginação não era apenas para plantar
as sementes da ficção científica
											era também uma estratégia
para sobreviver a um mundo injusto
											segundo os seus próprios termos.
											A sua obra assume muitas vezes
perturbadoras características do mundo
											como a discriminação com base na etnia,
no sexo, na classe ou na capacidade,
											e convida o leitor a contemplá-las
em novos contextos.
									","
											Para Butler,
											la imaginación no era solo para plantar 
las semillas de la cienciaficción,
											sino también una estrategia
											para sobrevivir a un mundo injusto 
en sus propios términos.
											Su trabajo aborda 
temas preocupantes del mundo
											como la discriminación por motivos de
raza, género, clase o capacidad,
											e invita al lector a contemplarlos
en nuevos contextos.
									","
											Butler için
											hayal gücü sadece bilim kurgunun 
temelini atmak için değil
											aynı zamanda adaletsiz dünyada 
hayatta kalmak için bir stratejiydi.
											Eserleri genellikle ırk, cinsiyet, sınıf 
ve kabiliyet temelindeki ayrımcılık gibi
											dünyanın can sıkıcı özelliklerini ele alır
											ve okuyucuyu yeni bağlamlarda onların
üzerine kafa yormasına davet eder.
									",Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,4:01,"TED-Ed,animation,history,literature,science fiction,novel,books,race,social change,culture,society,book,diversity,inclusion,feminism"
