en,tr,es,de,title,speaker,duration,tags
"
","
","
","
","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
											I came to talk about first principles
											and communities that I love —
											especially East Palo Alto, California,
											which is full of amazing people.
											It's also a community
that's oddly separated
											by the 101 freeway
that runs through Silicon Valley.
											On the west side of the freeway
in Palo Alto are the ""haves,""
											on just about any dimension
you can think of:
											education, income, access to water.
											On the east side of the freeway
are the ""have-nots.""
											And even if you don't know East Palo Alto,
											you might know the story
of eastside disparity,
											whether it's the separation
of the railroad tracks in East Pittsburgh
											or the Grosse Pointe Gate in East Detroit
											or East St. Louis,
East Oakland, East Philly.
											Why is it that communities on the social,
economic and environmental margin
											tend to be on the east sides of places?
											Turns out,
											it's the wind.
									","
											Buraya çok sevdiğim ilkelerden
											ve topluluklardan konuşmaya geldim,
											özellikle Doğu Palo Alto, Kaliforniya,
											çünkü bu kent harika insanlarla dolu.
											Ayrıca Silikon Vadisi'nden geçen
101 numaralı otoyoldan
											tuhaf bir şekilde ayrılmış bir topluluk.
											Palo Alto'da otoyolun batı yakasında
											her açıdan ''varlıklı'' sakinler var:
											eğitim, gelir, suya erişim.
											Otoyolun doğu yakasında ise
''varlıksız'' sakinler var.
											Doğu Palo Alto'yu bilmiyorsanız bile,
											doğu yakası eşitsizliğini duymuşsunuzdur.
											Bazen Doğu Pittsburg karayolu ayırımı
											veya Dopu Detroit kentinde
Grosse Pointe Gate olur,
											bazen de Doğu St. Louis, Doğu Oakland
veya Doğu Philedelphia.
											Neden sosyal, ekonomik ve çevresel
kısıtlarda yaşayan insanlar
											genellikle bölgenin doğusunda oluyorlar?
											Anlaşılan o ki
											bunun sorumlusu rüzgâr.
									","
											He venido a hablarles sobre
los primeros principios
											y de las comunidades que quiero,
											especialmente Palo Alto Este, California,
											que está lleno de personas increíbles.
											Es también una comunidad 
que está dividida de manera inusual
											por la autopista 101 
que atraviesa Silicon Valley.
											En el lado oeste de la autopista 
de Palo Alto están los ""privilegiados""
											en todas las dimensiones
que se pueden imaginar:
											educación, sueldos, acceso a agua.
											En el lado este de la autopista
están los ""desposeídos"".
											Y aunque no conozcan Palo Alto Este,
											quizás han escuchado sobre
la desigualdad del ""lado este"",
											ya sea la separación de las vías
de tren en el este de Pittsburgh
											o la Verja de Grosse Pointe
en el este de Detroit
											o la zona este de St. Louis,
Oakland y Philadelphia.
											¿Por qué las comunidades en
el margen social, económico y ambiental
											suelen estar en el ""lado este""
de las ciudades?
											Resulta que,
											es el viento.
									","
											Ich bin hier, um über Grunprinzipien
											und Gemeinschaften
zu sprechen, die ich liebe —
											vor allem East Palo Alto in Kalifornien,
											der Heimat vieler großartiger Menschen.
											Es ist auch eine Gemeinschaft, die durch
die Autobahn 101 seltsam geteilt ist,
											die durch das Silicon Valley verläuft.
											Auf der Westseite
der Autobahn in Palo Alto
											sind die ""Habenden"";
in jeder denkbaren Hinsicht:
											Bildung, Einkommen, Wasserzugang.
											Auf der Ostseite der Autobahn
sind die ""Nicht-Habenden"".
											Selbst wenn Sie
East Palo Alto nicht kennen,
											kennen Sie vielleicht die Geschichte
der Ostseiten-Diskrepanz:
											ob es die Teilung der Bahngleise
in Ost-Pittsburgh ist
											oder Grosse Pointe Gate in Ost-Detroit
											oder Ost-St.Louis, Ost-Oakland,
Ost-Philadelphia.
											Wie kommt es,
											dass sozial, wirtschaftlich und ökologisch
am Rande stehende Gemeinschaften
											tendenziell auf der Ostseite
von Plätzen sind?
											Es stellt sich heraus,
											es liegt am Wind.
									","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
","
","
","
","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
											If you look at the Earth
from the North Pole,
											you'd see that it rotates
counterclockwise.
											The impact of this
											is that the winds in the northern
and the southern hemispheres
											blow in the same direction
as the rotation of the Earth —
											to the east.
											A way to think about this is:
											imagine you're sitting around a campfire.
											You've got to seat 10 people,
you've got to keep everyone warm.
											The question is: Who sits with
the smoky wind blowing in their face?
											And the answer is:
											people with less power.
									","
											Kuzey Kutbu'ndan Dünya'ya baktığınızda
											saat yönünün tersine döndüğünü görürsünüz.
											Bunun etkisi de şu ki
											kuzey ve güney yarı küreden
gelen rüzgarlar
											Dünya'nın kendi ekseni
etrafındaki dönüşüyle aynı yöne
											yani Doğu'ya doğru esiyor.
											Bunu şöyle de düşünebiliriz:
											diyelim ki kamp ateşi
etrafında oturacağız.
											On kişi oturacağız,
herkes ısınmak istiyor.
											Şu soruyu sorun: Duman yüzüne
esecek konumda kimler oturur?
											Cevap mı?
											Daha az güçlü olanlar.
									","
											Si miran la Tierra desde el Polo Norte,
verán que rota en sentido anti-horario.
											El resultado de esto
											es que los vientos
de los hemisferios norte y sur
											soplan en la misma dirección
que la rotación de la Tierra...
											hacia el este.
											Otra forma de imaginar esto es:
											están sentados alrededor
de una hoguera.
											Hay 10 personas, y hay que
mantenerlos a todos calentitos.
											La pregunta es: ¿Quién se sienta
con el humo soplándole a la cara?
											La respuesta es:
											las personas con menos poder.
									","
											Wenn Sie die Erde
vom Nordpol aus betrachten,
											sehen Sie, dass er gegen
den Uhrzeigersinn rotiert.
											Dies hat zur Folge,
											dass die Winde in der nördlichen
und südlichen Halbkugel
											in die Gleiche Richtung wehen,
wie die Rotation der Erde —
											nach Osten.
											Man kann sich das
folgendermaßen vorstellen:
											Stellen Sie sich vor,
Sie sitzen um ein Lagerfeuer.
											Zehn Leute müssen Platz haben,
keiner darf frieren.
											Die Frage lautet: Wer sitzt dort, wo
der rauchige Wind ins Gesicht bläst?
											Die Antwort ist:
											Menschen mit weniger Macht.
									","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
","
","
","
","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
											This campfire dynamic
is what's playing out in cities,
											not just in the US,
but all around the world:
											East London; the east side
of Paris is this way;
											East Jerusalem.
											Even down the street from
where we're sitting right now,
											the marginalized community
is East Vancouver.
											I'm not the only one to notice this.
											I nerded on this hard, for years.
											And I finally found a group
of economic historians in the UK
											who modeled industrial-era
smokestack dispersion.
											And they came to the same
conclusion mathematically
											that I'd come to as an anthropologist,
											which is: wind and pollution are driving
marginalized communities to the east.
											The dominant logic of the industrial era
											is about disparity.
											It's about haves and have-nots,
and that's become part of our culture.
											That's why you know exactly
what I'm talking about
											if I tell you someone's
from the ""wrong side of the tracks.""
											That phrase comes from the direction
that wind would blow dirty train smoke —
											to the east, usually.
											I'm not saying every single community
in the east is on the margin,
											or every community
on the margin is in the east,
											but I'm trying to make a bigger point
about disparity by design.
											So if you find yourself
talking about any cardinal direction
											of a freeway, a river, some train tracks,
											you're talking about
an eastside community.
									","
											Şehirlerde var olan da
işte bu kamp ateşi örneği gibi.
											Sorun yalnızca ABD'de değil,
tüm dünyada var:
											Doğu Londra ve Paris'in doğusu da böyle,
											Doğu Kudüs.
											Şu an oturduğumuz yerin aşağısında bile,
											Doğu Vancouver sınırda yaşayan topluluk.
											Bunu fark eden sadece ben değilim.
											Yıllarca bunun üzerine kafa yordum.
											Sonunda Birleşik Krallık'ta
iktisat tarihçisi bir grup buldum,
											Sanayi Çağı baca dumanı ayrımı
üzerine çalışmışlardı.
											Benim antropolojik açıdan
vardığım sonuca
											onlar da matematiksel yolla varmıştı;
											rüzgâr ve hava kirliliği bu insanları
doğu yakasına doğru itiyor.
											Sanayi Çağı'nda baskın mantık
											ayrım ile ilgili.
											Varlıklı olanlar ve olmayanlarla ilgili
ve bu kültürümüzün parçası oldu.
											Bu yüzden size birinin ''tekin olmayan
yer''den geldiğini söylesem
											tam olarak ne demek istediğimi anlarsınız.
											Bu söz, rüzgârın kirli tren dumanını
götürdüğü yerden geliyor,
											yani genellikle doğu yönünden.
											Doğuda oturan her topluluğun
sınırda yaşadığını
											veya sınırda yaşayan herkesin
doğu yaşadığını değil,
											tasarımın bu ayrımda büyük
bir rol oynadığını söylüyorum.
											Bir otoyol, nehir veya demiryolundan
											bir yön tarif ediyorsanız
											bir doğu topluluğundan bahsediyorsunuzdur.
									","
											Esta dinámica es lo que
está pasando en las ciudades,
											no solo en EE. UU., pero en todo el mundo:
											el este de Londres, de París
y de Jerusalén es así.
											E incluso no muy lejos de aquí
											está la comunidad marginada
del este de Vancouver.
											No soy el único que lo ha notado.
											Lo he investigado por años,
											y he encontrado un grupo de historiadores
económicos en el Reino Unido
											que han estudiado la dispersión
de las chimeneas en la era industrial.
											Y han llegado a la misma conclusión
matemáticamente que yo como antropólogo:
											el viento y la polución están forzando
a las comunidades más pobres al este.
											La lógica dominante de la era industrial
											es la disparidad.
											Se trata de privilegiados y desposeídos
y es parte de nuestra cultura.
											Por eso saben de lo que estoy hablando
											si digo que alguien viene
del lado equivocado de las vías.
											Esta expresión proviene de la dirección en
la que el viento soplaba el humo sucio...
											usualmente, hacia el este.
											No digo que todas las comunidades
en el lado este sean marginadas,
											o que toda comunidad pobre
está en el lado este,
											pero estoy intentando llamar la atención
sobre la disparidad por diseño.
											Así que si terminan hablando
sobre la dirección cardinal
											de una autopista,
un río o unas vías de tren,
											hablarán sobre la comunidad del ""este"".
									","
											Diese Lagerfeuer Dynamik
findet sich in den Städten;
											nicht nur in USA, sondern weltweit:
											Ost-London, ebenso im Osten von Paris,
											Ost-Jerusalem.
											Sogar von hier aus gesehen
die Straße runter:
											Die marginalisierte Gemeinschaft
ist Ost-Vancouver.
											Ich bin nicht der Einzige,
der dies bemerkt.
											Ich habe jahrelang
hart daran herumgetüftelt.
											Schließlich fand ich
											eine Gruppe von Wirtschaftshistoriker
im Vereinigten Königreich,
											welche die Schornstein Dispersion
des Industriezeitalters nachbildeten.
											Sie kamen mathematisch
zum gleichen Ergebnis
											wie ich als Anthropologe, nämlich:
											Wind und Verschmutzung drängen
Randgemeinschaften nach Osten.
											Die vorherrschende Logik
des Industriezeitalters
											handelt von Disparität.
											Es geht um ""Habende"" und ""Nicht-Habende""
und das wurde Teil unserer Kultur.
											Deshalb wissen Sie genau,
worüber ich spreche,
											wenn ich Ihnen sage, jemand kommt
""von der falschen Seite der Gleise"".
											Dieser Ausdruck rührt daher, dass der Wind
den schmutzigen Dampf des Zuges
											in der Regel in Richtung
Osten blasen würde.
											Ich sage nicht,
											dass jede einzelne Gemeinschaft
im Osten eine Randgemeinschaft ist
											oder dass jede Rand-
gemeinschaft im Osten liegt.
											Aber ich versuche,
											der beabsichtigten Ungleichheit
stärkeres Gewicht zu geben.
											Wenn Sie also über
irgendeine Himmelsrichtung
											einer Autobahn, eines Flusses,
von Bahngleisen sprechen,
											sprechen Sie über eine Ostgemeinschaft.
									","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
","
","
","
","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
											Now, the wind is obviously
a natural phenomenon.
											But the human design decisions
that we make to separate ourselves
											is not natural.
											Consider the fact that every
eastside community in the United States
											was built during the era
of legal segregation.
											We clearly weren't even trying to design
for the benefit of everyone,
											so we ended up dealing
with issues like redlining.
											This is where the government
literally created maps
											to tell bankers where they shouldn't lend.
											These are some of those actual maps.
											And you'll notice how
the red tends to be clustered
											on the east sides of these cities.
											Those financial design decisions
became a self-fulfilling prophecy:
											no loans turned
into low property tax base
											and that bled into worse schools
and a less well-prepared workforce,
											and — lo and behold — lower incomes.
											It means that you
can't qualify for a loan.
											Just a vicious downward spiral.
											And that's just the case with lending.
											We've made similarly sinister design
decisions on any number of issues,
											from water infrastructure
											to where we decide to place
grocery stores versus liquor stores,
											or even for whom and how
we design and fund technology products.
									","
											Rüzgâr besbelli doğal bir oluşum.
											Ancak biz insanların kendimizi
ayrımaya yönelik tasarım tercihleri
											kesinlikle doğal değil.
											ABD'deki doğu yakası
topluluklarının hepsinin
											yasal ayrım döneminde
oluştuğu gerçeğini düşünün.
											Belli ki o zamanlar herkesin menfaati için
tasarım yapmaya uğraşmamışız bile,
											sonra da o bölge ve toplulukları
yok sayma sorunuyla uğraşmışız.
											Bu noktada hükûmet haritalar yaratarak
											bankalara kredi vermemeleri
gereken yerleri gösterdi.
											Bunlar gerçek haritalardan.
											Kırmızının şehirlerin doğu yönünde
											nasıl yoğunlaştığına bir bakın.
											Bu finansal tasarım kararları kendi
kendini gerçekleştiren bir kehanet gibi:
											kredi verilmemesi sonucunda
mülkiyet vergi matrahı da düştü
											ve bu da daha kötü okullar
ve daha az donanımlı iş gücüne yol açtı.
											Tabii bir de düşük gelirlere.
											Bu da kredi için uygun değilsiniz demek.
											Kötüye giden kısır bir döngü.
											Ve bu sadece kredi örneği.
											Pek çok farklı konuda
benzer kötü tasarım kararları verdik,
											su alt yapısından
											marketlerin ve içki mağazalarının
bulunduğu yere kadar
											ve hatta teknolojik ürünlerin tasarım
ve fonunun kimlere hitap edeceğine kadar.
									","
											El viento es un fenómeno natural.
											Pero las decisiones del diseño humano
que tomamos para separarnos
											no son naturales.
											Consideren el hecho de que
cada comunidad del este en EE. UU.
											fue construida en la época
de la segregación legal.
											Obviamente no estábamos intentando
diseñar para el beneficio de todos,
											y nos encontramos con problemas
como la exclusión financiera.
											Aquí es donde el gobierno
literalmente creó unos mapas
											para decirle a los bancos
dónde no debían prestar dinero.
											Estos son algunos de los mapas.
											Se darán cuenta cómo el rojo suele estar
agrupado en el lado este de las ciudades.
											Estas decisiones de diseño financiero
se han autocumplido:
											no préstamos significa una tasa baja
de impuestos sobre la renta,
											que se traduce en peores escuelas,
una fuerza laboral menos preparada,
											y como resultado, sueldos más bajos,
											por lo que no calificarás
para un préstamo.
											Un ciclo vicioso.
											Esto es solo en el caso de los préstamos.
											Hemos tomado decisiones
igual de siniestras sobre muchos temas,
											que van desde la infraestructura del agua
											hasta la decisión de dónde construir
supermercados o licorerías,
											o para quién y cómo diseñar
y financiar productos tecnológicos.
									","
											Der Wind ist offensichtlich
ein Naturphänomen.
											Doch die von uns getroffenen
Gestaltungsentscheidungen
											zur gegenseitigen Abgrenzung
sind nicht naturbedingt.
											Berücksichtigen Sie,
dass jede Ostgemeinschaft in den USA
											zur Zeit der legalen
Segregation errichtet wurde.
											Wir versuchten offensichtlich nicht mal,
zum Besten für alle zu gestalten.
											Deshalb mussten wir uns mit Themen
wie Redlining beschäftigen.
											Hier entwickelte die Regierung
buchstäblich Karten,
											um Banken zu zeigen, wo keine Kredite
vergeben werden sollten.
											Das sind einige
dieser tatsächlichen Karten.
											Sie sehen die rote Farbe tendenziell
mehr auf der Ostseite dieser Städte.
											Diese finanzbasierten
Gestaltungsentscheidungen
											wurden zu einer sich selbst
erfüllenden Prophezeiung:
											Keine Kredite führten zu
einer geringen Vermögenssteuerbasis,
											dies führte zu schlechteren Schulen
und weniger Fachkräften
											und — siehe da —
zu niedrigeren Einkommen.
											Dies bedeutet, man erhält keine Kredite.
											Eine einzige Abwärtsspirale.
											Das ist nur der Fall in Bezug auf Kredite.
											Wir haben zahlreiche ähnlich düstere
Gestaltungsentscheidungen getroffen:
											bei der Wasserinfrastruktur,
											wenn wir Lebensmittelläden gegenüber
Spirituosengeschäften platzieren,
											und sogar bei der Frage
											für wen und wie wir Technologieprodukte
entwickeln und finanzieren.
									","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
","
","
","
","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
"
											Collectively, this list of harms
											is the artifact of our more
primitive selves.
											I don't think this is how
we'd want to be remembered,
											but this is basically
what we've been doing
											to eastside communities
for the last century.
											The good news is,
it doesn't have to be this way.
											We got ourselves into
this eastside dilemma
											through bad design,
											and so we can get out of it
with good design.
											And I believe the first principle
of good design is actually really simple:
											we have to start with the commitment
to design for the benefit of everyone.
											So, remember the campfire metaphor.
											If we want to benefit everyone,
maybe we just sit in a horseshoe,
											so nobody gets the smoke in their face.
									","
											Tüm bunları topladığınızda
											ilkel benliklerimizin
ürünü ortaya çıkıyor.
											Bu şekilde hatırlanmak istemeyiz
											ama son yüzyıldır
											doğu kısımlarda yaşayanlara
yaptığımız tam da bu.
											İyi haber şu ki
böyle olmak zorunda değil.
											Kötü tasarım sonucunda
											kendimizi bir doğu yakası
ikilemi içinde bulduk
											ve iyi tasarımla bundan kurtulabiliriz.
											Bence iyi tasarımın ilk ilkesi
gerçekten oldukça basit:
											herkesin menfaatini gözetecek
bir tasarım anlayışıyla işe koyulmalıyız.
											Kamp ateşi örneğini hatırlayın.
											Herkesin faydalanmasını istiyorsak
belki de bir kısımda kimse oturmamalı,
											böylece kimsenin yüzüne duman gelmez.
									","
											Todo junto, esta lista de daños
											es el producto
de un nosotros más primitivo.
											No creo que así sea
como queremos que nos recuerden
											pero básicamente eso es
lo que le hemos hecho
											a las comunidades del lado este
en el último siglo.
											La buena noticia es que
no tiene que ser así.
											Nos encontramos ante
el problema del ""lado este""
											debido al mal diseño,
											pero podemos solucionarlo
con el buen diseño.
											Creo que el primer principio
de un buen diseño es muy sencillo:
											tenemos que empezar con el compromiso
de diseñar para el beneficio a todos.
											Recuerden la metáfora de la hoguera.
											Si queremos beneficiar a todos por igual
nos podríamos sentar en forma de ""U"",
											y así nadie recibe el humo en la cara.
									","
											Zusammenfassend ist diese Schadensliste
											das Artefakt unseres primitiveren Ichs.
											Ich denke nicht, dass wir so
in Erinnerung bleiben wollen.
											Doch im Wesentlichen haben wir
den Ostgemeinschaften genau das
											im letzten Jahrhundert angetan.
											Die gute Nachricht ist,
es muss nicht so bleiben.
											Wir haben uns selbst durch
schlechte Ausgestaltung
											in dieses Ost-Dilemma gebracht.
											Wir können durch gute Ausgestaltung
wieder herauskommen.
											Ich denke der erste Grundsatz für eine
gute Ausführung ist eigentlich simpel:
											Wir müssen uns dazu verpflichten,
zum Vorteil aller zu konzipieren.
											Denken Sie an die Lagefeuer Metapher.
											Wenn alle einen Nutzen haben sollen,
sitzen wir vielleicht hufeisenförmig,
											so dass niemand den Rauch
ins Gesicht bekommt.
									","Why the ""wrong side of the tracks"" is usually the east side of cities",Stephen DeBerry,6:50,"cities,community,culture,economics,anthropology,history,humanity,inequality,infrastructure,pollution,social change,society,urban planning"
