en,es,title,speaker,duration,tags
"
","
",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
											We love to engage
on the issues of the day.
											We love it.
											We comment on the news,
											we post our views on social media,
											we march, we protest ...
											But who among us is working on solutions,
											big solutions to big issues,
											like gun violence,
											mistreatment of workers,
											flood, famine, drought?
											Who is on it?
											Boom!
											These guys.
									","
											Nos encanta estar al día.
											Nos apasiona.
											Comentamos las noticias,
											publicamos en las redes sociales,
											nos manifestamos, protestamos...
											¿Pero quién está trabajando en soluciones,
											grandes soluciones para grandes asuntos,
											como la violencia con armas,
											el maltrato laboral,
											inundaciones, hambre, sequía?
											¿Quién está con esto?
											¡Boom!
											Estos hombres.
									",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
","
",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
											(Laughter)
									","
											(Risas)
									",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
","
",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
											What? You were hoping for Peter Parker?
											The Avengers?
											You don't expect this beacon of diversity,
											these good-looking, nicely dressed dudes
just oozing charisma to solve the issues?
											Well good, because they're actually
not going to solve the issues.
											But before you dismiss them,
											let me say, they're not going
to solve the issues,
											but they will show us how.
											So who are they?
											They're activist investors:
											Carl Icahn, Dan Loeb,
Paul Singer, Barry Rosenstein.
											These are the modern-day
OGs of Wall Street.
									","
											¿Qué? ¿Estaban esperando a Peter Parker?
											¿Los Vengadores?
											¿No esperaban esta gran diversidad
											de tíos atractivos con carisma 
para resolver los problemas?
											Bien, porque no van a resolverlos.
											Antes de que los descarten,
											no van a resolver los problemas,
											pero nos enseñarán cómo.
											¿Quiénes son?
											Son inversores activistas.
											Carl Icahn, Dan Loeb,
Paul Singer, Barry Rosenstein.
											Son los gángsters actuales de Wall Street.
									",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
","
",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
											(Laughter)
											These are scary dudes.
									","
											(Risas)
											Hombres aterrorizadores.
									",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
","
",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
"
											I don't mean Green Goblin scary.
											I mean real scary.
											The fear they strike in the hearts
of a company's CEO and board
											when they enter its stock
											is the same fear you feel
when you hear a bear outside your tent,
											and it's dark,
											and you're sitting there
with a mouthful of Doritos —
									","
											No como Green Goblin.
											Verdaderamente aterrorizadores.
											El miedo que provocan en un CEO
y una junta
											cuando entran en sus mercados
											es el mismo que cuando hay un oso 
ante su tienda de campaña,
											y está oscuro,
											y estás sentado con la boca 
llena de Doritos...
									",How conscious investors can turn up the heat and make companies change,Vinay Shandal,13:37,"business,activism,finance,social change,economics,collaboration,investment,money"
