en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											Tom Zimmerman: We'd like to take you
on a fantastic journey
											to visit the creatures we call the Elders.
											We call them the Elders
because a half a billion years ago
											they tripled the amount
of oxygen in the air,
											which led to an explosion of life,
											which led to all of us.
											We call them the Elders,
but you probably know them as plankton.
									","
											Nós gostaríamos de vos levar 
numa viagem fantástica
											para visitar as criaturas 
a que chamamos ""Anciãos"".
											Nós chamamo-lhes assim porque foram elas 
que, há 500 milhões de anos,
											triplicaram a quantidade
de oxigénio no ar,
											causando uma explosão de vida
											e dando origem a todos nós.
											Dizemos ""Anciãos"", mas vocês
provavelmente conhecem-nos por plâncton.
									","
											Tom Zimmerman: Nos gustaría
llevarlos en un viaje fantástico
											para visitar a unas criaturas
que llamamos los Ancianos.
											Los llamamos los Ancianos
porque hace 500 millones de años
											triplicaron la cantidad
de oxígeno en el aire,
											lo que causó una explosión de vida
											que fue el origen de todos nosotros.
											Nosotros los llamamos los Ancianos,
pero Uds. quizá los conocen como plancton.
									","
											Tom Zimmerman: Sizi, Kıdemliler
olarak adlandırdığımız varlıkları
											ziyaret etmek için fantastik 
bir yolculuğa çıkarmak isteriz.
											Onlara Kıdemliler diyoruz 
çünkü yarım milyar yıl önce
											havadaki oksijen miktarını 3'e katladılar,
											bu da yaşam patlamasına sebep oldu,
											bu patlama da hepimize.
											Biz Kıdemliler diyoruz ama muhtemelen
siz onları plankton olarak biliyorsunuz.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											(Laughter)
											Now, Simone is a physicist,
and I'm an inventor.
											A couple of years ago,
											I was giving a talk
about an invention I made —
											it was a 3D microscope.
											And Simone was in the audience.
											He realized that my microscope
could solve a big problem he was having.
											Which was, how to measure the movement
of plankton in 3D fast enough
											so he could mathematically model
their sensing and behavior.
											And I frankly needed an application
for my microscope, so ...
									","
											(Risos)
											O Simone é físico, e eu sou inventor.
											Há alguns anos,
											fiz uma palestra 
sobre uma de minhas invenções,
											um microscópio tridimensional.
											O Simone estava na audiência.
											Ele percebeu que o meu microscópio 
poderia resolver um grande problema dele.
											Ele precisava medir os movimentos 
do plâncton em 3D, suficientemente depressa
											para criar um modelo matemático 
dos padrões sensoriais e comportamentais.
											E eu precisava de desenvolver
uma aplicação para o meu microscópio.
											Então...
									","
											(Risas)
											Simone es físico y yo soy inventor.
											Hace un par de años
											estaba dando una charla
sobre un invento mío,
											un microscopio 3D,
											y Simone estaba entre el público.
											Se dio cuenta de que mi microscopio
podía resolverle un gran problema:
											cómo medir el movimiento del plancton
en 3D a una velocidad suficiente
											como para poder modelar matemáticamente
sus sentidos y comportamientos.
											Y como yo necesitaba una aplicación
para mi microscopio...
									","
											(Gülüşmeler)
											Simone bir fizikçi bense bir mucitim.
											Birkaç sene önce,
											bir buluşum hakkında
konuşma yapıyordum—
											3D bir mikroskop.
											Simone dinleyicilerin arasındaydı.
											Mikroskobumun, onun büyük
bir problemini çözebileceğini fark etti.
											Problem, plankton hareketini 
3D'de yeterince hızlı nasıl ölçeceğiydi
											böylece onların hislerini
ve davranışlarını formülleştirebilecekti.
											Doğrusu benim de mikroskobum için 
bir uygulamaya ihtiyacım vardı...
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											It was like peanut butter meets chocolate.
									","
											Era a combinação perfeita!
									","
											Se juntaron el chocolate
y la manteca de maní.
									","
											Fıstık ezmesinin
çikolatayla buluşması gibiydi.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
","
","
","
",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
"
											So we started working together,
studying these amazing creatures.
											And then we were alarmed
to discover something.
											And that's why we're here today.
											And I just want to do something with you.
											Now, please, just hold
your breath for a second.
											Yes, literally hold your breath.
											This is the world without plankton.
											You see, plankton generate
two-thirds of our oxygen using the sun.
											OK, now you can breathe,
because they're still here.
											For now.
									","
											Começámos a trabalhar juntos
no estudo destas fantásticas criaturas.
											Foi quando descobrimos algo 
que nos alarmou.
											E é por isso que estamos hoje aqui.
											Eu quero pedir-vos uma coisa.
											Por favor, prendam
a respiração por um segundo.
											Sim, prendam a respiração, literalmente.
											Assim seria o mundo sem plâncton.
											O plâncton produz dois terços
de nosso oxigénio usando o sol.
											Ok. Podem respirar agora, 
eles ainda estão aqui.
											Por enquanto.
									","
											Así que empezamos a trabajar juntos
estudiando estas criaturas asombrosas,
											y luego nos alarmamos
por un descubrimiento que hicimos.
											Y por eso estamos aquí hoy.
											Me gustaría hacer una cosa con Uds.
											Contengan la respiración
un momento, por favor.
											Sí, literalmente dejen de respirar.
											Así es el mundo sin plancton.
											Porque el plancton genera dos tercios
de nuestro oxígeno gracias al sol.
											Bien, ahora pueden respirar
porque todavía hay plancton.
											Por ahora.
									","
											Böylece birlikte bu muhteşem
varlıkları incelemeye başladık.
											Ve bir şeyi keşfetmek için 
can atıyorduk.
											Bugün burada oluşumuzun sebebi de bu.
											Sizlerle bir şey yapmak istiyorum.
											Lütfen bir dakikalığına nefesinizi tutun.
											Evet, gerçekten tutun.
											Bu planktonsuz bir dünya.
											Bilirsiniz, planktonlar güneşi kullanarak 
oksijenimizin 3'te 2' sini üretiyor.
											Tamam, şimdi nefes 
alabilirsiniz çünkü hâlâ buradalar.
											Şimdilik.
									",The wonderful world of life in a drop of water,Simone Bianco and Tom Zimmerman,11:06,"beauty,biodiversity,biology,biosphere,demo,environment,invention,climate change,nature,marine biology,science,oceans,water"
