es,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
											Este soy yo construyendo un prototipo
											durante 6 horas de corrido.
											Fui mano de obra esclava
de mi propio proyecto.
											Así es como los movimientos ""Hazlo Tú Mismo"" 
y 'maker' son en la realidad.
											Y esto es una analogía del mundo actual 
de la construcción y manufactura
											qué usa técnicas de ensamblaje
a fuerza bruta.
											Y esta es la razón por la cual
comencé a estudiar
											cómo programar a los materiales físicos 
para que se construyeran solos.
									","
											Bu benim, altı saattir
											bir prototip inşa eden.
											Bu kendi projesi için emek veren köle.
											Bu, &amp;quot;Kendin Yap&amp;quot; ve yapıcı hareketlerin gerçekten neye benzediği.
											Ve bu kaba kuvvet montaj teknikleri ile bugünün inşaat ve imalat dünyası için
											bir analojidir.
											Ve bu tam olarak fiziksel malzemelerin
											kendilerini oluşturmak için nasıl programlanacağı hakkında çalışmaya başlamamın sebebidir.
									","
											This is me building a prototype
											for six hours straight.
											This is slave labor to my own project.
											This is what the DIY and maker movements really look like.
											And this is an analogy for today's construction and manufacturing world
											with brute-force assembly techniques.
											And this is exactly why I started studying
											how to program physical materials to build themselves.
									","
											Ça c’est moi en train 
de construire un prototype
											pendant six heures d'affilée.
											Un travail d'esclave pour mon propre projet.
											C'est à ça que le bricolage et le mouvement des makers ressemblent en réalité.
											C'est une analogie du monde du bâtiment
et de la manufacture d'aujourd'hui
											avec ses techniques d'assemblage
à base de force brute.
											Et c'est la raison précise pour laquelle
je me suis mis à étudier
											comment programmer les matériaux physiques
pour qu'ils se construisent eux-mêmes.
									","
											Hier sehen Sie mich, 
wie ich einen Prototypen baue,
											sechs Stunden lang.
											Das ist Sklavenarbeit für mein eigenes Projekt.
											So sieht es bei der DIY- und 
Maker-Bewegung tatsächlich aus.
											Und es ist eine Analogie zu unseren heutigen
Bau- und Produktionstechniken,
											die noch mit der Holzhammer-Methode arbeiten.
											Und deshalb begann ich zu untersuchen,
											wie man Materialien dazu bringen kann, 
sich selbst zusammenzubauen.
									","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
","
","
","
","
","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
											Pero hay otro mundo.
											Hoy en día, en materia
de microescala y nanoescala,
											se está viviendo una
revolución sin precedentes.
											Y esta es la capacidad de programar 
materiales físicos y biológicos
											para que cambien de forma,
de propiedades
											e incluso para que hagan cómputos 
en materia no basada en silicio.
											Incluso existe un software
llamado cadnano
											que nos permite diseñar
formas tridimensionales,
											como nanorobots o sistemas 
de administración de medicamentos,
											y usar el ADN para que esas 
estructuras funcionales se autoensamblen.
									","
											Ama bambaşka bir dünya var.
											Bugün mikro - ve nano ölçeklerde,
											benzeri görülmemiş bir devrim gerçekleşiyor.
											Ve bu fiziksel ve biyolojik materyallerin
											şeklini değiştirmek, özelliğini değiştirmek ve hatta
											silikon bazlı madde dışında hesaplanması için programlama yeteneğidir.
											Hatta nano robotlar veya ilaç dağıtım sistemlerindeki gibi
											üç boyutlu şekilleri tasarlamaya izin veren
											ve bu fonksiyonel yapıların kendi kendine birleşmesi için
											DNA kullanan Cadnano adında bir yazılım mevcut.
									","
											But there is another world.
											Today at the micro- and nanoscales,
											there's an unprecedented revolution happening.
											And this is the ability to program physical and biological materials
											to change shape, change properties
											and even compute outside of silicon-based matter.
											There's even a software called cadnano
											that allows us to design three-dimensional shapes
											like nano robots or drug delivery systems
											and use DNA to self-assemble those functional structures.
									","
											Mais un autre monde existe.
											Aujourd'hui, aux échelles micro et nano,
											une révolution sans précédent est en cours.
											Il s'agit de la capacité de programmer
des matériaux biologiques et physiques
											afin qu'ils changent de forme,
changent de propriétés
											et même réaliser des calculs dans une matière 
qui ne soit pas à base de silicium.
											Il y a même un logiciel intitulé Cadnano
											qui permet de concevoir des formes en trois dimensions
											comme des nano-robots 
ou des systèmes de distribution de médicaments
											et d'utiliser l'ADN pour que ces structures fonctionnelles
s'auto-assemblent.
									","
											Doch es gibt auch eine andere Welt.
											Heute findet im Mikro- und Nanobereich
											eine beispiellose Revolution statt.
											Es geht darum, physikalische und biologische
Materialien so zu programmieren,
											dass sie ihre Form und
ihre Eigenschaften ändern
											und sogar ohne Silizium-basierte 
Computerchips rechnen können.
											Es gibt sogar eine Software namens ""cadnano"",
											mit der man dreidimensionale 
Gebilde entwerfen kann,
											beispielsweise Nanoroboter oder
Dosierungssysteme für Medikamente,
											und die DNA verwendet, um diese 
funktionellen Strukturen selbst zu formen.
									","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
","
","
","
","
","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
											Pero si consideramos la escala humana,
											existen problemas enormes que no son abordados
											por esos avances en la nanotecnología.
											En términos de construcción y manufactura,
											hay deficiencias importantes,
consumo energético
											y técnicas con demasiada mano de obra.
											Pongamos un ejemplo de infraestructura.
											Los sistemas de cañerías.
											En las tuberías de agua,
hay tuberías de capacidad fija
											que son de caudal fijo, con excepción 
de las bombas y válvulas costosas.
											Las enterramos en la tierra.
											Si algo cambia —si su entorno cambia,
											si la tierra se mueve,
o demanda cambios—
											debemos comenzar de cero,
quitarlas y reemplazarlas.
									","
											Ama eğer insan ölçeğinde bakacak olursak,
											bu nano ölçekli teknolojiler tarafından ele alınmayan
											büyük problemler mevcut.
											İnşaat ve imalata bakacak olursak,
											orada büyük yetersizlikler, enerji tüketimi
											ve aşırı iş gücü teknikleri var.
											Altyapıdan hadi bir örnek ele alalım.
											Boru döşemek.
											Su tesisatı içinde, pahalı vanalar ve pompalar dışında,
											sabit akış hızlarına sahip, sabit kapasiteli su borularımız var.
											Biz onları toprağa gömeriz.
											Herhangi bir değişiklik olduğunda -çevre değişiklikleri,
											yer hareketleri veya talebe bağlı değişiklikler olduğunda-
											sıfırdan başlamak ve onları çıkarıp, değiştirmek zorundayız.
									","
											But if we look at the human scale,
											there's massive problems that aren't being addressed
											by those nanoscale technologies.
											If we look at construction and manufacturing,
											there's major inefficiencies, energy consumption
											and excessive labor techniques.
											In infrastructure, let's just take one example.
											Take piping.
											In water pipes, we have fixed-capacity water pipes
											that have fixed flow rates, except for expensive pumps and valves.
											We bury them in the ground.
											If anything changes — if the environment changes,
											the ground moves, or demand changes —
											we have to start from scratch and take them out and replace them.
									","
											Mais si on considère l'échelle humaine,
											ces nanotechnologies laissent de côté
											d'énormes problèmes.
											Si on regarde le bâtiment et la manufacture,
											on voit de gros problèmes d'efficacité, 
de consommation énergétique
											et des techniques qui demandent 
excessivement de main-d'oeuvre.
											En infrastructure, prenons un exemple:
											les canalisations.
											Les canalisations d'eau dont nous disposons
ont une capacité fixe,
											avec des débits fixes, sauf
quelques vannes et pompes coûteuses.
											On les enterre.
											Si quoi que ce soit change,
si l'environnement change,
											le sol bouge, ou la demande change,
											il faut tout refaire,
les retirer et les remplacer.
									","
											Wenn wir jedoch den 
menschlichen Maßstab betrachten,
											gibt es große Probleme,
die nicht angegangen werden,
											von diesen Technologien im Nanobereich.
											Wenn wir Baugewerbe und Produktion betrachten,
											sind da große Ineffizienzen, Energieverbrauch
											und übermäßiger Arbeitseinsatz.
											Betrachten wir ein Beispiel aus der Infrastruktur.
											Nehmen wir Rohrleitungen.
											Wasserrohre haben eine festgesetzte Kapazität
											mit festgesetzten Durchflussraten
– außer man verwendet teure Pumpen und Ventile.
											Wir vergraben sie in der Erde.
											Wenn sich jetzt etwas ändert
– wenn sich die Umgebung ändert,
											der Boden sich bewegt 
oder der Bedarf sich ändert –
											müssen wir von vorne anfangen
und sie ausgraben und ersetzen.
									","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
","
","
","
","
","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
											Así que me gustaría proponer
combinar ambos mundos,
											podemos combinar el mundo de los materiales 
adaptables programados con nanotecnología
											y el ambiente de construcción.
											Y no me refiero a máquinas automatizadas.
											No me refiero a máquinas inteligentes 
que reemplacen a los humanos.
											Me refiero a materiales programables 
que se construyan solos.
											Y a eso se le llama autoensamblaje,
											que es un proceso por el cual partes 
desordenadas construyen una estructura ordenada
											solamente a través de la interacción local.
									","
											Bu yüzden ben bu iki dünyayı birleştirmeyi önermek istiyorum,
											biz nano ölçekte programlanabilir uyarlamalı malzemelerin ve yerleşik çevrenin
											dünyasını birleştirebiliriz.
											Ve otomatik makineleri kastetmiyorum.
											Ben insanların yerini alan akıllı makineleri de kastetmiyorum.
											Yani kendi kendilerini inşa eden programlanabilir malzemeleri kastediyorum.
											Ve bu kendi kendine montaj adı verilen,
											düzensiz parçaların sadece yerel etkileşim yoluyla sıralı bir yapı
											inşa etmesi işlemidir.
									","
											So I'd like to propose that we can combine those two worlds,
											that we can combine the world of the nanoscale programmable adaptive materials
											and the built environment.
											And I don't mean automated machines.
											I don't just mean smart machines that replace humans.
											But I mean programmable materials that build themselves.
											And that's called self-assembly,
											which is a process by which disordered parts build an ordered structure
											through only local interaction.
									","
											J'aimerais proposer qu'on combine ces deux mondes,
											qu'on combine le monde des matériaux adaptifs programmables de l'échelle nanotechnologique
											et l'environnement du bâtiment.
											Je ne parle pas simplement d'automates,
											de machines intelligentes 
qui remplacent les humains.
											Je parle de matériaux programmables 
qui se contruisent eux-mêmes.
											Ça s'appelle l'auto-assemblage,
											processus par lequel des pièces désordonnées
construisent une structure ordonnée
											à travers une interaction uniquement locale.
									","
											Deshalb schlage ich vor, dass 
wir beide Welten kombinieren,
											die Welt der programmierbaren und
anpassungsfähigen Nano-Materialien
											und die gebaute Umwelt.
											Damit meine ich keine 
automatischen Maschinen,
											keine intelligenten Maschinen,
die Menschen ersetzen.
											Ich meine programmierbare Materialien,
die sich selbst zusammensetzen.
											Und das nennt sich ""Selbst-Bau"",
											bei diesem Prozess setzen sich ungeordnete 
Elemente zu einer geordneten Struktur
											allein durch lokale Interaktion zusammen.
									","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
","
","
","
","
","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
"
											¿Entonces qué precisamos si lo queremos 
llevar a cabo en la escala humana?
											Precisamos algunos ingredientes sencillos.
											El primer ingrediente es materiales y geometría,
											y estos precisan estar estrechamente 
vinculados con la fuente de energía.
											Y pueden usar energía pasiva
											es decir térmica, cinética, neumática, 
gravitatoria o magnética.
											Y luego precisas interacciones
de diseño inteligente.
											Y esas interacciones permiten
la corrección de errores,
											y permiten que las formas
pasen de un estado a otro.
									","
											Eğer bunu insan ölçeğinde yapmak istiyorsak neye ihtiyacımız var?
											Bize bir kaç basit bileşen gerekiyor.
											İlk bileşen malzeme ve geometri,
											bunların sıkı bir şekilde bir enerji kaynağı ile birleştirilmesi gerekmektedir.
											Ve pasif enerji kullanabilirsiniz -
											yani ısı, sallama, pnömatik, yerçekimi, manyetik.
											Ve sonra akıllıca tasarlanmış etkileşime ihtiyacın var.
											Ve bu etkileşimler hata düzeltmesine olanak sağlar
											ve şekillerin bir halden başka bir hale geçmesine olanak sağlar.
									","
											So what do we need if we want to do this at the human scale?
											We need a few simple ingredients.
											The first ingredient is materials and geometry,
											and that needs to be tightly coupled with the energy source.
											And you can use passive energy —
											so heat, shaking, pneumatics, gravity, magnetics.
											And then you need smartly designed interactions.
											And those interactions allow for error correction,
											and they allow the shapes to go from one state to another state.
									","
											Alors, que faut-il pour que ce soit possible 
à l'échelle humaine ?
											Il nous faut quelques ingrédients simples.
											Tout d'abord,
les matériaux et la géométrie,
											et il faut qu'ils soient étroitement liés
à la source d'énergie.
											On peut recourir à l'énergie passive :
											chaleur, secousse, gaz, gravité, magnétisme.
											Ensuite, il faut des interactions 
intelligemment conçues.
											Des interactions qui permettent 
la correction des erreurs,
											et qui permettent aux formes 
de passer d'un état à l'autre.
									","
											Also was benötigen wir, wenn wir das 
im menschlichem Maßstab machen wollen?
											Wir brauchen ein paar einfache Zutaten.
											Die erste Zutat sind Materialien und Geometrie
											und diese müssen eng mit der 
Energiequelle gekoppelt werden.
											Man kann passive Energie verwenden –
											z. B. Wärme, Schütteln, Pneumatik, 
Gravitation, Magnetismus.
											Und dann benötigt man intelligent 
entwickelte Wechselwirkungen.
											Und dieses Zusammenspiel 
erlaubt Fehlerkorrekturen
											und ermöglicht, dass die Formen von 
einem Zustand in den nächsten übergehen.
									","The emergence of ""4D printing""",Skylar Tibbits,8:22,"TED Fellows,design,industrial design,technology"
