en,tr,es,title,speaker,duration,tags
"
","
","
",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
											While regaling you with daring 
stories from her youth,
											it might be hard to believe your 
grandmother used to be a trapeze artist.
											However, the bad backs, elbow pain, 
and creaky knees so common in older people
											is more than just “old age.""
											In fact, the source of this stiffness 
plagues many young people as well.
											The culprit is arthritis:
											a condition that causes inflammation 
and pain in the joints
											of over 90 million people 
in the U.S. alone.
											But are stiff, creaky joints 
really inevitable?
											What makes arthritis so pervasive,
											and why haven’t we found a cure for 
this widespread condition?
									","
											Korkusuz gençlik hikâyeleriyle 
sizi eğlendirirken
											büyükannenizin önceden trapez sanatçısı
olduğuna inanmak zor olabilir.
											Fakat yaşlılarda çok yaygın olan
sırt, dirsek ve diz ağrıları
											sadece yaşlılıktan kaynaklanmıyor.
											Aslında bu tutulma ve sertleşme 
birçok genci de etkiliyor.
											Bunun suçlusu ""artrit"".
											Eklemlerde ağrıya ve iltihaba
neden olan bu hastalık
											yalnızca Amerika'da bile 
90 milyondan fazla insanı etkiliyor.
											Tutulmuş ve kireçlenmiş 
eklemler kaçınılmaz son mu?
											Artrit neden bu kadar yaygın
											ve neden bu hastalığa bir çare bulamadık?
									","
											Mientras los deleita con osadas
anécdotas de su juventud,
											puede ser difícil de creer que
su abuela fue en su día trapecista.
											La espalda maltrecha, el dolor de codo
y de rodillas que crujen en los ancianos
											son algo más que simplemente ""la vejez"".
											De hecho, la causa de esta rigidez
afecta también a muchos jóvenes.
											La culpa es de la artritis:
											enfermedad que causa inflamación
y dolor en las articulaciones
											a unas 90 millones
de personas solo en EE. UU.
											Pero ¿las articulaciones rígidas
y ruidosas son algo inevitable?
											¿Qué hace que la artritis sea tan común
											y por qué no hemos encontrado una cura
para esta enfermedad tan extendida?
									",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
","
","
",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
											The first hurdle is that arthritis 
is actually a spectrum
											of over 100 different arthritic 
conditions.
											All these conditions share symptoms 
of joint pain and inflammation,
											but the origin and severity of those 
symptoms vary widely.
									","
											Bunun önündeki ilk engel aslında artritin
											100'den fazla artrit hastalığı kapsaması.
											Bu hastalıkların hepsi eklem ağrısına
ve iltihabına neden oluyor.
											Fakat, bu semptomların
nedeni ve şiddeti değişiyor.
									","
											El primer obstáculo es que la artritis 
es en realidad un abanico
											de más de 100 enfermedades
articulares distintas.
											Todas ellas comparten los síntomas 
de dolor e inflamación articular,
											pero su origen y gravedad
varían considerablemente.
									",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
","
","
",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
											Even the most common type, 
osteoarthritis,
											is trickier to prevent than 
one might think.
											It’s a general misconception that 
arthritis is confined to old age.
											The origins of osteoarthritis can often 
be traced to a patient’s early life,
											from any seemingly ordinary joint injury.
											Following impact, immune cells rush in 
to help clean and repair the damaged site
											and begin pumping out enzymes,
											including matrix metalloproteinases 
and aggrecanases.
											These enzymes clear out the damaged 
tissue and contribute to inflammation.
											But while this rapid swelling helps 
protect the joint during recovery,
											inadequately healed tissue can cause these
immune cells to overstay their welcome.
											The continuing flood of enzymes starts 
to degrade the cartilage,
											weakening the joint and leading 
to arthritis later on.
									","
											En yaygın tip olan
osteoartritin bile önlenmesi
											düşünüldüğünden daha zor.
											Artritin sadece yaşlılarda görüldüğü
genel bir yanılgı.
											Osteoartritin başlangıcı genelde 
hastanın gençliğindeki
											herhangi bir eklem hasarına dayanır.
											Darbe sonrası bağışıklık hücreleri, onarım
ve temizleme için hasarlı bölgeye gider
											ve o bölgede enzim üretmeye başlar
											matriks matelloprotenaz
ve agrekanaz gibi.

											Bu enzimler hasarlı dokuyu temizler 
ve iltihap oluşumuna katkıda bulunur.
											Bu ani şişme, iyileşme sürecinde 
eklemi korusa da tam iyileşmemiş doku
											bağışıklık hücrelerinin orada 
gerekenden fazla kalmasına neden olabilir.
											Sürekli enzim akışı
kıkırdağı bozmaya başlar
											ve eklemi güçsüzleştirerek 
artrite neden olur.
									","
											Incluso el tipo más común,
la osteoartritis
											es más difícil de prevenir 
de lo que parece.
											Existe la creencia errónea de que 
la artritis es solo cosa de la vejez.
											Los orígenes de la osteartritis pueden 
vincularse con la juventud de paciente,
											con cualquier lesión articular
aparentemente normal.
											Tras el impacto, las células inmunitarias 
acuden a limpiar y reparar la zona dañada
											y empiezan a secretar enzimas,
											incluyendo metaloproteinasas
de matriz y agrecanos.
											Estas enzimas limpian el tejido dañado
y contribuyen a la inflamación.
											Aunque la rápida inflamación protege
la articulación durante la recuperación,
											un tejido mal sanado puede provocar
que esas células prolonguen su estancia.
											El flujo continuo de enzimas 
empieza a erosionar el cartílago
											debilitando la articulación, lo que
puede causar artritis más adelante.
									",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
","
","
",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
											Not all forms of arthritis can simply 
be traced to an old sports injury.
											Take rheumatoid arthritis, which 
affects 1.3 million U.S. adults.
											This condition is actually an 
autoimmune disease
											in which autoantibodies target 
natively produced proteins,
											some of which are secreted 
by cartilage cells.
											We still don’t know what 
causes this behavior,
											but the result is that the body treats 
joint tissue like a foreign invader.
											Immune cells infiltrate the joint despite 
there being no tissue damage to repair.
											This response leads to chronic 
inflammation,
											which destroys bone and cartilage.
									","
											Her artrit türünün nedeni
eski bir spor sakatlanması değildir.
											Amerika'da 1,3 milyon kişiyi etkileyen
romatizmal artrit buna bir örnek.
											Bu aslında bir otoimmün hastalığı,
											otoantikorlar vücudun kendi ürettiği 
proteinleri tehdit olarak görürler.
											Bu proteinlerin bazıları
kıkırdak hücreleri tarafından salgılanır.
											Bu davranışa neyin 
sebep olduğunu hâlâ bilmiyoruz
											ama sonucunda vücut eklem dokusunu
yabancı bir istilacı olarak görür.
											Bağışıklık hücreleri eklemde
hasar olamasa da oraya hücum ederler.
											Bu da kronik iltihaba neden olup
											kemik ve kıkırdağı tahrip eder.
									","
											No todas las formas de artritis 
se deben a una vieja lesión deportiva.
											Por ejemplo, la artritis reumatoide,
											que afecta a 1.3 millones
de adultos en EE. UU.
											Esta enfermedad es en realidad 
una enfermedad autoinmune
											en la que los anticuerpos atacan
proteínas generadas localmente,
											algunas de ellas secretadas 
por células cartilaginosas.
											Todavía no sabemos 
qué causa esta conducta,
											pero como resultado el cuerpo trata 
el tejido articular como invasión externa.
											Las células inmunitarias se filtran
en la articulación aunque no haya daños.
											Esta respuesta produce inflamación crónica
que destruye hueso y cartílago.
									",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
","
","
",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
"
											Yet another condition, 
spondyloarthritis,
											has similarities to both of the 
conditions we’ve covered.
											Patients experience continuous 
inflammation in the joints
											and at the sites where ligaments and 
tendons attach to bones,
											even without any initial injury.
											This leads to the flood of enzymes and 
degradation seen in osteoarthritis,
											but is driven by different inflammatory 
proteins called cytokines.
											As the enzymes eat away at cartilage,
											the body attempts to stabilize smaller 
joints by fusing them together.
											This process sometimes leads to 
outgrowths called bone spurs,
											which also cause intense stiffness 
and joint pain.
									","
											Başka bir hastalık spondiloartrit
											bahsettiğimiz formların 
ikisine de benzerlik gösterir.
											Hastaların eklemlerinin
yanı sıra tendon ve bağların
											kemikle birleştiği yerler 
sürekli iltihap toplar,
											herhangi bir yaralanma 
yaşanmamış olsa bile.
											Bu da osteoartritte olduğu gibi
enzim yüklenmesine ve aşınmaya neden olur.
											Fakat bu iltihap yapan 
sitokin proteinlerinden kaynaklanır.
											Enzimler kıkırdağı aşındırırken
											vücut daha küçük eklemleri kaynaştırarak
dengelemeye çalışır.
											Bu süreç bazen 
kemik çıkıntılarına yol açar.
											Bu durum yoğun tutulma, sertleşme 
ve eklem ağrısına neden olur.
									","
											Otra enfermedad, la espondiloartritis,
											muestra similitudes con las dos
que ya hemos comentado.
											Los pacientes sufren una inflamación
continua de las articulaciones
											y en lugares donde ligamentos 
y tendones se unen a los huesos,
											incluso sin una lesión previa.
											Esto produce el flujo de enzimas 
y la erosión vista en la osteoartritis,
											pero es causada por otras proteínas
inflamatorias llamadas citocinas.
											Dado que las enzimas
se comen el cartílago,
											el cuerpo intenta estabilizar 
las articulaciones menores fusionándolas.
											Este proceso provoca un sobrecrecimiento
conocido como osteofito
											que causa rigidez extrema 
y dolor articular.
									",Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,4:10,"TED-Ed,animation,science,education,human body,health care,healthcare,medical research,biology,health,medicine,physiology,aging"
