en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
											Imagine that you're a member of Congress.
											You've worked very hard.
											You've knocked on thousands of doors,
											sweating and shivering,
depending on the season.
											You've made hundreds,
											maybe thousands of phone calls
to people you don't even know
											asking for their support,
											begging for their money.
											And now you've got one of these.
											It's hanging on a door in Washington, DC.
											It says you're a member of Congress,
											that you represent
the people of your state.
									","
											Imaginen que son 
miembros del Congreso
											Han trabajado muy duro.
											Han tocado en miles de puertas,
											mientras sudaban o tiritaban,
dependiéndo de la estación.
											Han realizado cientos,
											miles de llamadas a gente que ni conocían
											pidiéndole su apoyo,
											pidiéndoles dinero.
											Y lo consiguen.
											Está colgado en la puerta 
de Washington DC
											donde se lee que 
forman parte del Congreso,
											que representan a los
ciudadanos de su estado.
									","
											Bir kongre üyesi olduğunuzu hayal edin.
											Çok sıkı çalışıyorsunuz.
											Kapı kapı dolaşıyorsunuz,
											kışın titriyor,
yazın terliyorsunuz.
											Hiç tanımadığınız
											insanlarla bile, binlerce kez,
yardımlarını ya da fonlarını
											alabilmek için,
											telefonda konuşuyorsunuz.
											Tek bir sebeple bunu yapıyorsunuz.
											Washinghton DC'de, milleti temsil eden
											bir kongre üyesi olduğunuzu söyleyen
											kapının üzerinde adınızı görmek için.
									","
											Imaginez que vous êtes
un membre du Congrès.
											Vous avez travaillé très dur.
											Vous avez frappé à des milliers de portes,
											en sueur ou tremblant
de froid selon la saison.
											Vous avez passé des centaines,
											voire des milliers d'appels à des gens
que vous ne connaissez même pas
											afin de demander leur soutien
											ou de l'argent.
											Et maintenant vous avez une plaque,
											accrochée sur une porte, à Washington DC,
											qui dit que vous êtes membre du Congrès,
											représentant de la population
de votre État.
									",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
","
","
","
",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
											Now, imagine you're a conservative
member of Congress.
											For some of you here
in Boston, Massachusetts,
											that's going to take
a powerful imagination, all right?
									","
											Imaginen que son un miembro
conservador del Congreso.
											Para los que son de 
Boston, Massachusetts,
											les llevará mucho trabajo ¿verdad?
									","
											Şimdi, muhafazakâr kanattan
bir kongre üyesi olduğunuzu düşünün.
											Boston, Massaschusetts gibi bir 
yerdesiniz,
											amma hayal gücü ister bu da,
öyle değil mi?
									","
											Maintenant, imaginez que vous êtes
un membre conservateur du Congrès.
											Pour certains d'entre vous ici,
à Boston, Massachusetts,
											cela va demander
beaucoup d'imagination, non ?
									",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
","
","
","
",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
","
","
","
",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
											But imagine with me
											that you're a conservative
member of Congress.
											You grew up on Milton Friedman.
											You love his free markets,
											free enterprise and free trade.
											You've watched Ronald Reagan's
farewell address over and over,
											and you cry every time —
									","
											Imaginen que
											son un miembro conservador 
del Congreso.
											Crecieron con Milton Friedman.
											Les apasiona la doctrina 
del libre mercado,
											la libre empresa y el libre comercio.
											Han visto la despedida de 
Ronald Reagan una y otra vez,
											y han llorado en cada ocasión
									","
											Fakat, hayal etmeye devam edin
											muhafazakâr bir kongre üyesisiniz.
											Milton Friedman'la büyüdünüz.
											Onun serbest pazar anlayışını,
											serbest girişim ve 
serbest ticareti seviyorsunuz.
											Ronald Reagan'ın veda konuşmasını
defalarca izlediniz
											ve her seferinde yine ağlıyorsunuz.
									","
											Mais bon, imaginez
											que vous êtes
un membre conservateur du Congrès.
											Vous avez grandi avec Milton Friedman.
											Vous aimez son libre marché,
											sa libre entreprise et son libre commerce.
											Vous avez vu et revu
le discours d'adieu de Ronald Reagan
											mais vous pleurez à chaque fois...
									",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
","
","
","
",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",American bipartisan politics can be saved — here's how,Bob Inglis,10:48,"United States,politics,TEDx,collaboration,democracy,government,leadership,climate change,social change,society"
