en,fr,title,speaker,duration,tags
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
											Stephanie Busari: President Ameenah,
thank you for joining us.
											Even as TED speakers go,
you're something of an overachiever.
									","
											Stephanie Busari : Madame la présidente,
merci d'être avec nous.
											Vous faites partie des surdoués
parmi les conférenciers TED.
									",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
											Ameenah Gurib-Fakim: (Laughs)
									","
											Ameenah Gurib-Fakim : (Rires)
									",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
											SB: You have a PhD in organic chemistry,
											you were vice chancellor
of the University of Mauritius,
											a successful entrepreneur,
											you've won numerous awards
for your work in science
											and you're the first Muslim
female head of state in Africa.
									","
											SB : Vous avez un doctorat
en chimie organique,
											vous avez été vice-chancelière
de l'université de Maurice,
											une entrepreneure à succès,
											vous avez gagné beaucoup de récompenses
pour vos travaux scientifiques
											et vous êtes la première femme chef d’État
musulmane en Afrique.
									",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
											(Applause)
									","
											(Applaudissements)
									",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
											And of course, you're no stranger
to the TEDGlobal stage;
											you gave a talk in 2014.
											Did you have any political
ambitions at that time?
											How did you go from academic to president?
									","
											Et bien sûr, vous êtes familière
de la scène TEDGlobal ;
											vous avez donné une conférence en 2014.
											Aviez-vous des ambitions politiques
à ce moment-là ?
											Comment êtes-vous passée
d'universitaire à présidente ?
									",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
											AGF: OK, thanks, Stephanie.
											First of all, I'd like to thank TED
											for having given me
the opportunity to be here today.
											And I would also like to thank
the government of Tanzania
											and the president for the welcome.
											And also, I'd like to thank
the contribution of our consul,
											Mr. Rizvi, who's here,
											has been very supportive
for all our stay here.
											Now, to answer your question,
											did I have any ambitions in politics?
											The straight answer is no.
											I did not choose the world of politics;
											the world of politics chose me.
											So here I am.
									","
											AGF : Merci Stéphanie.
											Permettez-moi d'abord
de remercier TED
											de m'avoir donné l'opportunité
d'être ici aujourd'hui.
											Je voudrais remercier aussi
le gouvernement de Tanzanie
											et son président pour leur accueil.
											Également, j'aimerais remercier
notre consul pour sa contribution,
											M. Rizvi, qui est ici,
											qui nous a accompagnés pendant
tout notre séjour ici.
											Maintenant, pour répondre 
à votre question,
											avais-je des ambitions en politique ?
											La réponse directe est non.
											Je n'ai pas choisi
le monde de la politique ;
											c'est la politique qui m'a choisie.
											Alors, me voici.
									",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
											(Applause)
									","
											(Applaudissements)
									",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
											SB: So, was there ever
anything in your journey
											that ever made you think
											that one day you would become
president of your country?
											Did you ever imagine that?
									","
											SB: Y avait-il quelque chose
dans votre parcours
											qui vous aurait permis de présager
											qu'un jour vous deviendriez
présidente de votre pays ?
											L'aviez-vous jamais imaginé ?
									",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
"
","
",An interview with Mauritius's first female president,Ameenah Gurib-Fakim and Stephanie Busari,18:50,"Africa,biodiversity,faith,creativity,government,interview,society,sustainability,politics,social change,science,women"
