en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
											So whenever I visit a school
and talk to students,
											I always ask them the same thing:
											Why do you Google?
											Why is Google the search engine
of choice for you?
											Strangely enough, I always get
the same three answers.
											One, ""Because it works,""
											which is a great answer;
that's why I Google, too.
											Two, somebody will say,
											""I really don't know of any alternatives.""
											It's not an equally great answer
and my reply to that is usually,
											""Try to Google the word 'search engine,'
											you may find a couple
of interesting alternatives.""
											And last but not least, thirdly,
											inevitably, one student will raise
her or his hand and say,
											""With Google, I'm certain to always get
the best, unbiased search result.""
											Certain to always get the best,
unbiased search result.
									","
											Sempre que visito uma escola
e falo com estudantes
											pergunto-lhes sempre a mesma coisa:
											""Porque é que usam o Google?
											""Porque é que o Google é 
o vosso motor de pesquisa preferido?""
											É curioso que obtenho sempre
as mesmas três respostas.
											Um: ""Porque funciona"",
											o que é uma ótima resposta,
também é por isso que eu uso o Google.
											Dois, há alguém que diz:
											""Não conheço nenhuma alternativa"".
											Não é uma resposta tão boa
e a minha resposta habitualmente é:
											""Experimenta pesquisar 
no Google 'motor de busca',
											""talvez encontres
algumas alternativas interessantes"".
											Por fim, mas não menos
frequente, terceiro,
											inevitavelmente, um estudante
levanta a mão e diz:
											""Com o Google, tenho a certeza
de obter sempre
											""o melhor resultado de pesquisa,
e imparcial"".
											A certeza de obter sempre 
o melhor resultado de pesquisa, imparcial.
									","
											Ne zaman bir okula gidip,
öğrencilerle konuşsam,
											onlara hep aynı şeyi sorarım:
											neden Google-larsınız?
											Arama motoru olarak tercihiniz 
neden Google'dır?
											Garip belki ama sürekli 
aynı üç cevap verilir.
											İlki, “işe yarıyor”,
											güzel bir cevap, 
benim de Google’ı tercih sebebim.
											İkincisi, bazıları,
											“gerçekten alternatifini bilmiyorum.” der.
											Bu o kadar güzel bir cevap sayılmaz, 
onlara genellikle cevabım
											""Google’a 'arama motoru' 
yazmayı denersen,
											birkaç ilginç 
alternatif bulabilirsin.” olur.
											Sonuncusu ise,
											kaçınılmaz bir şekilde, bir öğrenci 
parmak kaldırıp
											“Google'la kesin olarak, hep en iyi ve
önyargısız arama sonucuna ulaşırım.” der.
											En iyi ve önyargısız arama sonucuna 
kesin olarak, hep ulaşmak.
									","
											Wann immer ich eine Schule besuche
und mit den Schülern spreche,
											frage ich immer das Gleiche:
											""Warum googelt ihr?
											Warum benutzt ihr Google
als Suchmaschine?""
											Jedes Mal bekomme ich 
die gleichen drei Antworten.
											Erstens: ""Weil es funktioniert.""
											Das stimmt, deshalb google ich ja auch.
											Zweitens:
											""Ich kenne keine gute Alternative.""
											Das ist nicht so eine gute Antwort,
und meistens erwidere ich dann:
											""Google doch mal 'Suchmaschine',
											dann findest du bestimmt eine.""
											Und drittens,
											das wird immer ein Schüler sagen:
											""Mit Google kann ich mir sicher sein,

											immer das beste, 
wertneutralste Ergebnis zu bekommen.""
											Sicher sein, immer das beste, 
wertfreie Suchergebnis zu bekommen.
									",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
","
","
","
",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
											Now, as a man of the humanities,
											albeit a digital humanities man,
											that just makes my skin curl,
											even if I, too, realize that that trust,
that idea of the unbiased search result
											is a cornerstone in our collective love
for and appreciation of Google.
											I will show you why that, philosophically,
is almost an impossibility.
									","
											Enquanto homem de Humanidades.
											apesar de ser uma pessoa
de Humanidades Digitais,
											fico todo arrepiado,
											embora eu também perceba
que essa confiança,
											essa ideia de resultado
imparcial de pesquisa
											seja uma pedra basilar no nosso amor
e apreciação coletiva do Google.
											Vou mostrar-vos porque é que,
filosoficamente, isso é quase impossível.
									","
											Bir beşeri bilim insanı olarak,
											hatta dijital insani bilim insanı olarak,
											bu durum beni ürpertiyor,
											bu önyargısız arama sonucuna güvenin, 
Google’a olan ortak sevgimizin ve
											ve Google'ı takdirimizin
köşetaşı olmasını anlayabilsem bile.
											Size bunun felsefi açıdan neden
neredeyse imkansız olduğunu göstereceğim.
									","
											Da ich aus den
Geisteswissenschaften komme,
											wenn auch aus den digitalen,
											läuft mir bei dieser Antwort
ein Schauer über den Rücken.
											Ich verstehe zwar, dass diese Sicherheit,
die Idee des wertneutralen Ergebnisses,
											der Grundstein unserer Liebe 
und Wertschätzung für Google ist.
											Aber ich werde Ihnen zeigen, warum das
schon rein theoretisch nicht möglich ist.
									",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
","
","
","
",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
											But let me first elaborate,
just a little bit, on a basic principle
											behind each search query
that we sometimes seem to forget.
											So whenever you set out
to Google something,
											start by asking yourself this:
""Am I looking for an isolated fact?""
											What is the capital of France?
											What are the building blocks
of a water molecule?
											Great — Google away.
											There's not a group of scientists
who are this close to proving
											that it's actually London and H30.
											You don't see a big conspiracy
among those things.
											We agree, on a global scale,
											what the answers are
to these isolated facts.
									","
											Mas, primeiro, vou refletir um pouco
sobre um princípio básico
											por detrás de cada pesquisa,
que por vezes esquecemos.
											Sempre que se dispuserem a usar o Google,
comecem por pensar nisto:
											""Estou à procura de um facto isolado?
											""Qual é a capital da França?
											""Quais são os elementos constitutivos
duma molécula da água?""
											Ótimo... Google para a frente.
											Não há nenhum grupo de cientistas 
que estejam dispostos a provar
											que é Londres e H3O.
											Não vemos nenhuma 
conspiração nestas coisas.
											Numa escala global, estamos de acordo
											quanto às respostas 
para este tipo de factos isolados.
									","
											Ancak ilkin, her sorgumuzun ardındaki,
bazen görmeyi unuttuğumuz
											temel kuralı kısaca açıklamama izin verin.
											Google’a bir şey yazdığınız zaman,
											kendinize şunu sorun: 
“kesin bir gerçekliği mi arıyorum?""
											Fransa’nın başkenti neresidir?
											Su molekülünün yapıtaşları nelerdir?
											Harika, hemen Google-layın.
											Cevapların Londra ve H3O olduğunu
											ispatlamaya çalışan
bilim insanları yoktur.
											Bu tür şeylerde büyük
komplolara rastlamazsınız.
											Küresel ölçekli
											kesin gerçekliklerin cevabı ne ise ,
hepimiz kabul ederiz.
									","
											Zuerst müssen wir uns dafür 
ein Prinzip genauer anschauen,
											das hinter jedem Suchvorgang steckt
und das wir gerne vergessen.
											Wann immer Sie etwas googeln,
											fragen Sie sich zuerst:
""Suche ich nach einem isolierten Fakt?""
											Was ist die Hauptstadt von Frankreich?
											Was sind die Teile eines Wassermoleküls?
											Super — dann können Sie googeln.
											Es gibt keine Wissenschaftler,
die kurz davor stehen, zu beweisen,
											dass das in Wirklichkeit 
London und H3O ist.
											Hier gibt es keine Uneinigkeiten.
											Wir sind uns alle einig, was die Antworten
auf diese isolierten Fakten sind.
											Wenn Sie jetzt Ihre Frage 
ein wenig komplizierter stellen
											und zum Beispiel fragen:
									",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
","
","
","
",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
											But if you complicate your question
just a little bit and ask something like,
											""Why is there
an Israeli-Palestine conflict?""
											You're not exactly looking
for a singular fact anymore,
											you're looking for knowledge,
											which is something way more
complicated and delicate.
											And to get to knowledge,
											you have to bring 10 or 20
or 100 facts to the table
											and acknowledge them and say,
""Yes, these are all true.""
											But because of who I am,
											young or old, black or white,
gay or straight,
											I will value them differently.
											And I will say, ""Yes, this is true,
											but this is more important
to me than that.""
											And this is where it becomes interesting,
											because this is where we become human.
											This is when we start
to argue, to form society.
											And to really get somewhere,
we need to filter all our facts here,
											through friends and neighbors
and parents and children
											and coworkers and newspapers
and magazines,
											to finally be grounded in real knowledge,
											which is something that a search engine
is a poor help to achieve.
									","
											Mas, se complicarem um pouco
a pergunta e perguntarem:
											""Porque é que há
um conflito israelo-palestino?""
											já não estão propriamente a procurar 
um facto singular,
											estão a procurar conhecimentos,
											o que é uma coisa
mais complicada e delicada.
											Para chegar ao conhecimento
											precisamos de pôr em cima da mesa
10 ou 20 ou 100 factos,
											analisá-los e dizer:
""Sim, estes são todos verdadeiros"".
											Mas, consoante eu seja
											novo ou velho, negro ou branco,
""gay"" ou hetero,
											avalio-los de modo diferente e digo:
											""Sim, isto é verdade, mas, para mim,
isto é mais importante do que aquilo"".
											É aqui que as coisas
se tornam interessantes,
											porque é aqui que nos tornamos humanos.
											É aqui que começamos a argumentar,
a formar sociedade.
											Para chegar a algum lado, é preciso
filtrar todos os nossos factos
											com os amigos e vizinhos, 
com os pais e os filhos
											e colegas e jornais e revistas,
											para finalmente chegarmos
a um conhecimento real,
											coisa que um motor de busca
dificilmente consegue.
									","
											Ancak sorunuzu biraz daha
karmaşıklaştırırsanız:
											“Neden İsrail – Filistin 
çatışması var?” gibi,
											artık kesin kabul görmüş
bir gerçeklik aramıyorsunuz,
											bir bilgiyi araştırıyorsunuz,
											ki bu daha karmaşık 
ve hassas bir şeydir.
											Bu bilgiye ulaşmak için,
											masaya 10 veya 20 
veya 100 gerçeklik getirmek,
											onları kabul etmek ve 
“Bunların hepsi doğru.” demelisiniz.
											Fakat kim olduğuma göre,
											genç, yaşlı, siyah,
beyaz, eşcinsel ya da değil,
											her birini farklı değerlendireceğim.
											“Evet bu doğru, ancak
											diğeri benim için
daha önemli.” diyeceğim.
											İşin ilginç tarafı tam burası,
											çünkü bizi insan yapan şey de bu.
											Toplumu şekillendirmek için 
tartışmaya başladığımız yer burası.
											Bir yerlere varmak için 
gerçeklerimizi filtrelememiz gerekir.
											Arkadaşlar, komşular,
aileler, çocuklar,
											iş arkadaşları, gazeteler,
dergiler yardımıyla.
											Sonuçta gerçek bilgiye ulaşmak için,
											bir arama motorunun bunu başarmanızda
çok az yardımı olabilecektir.
									","
											""Warum gibt es einen Konflikt
zwischen Israel und Palästina?""
											suchen Sie nicht mehr nach einem Fakt,
											sondern nach Wissen,
											das viel komplizierter und heikler ist.
											Um Wissen zu erlangen,
											müssen Sie 10, 20, 100 Fakten sammeln,
											ihnen zustimmen und sagen können,
""Ja, die sind alle wahr.""
											Aber durch das, was ich bin,
											jung oder alt, weiß oder schwarz, 
homo- oder heterosexuell,
											bewerte ich jeden Fakt unterschiedlich.
											Ich werde sagen: ""Ja, das stimmt,
											aber das hier ist wichtiger für mich.""
											Ab da wird's interessant,
											weil wir ab dem Punkt menschlich werden.
											An diesem Punkt fangen wir an,
zu diskutieren, Gesellschaften zu formen.
											Um wirklich etwas zu erreichen, 
müssen wir alle Fakten filtern,
											durch unsere Freunde und Nachbarn,
Eltern und Kinder, Kollegen,
											Zeitungen und Zeitschriften.
											Erst dann haben wir echtes Wissen,
											bei dem uns eine Suchmaschine
eigentlich nicht helfen kann.
											Ich sprach von einem Beispiel,
um zu zeigen, warum es so schwierig ist,
									",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
","
","
","
",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
"
											So, I promised you an example
just to show you why it's so hard
											to get to the point of true, clean,
objective knowledge —
											as food for thought.
											I will conduct a couple of simple
queries, search queries.
											We'll start with ""Michelle Obama,""
											the First Lady of the United States.
											And we'll click for pictures.
											It works really well, as you can see.
											It's a perfect search
result, more or less.
											It's just her in the picture,
not even the President.
									","
											Prometi-vos um exemplo, só para mostrar
porque é tão difícil
											chegar ao ponto da verdade, nua e crua,
de um conhecimento objetivo,
											como alimento para o pensamento.
											Vou fazer algumas pesquisas simples.
											Vamos começar com ""Michelle Obama"",
											a primeira dama dos EUA.
											E clicamos em imagens.
											Funciona mesmo bem, como podem ver.
											É um resultado de pesquisa perfeito,
mais ou menos.
											É só ela na imagem, 
sem sequer o Presidente.
									","
											Doğru, açık ve tarafsız bilgiyi 
elde etmenin neden
											bu kadar zor olduğunu 
bir örnekle size göstermek istiyorum.
											Konu üzerinde düşünmek için.
											Bazı basit arama sorguları
yapacağım.
											""Michelle Obama"" ile başlayacağız.
											ABD'nin first lady’si.
											Görsellere tıklayacağız.
											Gördüğünüz üzere oldukça iyi çalışıyor.
											Neredeyse mükemmel bir arama sonucu.
											Resimde sadece o var, 
başkan bile yok.
									","
											dieses objektive, reine,
wahre Wissen zu erlangen —
											sozusagen als Denkanstoß.
											Ich werde einfache Suchanfragen starten.
											Fangen wir mit ""Michelle Obama"" an,
											der First Lady der USA.
											Wir suchen nach Bildern.
											Das funktioniert super, wie man sieht.
											Es sind ziemlich perfekte Suchergebnisse.
											Nur Michelle ist im Bild, 
nicht mal der Präsident.
											Wie funktioniert das?
									",The moral bias behind your search results,Andreas Ekström,9:18,"TEDx,algorithm,communication,decision-making,society,Google,Internet,software,technology,web,computers"
