en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
											So, there's an actor
called Dustin Hoffman.
											And years ago, he made this movie
which some of you may have heard of,
											called ""The Graduate.""
											And there's two key scenes in that movie.
											The first one is the seduction scene.
											I'm not going to talk about that tonight.
									","
											Hay un actor llamado Dustin Hoffman.
											Y hace unos años hizo esta película
que algunos conocerán,
											llamada ""El graduado"".
											Y hay dos escenas clave en esa película.
											La primera es la escena de seducción.
											No voy a hablar de eso esta noche.
									","
											Há um ator chamado
Dustin Hoffman.
											Há uns anos, ele entrou num filme
que alguns de vós devem conhecer:
											""A Primeira Noite"".
											Há duas cenas essenciais nesse filme.
											A primeira é a da sedução.
Hoje não vou falar sobre isso.
									","
											Dustin Hoffman adında bir oyuncu var.
											Yıllar önce, belki bazılarınızın da
duymuş olabileceği, ""Mezuniyet""
											filmini çekti.
											Bu filmde iki anahtar sahne var.
											Birincisi, baştan çıkarma sahnesi.
											Bu gece bunun hakkında konuşmayacağım.
									","
											Vous connaissez l'acteur Dustin Hoffman.
											Il y a des années, il a fait ce film
dont certains ont dû entendre parler :
											Le Lauréat.
											Il y a deux scènes clés dans ce film.
											La première est la scène de séduction.
											Je n'en parlerai pas ce soir.
									",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
","
","
","
","
",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Rires)
									",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
","
","
","
","
",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
											The second scene is where he's taken out
by the old guy to the pool,
											and as a young college graduate,
the old guy basically says one word,
											just one word.
											And of course, all of you know
what that word is.
											It's ""plastics.""
									","
											La segunda escena es cuando
un tipo mayor lo lleva a la piscina,
											y básicamente le dice una palabra
al joven universitario,
											solo una palabra.
											Y, claro, todos conocen esa palabra.
											Es ""plásticos"".
									","
											A segunda cena é aquela em que ele
vai com o tipo mais velho à piscina
											e, como jovem recém-licenciado,
ouve uma palavra do tipo mais velho,
											apenas uma palavra.
											E claro que todos vocês
sabem que palavra é.
											""Plásticos"".
									","
											İkinci sahne, yaşlı adam tarafından
havuzdan çıkarıldığı sahne.
											Yaşlı adam, genç bir üniversite mezununa
sadece bir kelime söylüyor,
											tek bir kelime.
											Tabii ki bu kelimeyi biliyorsunuz.
											""Plastik"".
									","
											La seconde scène est quand
l'homme plus âgé l'amène à la piscine
											et, en jeune diplômé de l'université,
l'homme plus âgé dit un mot,
											juste un mot.
											Et bien sûr, vous savez tous
quel mot c'est.
											C'est « plastique ».
									",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
","
","
","
","
",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Rires)
									",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
","
","
","
","
",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
"
											And the only problem with that is,
it was completely the wrong advice.
									","
											Y el único problema con esto es que era
el consejo completamente equivocado.
									","
											O único problema ali
é que foi o conselho errado.
									","
											Buradaki tek sorun, bunun kesinlikle
yanlış bir tavsiye olmasıydı.
									","
											Le seul problème est que
c'est un très mauvais conseil.
									",We can reprogram life. How to do it wisely,Juan Enriquez,14:49,"biology,brain,conservation,biodiversity,DNA,evolution,environment,future,genetics,history,global issues,humanity,life,nature,potential,sustainability,science"
