en,es,title,speaker,duration,tags
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
											I was talking to a guy
at a party in California
											about tech platforms
											and the problems
they're creating in society.
											And he said, ""Man, if the CEOs
just did more drugs
											and went to Burning Man,
											we wouldn't be in this mess.""
									","
											Estaba en una fiesta en California,
charlando con un tipo
											sobre plataformas tecnológicas
											y de los problemas 
que generan en la sociedad.
											Y dijo: ""Si los ejecutivos 
consumiesen más drogas
											y fuesen al Burning Man,
											no estaríamos en este aprieto"".
									",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
											(Laughter)
									","
											(Risas)
									",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
											I said, ""I'm not sure I agree with you.""
											For one thing, most of the CEOs
have already been to Burning Man.
									","
											Le dije: ""No estoy de acuerdo contigo"".
											Para empezar, la mayoría
ya estuvieron en el Burning Man.
									",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
											(Laughter)
									","
											(Risas)
									",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
											But also, I'm just not sure
that watching a bunch of half-naked people
											run around and burn things
											is really the inspiration
they need right now.
									","
											Además, no estoy muy seguro de que 
mirar a un grupo de personas desnudas
											quemando cosas por ahí
											sea realmente la inspiración 
que necesitan.
									",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
											(Laughter)
									","
											(Risas)
									",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
											But I do agree that things are a mess.
											And so, we're going to come
back to this guy,
											but let's talk about the mess.
									","
											Pero estoy de acuerdo en que 
todo está hecho un caos.
											Así que, volveremos con este tipo,
											pero hablemos del caos.
									",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
											Our climate's getting hotter and hotter.
											It's getting harder and harder
to tell truth from fiction.
											And we've got this global
migratory crisis.
											And just at the moment
when we really need new tools
											and new ways of coming
together as a society,
											it feels like social media
is kind of tearing at our civic fabric
											and setting us against each other.
											We've got viral
misinformation on WhatsApp,
											bullying on Instagram
											and Russian hackers on Facebook.
											And I think this conversation
that we're having right now
											about the harms that
these platforms are creating
											is so important.
									","
											El clima se está volviendo 
cada vez más caluroso.
											Es cada vez más difícil discernir 
la verdad de la ficción.
											Y tenemos esta crisis migratoria
a nivel mundial.
											Y justo en el momento donde 
más necesitamos herramientas nuevas
											y nuevas maneras de unirnos como sociedad,
											es como si las redes sociales estuviesen
desgarrando la base misma del civismo
											y poniéndonos el uno contra el otro.
											Tenemos desinformación viral por WhatsApp,
											acoso en Instagram,
											y piratas informáticos rusos por Facebook.
											Y pienso que esta conversación
que estamos teniendo ahora
											sobre los daños que ocasionan
estas plataformas
											es sumamente importante.
									",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
"
","
",What obligation do social media platforms have to the greater good?,Eli Pariser,17:06,"social media,media,urban planning,Internet,community,cities,public spaces,web,urban"
