en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
											I'm an astronaut.
											I flew on the space shuttle twice,
											and I lived on the International
Space Station for almost six months.
											People often ask me the same question,
which is, ""What's it like in space?""
											as if it was a secret.
											Space belongs to all of us,
											and I'd like to help you understand why
it's a place that is magic for all of us.
									","
											Ben bir astronotum.
											İki kez uzay taşıma aracında uçtum
											ve Uluslararası Uzay İstasyonu'nda
yaklaşık altı ay geçirdim.
											İnsanlar genellikle aynı şeyi soruyorlar,
''Uzayda yasam nasıl?''
											Bu bir sırmış gibi.
											Uzay hepimize ait.
											Ben de sizlere bunun neden hepimiz için
sihirli bir yer olduğunu anlatacağım.
									","
											Eu sou astronauta.
											Já viajei duas vezes no vaivém espacial.
											e vivi quase seis meses
na Estação Espacial Internacional.
											Perguntam-me muitas vezes a mesma coisa:
""Como é estar no espaço?""
											como se fosse um segredo.
											O espaço pertence a todos nós,
											e queria ajudar-vos a perceber
porque é um lugar mágico para todos nós.
									","
											Je suis une astronaute.
											J'ai pris la navette spatiale deux fois
											et j'ai vécu pendant six mois
dans la Station spatiale internationale.
											On me pose souvent la même question :
« Comment c'est dans l'espace ? »
											comme si c'était un secret.
											L'espace nous appartient à tous
											et j'aimerais vous faire comprendre en
quoi c'est un lieu magique pour nous tous.
									",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
","
","
","
",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
											The day after my 50th birthday,
											I climbed aboard a Russian capsule,
											in Russia,
											and launched into space.
											Launching is the most
dangerous thing that we do,
											and it's also the most thrilling.
											Three, two, one ... liftoff!
											I felt every single bit of the controlled
fury of those rocket engines
											as they blasted us off the Earth.
											We went faster and faster and faster,
											until, after eight and a half minutes,
on purpose, those engines stop —
											kabunk! —
											and we are weightless.
											And the mission and the magic begin.
									","
											50. yaş günümden sonraki gün
											bir Rus kapsülünde yerimi aldım,
											Rusya'da
											ve uzaya kalkış yaptık.
											Kalkış, yaptığımız en tehlikeli şey
											en korkutucu şey aynı zamanda.
											Üç, iki, bir... kalkış!
											Dünya'dan bizi uzaklaştırırken
											o roket motorlarının kontrollü öfkesini
iliklerime kadar hissettim.
											Giderek daha da hızlandık,
											ta ki sekiz buçuk dakika sonra
motorlar kasten durana kadar —
											ve ta ta!
											Artık ağırlığımız yoktu.
											Görev ve sihir başladı.
									","
											Um dia depois de completar
os meus 50 anos,
											entrei numa cápsula russa,
											na Rússia,
											e fui lançada para o espaço.
											A descolagem é a coisa
mais perigosa que fazemos
											e também a mais emocionante.
											Três, dois, um ... descolar!
											Senti cada parte daquela fúria
controlada dos foguetões
											enquanto nos enviavam para longe da Terra.
											Íamos cada vez mais rápido,
											até que, passados oito minutos e meio,
os foguetões pararam de propósito
											— cabum! —
											e ficamos livres do peso.
											E a missão e a magia começam.
									","
											Le lendemain de mon 50e anniversaire,
											je suis montée à bord
d'une capsule spatiale russe,
											en Russie,
											qui a décollé vers l'espace.
											Le décollage est le moment
le plus dangereux,
											mais aussi le plus palpitant.
											Trois, deux, un... décollage !
											J'ai senti toute la furie commandée
des moteurs de la fusée
											alors qu'ils nous éjectaient
de la surface terrestre.
											Nous sommes allés de plus en plus vite
et encore plus vite,
											jusqu'à l'arrêt des moteurs,
programmé huit minutes et demi après –
											et voilà ! –
											nous étions en apesanteur.
											La mission et la magie ont commencé.
									",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
","
","
","
",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
											Dmitry and Paolo and I
are circling the Earth
											in our tiny spacecraft,
											approaching the space station carefully.
											It's an intricate dance
at 17,500 miles an hour
											between our capsule,
the size of a Smart Car,
											and the space station,
the size of a football field.
											We arrive when those two craft dock
with a gentle thunk.
											We open the hatches,
											have sloppy zero-G hugs with each other,
											and now we're six.
											We're a space family, an instant family.
									","
											Dmitry, Paolo ve ben
küçücük uzay aracımızda
											Dünya'nın etrafında dönüyor,
											uzay istasyonuna dikkatlice yaklaşıyorduk.
											Bu aslında saatte 28 bin km hızla
gerçekleşen bir dans,
											bir Smart Car boyutunda olan kapsülümüz
											ve bir futbol sahası büyüklüğünde
olan uzay istasyonu arasında.
											İki araç nazik bir sesle
birleşirken varıyoruz.
											Kapakları açıyoruz,
											birbirimize
sıfır yer çekimiyle sarılıyoruz
											ve şimdi altı kişiyiz.
											Anında bir uzay ailesi oluveriyoruz.
									","
											O Dmitry, o Paolo e eu
estamos a circundar a Terra
											na nossa pequena nave espacial,
											aproximamo-nos da estação espacial
com cautela.
											É uma dança complexa
a 28 000 km por hora
											entre a nossa cápsula,
do tamanho de um carro ""Smart"",
											e a estação espacial,
do tamanho de um campo de futebol.
											Termina quando as duas naves
atracam com um gentil baque.
											Abrimos as escotilhas,
											abraçamo-nos desajeitadamente
com zero-G´s,
											e de repente somos seis.
											Somos uma família do espaço,
uma família instantânea.
									","
											Dmitry, Paolo et moi tournons
autour de la Terre
											dans notre tout petit vaisseau spatial,
											nous approchant avec précaution
de la station spatiale.
											C'est une danse complexe à 28 000 km/h
											entre notre vaisseau spatial,
de la taille d'une Smart
											et la station spatiale,
de la taille d'un terrain de football.
											Nous accostons avec un léger à-coup.
											Nous ouvrons les écoutilles,
											nous nous embrassons
en apesanteur maladroitement
											et nous sommes maintenant six.
											Nous sommes une famille spatiale,
une famille de circonstances.
									",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
","
","
","
",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
											My favorite part about living up there
											was the flying.
											I loved it.
											It was like being Peter Pan.
											It's not about floating.
											Just the touch of a finger
											can actually push you across
the entire space station,
											and then you sort of
tuck in with your toes.
											One of my favorite things
was drifting silently
											through the space station,
											which was humming along at night.
											I wondered sometimes
if it knew I was there,
											just silent.
											But sharing the wonder
of that with the crew
											was also part of what was important to me.
									","
											Yukarılarda yaşamanın en sevdiğim yanı
											işin uçma kısmıydı.
											Bunu çok seviyordum.
											Peter Pan olmak gibiydi.
											Konu kayarak gitmek değil.
											Parmağınızla birine dokunmak bile
											o kişiyi uzay istasyonun
diğer ucuna itebiliyor
											ve sonra ayak parmaklarınızla
sabit durmaya çalışıyorsunuz.
											En sevdiğim şeylerden biri
sessizce kayıp gitmekti,
											gece boyunca ilerleyen
											uzay istasyonunun dört bir yanında.
											Bazen orada olduğumu
biliyor mu diye merak ediyordum,
											öyle sessizce.
											Ama o ekiple o merakı paylaşmak da
											benim için önemli olan şeylerin
bir parçasıydı.
									","
											A parte que mais gostei de lá viver
											foi voar.
											Adorei.
											Era como se fosse o Peter Pan.
											Não é apenas flutuar.
											Com apenas o toque de um dedo
											conseguia empurrar-me
através de toda a estação espacial,
											e depois tentamos
segurar-nos com os dedos de pés.
											Uma das coisas que mais gostava
era de andar à deriva em silêncio
											pela estação espacial,
											que zumbia durante toda a noite.
											Questionava-me por vezes
se sabia que eu ali estava,
											apenas em silêncio.
											Mas partilhar essa experiência
com a tripulação
											era também algo importante para mim.
									","
											Ce que j'ai préféré dans ma vie là-haut,
											c'est d'être en apesanteur.
											J'ai adoré ça.
											C'était comme devenir Peter Pan.
											Je ne parle pas de flotter.
											Un simple effleurement
											peut vous envoyer de l'autre côté
de la station spatiale,
											la fois d'après, vous recroquevillez
vos doigts de pied.
											L'une des choses que je préférais,
c'était d'être en apesanteur en silence
											et traverser la station spatiale,
											qui vrombissait toute la nuit.
											Je me suis parfois demandé
si elle savait que j'étais là,
											silencieuse.
											Mais partager ce merveilleux moment
avec l'équipage
											était également très important pour moi.
									",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
","
","
","
",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
"
											A typical day in space
starts with the perfect commute.
											I wake up, cruise down the lab
											and say hello to the best
morning view ever.
											It's a really fast commute,
only 30 seconds,
											and we never get tired
of looking out that window.
											I think it reminds us that we're
actually still very close to Earth.
									","
											Uzayda sıradan bir gün
kusursuz bir işe gidişle başlıyor.
											Uyanıyorum, laboratuvara iniyorum
											ve en güzel sabah
manzarasını selamlıyorum.
											Gerçekten hızlı bir işe başlayış,
sadece 30 saniye sürüyor
											ve o pencereden bakmaktan
hiç bıkmıyorsunuz.
											Sanırım bize hâlâ Dünya'ya
çok yakın olduğumuzu hatırlatıyor.
									","
											Um dia típico no espaço começa
com um trajeto perfeito.
											Acordo, vou até ao laboratório
											e digo olá à melhor
paisagem matinal de sempre.
											É um trajeto muito rápido,
apenas 30 segundos
											e nunca nos cansamos de olhar pela janela.
											Penso que nos recorda
como estamos perto da Terra.
									","
											Une journée type dans l'espace
commence par un itinéraire parfait.
											Je me réveille, je descends
en apesanteur vers le labo,
											je dis bonjour
à la plus belle vue matinale.
											C'est un trajet très rapide,
de seulement 30 secondes,
											et je ne me lasse jamais
de regarder par cette fenêtre.
											Pour moi, ça nous rappelle que nous
sommes encore très proches de la Terre.
									",What it's like to live on the International Space Station,Cady Coleman,6:16,"exploration,NASA,science,universe,space,technology"
