en,es,pt,title,speaker,duration,tags
"
","
","
",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
											I became obsessed with records
when I was about 12 years old.
											My parents used to give me money to eat
											and on most days, instead of eating,
											I would save it and buy myself
a record at the end of the week.
											Here I am with a gigantic Walkman
that's about half my leg —
									","
											Mi obsesión por los discos
comenzó cuando tenía unos 12 años.
											Mis padres me daban dinero para la comida
											y, en vez de comer,
											ahorraba el dinero para 
comprarme un disco el fin de semana.
											Acá estoy con un Walkman gigantesco
que es casi tan grande como mi pierna.
									","
											Fiquei obcecado por discos
quando tinha cerca de 12 anos.
											Os meus pais davam-me dinheiro para comer
											e, quase sempre, em vez de comer,
											guardava esse dinheiro
para comprar um disco no final da semana.
											Aqui estou com um ""walkman"" gigante,
quase metade da minha perna!
									",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
","
","
",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
","
","
",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
											It actually looks more like a VCR.
									","
											En realidad se parece más a un VCR.
									","
											Parece mais um leitor de cassetes VHS.
									",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
","
","
",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
","
","
",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
"
											So when I was a teenager,
											the obsession of buying cassettes,
vinyls and CDs just kept growing.
											I was even working
in a record store for many years
											and only ever got paid in records.
											One day I realized
that I had thousands of records more
											than I could even listen to in my life.
											I became what many of us are:
											record junkies —
											or record diggers,
as we like to call ourselves.
									","
											En mi adolescencia,
											mi obsesión por comprar casetes,
discos de vinilo y CDs siguió creciendo.
											Llegué a trabajar en una tienda 
de discos durante varios años
											y mi paga eran solamente los discos.
											Un día me dí cuenta de que 
tenía miles de discos más
											de los que podría llegar a 
escuchar en toda mi vida.
											Me convertí en lo que muchos somos:
											un adicto a los discos,
											o desenterrador de discos, 
como nos gusta llamarnos.
									","
											Quando eu era adolescente,
											a obsessão de comprar cassetes,
discos e CD ia sempre aumentando.
											Cheguei a trabalhar numa loja de discos
durante vários anos
											e o meu ordenado era pago em discos.
											Um dia percebi que tinha
milhares de discos,
											muito mais do que iria ouvir
em toda a minha vida.
											Tornei-me naquilo que muitas pessoas são:
											viciados em discos
											ou ""escavadores"" de discos,
como gostamos de nos chamar.
									",How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,14:29,"TEDx,music,culture,art"
