en,fr,pt,title,speaker,duration,tags
"
","
","
",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
											If you were to jump
into any random spot in the ocean,
											you would probably see
something like this.
											Empty of large animals.
											Because we have taken them
out of the water
											faster than they can reproduce.
											Today I want to propose a strategy
to save ocean life,
											and the solution has
a lot to do with economics.
											In 1999, a little place
called Cabo Pulmo in Mexico
											was an underwater desert.
											The fishermen were so upset
not having enough fish to catch
											that they did something
that no one expected.
											Instead of spending more time at sea,
trying to catch the few fish left,
											they stopped fishing completely.
											They created a national park in the sea.
											A no-take marine reserve.
									","
											En sautant dans n'importe quel 
endroit de l'océan, au hasard,
											on verrait probablement 
quelque chose comme ça.
											Sans aucun grand animal.
											Parce que nous les avons retirés de l'eau
											plus rapidement 
qu'ils ne peuvent se reproduire.
											Aujourd'hui, je vous propose une stratégie
pour sauver la vie dans les océans
											et cette solution est étroitement
liée à l'économie.
											En 1999, une petite ville
appelée Cabo Pulmo au Mexique
											était un désert sous-marin.
											Il n'y avait pas assez de poissons,
ce qui frustrait les pêcheurs,
											alors ils ont fait quelque chose 
de très surprenant.
											Au lieu de passer plus de temps en mer,
pour pêcher de rares poissons,
											ils ont complètement arrêté de pêcher.
											Ils ont créé un parc naturel dans la mer.
											Une réserve marine
où la pêche est interdite.
									","
											Se vocês tivessem que mergulhar, ao acaso,
em qualquer ponto no oceano
											provavelmente, veriam
qualquer coisa como esta.
											Um vazio de animais grandes,
											Porque nós retiramo-los da água
											mais depressa do que eles
conseguem reproduzir-se.
											Hoje, quero propor uma estratégia
para salvar a vida dos oceanos.
											A solução tem muito a ver com a economia.
											Em 1999, um pequeno lugar
chamado Cabo Pulmo, no México,
											era um deserto submarino.
											Os pescadores estavam tão preocupados
por não terem peixe suficiente para pescar
											que fizeram uma coisa
que ninguém esperava.
											Em vez de perderem mais tempo no mar,
											a tentar pescar os poucos
peixes que restavam,
											deixaram de pescar totalmente.
											Criaram um parque nacional no mar.
											uma reserva marinha, sem pesca.
									",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
","
","
",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
											When we returned, 10 years later,
this is what we saw.
											What had been an underwater barren
											was now a kaleidoscope of life and color.
											We saw it back to pristine
in only 10 years.
											Including the return
of the large predators,
											like the groupers, the sharks, the jacks.
											And those visionary fishermen
											are making much more money
now, from tourism.
											Now, when we can align
economic needs with conservation,
											miracles can happen.
											And we have seen similar recoveries
all over the world.
											I spent 20 years studying
human impacts in the ocean.
											But when I saw firsthand the regeneration
of places like Cabo Pulmo,
											that gave me hope.
									","
											Quand nous y sommes retournés, 10 ans 
plus tard, nous avons découvert ceci :
											L'ancien milieu marin stérile
											était devenu un kaléidoscope
de vie et de couleurs.
											Nous avons été témoin de son retour
à l'état initial en seulement 10 ans.
											Y compris le retour des grands prédateurs,
											comme les mérous,
les requins ou les vérins.
											Ces pécheurs visionnaires
											gagnent beaucoup plus d'argent
maintenant grâce au tourisme.
											Quand on arrive à aligner les besoins 
économiques avec la conservation,
											des miracles peuvent se produire.
											Des régénérations similaires ont eu lieu
ailleurs dans le monde.
											J'ai passé 20 ans à étudier l'impact
de l'homme sur l'océan.
											Mais être le témoin de la régénération
dans des endroits comme Cabo Pulmo
											m'a donné espoir.
									","
											Quando lá voltámos,
10 anos depois, vimos isto.
											O que tinha sido um deserto subaquático
											tornara-se um caleidoscópio de vida e cor.
											Vimo-lo voltar ao estado original,
em apenas 10 anos.
											Incluindo o regresso
dos grandes predadores,
											como as garoupas, os tubarões e os xaréus.
											Aqueles pescadores visionários
											estão a ganhar agora
muito mais dinheiro com o turismo.
											Quando conseguimos alinhar 
necessidades económicas com conservação,
											podem acontecer milagres.
											Nós temos visto recuperações
semelhantes, pelo mundo inteiro.
											Passei 20 anos a estudar
o impacto humano no oceano.
											Mas quando vi, com os meus olhos,
											a regeneração de locais
como o Cabo Pulmo,
											fiquei cheio de esperança.
									",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
","
","
",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
											So I decided to quit my job
as a university professor
											to dedicate my life to save
more ocean places like this.
											In the last 10 years, our team
at National Geographic Pristine Seas
											has explored, surveyed and documented
											some of the wildest places
left in the ocean
											and worked with governments
to protect them.
											These are all now protected, covering
a total area half the size of Canada.
									","
											J'ai décidé de quitter mon travail 
en tant que professeur universitaire
											pour consacrer ma vie à sauver 
plus d'espaces océaniques comme celui-ci.
											Ces 10 dernières années, notre équipe
de National Geographic Pristine Seas
											a exploré, étudié et documenté
											les endroits les plus sauvages
qui subsistent dans l'océan
											et travaillé avec les gouvernements
pour les protéger.
											Ils sont à présent tous protégés, couvrant
une superficie de la moitié du Canada.
									","
											Decidi abandonar o emprego
de professor universitário
											para dedicar a minha vida a salvar
mais locais oceânicos como este.
											Nos últimos 10 anos, a nossa equipa
do National Geographic Pristine Seas
											tem explorado, estudado e documentado
											alguns dos lugares mais selvagens
que restam no oceano.
											Trabalhei com governos para os proteger.
											Estas áreas estão hoje protegidas,
											e cobrem uma área total
com metade do tamanho do Canadá.
									",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
","
","
",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
","
","
",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
											These places are the Yellowstones
and the Serengetis of the sea.
											These are places
where you jump in the water
											and are immediately surrounded by sharks.
									","
											Ces endoits sont les Yellowstone
et Serengeti marins.
											Ce sont des endroits où,
quand on saute dans l'eau,
											on est immédiatement
entouré de requins.
									","
											Estes locais são os Yellowstones
e os Serengetis do mar.
											São locais onde saltamos para a água
											e ficamos imediatamente
rodeados de tubarões.
									",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
","
","
",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
"
","
","
",Let's turn the high seas into the world's largest nature reserve,Enric Sala,13:05,"biosphere,economics,environment,fish,global commons,future,nature,oceans,water,TED en Español"
