en,fr,tr,de,title,speaker,duration,tags
"
","
","
","
",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
											A leader is steady, firm,
decisive, unwavering.
											Never let 'em see you sweat,
always have an answer.
									","
											Un leader est stable, ferme,
catégorique, inébranlable.

											Personne te doit te voir suer,
aie réponse à tout.
									","
											Bir lider dengeli olmalı; sert,
kararlı, tereddüt etmeyen.
											Terlediğinizi belli etmeyin,
hep bir cevabınız olsun.
									","
											Ein Anführer ist standfest,
entschieden, unerschütterlich.
											Schwitzen Sie nie,
haben Sie immer eine Antwort.
									",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
","
","
","
",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
											[The Way We Work]
									","
											[Notre Façon De Travailler]
									","
											[Çalışma Şeklimiz]
									","
											[Wie wir arbeiten]
									",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
","
","
","
",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
											My name is Dan, I'm a partner
at a global creative consultancy.
											But there's another side to me:
											Carrie Dragshaw,
											the character I created on Instagram.
											As I thought about my double life,
I couldn't help but wonder ...
											When your true self
is a little nontraditional,
											how much of it can you really
bring to the office?
											For some of us is authenticity off-limits?
									","
											Je suis Dan, un associé dans un cabinet
international de conseil en créativité.
											Mais, j'ai une autre facette :
											Carrie Dragshaw,
											un personnage créé sur Instagram.
											Quand je pensais à ma double vie,
je ne pouvais pas m'empêcher de penser...
											Quand son vrai moi n'est pas commun,
											à quel point peux-on l'amener au bureau ?
											Pour certains d'entre nous,
l'authenticité est-elle interdite ?

									","
											Adım Dan, küresel bir yaratıcılık
danışmanlığında ortağım.
											Benim bir yanım daha var:
											Carrie Dragshaw,
											Instagram'da yarattığım bir karakter.
											İkili hayatımı düşündükçe
hep merak ettim...
											Asıl benliğiniz klasikten biraz farklıysa
											bunun ne kadarını işe getirebilirsiniz?
											Çünkü kimimiz için özgünlük
söz konusu bile değil.
									","
											Ich bin Dan, ich arbeite
bei einer globalen Kreativberatung.
											Aber ich habe auch eine andere Seite:
											Carrie Dragshaw,
											mein erfundener Charakter auf Instagram.
											Als ich über mein Doppelleben
nachdachte, dachte ich:
											Wenn das wahre Ich
ein bisschen unkonventionell ist,
											wie viel kann man davon
im Büro preisgeben?
											Ist für manche Authentizität verboten?
									",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
","
","
","
",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
											For the first 10 years of my career,
											I thought there was
one way to be a leader:
											decisive and serious.
											But that's not me.
											So I'd put on basically
office drag to fit the role:
											I'd talk in a deeper voice,
try to hold in my hand motions.
											I'm someone who gets
really excited about things,
											so I'd temper that.
											I had this little voice
in my head, telling me,
											""You're too gay,
too feminine, too flamboyant.""
											I had one well-intentioned
adviser who said,
											""Everyone knows you're gay.
And that's great.
											But you don't need to beat them
over the head with it.""
									","
											Durant les 10 premières années
de ma carrière,
											je ne connaissais
qu'une façon d'être chef :
											catégorique et sérieux.
											Mais, ce n'est pas moi.
											Alors je portais un déguisement au bureau
pour correspondre à ce rôle. 

											Je prenais une voix plus grave,
je contrôlais mes gestes.
											Je suis quelqu'un qui m'emballe très vite,
											alors je tempérais cela.
											J'avais cette petite voix
dans ma tête qui me disait :
											« Tu es trop gay, trop féminin,
trop extravagant. »
											Un conseiller d'entreprise
bien intentionné m'a dit :
											« Tout le monde sait
que tu es gay. C'est bien.
											Mais tu n'as pas besoin
de leur rabâcher. »
									","
											Hayatımın ilk 10 yılı boyunca
											sadece tek bir şekilde
lider olunur sanıyordum:
											kararlı ve ciddi.
											Ama bu ben değilim.
											O yüzden de bu role uymak için
başka bir kimliğe bürünürdüm:
											Daha kalın bir sesle konuşur,
el hareketlerime dikkat ederdim.
											Çok heyecanlı biriyim
											bunu bastırırdım.
											İçimdeki o küçük ses şöyle derdi:
											''Çok geysin, çok feminensin,
çok gösterişlisin.''
											İyi niyetli bir danışmanım dedi ki
											''Gey olduğunu herkes biliyor.
Bu harika.
											Ama bunu onların
gözünün içine sokmana gerek yok.''
									","
											In den ersten 10 Jahren meiner Karriere
											dachte ich, dass es nur
einen Weg gibt, anzuführen:
											Entschieden und seriös zu sein.
											Aber das bin ich nicht.
											Also spielte ich im Büro
die Rolle des perfekten Anführers:
											Ich sprach in tieferer Stimme,
begrenzte meine Gestik.
											Ich bin jemand, der sich auf Dinge freut,
											also schränkte ich das auch ein.
											Diese Stimme in meinem Kopf sagte mir:
											""Du bist zu schwul, zu feminin,
zu extravagant.""
											Jemand gab mir mal
einen gut gemeinten Rat:
											""Jeder weiss, du bist schwul.
Das ist gut so.
											Aber du musst es nicht jedem
auf die Nase binden.""
									",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
","
","
","
",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
"
											Cut to: me in a tutu, for Halloween 2016.
											I dressed up as my favorite
TV show character, Carrie Bradshaw,
											thinking my friends
would get a kick out of it.
											And then, things got crazy.
											The post went viral,
and at first it was pure fun.
											I started getting these incredible
messages from people
											about how happy it made them,
											how it encouraged them
to be their authentic selves.
											And I started to think,
											maybe this is the time to tell that
little voice in my head to just shut up
											and let myself be me.
											But then things got a little too big.
									","
											Scène suivante : moi en tutu, 
pour Halloween 2016.
											J'étais déguisé en Carrie Bradshaw,
mon personnage de série télé préféré
											en pensant que mes amis allaient adorer.
											Et puis, c'est devenu de la folie.
											La publication est devenue virale,
au début, c'était génial.
											J'ai commencé à recevoir des messages
incroyables de personnes
											à propos de leur enthousiasme,
											comment ça les avait poussés
à être eux-mêmes.
											Je me suis alors dit
											qu'il était temps de dire à la petite voix
dans ma tête de la fermer
											et de me laisser être moi-même.
											Mais cela a commencé
à prendre de l'ampleur.
									","
											Bana dönelim, 2016 yılı
Cadılar Bayramı'nda tutu etek giydim.
											En sevdiğim TV karakteri
Carrie Bradshaw gibi giyinmiştim,
											arkadaşlarımın bayılacağını düşünüyordum.
											Sonra işler karıştı.
											Paylaşım viral oldu,
önce her şey çok keyifliydi.
											İnsanlardan harika mesajlar alıyordum,
											bu onları mutlu etmişti,
											kendileri olmaları için teşvik etmişti.
											Ben de düşünmeye başladım,
											belki de içimdeki o küçük sese
kapa çeneni deme vakti gelmişti
											ve kendim olmamın.
											Ama işler ciddileşti.
									","
											Zeitsprung:
											Ich in einem Ballettröckchen
an Halloween in 2016.
											Ich verkleidete mich als Carrie Bradshaw,
meinen TV-Lieblingscharakter,
											weil ich dachte,
meine Freunde fänden das cool.
											Und dann ging es richtig los.
											Der Post ging viral und es
war erstmal spaßig.
											Ich bekam unglaubliche Nachrichten
von Leuten, die mir schrieben,
											wie glücklich sie waren,
											wie es ihnen Mut gab, sie selbst zu sein.
											Da dachte ich:
											jetzt ist der Zeitpunkt, die Stimme
in meinem Kopf verstummen zu lassen
											und Ich selbst zu sein.
											Aber dann eskalierte das Ganze ein wenig.
									",Why you should bring your whole self to work,Dan Clay,4:51,"work-life balance,personality,work,personal growth,business"
