en,fr,title,speaker,duration,tags
"
","
",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
											When I waltzed off to high school
with my new Nokia phone,
											I thought I just had
the new, coolest replacement
											for my old pink princess walkie-talkie.
											Except now, my friends and I
could text or talk to each other
											wherever we were,
											instead of pretending,
											when we were running around
each other's backyards.
											Now, I'll be honest.
											Back then, I didn't think a lot
about how these devices were made.
											They tended to show up
on Christmas morning,
											so maybe they were made
by the elves in Santa's workshop.
									","
											Quand j'ai filé au lycée
avec mon nouveau portable Nokia,
											Je pensais que j'avais
le remplacement le plus cool
											pour mon vieux talkie-walkie
de princesse rose.
											Sauf que maintenant,
											mes amis et moi pouvions
nous appeler ou envoyer des textos
											de n'importe où,
											plutôt que de faire semblant
											quand nous courrions
dans les jardins des uns des autres.
											Je vais être honnête.
											A l'époque, je n'ai pas vraiment réfléchi
à comment ces portables étaient fabriqués.
											Ils avaient tendance
à apparaître le matin de Noël,
											donc peut-être qu'ils étaient fabriqués
par les elfes du Père Noël.
									",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
","
",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
											Let me ask you a question.
											Who do you think the real elves
that make these devices are?
											If I ask a lot of the people I know,
											they would say it's the hoodie-wearing
software engineers in Silicon Valley,
											hacking away at code.
											But a lot has to happen to these devices
											before they're ready for any kind of code.
											These devices start at the atomic level.
											So if you ask me,
											the real elves are the chemists.
											That's right, I said the chemists.
											Chemistry is the hero
of electronic communications.
											And my goal today is to convince you
											to agree with me.
									","
											Laissez-moi vous poser une question.
											Qui sont les vrais elfes
qui fabriquent ces appareils ?
											Beaucoup de gens que je connais
											me répondraient que ce sont les ingénieurs
logiciels à capuche dans la Silicon Valley
											codant à longueur de journée.
											Mais ces appareils doivent
passer par beaucoup d'étapes
											avant d'être prêts pour
n'importe quel code.
											Ils commencent au niveau atomique.
											Donc à mon avis,
											les vrais elfes sont les chimistes.
											J'ai bien dit les chimistes.
											La chimie est l'héroïne des
communications électroniques.
											Et mon but aujourd'hui est
de vous en convaincre.
									",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
","
",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
											OK, let's start simple,
											and take a look inside
these insanely addictive devices.
											Because without chemistry,
											what is an information
superhighway that we love,
											would just be a really expensive,
shiny paperweight.
											Chemistry enables all of these layers.
											Let's start at the display.
											How do you think we get
those bright, vivid colors
											that we love so much?
											Well, I'll tell you.
											There's organic polymers
embedded within the display,
											that can take electricity
and turn it into the blue, red and green
											that we enjoy in our pictures.
									","
											OK, commençons simplement
											et jetons un coup d’œil à l'intérieur
de ces appareils si addictifs.
											Parce que sans chimie,
											ce qui est une autoroute de l'information
											ne serait qu'un presse-papier
très coûteux et brillant.
											La chimie rend toutes
ces couches possibles.
											Commençons par l'écran.
											Comment pensez-vous que nous obtenions
ces couleurs vives, lumineuses
											que nous aimons tellement ?
											Je vais vous le dire.
											Il y a des polymères organiques
intégrés dans l'écran,
											qui peuvent transformer l'électricité
en les couleurs bleu, rouge et vert
											que nous aimons tant dans nos images.
									",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
","
",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
											What if we move down to the battery?
											Now there's some intense research.
											How do we take the chemical principles
of traditional batteries
											and pair it with new,
high surface area electrodes,
											so we can pack more charge
in a smaller footprint of space,
											so that we could power
our devices all day long,
											while we're taking selfies,
											without having to recharge our batteries
											or sit tethered to an electrical outlet?
									","
											Et au niveau de la batterie ?
											Ça demande pas mal de recherche.
											Comment prendre les principes chimiques
des batteries traditionnelles
											et les coupler avec de nouvelles
électrodes à grande surface
											afin d'obtenir plus de charge
dans un espace plus petit ?
											De sorte que nos portables
puissent marcher toute la journée,
											alors que nous prenons des selfies,
											sans qu'on ait à les recharger
											ou à rester à côté d'une prise électrique
en permanence ?
									",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
","
",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
"
											What if we go to the adhesives
that bind it all together,
											so that it could withstand
our frequent usage?
											After all, as a millennial,
											I have to take my phone out
at least 200 times a day to check it,
											and in the process,
drop it two to three times.
									","
											Et qu'en est-il des adhésifs
qui le maintiennent en un seul morceau
											de sorte qu'il puisse encaisser
notre usage fréquent ?
											Après tout, en tant que milléniale,
											je regarde mon portable
au moins 200 fois par jour
											et je le fais souvent tomber
deux ou trois fois.
									",The incredible chemistry powering your smartphone,Cathy Mulzer,13:36,"chemistry,science,technology,computers,design,innovation,future"
