en,es,de,title,speaker,duration,tags
"
","
","
",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
											So, we all have bad seasons in life.
											And I had one in 2013.
											My marriage had just ended,
											and I was humiliated
by that failed commitment.
											My kids had left home for college
or were leaving.
											I grew up mostly
in the conservative movement,
											but conservatism had changed,
											so I lost a lot of those friends, too.
									","
											En la vida, todos pasamos
por momentos difíciles.
											Yo pasé por uno en el 2013.
											Mi matrimonio había terminado,
											y yo me sentía humillado
por haber fracasado.
											Mis hijos se habían ido, 
o estaban por irse a la universidad.
											Crecí mayormente dentro
del movimiento conservador,
											pero el conservadurismo cambió,
así que perdí esos amigos también.
									","
											Wir alle hatten schon 
schlechte Phasen im Leben.
											Ich hatte eine im Jahr 2013.
											Meine Ehe war am Ende
											und dieses Scheitern demütigte mich.
											Meine Kinder studierten
oder zogen gerade von zu Hause weg.
											Mein Leben war vom
Konservatismus geprägt,
											aber der hatte sich verändert,
											so verlor ich auch hier viele Freunde.
									",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
","
","
",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
											And so what I did is,
I lived alone in an apartment,
											and I just worked.
											If you opened the kitchen drawers
where there should have been utensils,
											there were Post-it notes.
											If you opened the other drawers
where there should have been plates,
											I had envelopes.
											I had work friends, weekday friends,
but I didn't have weekend friends.
											And so my weekends
were these long, howling silences.
											And I was lonely.
											And loneliness, unexpectedly,
came to me in the form of —
											it felt like fear,
a burning in my stomach.
											And it felt a little like drunkenness,
											just making bad decisions,
just fluidity, lack of solidity.
											And the painful part of that moment
was the awareness
											that the emptiness in my apartment
was just reflective of the emptiness
											in myself,
											and that I had fallen for some of the lies
that our culture tells us.
									","
											Y como vivía solo en un apartamento,

											y solamente trabajaba,
											si alguien abría los cajones
de la cocina, en vez de utensilios,
											había hojas de notas.
											Y en los otros cajones,
donde normalmente iban los platos,
											había sobres.
											Tenía compañeros de trabajo,
pero no amigos de fin de semana.
											Entonces, mis fines de semana 
eran largos y prolongados silencios.
											Me encontraba solo.
											Y la soledad, inesperadamente,
me llegó en la forma de...
											una especie de miedo,
un fuego en el estómago.
											Se parecía a un estado de embriaguez:
											tomaba malas decisiones;
era todo fluidez, nada de solidez.
											Y lo más doloroso 
en ese entonces era la certeza
											de que el vacío en mi apartamento
											era un reflejo del vacío 
dentro de mí mismo,
											y que había caído en algunas mentiras
que nuestra cultura nos hace creer.
									","
											Ich zog allein in eine Wohnung 
und konzentrierte mich auf die Arbeit.
											In der Küchenschublade, 
wo Besteck sein sollte,
											waren Haftnotizen.
											In anderen Schubladen
waren statt der Teller Briefumschläge.
											Ich hatte Freunde für Arbeit und Alltag, 
aber nicht fürs Wochenende.
											Meine Wochenenden
waren lang und dröhnend still —
											und ich war einsam.
											Die Einsamkeit zeigte sich unerwartet:
											als Angst, als Brennen im Magen.
											Das war in etwa wie Trunkenheit,
											also schlecht getroffene Entscheidungen,
Unbestimmtheit, Mangel an Stabilität.
											Das Schmerzhafte daran
war die Erkenntnis,
											dass die Leere in der Wohnung 
nur die Leere in mir selbst spiegelte
											und ich auf einige Lügen 
unserer Kultur hereingefallen war.
									",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
","
","
",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
											The first lie is that
career success is fulfilling.
											I've had a fair bit of career success,
											and I've found that it helps me avoid
the shame I would feel
											if I felt myself a failure,
											but it hasn't given me any positive good.
									","
											La primera mentira es
que una carrera exitosa da plenitud.
											Yo había logrado éxito en mi carrera,
											y descubrí que me ayuda a sobrellevar
											la vergüenza que sentiría 
de sentirme un fracasado,
											pero no me había traído nada positivo.

									","
											Lüge Nummer 1 lautet:
Erfolg im Beruf bringt Erfüllung.
											Ich bin beruflich recht erfolgreich.
											Dadurch vermeide ich zwar die Scham,
mich als Versager fühlen zu müssen,
											aber der Erfolg hat mir
nichts Positives gebracht.
									",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
","
","
",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
											The second lie is I can make myself happy,
											that if I just win one more victory,
											lose 15 pounds, do a little more yoga,
											I'll get happy.
											And that's the lie of self-sufficiency.
											But as anybody
on their deathbed will tell you,
											the things that make people happy
is the deep relationships of life,
											the losing of self-sufficiency.
									","
											La segunda mentira es
que puedo lograr mi propia felicidad,
											que conseguir otra victoria,
											como perder 7 kilos o hacer más yoga,
											me hará feliz.
											Esa es la mentira de la autosuficiencia.
											Pero como cualquier persona
en su lecho de muerte nos dirá,
											las cosas que hacen feliz a la gente
son las relaciones profundas,
											la pérdida de autosuficiencia.
									","
											Lüge Nummer 2 lautet:
Ich kann mich selbst glücklich machen.
											Wenn ich noch mehr Erfolg habe,
7 Kilo abnehme, mehr Yoga mache,
											dann werde ich glücklich.
											Das ist die Lüge der Autarkie.
											Doch jeder Sterbende wird Ihnen sagen:
											Was uns Menschen glücklich macht,
											sind enge Beziehungen
und der Verzicht auf Autarkie.
									",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
","
","
",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
"
											The third lie is the lie
of the meritocracy.
											The message of the meritocracy
is you are what you accomplish.
											The myth of the meritocracy
is you can earn dignity
											by attaching yourself
to prestigious brands.
											The emotion of the meritocracy
is conditional love,
											you can ""earn"" your way to love.
											The anthropology of the meritocracy
is you're not a soul to be purified,
											you're a set of skills to be maximized.
											And the evil of the meritocracy
											is that people who've achieved
a little more than others
											are actually worth
a little more than others.
											And so the wages of sin are sin.
											And my sins were the sins of omission—
											not reaching out,
failing to show up for my friends,
											evasion, avoiding conflict.
									","
											La tercera mentira
es la de la meritocracia.
											El concepto de meritocracia
es que eres lo que logras.
											El mito de este concepto
es que puedes obtener dignidad
											asociándote a marcas prestigiosas.
											La emoción de la meritocracia
es el amor condicional.
											Puedes ""ganarte"" el camino al amor.
											La antropología de la meritocracia
es que nos somos almas a purificar,
											sino un puñado de habilidades
que debemos perfeccionar.
											Y lo peor de la meritocracia
											es la creencia de que quienes
han logrado más que otros,
											también valen más que otros.
											Y entonces, el precio
del pecado es el pecado.
											Y mi pecado era por omisión:
											por no tender la mano, 
no estar para los amigos,
											evadirme, evitar conflictos.
									","
											Die dritte Lüge ist
die der Leistungsgesellschaft.
											""Du bist, was du erreichst"",
lautet ihre Botschaft.
											Ihr Mythos ist Würde
durch das Nutzen renommierter Marken.
											Ihre Emotion ist Liebe unter Vorbehalt;
											man kann Liebe ""verdienen"".
											Demnach ist der Mensch
nicht eine zu läuternde Seele,
											sondern ein Satz
zu maximierender Kompetenzen.
											Das Üble daran ist:
											Menschen, die etwas mehr 
als andere erreicht haben,
											sind auch etwas mehr wert.
											Der Lohn der Sünde ist also Sünde.
											Meine Sünden waren die der Unterlassung:
											Ich half keinem, vermied Konflikte,
war nicht für meine Freunde da.
									",The lies our culture tells us about what matters — and a better way to live,David Brooks,14:54,"personal growth,success,relationships,social change,society,culture,motivation,happiness,United States"
