es,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
											Soy neurocientífica, y como tal
											me interesa saber cómo aprende el cerebro,
											y me interesa especialmente la posibilidad de
											hacer nuestros cerebros más listos,
mejores y más rápidos.
									","
											Ben bir beyin uzmanıyım ve bir beyin uzmanı olarak,
											beynin nasıl öğrendiğiyle ilgileniyorum
											özellikle de beynimizi daha akıllı, daha iyi
											ve daha hızlı yapabilme ihtimaliyle ilgileniyorum.
									","
											I'm a brain scientist, and as a brain scientist,
											I'm actually interested in how the brain learns,
											and I'm especially interested in a possibility of
											making our brains smarter, better and faster.
									","
											Je suis spécialiste du cerveau, et en tant que spécialiste,
											je m'intéresse à la manière dont le cerveau apprend,
											et plus particulièrement à la possibilité de rendre
											nos cerveaux plus vifs, plus rapides, et plus efficaces.
									","
											Ich bin eine Hirnforscherin, 
und als Hirnforscherin
											interessiert mich, 
wie das Gehirn lernt,
											und ich bin ganz besonders 
interessiert an einer Möglichkeit,
											unsere Gehirne schlauer, besser 
und schneller zu machen.
									",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
","
","
","
","
",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
											Es en este contexto les hablaré
											sobre videojuegos. Cuando hablamos de videojuegos,
											la mayoría piensan en niños.
											Es cierto. El 90% de los niños juegan con videojuegos.
											Pero seamos sinceros.
											Cuando los niños duermen,
¿quién está ante la PlayStation?
											La mayoría de Uds. La edad media del jugador 
es de 33 años,
											no de 8 años, y de hecho, si miramos
											a las proyecciones demográficas de uso de videojuegos,
											los jugadores de videojuegos del mañana son
											adultos mayores. (Risas)
									","
											Size bu durum üzerine anlatacaklarımın içeriği
											bilgisayar oyunları. Bilgisayar oyunları dediğimiz zaman,
											çoğumuz çocukları düşünür.
											Bu doğru. Çocukların yüzde doksanı bilgisayar oyunu oynar.
											Fakat dürüst olun.
											Çocuklar uyumaya gidince kim geçer Playstation'ın önüne?
											Çoğumuz. Oyuncuların yaş ortalaması 33'tür,
											sekiz değil ve gerçekte, eğer bakarsak
											bilgisayar oyunu oynayanların tahmini nüfus istatistiğine,
											yarının bilgisayar oyunu oyuncuları
											daha yaşlı yetişkinlerdir. (Gülüşler)
									","
											This is in this context I'm going to tell you
											about video games. When we say video games,
											most of you think about children.
											It's true. Ninety percent of children do play video games.
											But let's be frank.
											When the kids are in bed, who is in front of the PlayStation?
											Most of you. The average age of a gamer is 33 years old,
											not eight years old, and in fact, if we look
											at the projected demographics of video game play,
											the video game players of tomorrow are
											older adults. (Laughter)
									","
											C'est dans ce contexte que je vais vous parler
											des jeux vidéo. Quand nous parlons de 'jeux vidéo',
											la plupart d'entre vous pense aux enfants.
											C'est vrai. 90% des enfants jouent aux jeux vidéo.
											Mais soyons honnête.
											Quand les enfants sont couchés, 
qui est devant la PlayStation ?
											La plupart d'entre vous. 
L'âge moyen d'un joueur est 33 ans,
											pas 8 ans, et en réalité, si nous regardons
											les prévisions démographiques sur les jeux vidéo,
											les joueurs de demain sont
											des adultes plus âgés. (Rires)
									","
											In diesem Kontext werde ich Ihnen 
von Computerspielen erzählen.
											Wenn wir Computerspiele sagen,
											dann denken die meisten 
von Ihnen an Kinder.
											Das stimmt. 90% aller Kinder 
spielen Computerspiele.
											Aber lassen Sie uns ehrlich sein.
											Wenn die Kinder im Bett sind, 
wer ist dann vor der PlayStation?
											Die meisten von Ihnen. 
Gamer sind im Durchschnitt 33 Jahre alt,
											nicht acht Jahre, und wenn wir
											die hochgerechnete Demografie 
des Computerspielens betrachten,
											sind die Gamer von morgen
											ältere Erwachsene. 
(Gelächter)
									",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
","
","
","
","
",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
											Así que el videojuego avasalla a nuestra sociedad.
											Está claro que llegó para quedarse y tiene un impacto asombroso
											en nuestra vida diaria. Reflexionen sobre estas estadísticas
											publicadas por Activision. Tras un mes de la publicación
											del juego ""Call Of Duty: Black Ops"", se ha jugado
											durante 68 mil años
											en todo el mundo, ¿no?
											¿Alguien de Uds. se quejaría si este fuera el caso
											al hacer álgebra lineal?
									","
											Bu yüzden bilgisayar (oyunu) toplumumuzun genelinde yaygındır.
											Kalıcı birşey olduğu açık. Günlük yaşamızda inanılmaz etkisi
											var. Düşünün bu istatistik veriler
											Activision tarafından yayınlandı. ""Call Of Duty: Black Ops,"" oyununun
											yayınlanmasından bir ay sonra 68,000 yıllık
											oynanmıştı bile
											dünya çapında, evet?
											Eğer bu durum doğrusal cebir yapma
											üzerine olsaydı İçinizden biri şikayet eder miydi?
									","
											So video [gaming] is pervasive throughout our society.
											It is clearly here to stay. It has an amazing impact
											on our everyday life. Consider these statistics
											released by Activision. After one month of release
											of the game ""Call Of Duty: Black Ops,"" it had been played
											for 68,000 years
											worldwide, right?
											Would any of you complain if this was the case
											about doing linear algebra?
									","
											Les jeux vidéos sont donc omniprésents 
dans notre société.
											Ce n'est clairement pas parti pour changer. 
Ils ont un impact incroyable
											sur nos vies quotidiennes. Regardez ces statistiques
											fournies par Activision. Un mois après la sortie
											du jeu ""Call of Duty : Black Ops"", il a été joué
											pendant 68,000 années
											dans le monde entier.
											Est-ce que vous vous plaindriez s'il s'agissait
											de faire de l'algèbre linéaire ?
									","
											Computerspielen ist weit verbreitet 
in unserer ganzen Gesellschaft.
											Es ist eindeutig keine Eintagsfliege.
Es hat eine erstaunliche Wirkung
											auf unseren Alltag. Ziehen Sie diese 
von Activision veröffentlichte Statistik
											in Betracht. Einen Monat 
nach der Veröffentlichung
											des Spiels ""Call of Duty: Black Ops"" 
war es schon
											68.000 Jahre lang 
gespielt worden –
											weltweit.
											Würden Sie sich beschweren, 
wenn das der Fall wäre
											für lineare Algebra?
									",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
","
","
","
","
",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
											Nuestra pregunta en el laboratorio es, ¿cómo podemos aprovechar esa energía?
											Ahora quiero retroceder un poco más.
											Sé que muchos han tenido la experiencia de volver a casa
											y hallar a sus hijos jugando a estos juegos.
											(Ruidos de disparos) El nombre del juego es
											atrapar a los enemigos malos zombies
											antes de que ellos te atrapen, ¿cierto?
											Y estoy casi segura de que la mayoría han pensado:
											""Venga, ¿no puedes hacer algo más inteligente
											que disparar a zombies?""
											Me gustaría que pusieran este tipo de acto reflejo
											en el contexto de lo que habrían pensado
											si hubieran encontrado a su niña haciendo sudokus
											o a su niño leyendo a Shakespeare. ¿Cierto?
											Casi todos los padres lo encontrarían magnífico.
											Bien, no les diré que jugar a videojuegos
											día tras día sea realmente bueno para la salud.
											No lo es, y abusar nunca es bueno.
											Pero sostendré que en dosis razonables,
											—es más el mismo juego que les he mostrado al principio,
											esos juegos de tiros cargados de acción—
											tienen efectos bastante potentes y positivos
											en muchos aspectos de nuestro comportamiento.
									","
											Yani bizim laboratuvarda ne sorduğumuz, bu gücü nasıl geliştirebileceğimiz?
											Şimdi biraz geri adım atmak istiyorum.
											Biliyorum ki çoğumuz eve döndüğümüz zamanlarda
											çocuklarımızı bu tarz oyunlar oynarken buluyoruz.
											(Atış sesleri) Oyunun ismi kötü adamlar
											seni avlamadan önce
											düşman zombileri kovalamaktır, doğru mu?
											Ve ben eminimki çoğunuz şunu düşünmüştür,
											""Ah! hadi ama, zombi öldürmekten başka
											daha zekice bir iş yapamaz mısın?""
											Bu ani tepkiyi
											başka bir bağlamda düşünmeni isterdim
											eğer kızını sudoku oynarken bulmuş olsaydın
											ya da oğlunu shakespeare okurken bulsaydın. Haklı mıyım?
											Çoğu ebeveyn bunu harika bulurdu.
											Hmm, size günlerce bilgisayar oyunu oynamanın
											gerçekte sağlığınız için iyi olduğunu söylemeyeceğim.
											Değil ve aşırılık asla iyi değil.
											Fakat iddia edeceğim ki makul dozlarda,
											açıkcası başlangıçta size gösterdiğim o oyun,
											bu aksiyon dolu nişan oyunlarının
											davranışlarımızın birçok değişik yönü üzerinde
											oldukça güçlü ve olumlu etkileri var.
									","
											So what we are asking in the lab is, how can we leverage that power?
											Now I want to step back a bit.
											I know most of you have had the experience of coming back
											home and finding your kids playing these kinds of games.
											(Shooting noises) The name of the game is to get
											after your enemy zombie bad guys
											before they get to you, right?
											And I'm almost sure most of you have thought,
											""Oh, come on, can't you do something more intelligent
											than shooting at zombies?""
											I'd like you to put this kind of knee-jerk reaction
											in the context of what you would have thought
											if you had found your girl playing sudoku
											or your boy reading Shakespeare. Right?
											Most parents would find that great.
											Well, I'm not going to tell you that playing video games
											days in and days out is actually good for your health.
											It's not, and binging is never good.
											But I'm going to argue that in reasonable doses,
											actually the very game I showed you at the beginning,
											those action-packed shooter games
											have quite powerful effects and positive effects
											on many different aspects of our behavior.
									","
											Ce que nous nous demandons au labo est : 
comment pouvons-nous influencer ce pouvoir ?
											Je voudrais prendre un peu de recul.
											Je sais que la plupart d'entre vous 
êtes probablement déjà rentrés
											chez vous pour trouver vos enfants 
en train de jouer à ce genre de jeux.
											(Bruits de tirs) Le but du jeu est d'attraper vos
											ennemis zombies méchants
											avant qu'ils ne vous attrapent, OK ?
											Et je suis presque sûre que
beaucoup d'entre vous ont pensé :
											""Oh allez, tu ne pourrais pas faire 
quelque chose de plus intelligent
											que de tirer sur des zombies ?""
											Je voudrais que vous transposiez 
ce genre de réaction réflexe
											dans le contexte de ce que vous auriez pensé
											si vous aviez trouvé votre fille 
en train de faire un sudoku
											ou votre fils en train de lire Shakespeare. OK ?
											La plupart des parents trouveraient ça génial.
											Bon, je ne vais pas vous dire 
que jouer aux jeux vidéo
											continuellement est bon pour la santé.
											Ce n'est pas bon, et les excès ne sont jamais bons.
											Mais je vais affirmer qu'en doses raisonnables,
											le jeu même que je vous ai montré au début,
											ces jeux de tirs remplis d'action
											ont des effets assez forts et positifs
											sur bien des aspects de notre comportement.
									","
											Im Labor fragen wir uns also: Wie können
wir dies zu unserem Vorteil nutzen?
											Ich möchte nun ein wenig zurücktreten.
											Ich weiß, dass die meisten von Ihnen 
die Erfahrung gemacht haben,
											nach Hause zu kommen 
und Ihre Kinder spielen solche Spiele.
											(Schussgeräusche) 
Der Sinn des Spiels ist es,
											die bösen Zombiegegner zu erwischen,
											bevor sie dich erwischen.
											Ich bin mir fast sicher, dass 
die meisten von Ihnen sich gedacht haben:
											""Komm schon, kannst du 
nicht etwas Intelligenteres tun
											als Zombies zu erschießen?""
											Ich würde gerne diese überstürzte Reaktion
											in den Kontext setzen, 
was Sie gedacht hätten,
											wenn Sie Ihre Tochter 
beim Sudokuspielen vorgefunden hätten,
											oder Ihren Sohn dabei, 
Shakespeare zu lesen.
											Die meisten Eltern würden 
das großartig finden.
											Ich werde Ihnen nicht erzählen, 
dass tägliches Computerspielen
											gut sei für Ihre Gesundheit.
											Das ist es nicht, 
und Maßlosigkeit ist nie gut.
											Aber ich werde in einem 
angemessenen Maß argumentieren,
											dass eben jenes Spiel, 
das ich Ihnen am Anfang gezeigt habe,
											dass diese actiongeladenen Shooter
											ziemlich intensive und 
positive Auswirkungen haben,
											auf viele verschiedene 
Aspekte unseres Verhaltens.
									",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
","
","
","
","
",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
"
											No pasa una semana sin grandes titulares
											en los medios sobre si los videojuegos son
											buenos o malos para uno, ¿no? Todos han sido bombardeados con eso.
											Quisiera dejar fuera esta discusión de café 
de viernes noche
											para pasar al laboratorio.
											Lo que hacemos ahí es medir directamente,
											de una forma cuantitativa, cuál es el impacto
											de los videojuegos en el cerebro.
											Así pues, tomaré algunos ejemplos de nuestro trabajo.
									","
											Tek bir hafta geçmez ki medyada birkaç büyük
											haber başlığı olmasın bilgisayar oyunlarının
											yararlı ya da zararlı olması ile ilgili, değil mi? Bunların bombardımanına tutuluyorsunuz.
											Bu Cuma akşamı bar muhabbetlerini bir kenara koymak isterim
											ve gerçekten bir laboratuvara girmenizi isterim.
											Laboratuvarda esas yaptığımız şey doğrudan,
											nicel bir tarzda,
											bilgisayar oyunların beyine etkisinin ne olduğunu ölçmek.
											Ve bu yüzden çalışmalarımızdan birkaç örnek alacağım.
									","
											There's not one week that goes without some major
											headlines in the media about whether video games are
											good or bad for you, right? You're all bombarded with that.
											I'd like to put this kind of Friday night bar discussion aside
											and get you to actually step into the lab.
											What we do in the lab is actually measure directly,
											in a quantitative fashion, what is the impact
											of video games on the brain.
											And so I'm going to take a few examples from our work.
									","
											Pas une semaine ne passe sans qu'on ne voie
											un gros titre dans les médias 
arguant que les jeux vidéo sont
											bons ou mauvais, n'est-ce pas ? 
Vous êtes tous bombardés avec ça.
											J'aimerais mettre de côté ce genre 
de discussion de bar du vendredi soir
											et vous amener réellement au laboratoire.
											Au labo, nous mesurons directement,
											de façon quantitative, l'impact
											des jeux vidéo sur le cerveau.
											Je vais donc prendre 
quelques exemples de notre travail.
									","
											Es vergeht keine Woche,
ohne dass wichtige Schlagzeilen
											in den Medien fragen, 
ob Computerspiele
											gut oder schlecht für uns sind. 
Sie alle werden damit überhäuft.
											Ich würde gerne diese Art von
Feierabendgesprächen vergessen
											und Sie dazu bewegen, 
sich tatsächlich ins Labor zu begeben.
											Was wir im Labor tun, 
ist, tatsächlich direkt
											in quantitativer Weise zu messen, 
was die Auswirkung
											von Computerspielen auf das Gehirn ist.
											Ich werde ein paar Beispiele 
meiner Arbeit vorstellen.
									",Your brain on video games,Daphne Bavelier,17:57,"TEDx,brain,education,gaming"
