en,pt,tr,title,speaker,duration,tags
"
","
","
",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
											I'm a bit of a perfectionist.
											Now, how many times
have you heard that one?
											Over drinks, maybe, with friends,
or perhaps with family at Thanksgiving.
											It's everyone's favorite flaw,
											it's that now quite common response
											to the difficult, final question
at job interviews:
											""My biggest weakness?
											That's my perfectionism.""
									","
											""Sou um pouco perfeccionista.""
											Quantas vezes já ouviram esta frase?
											Talvez ao beber um copo com amigos,
ou até com a família num dia de festa.
											É o defeito preferido de toda a gente,
											e é a resposta agora muito comum
											àquela pergunta final
das entrevistas de emprego:
											""O meu maior defeito?
											""É o meu perfeccionismo."".
									","
											Ben biraz ""mükemmeliyetçiyim.""
											Bu hayatınızda kaç defa duydunuz?
											Arkadaşlarla içerken duydunuz belki
ya da ailenizle şükran günü yemeği yerken.
											Bu herkesin favori kusuru,
											iş mülakatlarının son sorusu olan
											""En büyük kusurum?"" sorusuna verilen
											yaygın cevap
											""Mükemmeliyetçiliğim.""

									",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
","
","
",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
											You see, for something
that supposedly holds us back,
											it's quite remarkable how many of us
are quite happy to hold our hands up
											and say we're perfectionists.
											But there's an interesting
and serious point
											because our begrudging admiration
for perfection is so pervasive
											that we never really stop to question
that concept in its own terms.
											What does it say about us and our society
											that there is a kind
of celebration in perfection?
									","
											Reparem, para algo
que supostamente nos restringe,
											é notável quantos de nós ficam tão felizes
ao porem a mão no ar
											para dizerem que são perfeccionistas.
											Mas há aqui um ponto
interessante e sério,
											porque a nossa invejável admiração
pela perfeição está tão generalizada
											que nunca paramos verdadeiramente 
para questionar este conceito.
											O que diz de nós e da nossa sociedade?
											Que há uma espécie
de enaltecimento da perfeição?
									","
											Bunun bizi baskılayan, engelleyen 
bir şey olmasına rağmen
											çoğu insanın elini kaldırıp mutlu bir 
şekilde ""Ben mükemmeliyetçiyim."" demesi
											oldukça dikkat çekici.
											Bunun ilginç ve ciddi bir yanı da var
											çünkü mükemmele olan hayranlığımız 
o kadar içimize nüfuz etmiş ki
											bu kavramı oturup da sorgulamıyoruz.
											Bireyle ve toplum hakkında ne söylüyor ki
											mükemmelliği kutlamaya değer buluyoruz?
									",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
","
","
",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
											We tend to hold perfectionism up
as an insignia of worth.
											The emblem of the successful.
											Yet, in my time studying perfectionism,
											I've seen limited evidence
that perfectionists are more successful.
											Quite the contrary —
											they feel discontented and dissatisfied
											amid a lingering sense
that they're never quite perfect enough.
											We know from clinician case reports
											that perfectionism conceals
a host of psychological difficulties,
											including things like depression,
anxiety, anorexia, bulimia
											and even suicide ideation.
											And what's more worrying
is that over the last 25 years,
											we have seen perfectionism rise
at an alarming rate.
											And at the same time,
											we have seen more mental illness
among young people than ever before.
											Rates of suicide in the US alone
											increased by 25 percent
across the last two decades.
											And we're beginning to see similar trends
emerge across Canada,
											and in my home country,
the United Kingdom.
									","
											Tendemos a glorificar o perfeccionismo
como uma insígnia de valor.
											O emblema dos bem-sucedidos.
											Porém, no meu tempo
a estudar o perfeccionismo,
											vi poucas provas de que os perfeccionistas
sejam mais bem-sucedidos.
											Bem pelo contrário,
											eles sentem-se infelizes e insatisfeitos,
											e com a sensação permanente
de nunca serem perfeitos o suficiente.
											Sabemos, através de casos clínicos,
											que o perfeccionismo oculta
uma série de problemas psicológicos,
											incluindo a depressão, a ansiedade,
a anorexia, a bulimia,
											e até pensamentos suicidas.
											E o mais preocupante é que,
ao longo dos últimos 25 anos,
											temos visto o perfeccionismo
aumentar a um ritmo alarmante.
											E ao mesmo tempo,
											temos visto mais doenças mentais
entre os jovens do que nunca.
											As taxas de suicídio nos EUA
											aumentaram em 25%
nas últimas duas décadas.
											E começamos a ver tendências
semelhantes a aparecer no Canadá,
											e no meu país de origem,
o Reino Unido.
									","
											Mükemmeliyetçiliği bir ""değer""
sembolü olarak görüyoruz.
											Ya da ""başarının"" sembolü olarak.
											Mükemmeliyetçilik hakkında 
araştırma yaparken
											mükemmeliyetçilerin daha başarılı olduğuna
dair bir bulguya rastlamadım.
											Tam tersine —
											hiçbir zaman yeterince mükemmel
olamayacakları hissine kapılıyor
											ve yetersiz hissediyorlar.
											Klinik vaka raporlarından biliyoruz ki
											mükemmeliyetçilik birçok psikolojik
hastalığın üstünü örter:
											depresyonun, anksiyetenin
anoreksiyanın, bulimianın
											hatta ve hatta intihar düşüncesinin bile.
											Asıl üzücü olan da şu: 
Son yirmi beş yıldır
											""mükemmeliyetçilik"" ciddi
oranda artış gösterdi.
											Aynı zamanda
											gençler arasında psikolojik
rahatsızlıklar da artış gösterdi.
											Son yirmi yılda tek başına 
ABD'deki intihar oranları
											yüzde yirmi beş oranında arttı.
											Aynı durumun Kanada'da
											ve ülkem Birleşik Krallık'ta da 
yaşandığını görmekteyiz.
									",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
","
","
",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
											Now, our research is suggesting
											that perfectionism is rising
as society is changing.
											And a changed society reflects
a changed sense of personal identity
											and, with it, differences in the way
in which young people interact
											with each other and the world around them.
											And there are some unique characteristics
about our preeminent, market-based society
											that include things
like unrestricted choice
											and personal freedom,
											and these are characteristics
that we feel are contributing
											to almost epidemic levels of this problem.
									","
											A nossa pesquisa sugere
											que o perfeccionismo está a crescer
à medida que a sociedade está a mudar.
											E uma sociedade diferente reflecte
um sentido de identidade pessoal diferente
											e, com isso, diferenças na forma
como os jovens interagem
											entre si e com o mundo à sua volta.
											E há características particulares
na nossa distinta sociedade de consumo,
											que incluem coisas como livre arbítrio
											e a liberdade pessoal,
											e estas são características
que sentimos que estão a contribuir
											para níveis quase epidémicos
deste problema.
									","
											Yaptığımız araştırmaya göre
											toplum yapısı değiştikçe 
""mükemmeliyetçilik"" mefhumu yaygınlaşıyor.
											Buna göre, değişen toplumda
değişmiş bir kişisel kimlik
											ve bununla birlikte de gençlerin
birbirleriyle ve dünyayla olan
											iletişimlerinde bir değişim demek.
											Sınırsız seçim hakkı ve 
kişisel özgürlük gibi hakları içeren
											rakipsiz ve pazar odaklı olan toplumumuzun
											bazı eşsiz özellikleri de vardır
											ve bu özellikler, bu ""mükemmeliyetçilik""
											yarasının üstüne tuz basıyor.
									",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
","
","
",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
"
											So let me give you an example.
											Young people today are more preoccupied
with the attainment of the perfect life
											and lifestyle.
											In terms of their image,
status and wealth.
											Data from Pew show that young people
											born in the US in the late 1980s
											are 20 percent more likely
to report being materially rich
											as among their most important life goals,
											relative to their parents
and their grandparents.
											Young people also borrow more heavily
than did older generations,
											and they spend a much greater proportion
of their income on image goods
											and status possessions.
											These possessions,
their lives and their lifestyles
											are now displayed in vivid detail
on the ubiquitous social media platforms
											of Instagram, Facebook, Snapchat.
											In this new visual culture,
											the appearance of perfection
is far more important than the reality.
									","
											Deixem-me dar um exemplo:
											hoje em dia, os jovens preocupam-se mais
em alcançar uma vida
											e um estilo de vida perfeitos
											em termos de imagem,
estatuto e riqueza.
											Há dados que mostram que os jovens
											nascidos nos EUA no final dos anos 80
											têm 20% mais de probabilidade
de considerar a riqueza material
											como um dos seus objectivos de vida,
											do que os seus pais e os seus avós.
											Contraem também mais empréstimos
do que as gerações anteriores,
											e gastam uma porção
muito maior do seu salário
											em bens relacionados
com a imagem e o estatuto.
											Estes bens, as suas vidas 
e o seu estilo de vida
											são agora mostrados com grande detalhe
nas omnipresentes plataformas sociais
											do Instagram, Facebook ou Snapchat.
											Nesta nova cultura visual,
											a aparência de perfeição é muito
mais importante do que a realidade.
									","
											Size bir örnek vereyim.
											Günümüz gençleri mükemmel yaşamı
ve yaşam tarzını elde etmekle
											daha meşguller ve bu genellikle
											görünüm, statü ve 
zenginlikle elde ediliyor.
											Pew Araştırma Merkezi'nin bulgularına göre
											1980'lerin sonunda ABD'de
doğan gençlerin yüzde yirmisi
											ebeveyn ile büyük anne ve 
büyük babalarına oranla
											maddi açıdan zengin olmanın
											en önemli hayat amaçlarından biri 
olduğunu belirtiyorlar.
											Gençler, eski jenerasyonlara oranla
daha çok borç almakta
											ve gelirlerinin büyük bir bölümünü
görünümlerine
											ve statülerine harcamaktalar.
											Yaşamlarını ise
											Instagram, Facebook veya Snapchat gibi
											yaygın sosyal medya 
platformlarında sergiliyorlar.
											Bu yeni ortaya çıkan ""görsel"" kültürde
											mükemmel görünmek
gerçeklikten çok daha önemli.
									",Our dangerous obsession with perfectionism is getting worse,Thomas Curran,14:54,"social media,social change,culture,society,TEDMED,mental health,psychology,emotions,depression"
