en,tr,fr,pt,de,title,speaker,duration,tags
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											In March 2017,
											the mayor of Cape Town officially
declared Cape Town a local disaster,
											as it had less than four months
left of usable water.
											Residents were restricted to 100 liters
of water per person, per day.
											But what does that really mean?
											With 100 liters of water per day,
											you can take a five-minute shower,
											wash your face twice
											and probably flush the toilet
about five times.
											You still didn't brush your teeth,
											you didn't do laundry,
											and you definitely
didn't water your plants.
											You, unfortunately, didn't wash your hands
after those five toilet flushes.
											And you didn't even take a sip of water.
											The mayor described this as that it means
											a new relationship with water.
									","
											Mart 2017'de,
											Cape Town belediye başkanı
kenti resmen felaket bölgesi ilan etti,
											çünkü kentte ancak 4 ay yetecek kadar
kullanılabilir su vardı.
											Şehrin sakinleri günde yalnızca
kişi başına 100 litre suyla sınırlandı.
											Peki bu ne demek?
											Günde yalnızca 100 litre suyla
											beş dakikalık duş alabilirsiniz,
											yüzünüzü iki kez yıkayabilir
											ve muhtemelen sifonu
beş kez çekebilirsiniz.
											Hâlâ dişlerinizi fırçalamadınız,
											çamaşır yıkamadınız,
											çiçeklerinizi sulayamadınız.
											Ne yazık ki sifonu çektikten sonra
ellerinizi de yıkayamadınız.
											Su bile içemediniz.
											Belediye başkanı bu durumu
											su ile yeni bir ilişki olarak yorumladı.
									","
											Au mois de mars 2017,
											le maire du Cap a officiellement déclaré
la ville comme zone sinistrée,
											puisqu'il restait moins de 4 mois
de réserve d'eau potable.
											Les résidents étaient limités à 100 litres
d'eau par personne et par jour.
											Mais qu'est-ce que ça veut dire vraiment ?
											Avec 100 litres d'eau par jour,
											vous pouvez passer 5 minutes
sous la douche,
											laver votre visage deux fois
											et probablement tirer la chasse d'eau
à peu près cinq fois.
											Vous n'avez pas encore lavé vos dents,
											pas encore fait la lessive
											et encore moins arrosé vos plantes.
											Et vous n'avez pas lavé vos mains 
après ces cinq passages aux toilettes.
											Et vous n'avez même pas avalé 
une gorgée d'eau.
											Le maire définit ceci comme étant
											une nouvelle gestion des usages de l'eau.
									","
											Em Março de 2017,
											o presidente da câmara da Cidade do Cabo
											declarou oficialmente
uma situação de desastre
											pois tinha menos de quatro meses
de água utilizável.
											Os habitantes ficaram restringidos
a 100 litros de água, por pessoa, por dia.
											Mas o que significa isso, na prática?
											Com 100 litros de água por dia,
											podemos tomar um duche
de 5 minutos,
											lavar a cara duas vezes
											e provavelmente usar o autoclismo
cerca de cinco vezes.
											Sem ter lavado os dentes,
											sem lavar a roupa,
											e definitivamente sem regar as plantas.
											Infelizmente, não lavámos as mãos
depois de usar o autoclismo.
											E nem sequer bebemos um gole de água.
											O presidente da câmara descreveu
que isto significa
											uma nova relação com a água.
									","
											Im März 2017 hat 
der Bürgermeister von Kapstadt
											offiziell einen lokalen 
Notstand ausgerufen,
											da nur noch nutzbares Wasser
für knapp vier Monate übrig war.
											Die Wasserverbrauch für Einwohner 
wurde auf 100 Liter pro Tag beschränkt.
											Was bedeutet das?
											Mit 100 Liter Wasser am Tag
											können Sie fünf Minuten duschen,
											zweimal Ihr Gesicht waschen,
											und ungefähr fünf Mal 
die Toilettenspülung betätigen.
											Sie haben Sie sich dann
noch nicht die Zähne geputzt,
											keine Wäsche gewaschen,
											und definitiv noch 
keine Pflanzen gegossen.
											Leider haben Sie sich nach den fünf
Klospülungen nicht die Hände gewaschen.
											Und Sie haben keinen Schluck getrunken.
											Der Bürgermeister sagte,
											dies bedeute eine neue
Beziehung zum Wasser.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											Today, seven months later,
											I can share two things
about my second home with you.
									","
											Bugün, yedi ay sonrasında,
											ikinci evim ile ilgili
sizinle iki şey paylaşabilirim.
									","
											Aujourd'hui, sept mois plus tard,
											je peux partager deux choses
concernant ma ville d'adoption.
									","
											Hoje, sete meses depois,
											posso dizer-vos duas coisas sobre
a minha segunda casa.
									","
											Heute, 7 Monate später,
											kann ich Ihnen zwei Dinge aus 
meiner zweiten Heimat berichten.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											First: Cape Town hasn't run out
of water just yet.
											But as of September 3rd,
											the hundred-liter limit
dropped to 87 liters.
											The mayor defined the city's new normal
as one of permanent drought.
									","
											Birincisi, Cape Town'da
henüz su tükenmedi.
											Ancak 3 Eylül itibariyle,
											100 litrelik sınır 87 litreye düştü.
											Belediye başkanı bu yeni normal durumu
kalıcı bir kuraklık olarak tanımladı.
									","
											Premièrement, le Cap
n'est pas encore à court d'eau.
											Mais le 3 septembre,
											la restriction de 100 litres d'eau
est descendue à 87 litres.
											Le maire a déclenché l'état
de sécheresse permanente pour la ville.
									","
											Primeira: a Cidade do Cabo
ainda não ficou sem água.
											Mas, a 3 de Setembro,
											o limite de 100 litros
baixou para 87 litros.
											O presidente da câmara definiu
o normal como uma seca permanente.
									","
											Erstens: Kapstadt ging bisher 
noch nicht das Wasser aus.
											Doch seit dem 3. September
											wurde das 100-Liter-Limit 
auf 87 Liter verringert.
											Der Bürgermeister erklärte 
die permanente Dürre als die neue Norm.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											Second:
											what's happening in Cape Town
is pretty much coming to many other cities
											and countries in the world.
											According to the Food and Agriculture
Organization of the United Nations,
											excluding countries
that we don't have data for,
											less than five percent
of the world's population
											is living in a country that has more water
today than it did 20 years ago.
											Everyone else is living in a country
that has less water today.
											And nearly one out of three
are living in a country
											that is facing a water crisis.
									","
											İkincisi ise,
											bugün Cape Town'da olanlar
pek çok diğer şehir ve dünya ülkelerinin
											başına gelecek.
											Birleşmiş Milletler Gıda
ve Tarım Organizasyonu'na göre,
											hakkında veri sahibi olmadığımız 
ülkeler hariç,
											dünya nüfusunun %5'inden daha azı
											20 yıl önce sahip olduğundan
daha fazla suya sahip bir ülkede yaşıyor.
											Diğer herkes daha az suya sahip
ülkelerde yaşıyor.
											Yaklaşık her üç kişiden biri
su kriziyle karşı karşıya
											bir ülkede yaşıyor.
									","
											Deuxièmement,
											ce qu'il se passe au Cap
atteint progressivement d'autres villes
											et pays dans le monde.
											Selon l'Organisation des Nations unies
pour l'alimentation et l'agriculture,
											mis à part les pays pour lesquels
nous n'avons pas de données,
											moins de 5 % de la population mondiale
											vit dans un pays qui a plus d'eau 
aujourd'hui qu'il y a 20 ans.
											Tous les autres vivent dans un pays
qui a moins d'eau aujourd'hui.
											Et presque une personne
sur trois vit dans un pays
											qui fait face à une crise de l'eau.
									","
											Segunda:
											o que está a acontecer na Cidade do Cabo
											está a atingir muitas outras cidades
e países do mundo.
											De acordo com a Organização da Comida
e Agricultura das Nações Unidas,
											exceptuando países dos quais
não temos dados,
											menos de 5% da população mundial
											vive num país que tem mais água agora
do que há 20 anos.
											Todas as outras pessoas vivem
num país que tem menos água hoje.
											Cerca de uma em cada três pessoas
											vive num país que está a enfrentar
uma crise de água.
									","
											Zweitens: Was in Kapstadt passiert,
											wird auch in vielen anderen Städten
und Länder der Welt passieren.
											Nach Angaben der Ernährungs- und 
Landwirtschaftsorganisation der UN —
											die Länder ohne Daten ausgenommen —
											leben weniger als 5 Prozent 
der Weltbevölkerung
											in einem Land, das jetzt mehr 
Wasser als vor 20 Jahren hatte.
											Alle anderen leben in Ländern, 
die heute weniger Wasser haben.
											Und ungefähr einer von dreien
lebt in einem Land,
											dem eine Wasserkrise bevorsteht.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
","
","
","
","
",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
"
											I grew up in Jordan,
											a water-poor country that has experienced
absolute water scarcity since 1973.
											And still, in 2017,
											only 10 countries in the world
have less water than Jordan.
											So dealing with a lack of water
is quite ingrained in my soul.
											As soon as I was old enough
to learn how to write my name,
											I also learned that I need
to conserve water.
											My parents would constantly remind
my siblings and I to close the tap
											when we brushed our teeth.
											We used to fill balloons with flour
instead of water when we played.
											It's just as much fun, though.
									","
											Ben Ürdün'de büyüdüm,
											1973'ten beri tam bir su kıtlığı çekmiş
su fakiri bir ülke.
											Hâlâ 2017 yılında,
											dünyada 10 ülke
Ürdün'den daha az suya sahip.
											Bu yüzden su yokluğuyla ilgilenmek
içime işlemiş.
											Adımı yazmayı öğrenecek yaşa geldiğim an,
											suyu korumam gerektiğini de öğrendim.
											Anne ve babamız sürekli bana ve kardeşime
dişlerimizi fırçalarken
											musluğu kapamamızı söylerdi.
											Oyun oynarken balonları suyla değil,
unla doldururduk.
											Aynı şekilde eğlenceli ama.
									","
											J'ai grandi en Jordanie,
											un pays pauvre en eau qui subit
une pénurie d'eau absolue depuis 1973.
											Et pourtant, en 2017,
											seulement 10 pays dans le monde
ont moins d'eau que la Jordanie.
											Donc devoir faire face à un manque d'eau
est une notion enracinée dans mon esprit.
											Dès que j'ai été en âge
d'apprendre à écrire mon nom,
											j'ai aussi appris 
que je devais économiser l'eau.
											Mes parents nous rappelaient 
en permanence de fermer le robinet
											quand on se lavait les dents.
											On remplissait les ballons de farine
à la place de l'eau lorsque nous jouions.
											C'est aussi drôle, en fait.
									","
											Eu cresci na Jordânia,
											um país ""pobre de água"" que passa
por uma escassez total de água desde 1973.
											E ainda assim, em 2017,
											apenas 10 países no mundo têm
menos água que a Jordânia.
											Portanto, lidar com a falta de água
está bem enraizado na minha alma.
											Assim que eu tinha a idade para
aprender a escrever o meu nome,
											aprendi também que preciso
de poupar água.
											Os meus pais estavam sempre a lembrar-me
e aos meus irmãos para fechar a torneira
											quando lavávamos os dentes.
											Costumávamos encher balões com farinha
em vez de água, quando brincávamos.
											Mas é divertido na mesma.
									","
											Ich wuchs in Jordanien auf.
											Ein wasserarmes Land mit absoluter 
Wasserknappheit seit 1973.
											Auch 2017 haben nur 10 Länder 
weniger Wasser als Jordanien.
											Mit Wassermangel zu leben 
hat sich in meine Seele eingeprägt.
											Als ich alt genug war, um 
meinen Namen zu schreiben,
											lernte ich auch, dass ich 
Wasser sparen musste.
											Meine Eltern erinnerten uns Geschwister 
ständig daran, den Hahn zuzudrehen,
											wenn wir die Zähne putzten.
											Wir befüllten Ballons mit Mehl 
statt mit Wasser, wenn wir spielten.
											Es macht trotzdem viel Spaß.
									",3 thoughtful ways to conserve water,Lana Mazahreh,11:22,"water,activism,environment,society,social change,climate change,future,public health"
