en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											The attacking infantry advances steadily,
											their elephants already having 
broken the defensive line.
											The king tries to retreat, but enemy 
cavalry flanks him from the rear.
											Escape is impossible.
											But this isn’t a real war–
											nor is it just a game.
											Over the roughly one-and-a-half millennia 
of its existence,
											chess has been known as a tool 
of military strategy,
											a metaphor for human affairs, 
and a benchmark of genius.
									","
											Saldıran piyade istikrarla ilerler,
											filler zaten mevcut
savunma hattını kırdılar.
											Kral geri çekilmeye çalışıyor ama düşman
süvari onu arkadan kuşatır.
											Kaçmak imkansız.
											Ama bu, gerçek bir savaş değil.
											Sadece bir oyun da sayılmaz.
											Bin beş yüz yıldan
fazla bir süredir, satranç
											askeri strateji aracı,
											insan ilişkilerinin metaforu
ve bir zeka ölçütü olarak kullanılmakta.
									","
											A infantaria de ataque
avança firmemente,
											depois de os elefantes
terem quebrado a linha defensiva.
											O rei tenta recuar,
											mas a cavalaria inimiga corta-lhe
o caminho pela retaguarda.
											É impossível escapar.
											Mas isto não é uma guerra real
											nem é apenas um jogo.
											Durante os quase 1500 anos
da sua existência,
											o xadrez é conhecido como
uma ferramenta de estratégia militar,
											uma metáfora para os negócios humanos,
e uma referência de génio.
									","
											L'infanterie adverse avance
progressivement.
											Leurs éléphants ont déjà percé
la ligne de défense.
											Le roi tente une retraite, mais
l'infanterie adverse flanque l'arrière.
											Impossible de s'échapper.
											Mais ce n'est pas une vraie guerre.
											Mais ce n'est pas non plus un simple jeu.
											Au cours de ses 1 500 ans d'existence,
											les échecs ont été reconnus
comme un outil de stratégie militaire,
											une métaphore pour les affaires humaines
et une mesure du génie.
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											While our earliest records of chess 
are in the 7th century,
											legend tells that the game’s origins 
lie a century earlier.
											Supposedly, when the youngest prince 
of the Gupta Empire was killed in battle,
											his brother devised a way of representing
the scene to their grieving mother.
											Set on the 8x8 ashtapada board used for
other popular pastimes,
											a new game emerged with two key features:
											different rules for moving 
different types of pieces,
											and a single king piece whose fate 
determined the outcome.
											The game was originally 
known as chaturanga–
											a Sanskrit word for ""four divisions.""
											But with its spread to Sassanid Persia,
											it acquired its current name 
and terminology–
											""chess,"" derived from ""shah,"" meaning 
king, and “checkmate” from ""shah mat,""
											or “the king is helpless.”
									","
											Efsaneler oyunun kökeninin 
6. yüzyıla dayandığını söylese bile,
											oyun hakkında en eski kayıtlarımız 
7. yüzyıla dayanıyor.
											Güya, Gupta İmparatorluğu'nun 
en genç prensi savaşta öldürüldüğünde
											erkek kardeşi sahneyi yas tutan annelerine
göstermenin bir yolunu buldu.
											Diğer popüler oyunlarda 
kullanılan 8x8 ashtapada tahtasında,
											iki önemli özelliğe sahip 
yeni bir oyun çıktı:
											hareket için farklı kurallar
farklı taş türleri
											ve kaderi, oyunun sonucunu
belirleyen tek bir şah parçası.
											Oyun aslında ""Chaturanga""
olarak biliniyordu.
											Sanskritçede ""dört bölüm""
anlamı olan bir kelime.
											Fakat Sasani İmparatorluğu'na yayılmasıyla
											mevcut adını ve terminolojisini aldı.
											""Satranç,"" kral anlamına gelen ""Şah""tan,
											''Şah mat'' ise ""Şah Çaresizdir""
anlamındaki ""shah mat""tan türemiştir.
									","
											Embora os registos mais antigos
do xadrez datem do século VII,
											a lenda diz que as origens do jogo
datam de um século mais cedo.
											Supostamente, quando o jovem príncipe
do Império Gupta foi morto em batalha,
											o irmão arranjou uma forma de representar
a cena para a mãe enlutada.
											Disposto no tabuleiro ""ashtāpada"" 8x8
usado para outros passatempos populares,
											surgiu um novo jogo
com duas características principais:
											diferentes regras para movimentar
diferentes tipos de peças,
											e um único rei cujo destino
determinava o resultado.
											O jogo foi originalmente
conhecido como ""chaturanga"",
											uma palavra em sânscrito
para ""quatro divisões"".
											Mas, com a sua disseminação
pela Pérsia sassânida,
											adquiriu o seu nome atual
e a terminologia
											— ""xadrez"" derivado de ""shah"",
que significa rei
											e ""xeque-mate"" derivado de ""shah mat"",
ou seja, ""o rei está indefeso"".
									","
											Les premiers signes de l'existence
des échecs remontent au VIIe siècle,
											mais la légende raconte que les origines
du jeu remontent un siècle plus tôt.
											L'histoire dit, qu'après la mort au combat
du plus jeune prince de l'empire Gupta,
											son frère conçut une manière de
représenter la scène pour leur mère.
											Mis en place sur l'échiquier 8X8
Ashtapada, utilisé pour d'autres loisirs,
											un nouveau jeu émergea avec
deux caractéristiques principales :
											des règles différentes pour déplacer
chaque type de pièce
											et un roi unique,
dont le sort détermine la fin.
											À l'origine, le jeu était connu
sous le nom de Chaturanga,
											un mot en sanskrit signifiant
« quatre divisions ».
											Mais après sa propagation
en Perse Sassanide,
											il a acquis son nom
et sa terminologie actuelle.
											« Échecs », dérivé de « shah »,
signifie « roi »
											et « échec et mat », de « shah mat »
signifie « le roi est vaincu ».
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											After the 7th century Islamic conquest 
of Persia,
											chess was introduced to the Arab world.
											Transcending its role as a 
tactical simulation,
											it eventually became a rich source 
of poetic imagery.
											Diplomats and courtiers used chess terms 
to describe political power.
											Ruling caliphs became avid 
players themselves.
											And historian al-Mas’udi considered the 
game a testament to human free will
											compared to games of chance.
									","
											7. yüzyıldaki Pers'in 
İslami fethinden sonra,
											satranç, Arap dünyasına tanıtıldı.
											Taktiksel bir simülasyon
kavramını yitirerek
											zengin bir şiirsel görüntü
kaynağı haline geldi.
											Devletler, politik güçlerini tanımlamak
için satranç terimlerini kullandılar.
											Başta olan halifeler, 
hevesli birer oyuncu haline geldiler.
											Ve tarihçi El Mas'udi, satrancı,
şans oyunlarına nazaran
											insanın hür iradesinin bir
kanıtı olarak görüyordu.
									","
											Depois da conquista islâmica
da Pérsia, no século VII,
											o xadrez foi introduzido
no mundo árabe.
											Transcendendo o seu papel
enquanto simulação tática,
											acabou por se tornar numa fonte rica
de imagética poética.
											Diplomatas e cortesãos
usavam termos do xadrez
											para descrever o poder político.
											Califas governantes tornaram-se
jogadores apaixonados.
											E o historiador al-Mas'udi
considerou o jogo
											como um testemunho 
do livre arbítrio humano
											em comparação com os jogos de azar.
									","
											Après la conquête islamique
de la Perse au VIIe siècle,
											les échecs sont introduits
dans le monde arabe.
											Transcendant son rôle
de simulation tactique,
											il devient une source riche
d'imagerie poétique.
											Diplomates et courtisans décrivaient
le pouvoir politique en termes d'échecs.
											Les califes devinrent des joueurs avides.
											L'historien Al-Mas'ûdî considérait le jeu
comme une preuve du libre-arbitre,
											comparé aux jeux de hasard.
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											Medieval trade along the Silk Road carried
the game to East and Southeast Asia,
											where many local variants developed.
											In China, chess pieces were placed at 
intersections of board squares
											rather than inside them, as in the native 
strategy game Go.
											The reign of Mongol leader Tamerlane saw 
an 11x10 board
											with safe squares called citadels.
											And in Japanese shogi, captured pieces 
could be used by the opposing player.
									","
											İpek Yolu üzerindeki ticaret, 
oyunun birçok farklı varyantlarının
											geliştirileceği yer olan Doğu ve
Güneydoğu Asya'ya taşıdı.
											Çin'de satranç taşları,
yerli strateji oyunu Go'da olduğu gibi,
											içlerinden ziyade tahta karelerinin
kesişme noktalarına yerleştirildi.
											Moğol lideri Timurlenk,
Kale adındaki güvenli haneler barındıran
											11x10'luk bir tahta yaptı.
											Japon shogisinde, ele geçirilen parçalar
rakip oyuncu tarafından kullanılabilir.
									","
											O comércio medieval na Rota da Seda
											levou o jogo para o leste
e para o sudeste asiático,
											onde se desenvolveram
muitas variantes locais.
											Na China, as peças do xadrez
											eram colocadas nas interseções
dos quadrados do tabuleiro
											em vez de dentro deles,
como no jogo de estratégia Go.
											O reinado do líder mongol Tamerlane
viu um tabuleiro de 11x10,
											com quadrados de segurança
chamados ""cidadelas"".
											E no ""shogi"" japonês, as peças capturadas
podiam ser usadas pelo jogador adversário.
									","
											Le commerce médiéval sur la route
de la soie apporta le jeu en Asie de l'Est
											et du Sud-Est, où des variantes locales
se développèrent.
											En Chine, les pièces d'échecs étaient
placées à l'intersection des carrés,
											et non à l'intérieur, comme au jeu de Go.
											Sous le règne du chef mongol Tamerlan,
l'échiquier 11X10 est créé,
											avec des cases non-attaquables,
appelées Citadelles.
											Dans le Shōgi japonais, le joueur adverse
peut utiliser les pièces capturées.
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											But it was in Europe that chess began to 
take on its modern form.
											By 1000 AD, the game had become part 
of courtly education.
											Chess was used as an allegory
											for different social classes performing 
their proper roles,
											and the pieces were re-interpreted 
in their new context.
											At the same time, the Church remained 
suspicious of games.
											Moralists cautioned against devoting 
too much time to them,
											with chess even being briefly 
banned in France.
									","
											Ancak Avrupa'da satranç,
modern formunu almaya başladı.
											1000 yılında, oyun, mahkeme 
eğitiminin bir parçası haline geldi.
											Satranç taşları, farklı roller üstlenerek
											uygun rolleri yerine getiren bir
alegori olarak kullanılmış
											ve parçalara yeni 
anlamlar yüklenmiştir.
											Aynı zamanda, kilise oyunlardan
şüphelenmeye devam etti.
											Ahlakçılar, haklı zamanlarını çok fazla 
bu oyunla harcamamaları için uyardılar
											hatta kısa bir süreliğine,
oyun Fransa'da yasaklandı,
									","
											Mas foi na Europa que o xadrez
começou a assumir a sua forma moderna.
											No ano 1000, o jogo já fazia parte
da educação da corte.
											O xadrez era usado como uma alegoria
											para diferentes classes sociais,
exercendo os seus devidos papéis
											e as peças foram reinterpretadas
neste novo contexto.
											Ao mesmo tempo, a Igreja 
mantinha suspeitas em relação aos jogos.
											Os moralistas alertavam contra
uma exagerada dedicação aos jogos,
											e o xadrez esteve proibido
durante um breve período em França.
									","
											Mais c'est en Europe que les échecs
ont pris leur forme moderne.
											En l'an 1000, le jeu faisait partie
de l'éducation de la cour.
											Les échecs étaient utilisés
comme une allégorie
											des différentes classes sociales,
jouant leur propre rôle
											et les pièces ont été réinterprétées
dans leur nouveau contexte.
											En même temps, l'Église restait méfiante
à l'égard des jeux.
											Les moralistes déconseillaient
d'y consacrer trop de temps.
											Les échecs ont même été
brièvement bannis en France.
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											Yet the game proliferated,
											and the 15th century saw it cohering into
the form we know today.
											The relatively weak piece of advisor was 
recast as the more powerful queen–
											perhaps inspired by the recent surge 
of strong female leaders.
											This change accelerated the game’s pace,
											and as other rules were popularized,
											treatises analyzing common openings 
and endgames appeared.
											Chess theory was born.
									","
											oysa satranç yaygınlaştı
											ve 15. yüzyılda bugün
bildiğimiz formunu aldı.
											Nispeten zayıf olan danışman taşı,
bizim vezir dediğimiz güçlü kraliçe oldu.
											Belki de güçlü kadın liderlerlerinin
o zamandaki yükselişinden ilham aldındı.
											Bu değişiklik oyunun temposunu artırdı
											ve diğer oyun kuralları
yaygınlaştıkları zaman,
											oyun açılışı ve sonu taktiğini
inceleyen bilim dalı ortaya çıktı.
											Satranç teorisi doğdu.
									","
											Mas o jogo proliferava
											e, no século XV, já tinha
a forma que conhecemos hoje.
											A peça relativamente fraca do conselheiro
foi reconvertida na rainha, mais poderosa
											— talvez por inspiração no aparecimento
de fortes líderes femininas.
											Esta alteração acelerou o ritmo do jogo
											e, à medida que outras regras
se popularizavam,
											apareceram tratados que analisavam
aberturas e finais do jogo mais comuns.
											Tinha nascido a teoria do xadrez.
									","
											Pourtant, le jeu a proliféré
											et pendant le XVe siècle, le jeu
s'est consolidé sous sa forme actuelle.
											Le Conseiller, pièce relativement faible,
a été remplacé par la puissante Dame,
											peut-être inspiré par la montée récente
de femmes fortes au pouvoir.
											Ce changement a accéléré le rythme du jeu.
											D'autres règles sont devenues
alors populaires
											et des traités analysant les ouvertures
et fin de parties courantes sont apparus.
											La théorie des échecs était née.
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											With the Enlightenment era, the game 
moved from royal courts to coffeehouses.
											Chess was now seen as an expression 
of creativity,
											encouraging bold moves and dramatic plays.
											This ""Romantic"" style reached its peak 
in the Immortal Game of 1851,
											where Adolf Anderssen managed a checkmate
											after sacrificing his queen 
and both rooks.
									","
											Aydınlanma döneminde oyun, kraliyet 
mahkemelerinden kafelere taşındı.
											Satranç, cesur hareketleri ve
dramatik oyunlara teşvik eden
											yaratıcılığın ifadesi olarak görülüyordu.
											Bu ""Romantik"" tarz, 1851 yılında
Adolf Anderssen bir vezir ve iki kalesini
											feda ettikten sonra şah mat yaptığı ve 
""Ölümsüz Oyun"" adını alan
											o oyunda zirvesine ulaştı.
									","
											Com a era do Iluminismo, o jogo
passou das cortes reais para os cafés.
											O xadrez passou a ser visto
como uma expressão de criatividade,
											encorajando movimentos ousados
e jogadas dramáticas.
											Este estilo ""romântico"" atingiu o auge
no imortal Jogo de 1851,
											em que Adolf Anderssen
conseguiu um xeque-mate
											depois de sacrificar a rainha
e as duas torres.
									","
											Avec l'époque des Lumières, le jeu
est passé des cours royales aux cafés.
											Les échecs étaient désormais considérés
comme une expression de la créativité,
											encourageant des actions audacieuses
et des jeux dramatiques.
											Ce style romantique a atteint son apogée
pendant la partie immortelle de 1851,
											où Adolf Anderssen a réussi
à vaincre son adversaire
											après un sacrifice
de la Dame et de deux Tours.
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											But the emergence of formal competitive 
play in the late 19th century
											meant that strategic calculation would 
eventually trump dramatic flair.
											And with the rise of international 
competition,
											chess took on a new 
geopolitical importance.
											During the Cold War,
											the Soviet Union devoted great resources
to cultivating chess talent,
											dominating the championships for the rest 
of the century.
											But the player who would truly upset 
Russian dominance
											was not a citizen of another country
											but an IBM computer called Deep Blue.
											Chess-playing computers had been 
developed for decades,
											but Deep Blue’s triumph 
over Garry Kasparov in 1997
											was the first time a machine 
had defeated a sitting champion.
									","
											Ancak 19. yüzyılın sonlarında
resmi rekabet oyununun ortaya çıkışı
											stratejik hesaplamanın, dramatik 
bir yetenek kazandıracağı görüldü.
											Ve uluslararası rekabetin yükselişiyle
											satranç, yeni bir jeopolitik önem kazandı.
											Soğuk Savaş sırasında,
											Sovyetler Birliği, satranç yeteneğini
geliştirmek için büyük kaynaklar ayırdı.
											ve bu, yüzyılın geri kalanında
şampiyonluklara hükmetmelerini sağladı
											ama Rusların hakimiyetini
bozacak olan oyuncu,
											başka bir ülkenin vatandaşı değil
											ancak Deep Blue isimli 
bir bilgisayar sistemi oldu.
											Satranç oynayan bilgisayarlar,
zaten onlarca yıldır vardı
											ama Deep Blue'nun 1997 yılında
Gary Kasparov karşısındaki zaferi
											bir makinenin,
bir şampiyonu ilk kez yenmesiydi.
									","
											Mas o aparecimento da competição
formal no final do século XIX
											significou que um cálculo estratégico
podia introduzir um trunfo dramático.
											E, com o aparecimento
da competição internacional,
											o xadrez assumiu uma nova
importância geopolítica.
											Durante a Guerra Fria,
											a União Soviética dedicou
grandes recursos
											a cultivar o talento do xadrez,
											dominando os campeonatos
durante o resto do século.
											Mas o jogador que superou
o domínio russo
											não foi um cidadão de outro país
											mas um computador IBM
chamado Deep Blue.
											Os computadores que jogavam xadrez
estavam a ser desenvolvidos há décadas,
											mas o triunfo do Deep Blue
sobre Garry Kasparov em 1997
											foi a primeira vez que uma máquina
derrotou um campeão consagrado.
									","
											Mais l'émergence du jeu de compétition
officiel à la fin du XIXe siècle,
											signifiait que le calcul stratégique
l'emporterait sur l'intuition.
											Avec la montée
de la compétition internationale,
											les échecs ont pris une nouvelle
importance géopolitique.
											Pendant la guerre froide,
											l'Union Soviétique a consacré beaucoup
de ressources pour avoir de bons joueurs
											et a ainsi dominé tous les tournois
jusqu'à la fin du siècle.
											Mais le joueur qui renversera vraiment
la domination russe
											n'était pas un citoyen d'un autre pays,
											mais un ordinateur IBM, appelé Deep Blue.
											Les programmes d'échecs avaient été
développés pendant des décennies,
											mais le triomphe de Deep Blue
sur Gary Kasparov en 1997
											fut la première fois qu'une machine
l'emportait face à un champion en titre.
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
											Today, chess software is capable of 
consistently defeating
											the best human players.
											But just like the game they’ve mastered,
											these machines are products 
of human ingenuity.
											And perhaps that same ingenuity will guide
us out of this apparent checkmate.
									","
											Bugün, satranç yazılımı sürekli
olarak en iyi insan oyuncuları
											yenebilecek kapasitede.
											Fakat ustalaştıkları oyun gibi,
											bu makineler de insan zekası olan ürünler.
											Ve belki de aynı ustalık
bizi bu şah mattan kurtarır.
									","
											Hoje, o ""software"" de xadrez 
consegue derrotar consistentemente
											os melhores jogadores humanos.
											Mas, tal como o jogo que dominaram,
											estas máquinas são produto
do engenho humano.
											E talvez esse mesmo engenho
nos venha a guiar
											para sairmos deste aparente xeque-mate.
									","
											Aujourd'hui, les logiciels d'échecs
sont capables de battre constamment
											les meilleurs joueurs humains.
											Mais tout comme le jeu
qu'elles maitrisent,
											ces machines sont le produit
de l'ingéniosité humaine.
											Cette ingéniosité nous guidera peut-être
pour sortir de cette apparente défaite.
									",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
"
","
","
","
",A brief history of chess,Alex Gendler,5:20,"animation,TED-Ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers"
