en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
											These are grim economic times,
											fellow TEDsters, grim economic times indeed.
											And so, I would like to cheer you up
											with one of the great, albeit largely unknown,
											commercial success stories
											of the past 20 years.
											Comparable, in its own very peculiar way,
											to the achievements of Microsoft or Google.
											And it's an industry which has bucked the current recession
											with equanimity.
											I refer to organized crime.
									","
											Estos son tiempos económicos desastrosos
											amigos de TED, tiempos desastrosos en realidad.
											Y, por lo tanto, me gustaría alegrarlos
											con una de las mayores, aunque en gran medida desconocidas,
											historias de éxito comercial
											de los últimos 20 años.
											Comparable, en su particular estilo,
											a los logros de Microsoft o Google.
											Y es ésta una actividad que ha resistido la actual
											recesión con tranquilidad.
											Me refiero al crimen organizado.
									","
											Vivemos tempos económicos desastrosos
											Caros TEDsters, tempos económicos
desastrosos, de facto.
											Portanto, gostaria de vos animar
											com uma das grandes histórias
de sucesso comercial,
											embora largamente desconhecida
											dos últimos 20 anos.
											Comparável, de um modo muito peculiar,
											com os feitos da Microsoft ou da Google.
											É uma indústria que superou
a atual recessão económica
											com tranquilidade.
											Refiro-me ao crime organizado.
									","
											Ce sont des temps économiques difficiles
											mes confrères de TED, vraiment des temps économiques sombres.
											Mais je voudrais vous remonter le moral
											avec l'une des plus grandes, quoique très peu connue,
											histoires à succès
											de ces 20 dernières années.
											Elle est très comparable, dans son propre cheminement très particulier
											aux réussites de Microsoft et Google.
											Il s'agit d'une industrie qui a traversé la récession actuelle
											avec sérénité.
											Je veux parler du crime organisé.
									","
											Es sind düstere wirtschaftliche Zeiten
											liebe TED-Kollegen, in der Tat, düstere wirtschaftliche Zeiten.
											Also möchte ich sie aufheitern
											mit einer der größten, obgleich weitesgehend unbekannten,
											wirtschaftlichen Erfolgsgeschichte
											der letzten 20 Jahre.
											Auf seine merkwürdige Art vergleichbar
											mit den Errungenschaften von Microsoft oder Google.
											Und es ist eine Industrie, die sich der gegenwärtigen Rezession mit Leichtigkeit
											widersetzt hat.
											Ich beziehe mich auf die organisierte Kriminalität.
									",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
","
","
","
","
",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
											Now organized crime has been around
											for a very long time, I hear you say,
											and these would be wise words, indeed.
											But in the last two decades,
											it has experienced an unprecedented expansion,
											now accounting for roughly 15 percent
											of the world's GDP.
											I like to call it the Global Shadow Economy,
											or McMafia, for short.
									","
											-¡Pero el crimen organizado ha existido
											desde hace mucho tiempo!- les oigo decir
											...Y esas serían sabias palabras, sin duda.
											Pero en la últimas dos décadas
											ha experimentado una expansión sin precedentes.
											Actualmente representa alrededor del 15 por ciento
											del PIB mundial.
											Me gusta llamarla ""Economía Global Oculta""
											o ""McMafia""...para abreviar.
									","
											""O crime organizado existe entre nós
											""há muito tempo"", oiço-vos dizer.
											São, de facto ,palavras acertadas.
											Mas nos últimos 20 anos
											tem tido uma expansão sem precedentes,
											representando atualmente cerca de 15%
											do PIB mundial.
											Eu gosto de lhe chamar
a Sombra Económica Global,
											ou McMáfia, como abreviatura.
									","
											Maintenant le crime organisé est en place
											depuis un bon moment, vous me direz.
											Et en effet il s'agirait de propos avisés.
											Mais durant les deux dernières décennies
											cette industrie a connu une expansion sans précédent.
											Elle représente en gros 15 %
											du PIB mondial.
											J'aime appelé cela l'économie de l'ombre mondialisée,
											ou McMafia pour résumer.
									","
											Organisierte Kriminalität gibt es schon
											seit langer Zeit, höre ich sie sagen.
											Und das sind in der Tat weise Worte,
											aber in den letzten zwei Jahrzehnten
											hat sie eine bisher nie da gewesene Expansion erlebt.
											Sie trägt nun etwa zu 15 Prozent
											zum weltweiten Bruttoinlandsprodukt bei.
											Ich nenne sie gerne die globale Schattenwirtschaft
											oder kurz McMafia.
									",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
","
","
","
","
",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
											So what triggered this extraordinary growth
											in cross-border crime?
											Well, of course, there is globalization,
											technology, communications, all that stuff,
											which we'll talk about a little bit later.
											But first, I would like to take you back
											to this event:
											the collapse of communism.
											All across Eastern Europe, a most momentous episode
											in our post-war history.
									","
											Entonces, ¿qué ha producido este extraordinario
											crecimiento del crimen trasnacional?
											Bueno, por supuesto que están: la globalización,
											tecnología, comunicaciones y todo eso,
											de lo que hablaremos dentro de poco.
											Pero, primero, me gustaría retrotraerlos
											a este acontecimiento:
											El colapso del comunismo.
											A través de Europa oriental, el más significativo
											episodio de la historia de la posguerra.
									","
											O que desencadeou
este crescimento extraordinário
											do crime além fronteiras?
											Obviamente, temos a globalização,
											a tecnologia, as comunicações,
todas essas coisas
											que iremos abordar mais tarde.
											Mas primeiro, eu gostaria
de vos recordar este acontecimento.
											O colapso do comunismo.
											Por toda a Europa de Leste,
um episódio importantíssimo
											na nossa história pós-guerra.
									","
											Ainsi qu'est ce qui explique cette croissance extraordinaire
											du crime transfrontalier?
											Il y a bien sûr la mondialisation,
											les technologies, les communications, tout ce genre de choses
											dont nous parlerons un petit peu plus tard.
											Mais tout d'abord j'aimerais vous reparler
											de cet évènement.
											L'effondrement du communisme.
											Partout en Europe de l'est, un des évènements des plus importants
											de l'histoire d'après guerre.
									","
											Was löste dieses außergewöhnliche Wachstum
											der grenzüberschreitenden Kriminalität aus?
											Gut, auf der einen Seite gibt es die Globalisierung,
											Technologie, Kommunikationsmittel und all das Zeug
											worüber wir noch ein wenig später reden werden.
											Aber zuerst möchte ich zurück
											zu einem bestimmten Ereignis bringen.
											Dem Kollaps des Kommunismus.
											Überall in Osteuropa eine sehr bedeutende Episode
											in unserer Nachkriegsgeschichte.
									",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
","
","
","
","
",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
											Now it's time for full disclosure.
											This event meant a great deal to me personally.
											I had started smuggling books across the Iron Curtain
											to Democratic opposition groups in Eastern Europe,
											like Solidarity in Poland,
											when I was in my teens.
											I then started writing about Eastern Europe,
											and eventually I became the BBC's chief correspondent for the region,
											which is what I was doing in 1989.
											And so when 425 million people
											finally won the right
											to choose their own governments,
											I was ecstatic,
											but I was also a touch worried
											about some of the nastier things
											lurking behind the wall.
									","
											Ahora es el momento de una aclaración.
											Este acontecimiento fue muy significativo en lo personal.
											Yo había empezado a contrabandear libros
											detrás del telón de acero, con grupos democráticos opositores
											en Europa oriental, como ""Solidaridad"" en Polonia,
											cuando estaba en mi adolescencia.
											Empecé entonces a escribir acerca de Europa oriental,
											y finalmente, me convertí en corresponsal jefe para la BBC en la región.
											Eso es lo que estaba haciendo en 1989.
											Así, cuando 425 millones de personas
											finalmente ganaron el derecho
											de elegir a sus gobernantes
											estaba en éxtasis.
											Pero, a la vez, un tanto preocupado
											acerca de las cosas desagradables
											agazapadas detrás del muro.
									","
											E agora, é tempo para a revelação.
											Este acontecimento significou muito
para mim, pessoalmente.
											Eu tinha começado a introduzir livros,
secretamente, através da Cortina de Ferro
											para grupos democráticos de oposição,
na Europa de Leste,
											tais como o Solidariedade, na Polónia,
											quando era adolescente.
											De seguida, comecei a escrever
sobre a Europa de Leste
											e acabei por me tornar no principal
correspondente da BBC na região.
											Era isto que andava a fazer em 1989.
											Quando 425 milhões de pessoas
											conquistaram finalmente o direito
de escolher os seus governos
											eu fiquei extasiado.
											No entanto, eu também estava
um pouco preocupado
											com algumas das coisas más
											que espreitavam atrás do muro.
									","
											Le temps d'une révélation complète
											Cet évènement m'est apparu comme une grande affaire à mes yeux.
											J'ai commencé à faire passer illégalement des livres à travers le rideau de fer
											aux groupes d'opposition démocratiques en Europe de l'Est,
											comme Solidarnosk en Pologne,
											lorsque j'étais adolescent.
											Puis j'ai commencé à écrire sur l'Europe de l'est,
											et finalement je suis devenu le correspondant en chef de la BBC pour la région.
											Voila ce que je faisais en 1989.
											Donc quand 425 millions de personnes
											ont enfin gagné le droit
											de choisir leur propre gouvernement.
											J'étais extasié.
											Mais j'étais aussi un peu inquiet
											de certaines des plus affreuses choses
											qui se tenaient en embuscade derrière le mur.
									","
											Jetzt ist die Zeit für die ganze Enthüllung.
											Dieses Ereignis bedeutete für mich persönlich sehr viel.
											Ich habe damals begonnen Bücher über den Eisernen Vorhang
											zu demokratischen Oppositionsgruppen in Osteuropa, zu schmuggeln,
											wie zum Beispiel Solidarnosc in Polen,
											als ich ein Teenager war.
											Ich begann dann über Osteuropa zu schreiben
											und wurde schließlich der Chefkorrespondent der BBC für diese Region.
											Das war es, was ich 1989 tat
											und als 425 Millionen Menschen
											endlich das Recht gewannen
											ihre Regierungen selbst zu wählen
											war ich begeistert,
											aber ich war auch ein wenig besorgt
											über einige der unangenehmeren Dinge
											die hinter dem [eisernen] Vorhang lauerten.
									",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
","
","
","
","
",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
"
											It wasn't long, for example,
											before ethnic nationalism
											reared its bloody head
											in Yugoslavia.
											And amongst the chaos,
											amidst the euphoria,
											it took me a little while to understand
											that some of the people who had wielded power
											before 1989, in Eastern Europe,
											continued to do so after the revolutions there.
											Obviously there were characters like this.
											But there were also some more unexpected people
											who played a critical role in what was going on in Eastern Europe.
									","
											No pasó mucho tiempo, por ejemplo,
											hasta que el nacionalismo étnico
											levantara su sangrienta cabeza
											en Yugoeslavia.
											Y en medio del caos,
											entre la euforia,
											tardé un poco en comprender
											que parte de la gente que había ganado poder
											antes de 1989, en Europa oriental,
											lo continuó haciendo luego de las revoluciones.
											Obviamente, había personajes como éste.
											Pero había también más gente inesperada
											que jugó un rol relevante en lo que pasaba en Europa oriental.
									","
											Não demorou muito, por exemplo,
											para o nacionalismo étnico
levantar a sua cabeça sangrenta
											na Jugoslávia.
											No meio do caos,
											no meio da euforia,
											demorei algum tempo a compreender
											que algumas das pessoas
que tinham tido o poder
											antes de 1989, na Europa de Leste,
											continuavam a tê-lo após as revoluções.
											Obviamente, havia figuras como esta.
											Mas também havia
outras figuras inesperadas
											que desempenharam um papel crítico
no que se passava na Europa de Leste.
									","
											Ce ne fut pas long par exemple
											avant que le nationalisme ethnique
											pointe sa tête sanglante
											en Yougoslavie.
											Et parmi le chaos,
											au beau milieu de l'euphorie,
											ça m'a pris un peu de temps à comprendre
											que des gens qui avaient exercé le pouvoir
											avant 1989 en Europe de l'est,
											continuaient à en faire de même après les révolutions.
											Certainement, il y avait des personnages comme cela.
											Mais il y avait aussi des personnes plus innatendues
											qui jouaient un rôle critique dans ce qui se passait en Europe de l'est.
									","
											Es dauerte zum Beispiel nicht lange
											bevor der ethnische Nationalismus
											sein blutiges Antlitz
											in Jugoslawien zeigte.
											Und inmitten dieses Chaos,
											mitten in der Euphorie,
											brauchte ich eine kurze Weile um zu verstehen,
											dass einige der Menschen, die vor 1989
											in Osteuropa die Macht ausübten,
											dies auch nach den Revolutionen taten.
											Offensichtlich gab es dort solche Personen,
											aber es gab auch eher unerwartete Persönlichkeiten,
											die eine kritische Rollen dabei spielten, was in Osteuropa vor sich ging.
									",The real story of McMafia — how global crime networks work,Misha Glenny,19:30,"adventure,crime,economics,global issues,writing,narcotics,journalism"
