fr,en,tr,es,title,speaker,duration,tags
"
","
","
","
",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
											Ce dont je veux vous parler aujourd'hui, c'est de la façon dont les robots envahissent nos vies
											à plusieurs niveaux, et sur différentes échelles de temps.
											Et quand j'imagine le futur, je ne peux imaginer un monde, dans 500 ans,
											où les robots ne seraient pas omniprésents,
											en supposant — malgré toutes les prédictions pessimistes de beaucoup de gens sur notre avenir —
											en supposant que nous soyons toujours là, je n'imagine pas que le monde ne soit pas peuplé de robots.
											Alors la question est, s'ils sont partout dans 500 ans,
											ne le seront-ils pas déjà avant?
											Seront-ils là dans 50 ans?
											Oui, je pense que c'est possible — Il va y avoir beaucoup de robots autour de nous.
											Et en fait, je pense que ce sera même plus tôt que ça.
											Je pense que nous en sommes au point où les robots sont devenus communs,
											et je pense que nous y sommes depuis les années 1978 ou 1980 soit depuis les ordinateurs personnels,
											lorsque les premiers robots sont apparus.
									","
											What I want to tell you about today is how I see robots invading our lives
											at multiple levels, over multiple timescales.
											And when I look out in the future, I can't imagine a world, 500 years from now,
											where we don't have robots everywhere.
											Assuming — despite all the dire predictions from many people about our future —
											assuming we're still around, I can't imagine the world not being populated with robots.
											And then the question is, well, if they're going to be here in 500 years,
											are they going to be everywhere sooner than that?
											Are they going to be around in 50 years?
											Yeah, I think that's pretty likely — there's going to be lots of robots everywhere.
											And in fact I think that's going to be a lot sooner than that.
											I think we're sort of on the cusp of robots becoming common,
											and I think we're sort of around 1978 or 1980 in personal computer years,
											where the first few robots are starting to appear.
									","
											Bugün size, robotların farklı zamanlarda, farklı seviyelerde nasıl
											hayatımızı işgal etmeye başladıklarından bahsedeceğim.
											Bundan 500 yıl sonra her yanımızın robotla çevrili olmadığı bir dünya
											hayal edemiyorum.
											Tabii ki — birçok insanın geleceğimiz için yaptığı dehşet verici tahminlere
											rağmen — hâlâ ortalıkta olursak, robotlarla dolu olmayan bir dünya düşünemiyorum.
											Ardından şu soru geliyor: 500 sene sonra burada olacakları kesinse,
											daha önce de her yerde olabilirler mi?
											Mesela 50 yıl içinde?
											Evet, bence bu pekala mümkün. Her yerde oldukça fazla sayıda robot olacak.
											Ve aslına bakarsanız, ben bundan da çok önce olacağını düşünüyorum.
											Bence şu anda robotların yaygınlaşmasının dönüm noktasındayız.
											Kişisel bilgisayarların gelişimine göre, 1978 veya 1980'de olduğumuz yerdeyiz.
											Şu anda ilk birkaç robot daha yeni ortaya çıkmaya başlıyor.
									","
											De lo que quiero hablarles hoy es de cómo veo a los robots invadiendo nuestras vidas
											en múltiples niveles y líneas de tiempo.
											Y cuando miro hacia el futuro, no puedo imaginarme un mundo, 500 años a partir de ahora,
											en el cual no tengamos robots por todas partes,
											suponiendo que — a pesar de todas las espantosas predicciones que mucha gente hace sobre nuestro futuro —
											suponiendo que todavía estemos por aquí, no puedo imaginar el mundo no estando poblado por robots.
											Y luego la pregunta es, bueno, si ellos van a estar por aquí en 500 años,
											¿estarán por todas partes antes de ese tiempo?
											¿Estarán por aquí dentro de 50 años?
											Sí, pienso que es muy probable — habrá muchos robots por todas partes.
											Y, de hecho, pienso que eso ocurrirá mucho antes.
											Pienso que estamos a punto de que los robots se vuelvan cosa común
											y pienso que estamos como en 1978 ó 1980 en años de las computadoras personales
											cuando los primeros robots están comenzando a aparecer.
									",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
","
","
","
",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
											D'une certaine manière, les ordinateurs sont apparus par le biais des jeux et des jouets.
											Et comme vous le savez, le premier ordinateur que la plupart des gens avaient à la maison
											devait être un ordinateur pour jouer à Pong,
											un petit microprocesseur embarqué,
											comme pour tous les jeux qui sont venus après ça.
											Et nous commençons à observer la même chose avec les robots:
											LEHO Mindstorms, Furbies — qui ici — est-ce que quelqu'un a un Furby?
											Oui, il s'en est vendu 38 millions à travers le monde.
											Ils sont très courants, en fait c'est un miniscule petit robot,
											un simple robot avec des capteurs.
											C'est une sorte de processus d'actionnement.
									","
											Computers sort of came around through games and toys.
											And you know, the first computer most people had in the house
											may have been a computer to play Pong,
											a little microprocessor embedded,
											and then other games that came after that.
											And we're starting to see that same sort of thing with robots:
											LEGO Mindstorms, Furbies — who here — did anyone here have a Furby?
											Yeah, there's 38 million of them sold worldwide.
											They are pretty common. And they're a little tiny robot,
											a simple robot with some sensors,
											a little bit of processing actuation.
									","
											Bilgisayarlar hayatlarımıza oyunlar ve oyuncaklarla girdi sayılır.
											Ve bildiğiniz gibi, birçok insanın evindeki ilk bilgisayar
											Pong oynayan, içinde küçük bir mikroişlemcisi olan
											bilgisayar idi.
											Ardından diğer oyunlar geldi.
											Şu anda robotlarda da aynı şeyi görüyoruz:
											LEGO Mindstorms, Furbyler — burada kimin — aranızda Furby'si olan var mı?
											Eh tabi, dünya çapında 38 milyon adet satıldı.
											Oldukça yaygınlar. Küçük, ufacık bir robot bu.
											Birkaç sensörü olan basit bir robot.
											Birkaç hesaplanmış hareketi var.
									","
											Las computadoras comenzaron a llegar a través de juegos de video y de juguetes.
											Y, saben, la primera computadora que muchas personas tuvieron en sus casas
											puede haber sido una para jugar Pong,
											con un pequeño microprocesador integrado,
											y luego algunos otros juegos de video que vinieron después de ese.
											Y estamos comenzado a ver el mismo tipo de cosas con los robots:
											LEGO Mindstorms, Furbies — los cuales — ¿alguien aquí tuvo un Furby?
											Claro, hay 38 millones vendidos a nivel mundial.
											Son muy comunes, y son un pequeño robot,
											un robot simple con algunos sensores.
											Es un poco de procesamiento causal.
									",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
","
","
","
",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
											Sur la droite c'est un autre robot poupée, que vous pouviez vous procurer il y a quelques années.
											Et comme aux premiers jours,
											lorsqu'il il y avait de nombreuses sortes d'interactions d'amateurs sur les ordinateurs,
											vous pouvez maintenant obtenir différents kits et livres pour les personnaliser.
											Et sur la gauche, il y a une plateforme de Evolution Robotics,
											où vous déposez un PC, et vous programmez cette chose avec un GUI
											pour qu'elle se déplace dans votre maison et réalise différentes tâches.
											Puis il y a plus cher, un genre de robots jouets —
											Le Aibo Sony. Et là sur la droite, en voilà un développé par NEC,
											le PaPeRo, mais je ne pense pas qu'ils vont le lancer sur le marché.
											Mais néanmoins, ce genre d'objets existe.
									","
											On the right there is another robot doll, who you could get a couple of years ago.
											And just as in the early days,
											when there was a lot of sort of amateur interaction over computers,
											you can now get various hacking kits, how-to-hack books.
											And on the left there is a platform from Evolution Robotics,
											where you put a PC on, and you program this thing with a GUI
											to wander around your house and do various stuff.
											And then there's a higher price point sort of robot toys —
											the Sony Aibo. And on the right there, is one that the NEC developed,
											the PaPeRo, which I don't think they're going to release.
											But nevertheless, those sorts of things are out there.
									","
											Sağda ise başka bir robot bebek var, birkaç yıl önce bunlardan satılıyordu.
											Ve aynı bilgisayarların ilk günlerindeki gibi,
											bilgisayarlarla etkileşimlerin amatör olduğu zamanlar, bugün kendi robotunuzu
											yapabileceğiniz kitler ve robot yapımıyla ilgili kitaplar satılıyor.
											Soldaki Evolution Robotics'in sattığı bir platform.
											Üzerine bir PC koyup, grafik arayüzüyle programlıyorsunuz.
											Böylece evin içinde gezip, çeşitli işler yapabiliyor.
											Bir de daha pahalı, oyuncak diyebileceğimiz, robotlar var.
											Mesela Sony Aibo. Ve hemen yanındaki de NEC'in geliştirdiği PaPeRo.
											Sanırım satışa sunmayacaklar.
											Ama yine de, bu tip şeyler şu anda var.
									","
											A la derecha vemos otra muñeca robot, la que podían obtener hace un par de años.
											Y tal como en los primeros días,
											cuando había mucha interacción de aficionados a las computadoras,
											pueden obtener ahora muchos juegos para armar robots, y libros de cómo armar robots.
											Y a la izquierda hay una plataforma de Evolution Robotics,
											a la cual conectas una PC, y programas esto con una Interfaz Gráfica
											para moverse por tu casa y hacer diversas cosas.
											Y luego hay un punto de más alto precio, una especie de robots de juguete —
											el Aibo de Sony. Y a la derecha ahí, hay uno desarrollado por NEC,
											el PaPeRo, el cual no creo que vayan a lanzar.
											Pero, sin embargo, ese tipo de cosas están ahí afuera.
									",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
","
","
","
",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
											Et ces derniers 2 ou 3 ans, nous avons vu des robots tondeurs de gazon,
											Husqvarna en bas, Friendly Robotics en haut, une entreprise Israëlienne.
											Puis ces 12 derniers mois environ
											nous avons vu apparaitre plusieurs robots de nettoyage domestique.
											En haut à gauche c'est un très joli robot de ménage d'intérieur
											d'une entreprise appellé Dyson, au Royaume-Uni. Sauf qu'il était si cher —
											3 500 dollars — qu'ils ne l'ont pas lancé sur le marché.
									","
											And we've seen, over the last two or three years, lawn-mowing robots,
											Husqvarna on the bottom, Friendly Robotics on top there, an Israeli company.
											And then in the last 12 months or so
											we've started to see a bunch of home-cleaning robots appear.
											The top left one is a very nice home-cleaning robot
											from a company called Dyson, in the U.K. Except it was so expensive —
											3,500 dollars — they didn't release it.
									","
											Ve son iki ya da üç yıl içinde, çim biçen robotlar gördük:
											Alttaki Husqvarna, üstteki bir İsrail şirketi olan Friendly Robotics.
											Son 12 ay içinde ise birkaç tane ev temizlik
											robotunun piyasaya çıkışına şahit olduk.
											Sol üstteki Dyson diye İngiliz bir şirketin yaptığı, çok güzel bir
											ev temizlik robotu. Ama ne yazık ki çok pahalıya maloldu. 3.500$.
											Bu yüzden piyasaya sürmediler.
									","
											Y hemos visto, durante los últimos dos o tres años, robots para cortar el césped,
											Husqvarna en la parte de abajo, Friendly Robotics aquí arriba, una empresa israrelí.
											Y, luego, en los últimos 12 meses, aproximadamente,
											hemos comenzado a ver aparecer muchos robots para limpiar la casa.
											Arriba y a la derecha hay un robot muy bueno para limpiar la casa
											de una empresa llamada Dyson, de Reino Unido. Excepto que era tan caro —
											US$3,500 dólares — que no lo lanzaron al mercado.
									",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
","
","
","
",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
"
											Mais en bas à gauche vous voyez Electrolux, qui est en vente.
											Un autre de Karcher.
											En bas à droite c'en est un que j'ai construit dans mon labo
											il y a 10 ans, et nous l'avons finalement produit.
											Et laissez moi juste vous montrer cela.
											Nous allons le distribuer, je pense que Chris l'a dit, après la présentation.
											Voici un robot que vous pouvez vous procurer vous-même, et il nettoiera vos sols.
											Et il commence par tourner en faisant des cercles de plus en plus larges.
											Si il heurte quelque chose — vous voyez ça ?
											Maintenant il commence à suivre le mur, il fait le tour de mes pieds
											pour nettoyer. Voyons voir —
											oh, qui a volé volé mes céréales ?. Ils ont volé mes céréales
											(Rires)
											Pas d'inquiétude, détendez-vous, non, détendez-vous, il est intelligent.
											(Rires)
											Voyez, les enfants de 3 ans, ils ne préoccupent pas.
											Ce sont les adultes qui se mettent en colère.
											(Rires)
											On va juste mettre un peu de bordel ici.
											(Rires)
											D'accord.
											(Rires)
											Je ne sais pas si vous voyez — alors, je mets un peu de céréales ici,
											Je mets des centimes, voyons s'il va nettoyer.
											Oui, d'accord. Alors —
											nous allons laisser ça pour plus tard.
											(Applaudissements)
									","
											But at the bottom left, you see Electrolux, which is on sale.
											Another one from Karcher.
											At the bottom right is one that I built in my lab
											about 10 years ago, and we finally turned that into a product.
											And let me just show you that.
											We're going to give this away I think, Chris said, after the talk.
											This is a robot that you can go out and buy, and that will clean up your floor.
											And it starts off sort of just going around in ever-increasing circles.
											If it hits something — you people see that?
											Now it's doing wall-following, it's following around my feet
											to clean up around me. Let's see, let's —
											oh, who stole my Rice Krispies? They stole my Rice Krispies!
											(Laughter)
											Don't worry, relax, no, relax, it's a robot, it's smart!
											(Laughter)
											See, the three-year-old kids, they don't worry about it.
											It's grown-ups that get really upset.
											(Laughter)
											We'll just put some crap here.
											(Laughter)
											Okay.
											(Laughter)
											I don't know if you see — so, I put a bunch of Rice Krispies there,
											I put some pennies, let's just shoot it at that, see if it cleans up.
											Yeah, OK. So —
											we'll leave that for later.
											(Applause)
									","
											Ama şu sol alttaki Electrolux, şu anda satışta.
											Bu da Karcher'nin yaptığı.
											Sağ alttakini ise 10 sene kadar önce ben laboratuvarımda
											yaptım ve sonunda bir ürüne dönüştürdük.
											Durun size göstereyim.
											Bunu birine hediye edeceğiz. Chris konuşmadan sonra demişti sanırım.
											Bu robotu gidip satın alıyorsunuz ve sizin yerlerinizi süpürüyor.
											İlk açıldığında, gittikçe büyüyen çemberler çizerek dönmeye başlıyor.
											Birşeye çarparsa — gördünüz mü?
											Şu anda duvar takip algoritmasıyla ayağımın çevresinden dolanarak
											etrafını süpürüyor. Tamam, şimdi —
											Of, Rice Krispies'imi kim çaldı? Rice Krispies'imi çalmışlar.
											(Gülüşmeler)
											Sakin olun, rahatlayın, hayır, robot bu, akıllı.
											(Gülüşmeler)
											Üç yaşındakı çocuklar hiç robota bir şey olacak diye dertlenmiyor.
											Sadece yetişkinlere dokunuyor nedense.
											(Gülüşmeler)
											Buraya biraz çer çöp koyalım.
											(Gülüşmeler)
											Tamam.
											(Gülüşmeler)
											Görebiliyor musunuz bilmiyorum. Buraya biraz Rice Krispies döktüm.
											Birkaç bozuk para koydum. Bakalım ne yapacak, temizleyebilecek mi?
											Evet, işte.
											Tamam bunu şimdilik bırakalım.
											(Alkışlar)
									","
											Pero abajo a la izquierda ven el Electrolux, que sí está de venta.
											Otro de Karcher.
											Y abajo a la derecha está uno que yo construí en mi laboratorio
											hace unos 10 años, y que finalmente convertimos en un producto.
											Y permítanme mostrarles eso.
											Vamos a regalar éste, creo que Chris dijo, al final de la charla.
											Este es un robot que puedes salir y comprar, y que limpiará tu piso.
											Y arranca moviéndose en círculos cada vez más amplios.
											Si golpea con algo — ¿vieron eso?
											Ahora está comenzando a seguir la pared, está siguiendo el contorno de mis pies
											para limpiar alrededor de mí. Veamos, vamos a —
											oh, ¿quién se llevó mis Rice Krispies? ¡Se robaron mis Rice Krispies!
											(Risas)
											¡No se preocupen, relájense, no, relájense, es un robot , es inteligente!
											(Risas)
											Ven, los niños de tres años no se preocupan por él.
											Son los adultos los que de verdad se sienten incómodos.
											(Risas)
											Vamos a poner algo de basura aquí.
											(Risas)
											Bien.
											(Risas)
											No sé si lo pueden ver — bueno, puse un poco de Rice Krispies allí,
											puse algunas monedas, movámos el robot hacia allá, a ver si lo limpia.
											Sí, bien. Así que —
											dejaremos esto para luego.
											(Aplausos)
									",Robots will invade our lives,Rodney Brooks,18:47,"AI,design,humanity,intelligence,robots,technology"
