en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
											I want to start my story in Germany, in 1877,
											with a mathematician named Georg Cantor.
											And Cantor decided he was going to take a line and erase the middle third of the line,
											and then take those two resulting lines and bring them back into the same process, a recursive process.
											So he starts out with one line, and then two,
											and then four, and then 16, and so on.
											And if he does this an infinite number of times, which you can do in mathematics,
											he ends up with an infinite number of lines,
											each of which has an infinite number of points in it.
											So he realized he had a set whose number of elements was larger than infinity.
											And this blew his mind. Literally. He checked into a sanitarium. (Laughter)
											And when he came out of the sanitarium,
											he was convinced that he had been put on earth to found transfinite set theory
											because the largest set of infinity would be God Himself.
											He was a very religious man.
											He was a mathematician on a mission.
									","
											Quiero empezar mi historia en Alemania, en 1877,
											con un matemático llamado Georg Cantor.
											Y Cantor decidió que iba a tomar una línea y a borrar el tercio central de la línea,
											y a tomar esas dos líneas resultantes y a traerlas de vuelta al mismo proceso, un proceso recursivo.
											Así que comienza con una línea, luego con dos,
											luego cuatro, luego 16, y así sucesivamente.
											Y si hace esto un número infinito de veces, lo cual se puede hacer en matemáticas,
											termina con un número infinito de líneas,
											cada una de las cuales tiene un número infinito de puntos.
											Así que se dio cuenta que tenía un conjunto cuyo número de elementos era mayor que infinito.
											Y esto le sacudió la mente. Literalmente. Ingresó en un psiquiátrico. (Risas)
											Y cuando salió del psiquiátrico,
											estaba convencido que había venido a la Tierra para fundar la teoría de conjuntos transfinitos,
											porque el mayor conjunto de infinito sería Dios mismo.
											Era un hombre muy religioso.
											Era un matemático en una misión.
									","
											Quero começar a minha história 
na Alemanha, em 1877,
											com um matemático 
chamado Georg Cantor.
											Cantor decidiu que ia pegar numa linha, 
dividi-la em três partes iguais,
											apagar a parte do meio e depois pegar 
nas duas linhas resultantes
											e fazê-las passar pelo mesmo processo, 
um processo recursivo.
											Então ele começa com uma linha, 
depois duas, depois quatro, 16, etc.
											Se ele fizer isto 
um número infinito de vezes,
											o que se pode fazer em Matemática,
											acaba por ter 
um número infinito de linhas,
											cada uma delas contendo 
um número infinito de pontos.
											Então apercebeu-se de que tinha 
um conjunto cujo número de elementos
											era maior do que o infinito.
											E isso deu-lhe cabo da cabeça. 
Literalmente.
											Ele deu entrada num manicómio.
											(Risos)
											Quando saiu do manicómio, 
estava convencido
											de que tinha sido posto na Terra
											para encontrar 
a teoria de conjuntos transfinitos,
											porque o maior conjunto do infinito 
seria o próprio Deus.

											Era um homem muito religioso.
									","
											Je veux commencer mon histoire en Allemagne, en 1877,
											avec un mathématicien nommé Georg Cantor.
											Cantor avait décidé de prendre une ligne, d'en effacer un tiers au milieu,
											de prendre les deux lignes restantes et de leur appliquer le même processus, un processus récursif.
											Il commence donc avec une ligne, et puis deux,
											et puis quatre, et ensuite 16, et ainsi de suite.
											Et s'il le fait un nombre infini de fois, ce que l'on peut faire en mathématiques,
											il obtient un nombre infini de lignes,
											chacune étant constituée d'un nombre infini de points.
											Il réalisa donc qu'il était face à un ensemble dont le nombre d'éléments était supérieur à l'infini.
											Et ça l'a sidéré à tel point qu'il fut admis en maison de repos. (Rires)
											Et quand il en sortit,
											il était convaincu qu'il avait été mis sur Terre pour fonder la théorie des ensembles transfinis,
											parce que le plus grand ensemble de l'infini serait Dieu lui-même.
											C'était un homme très religieux.
											C'était un mathématicien avec une mission.
									","
											Meine Geschichte beginnt 
1877 in Deutschland,
											mit einem Mathematiker 
namens Georg Cantor.
											Cantor beschloss eine Linie zu nehmen und 
das mittlere Drittel der Linie auszuradieren,
											und dann die zwei resultierenden Linien zurück 
in den gleichen rekursiven Prozess zu bringen.
											Er beginnt mit einer Linie, dann zwei,
											und dann vier, dann 16, und so fort.
											Und wenn er das unendlich oft macht, 
was in der Mathematik möglich ist,
											hat er am Ende unendlich viele Linien,
											von der jede eine unendliche Anzahl 
an Punkten in sich hat.
											So erkannte er, dass er eine Menge hatte, 
in der die Anzahl der Elemente unendlich war.
											Und das machte ihn verrückt. Wirklich.
Er ließ sich einweisen. (Lachen)
											Und als er das Sanatorium verließ,
											war er überzeugt, dass er auf der Welt war, 
um die transfinite Mengenlehre zu begründen,
											weil die größte unendliche 
Menge Gott selbst wäre.
											Er war ein sehr religiöser Mann.
											Er war ein Mathematiker auf einer Mission.
									",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
","
","
","
","
",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
											And other mathematicians did the same sort of thing.
											A Swedish mathematician, von Koch,
											decided that instead of subtracting lines, he would add them.
											And so he came up with this beautiful curve.
											And there's no particular reason why we have to start with this seed shape;
											we can use any seed shape we like.
											And I'll rearrange this and I'll stick this somewhere — down there, OK —
											and now upon iteration, that seed shape sort of unfolds into a very different looking structure.
											So these all have the property of self-similarity:
											the part looks like the whole.
											It's the same pattern at many different scales.
									","
											Y otros matemáticos hicieron cosas del mismo tipo.
											El matemático sueco, von Koch,
											decidió que en vez de restar líneas, las sumaría.
											Y así salió con esta hermosa curva.
											Y no hay una razón en particular para que tengamos que empezar con esta forma semilla;
											podemos empezar con cualquier forma semilla.
											Y voy a reorganizar esto y meter esto en algún lado — ahí abajo, OK —
											y ahora iterando, esa forma semilla como que se despliega en una estructura que se ve muy diferente.
											Así que todas estas tienen la propiedad de la autosimilitud:
											la parte se ve como el todo.
											Es el mismo patrón en muchas escalas diferentes.
									","
											Era um matemático numa missão.
											E outros matemáticos 
fizeram o mesmo tipo de coisa.
											Um matemático sueco, von Koch, 
decidiu que,
											em vez de subtrair linhas, ia adicioná-las.
											E ficou com esta linda curva.
											Não há nenhum motivo em particular
											para termos de começar 
com esta forma inicial;
											podemos usar qualquer forma inicial 
que queiramos.
											Vamos rearranjar isto e vou colocá-la 
nalgum lado — aqui em baixo, OK —
											e agora, com a iteração, esta 
forma inicial desenvolve-se numa estrutura
											com um aspecto muito diferente.
											Todas estas formas têm a propriedade 
da auto-similaridade:
											as partes parecem-se com o todo.
									","
											Et d'autres mathématiciens faisaient la même chose.
											Un mathématicien suédois, von Koch,
											décida qu'au lieu de soustraire des lignes, il les ajouterait.
											Il trouva donc cette magnifique courbe.
											Il n'y pas de raison particulière qui nous force à commencer par cette forme initiale ;
											on peut utiliser la forme initiale que l'on souhaite.
											Je vais changer celle-ci, bouger ça par là — en bas, OK —
											et par itération, la forme initiale se déplie en une structure très différente.
											Tous ces exemples possèdent la propriété d'autosimilitude :
											la sous-partie ressemble à l'ensemble.
											C'est le même motif à différentes échelles.
									","
											Andere Mathematiker befassten 
sich mit den gleichen Dingen.
											Von Koch, ein schwedischer Mathematiker,
											beschloss, Linien zu addieren 
statt sie zu subtrahieren.
											Und so bekam er diese schöne Kurve.
											Es gibt keinen besonderen Grund
für diese Ausgangsform;
											wir könnten jede Ausgangsform nehmen.
											Ich arrangiere das mal um und
mache es z. B. hier unten fest.
											Durch Wiederholung entwickelt diese Ausgangsform 
eine ganz anders aussehende Struktur.
											Bei dieser so genannten Selbstähnlichkeit
											sieht ein Teil aus wie das Ganze.
											Das gleiche Muster in verschiedenen Größen.
									",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
","
","
","
","
",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
											Now, mathematicians thought this was very strange
											because as you shrink a ruler down, you measure a longer and longer length.
											And since they went through the iterations an infinite number of times,
											as the ruler shrinks down to infinity, the length goes to infinity.
											This made no sense at all,
											so they consigned these curves to the back of the math books.
											They said these are pathological curves, and we don't have to discuss them.
											(Laughter)
											And that worked for a hundred years.
									","
											Ahora, los matemáticos pensaron que esto era algo muy extraño,
											porque a medida que encoges una regla, mides una distancia cada vez más larga.
											Y como pasaron por las iteraciones un número infinito de veces,
											a medida que la regla se encoge infinitamente, la longitud se extiende hacia el infinito.
											Esto no tenía ningún sentido,
											así que relegaron estas curvas al final de los libros de matemáticas.
											Dijeron que éstas son curvas patológicas, y que no tenemos que discutirlas.
											(Risas)
											Y eso funcionó durante cien años.
									","
											É o mesmo padrão 
em muitas escalas diferentes.
											Os matemáticos acharam 
que isto era muito estranho
											porque, ao encolher uma régua, medimos 
um comprimento cada vez maior.
											Uma vez que passavam pelas iterações 
um número infinito de vezes,
											quando a régua encolhe até ao infinito, 
o comprimento vai até ao infinito.
											Isto não fazia sentido nenhum, portanto 
eles deixaram estas curvas sossegadas
											lá para o fim dos livros de matemática.
											Disseram que eram curvas patológicas, 
não era preciso falar delas.
											(Risos)
											E isso resultou durante cem anos.
									","
											Et donc, les mathématiciens ont trouvé ça très étrange,
											parce que quand vous rétrécissez une règle, vous mesurez une longueur de plus en plus grande.
											Et comme ils répétaient les itérations un nombre infini de fois,
											comme la règle rétrécissait à l'infini, la longueur augmentait à l'infini.
											Cela n'avait aucun sens.
											ils ont donc relégué ces courbes à la fin des livres de maths.
											Ils dirent : « Ce sont des courbes pathologiques, pas la peine d'en discuter. »
											(Rires)
											Et ça a duré pendant une centaine d'années.
									","
											Mathematiker fanden das sehr seltsam:
											denn während man den Maßstab verkleinert, 
verlängert sich gemessene Länge.
											Und da sie den Vorgang 
unendlich oft wiederholten,
											wurde der Maßstab unendlich klein,
während die Länge gegen unendlich ging.
											Verwirrend!
											Sie deklarierten diese Kurven
für pathologisch und verbannten sie
											ganz nach hinten in die Mathematikbücher.
											(Lachen)
											Und das funktionierte ein paar hundert Jahre.
									",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
","
","
","
","
",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
											And then in 1977, Benoit Mandelbrot, a French mathematician,
											realized that if you do computer graphics and used these shapes he called fractals,
											you get the shapes of nature.
											You get the human lungs, you get acacia trees, you get ferns,
											you get these beautiful natural forms.
											If you take your thumb and your index finger and look right where they meet —
											go ahead and do that now —
											— and relax your hand, you'll see a crinkle,
											and then a wrinkle within the crinkle, and a crinkle within the wrinkle. Right?
											Your body is covered with fractals.
											The mathematicians who were saying these were pathologically useless shapes?
											They were breathing those words with fractal lungs.
											It's very ironic. And I'll show you a little natural recursion here.
											Again, we just take these lines and recursively replace them with the whole shape.
											So here's the second iteration, and the third, fourth and so on.
									","
											Y luego en 1977, Benoit Mandelbrot, un matemático francés,
											se dio cuenta que si haces gráficas por computadora y usas estas formas que llamó fractales
											obtienes las formas de la naturaleza.
											Obtienes los pulmones humanos, obtienes acacias, obtienes helechos,
											obtienes estas hermosas formas naturales.
											Si miran su pulgar y su dedo índice y se fijan justo donde se encuentran —
											adelante, háganlo ahora —
											y relajen su mano, van a ver un pliegue,
											y luego una arruga dentro del pliegue, y un pliegue dentro de la arruga. ¿Verdad?
											Su cuerpo está cubierto de fractales.
											Los matemáticos que decían que éstas eran formas patológicamente inútiles.
											Ellos estaban respirando esas palabras con pulmones fractales.
											Es muy irónico. Y les voy a mostrar una pequeña recursión natural acá.
											De nuevo, tan solo tomamos estas líneas y las reemplazamos recursivamente con toda la figura.
											Asi que aquí está la segunda iteración, y la tercera, la cuarta, y así sucesivamente.
									","
											Depois, em 1977, Benoît Mandelbrot, 
um matemático francês,
											apercebeu-se de que, 
se fizéssemos imagens no computador
											e utilizássemos estas formas 
a que ele chamou fractais,
											obtínhamos as formas da Natureza.
											Obtemos os pulmões humanos, 
as acácias, os fetos,
											obtemos estas lindíssimas formas naturais.
											Se pegarmos no polegar e no indicador e 
olharmos para o ponto onde se encontram
											— vá, façam isso agora —
											e se relaxarem a mão, vão ver uma ruga,
											e depois uma dobra dentro da ruga, 
e uma ruga dentro da dobra. Certo?
											O nosso corpo está coberto de fractais.
											Os matemáticos, que diziam que estas 
eram curvas patologicamente inúteis,
											estavam a deitar estas palavras 
cá para fora com pulmões fractais.
											É muito irónico. E vou mostrar-vos aqui 
uma pequena recursão natural.
											Uma vez mais, vamos só pegar 
nestas linhas e substituí-las
											recursivamente com a forma total.
											Aqui temos a 2.ª iteração, a 3.ª, a 4.ª, etc.
									","
											Et puis en 1977, Benoît Mandelbrot, un mathématicien français,
											réalisa que si l'on utilise des images de synthèses associées aux formes qu'il appela des fractales
											on obtenait les formes de la nature.
											On obtient les poumons humains, les acacias, les fougères,
											on obtient ces magnifiques formes naturelles.
											Si vous regardez là où se rejoignent votre pouce et votre index —
											allez-y, faites-le —
											— et que vous détendez la main, vous verrez un pli,
											et puis une ride au sein du pli, et un pli au sein d'une ride. C'est vrai, non ?
											Votre corps est recouvert de fractales.
											Les mathématiciens qui disaient que ces formes étaient pathologiquement inutiles ?
											Ils respiraient ces mots avec des poumons fractals.
											C'est très ironique. Et je vais vous montrer une petite récursion naturelle.
											Encore une fois, on prend ces lignes et on les remplace récursivement par la forme en entier.
											Voici la deuxième itération, et la troisième, la quatrième et ainsi de suite.
									","
											1977 erkannte Benoit Mandelbrot, 
ein französischer Mathematiker,
											wenn man Computergrafik nutzt und 
die Formen, die er Fraktale nannte, verwendet,
											erhält man die Formen der Natur.
											Man erhält menschliche Lungen, 
Akazienbäume, Farne,
											man erhält diese schönen, 
natürlichen Formen.
											Wenn Sie Daumen und Zeigefinger nehmen und 
die Stelle betrachten, wo sie aufeinandertreffen
											— machen Sie das jetzt —
											und entspannen Sie Ihre Hand, 
dann sehen Sie eine Falte,
											dann eine Furche darin, dann noch
eine Falte in der Furche. Nicht wahr?
											Ihr Körper ist mit Fraktalen bedeckt.
											Und die Mathematiker, die sie
für pathologisch erklärt hatten?
											Sie atmeten diese Worte 
mit fraktalen Lungen.
											Das ist sehr ironisch. Ich zeige Ihnen 
hier eine kleine natürliche Rekursion.
											Wieder nehmen wir die Linie und ersetzen
sie rekursiv durch die ganze Form.
											Hier ist der zweite Durchgang, 
der dritte, vierte, und so weiter.
									",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
","
","
","
","
",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
"
											So nature has this self-similar structure.
											Nature uses self-organizing systems.
											Now in the 1980s, I happened to notice
											that if you look at an aerial photograph of an African village, you see fractals.
											And I thought, ""This is fabulous! I wonder why?""
											And of course I had to go to Africa and ask folks why.
											So I got a Fulbright scholarship to just travel around Africa for a year
											asking people why they were building fractals,
											which is a great job if you can get it.
											(Laughter)
									","
											Así que la naturaleza tiene esta estructura autosimilar.
											La naturaleza usa sistemas auto-organizativos.
											En los años 80 me pasó que noté
											que si uno mira una fotografía aérea de una aldea africana, uno ve fractales.
											Y pensé: ""¡Esto es fabuloso! Me pregunto: ¿por qué?""
											Y por supuesto tuve que ir a África y preguntarle a la gente por qué.
											Así que obtuve una beca Fulbright para viajar alrededor de Africa por un año
											preguntándole a la gente por qué estaban construyendo fractales,
											lo cual es un gran trabajo si pueden conseguirlo.
											(Risas)
									","
											Então a Natureza tem 
esta estrutura auto-similar.
											A Natureza utiliza sistemas 
auto-organizadores.
											Na década de 1980, reparei por acaso que,
											se olharmos para uma fotografia aérea 
de uma vila africana, vemos fractais.
											Pensei: ""Isto é fabuloso! 
Porque será que isto acontece?""
											E é claro que tive de ir a África 
perguntar às pessoas porquê.
											Ganhei uma bolsa Fulbright só para 
andar por África durante um ano
											a perguntar às pessoas porque 
estavam a construir fractais,
											o que é um óptimo emprego, 
se o conseguirem.
											(Risos)
									","
											La nature possède cette structure autosimilaire.
											La nature utilise des systèmes qui s'auto-organisent.
											Dans les années 80, je me suis aperçu
											que si l'on regardait une photo aérienne d'un village africain, on voyait des fractales.
											Je me suis dit : « C'est fabuleux ! Je me demande bien pourquoi ? »
											Bien sûr il me fallait aller en Afrique et poser la question aux gens.
											J'ai donc reçu une bourse Fulbright pour voyager en Afrique pendant un an
											demandant aux gens pourquoi ils construisaient des fractales,
											ce qui est un super travail si vous l'obtenez.
											(Rires)
									","
											Die Natur hat also selbstähnliche Strukturen.
											Sie nutzt selbstorganisierende Systeme.
											In den 1980ern bemerkte ich zufällig,
											dass man Fraktale auf Luftaufnahmen 
eines afrikanischen Dorfes sieht.
											Und ich dachte: ""Fabelhaft! 
Ich frage mich, warum?""
											Natürlich musste ich 
in Afrika nachfragen.
											Ich bekam ein Fullbright-Stipendium
und reiste ein Jahr durch Afrika,
											wo ich die Leute fragte, 
warum sie Fraktale bauten,
											was ein toller Job ist, 
wenn man ihn kriegen kann.
											(Lachen)
									",The fractals at the heart of African designs,Ron Eglash,16:57,"Africa,architecture,culture,design,math,technology"
