es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
											¿Cuál sería un buen cierre de la vida?
											Y estoy hablando sobre el verdadero fin.
											Me refiero a morir.
									","
											O que seria um bom final de vida?
											Eu estou a falar do fim mesmo.
											Estou a falar de morrer.
									","
											Hayat nasıl güzel bir şekilde sona erer?
											Ve en sondan bahsediyorum.
											Ölümden bahsediyorum.
									","
											What would be a good end of life?
											And I'm talking about the very end.
											I'm talking about dying.
									","
											A quoi ressemblerait 
une belle fin de vie ?
											Et je parle de la vraie fin.
											Je parle de la mort.
									","
											Wie stellen wir uns ein gutes Ableben vor?
											Ja, die Rede ist vom definitiven Ende.
											Ich spreche vom Sterben.
									",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
","
","
","
","
","
",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
											Todos pensamos mucho sobre el buen vivir.
											Me gustaría hablar sobre aumentar 
las probabilidades de morir bien.
											No soy geriatra.
											Diseño programas de lectura 
para niños en preescolar.
											Lo que sé sobre este tema
											proviene de un estudio cualitativo 
con una muestra de tamaño dos.
											En los últimos años, ayudé a dos amigos
											a llegar al fin de su vida como lo deseaban.
											Jim y Shirley Modini pasaron 
los 68 años de su matrimonio
											desconectados en su rancho de 1 700 acres
											en las montañas del condado Sonoma.
											Tenían suficiente ganado para sobrevivir
											de forma que la mayoría de su 
rancho seguiría siendo un refugio
											para los osos y leones y otras cosas
											que vivían allí.
											Este era su sueño.
									","
											Todos nós pensamos muito
sobre como viver bem a vida.
											Mas eu estou a falar de aumentar
as possibilidades de morrer bem.
											Eu não sou geriatra.
											Eu concebo programas de leitura
para crianças pré-escolares.
											O que eu sei sobre esse assunto
											vem de um estudo qualitativo
com uma amostra de duas pessoas.
											Nos últimos anos,
eu consegui ajudar dois amigos
											a terminar a sua vida
do modo que eles queriam
											Jim e Shirley Modini
passaram 68 anos casados
											a morar sem elecricidade
no seu rancho de 690 hectares,
											nas montanhas de Sonoma County.
											Mantinham apenas o gado suficiente
para terem dinheiro para viver.
											para que o resto do rancho
permanecesse como um refúgio
											para os ursos, leões
e muitas outras espécies
											que lá viviam.
											Era esse o sonho deles.
									","
											Nasıl iyi yaşanacağına dair sürekli düşünürüz.
											İyi bir durumda ölme şansımızı yükseltmek konusunda konuşmak istiyorum.
											İhtiyarlık hastalıkları uzmanı değilim.
											Anaokulu öğrencileri için okuma programları tasarlıyorum.
											Bu konu hakkında bildiklerim
											iki örneği kapsayan niteliksel bir çalışmaya dayanıyor.
											Son birkaç yılda, iki arkadaşıma
											yaşamlarını istedikleri gibi son vermeleri için yardımcı oldum.
											Jim ve Shirley Modini 68 yıllık evliliklerini
											Sonoma ilindeki dağlarda 1.700 dönümlük
											çiftliklerinde medeniyetten uzakta sürdürdü.
											Ellerinde geçinebilecekleri kadar çiftlik hayvanı tutuyorlardı
											böylece arazilerinin büyük kısmı bölgede yaşayan
											ayılar, aslanlar ve diğer birçok canlıya sığınak
											görevi görüyordu.
											Bu onların hayaliydi.
									","
											We all think a lot about how to live well.
											I'd like to talk about increasing our chances of dying well.
											I'm not a geriatrician.
											I design reading programs for preschoolers.
											What I know about this topic
											comes from a qualitative study with a sample size of two.
											In the last few years, I helped two friends
											have the end of life they wanted.
											Jim and Shirley Modini spent their 68 years of marriage
											living off the grid on their 1,700-acre ranch
											in the mountains of Sonoma County.
											They kept just enough livestock to make ends meet
											so that the majority of their ranch would remain a refuge
											for the bears and lions and so many other things
											that lived there.
											This was their dream.
									","
											Nous pensons tous beaucoup
à comment bien vivre.
											J'aimerais parler d'améliorer nos chances 
de bien mourir.
											Je ne suis pas gériatre.
											Je conçois des programmes de lecture 
pour les enfants de maternelle.
											Ce que je sais de ce sujet
											me vient d'une étude qualitative 
sur un échantillon de deux personnes.
											Ces dernières années, 
j'ai aidé deux amis
											à avoir la fin de vie qu'ils voulaient.
											Jim et Shirley Modini ont passé 
les 68 années de leur mariage
											à vivre loin de tout 
dans leur ranch de 700 hectares
											dans les montagnes de Sonoma County.
											Ils gardaient juste assez de bétail 
pour joindre les deux bouts
											et laissaient ainsi la majorité 
de leur ranch comme refuge
											pour les ours, les lions 
et de nombreuses autres créatures
											qui vivaient ici.
											C'était leur rêve.
									","
											Wir alle machen uns Gedanken 
über ein möglichst gutes Leben.
											Ich möchte darüber sprechen, 
unsere Chancen gut zu sterben zu vergrößern.
											Ich bin keine Geriaterin.
											Ich erstelle Leseprogramme für Vorschulkinder.
											Alles, was ich über dieses Thema weiß,
											kommt aus einer Fachstudie mit 
einem Stichprobenumfang von zwei.
											In den letzten zwei Jahren 
habe ich zwei Freunden geholfen,
											das Lebensende zu haben, das sie wollten.
											Jim and Shirley Modini verbrachten 
die 68 Jahre ihrer Ehe damit,
											völlig autark auf ihrer 6,9km² großen Ranch
											in den Bergen von Sonoma County zu leben.
											Sie hielten nur so viele Tiere, 
wie sie unbedingt benötigten,
											damit der Großteil ihrer Ranch ein Rückzugsgebiet
											für Bären und Löwen und so viele 
andere Lebwesen bleiben konnte,
											die dort wohnten.
											Dies war ihr Traum.
									",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
","
","
","
","
","
",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
											Conocí a Jim y a Shirley en sus 80.
											Ambos eran hijos únicos 
que escogieron no tener hijos.
											A medida que nos hicimos amigos, 
me convertí en su confidente
											y su consejera médica,
											pero, aún mas importante, llegué a ser
											la persona que administró sus 
experiencias finales.
											Y aprendimos algunas cosas 
sobre cómo lograr un buen fin.
									","
											Conheci o Jim e a Shirley nos seus oitentas.
											Ambos eram filhos únicos,
e tinham preferido não ter filhos.
											Como nos tornámos bons amigos,
tornei-me sua administradora
											e sua advogada médica,
											mas, mais importante,
tornei-me a pessoa responsável
											por gerir as suas últimas
experiências de vida.
											E aprendemos algumas coisas
sobre como ter um bom final de vida.
									","
											Jim ve Shirley ile 80'li yaşlarında tanıştım.
											İkisinin de çocuğu yoktu ve çocuk sahibi olmamayı tercih etmişlerdi.
											Samimiyetimiz arttıkça vasileri
											ve tıbbi avukatları oldum
											fakat daha önemlisi, onların
											hayatlarının son tecrübelerini yaşatan kişi oldum.
											Ve beraberce hayatın nasıl güzel noktalanabileceği konusunda bir şeyler öğrendik.
									","
											I met Jim and Shirley in their 80s.
											They were both only children who chose not to have kids.
											As we became friends, I became their trustee
											and their medical advocate,
											but more importantly, I became
											the person who managed their end-of-life experiences.
											And we learned a few things about how to have a good end.
									","
											J'ai rencontré Jim et Shirley 
alors qu'ils étaient octogénaires.
											Ils étaient tous deux des enfants uniques
qui avaient décidé de ne pas avoir d'enfant.
											Quand nous sommes devenus amis,
je suis devenue leur curateur
											et leur conseiller médical,
											mais plus important encore, 
je suis devenue
											la personne qui gérait 
leur expérience de fin de vie.
											Nous avons appris quelques trucs 
sur la façon d'avoir une fin agréable.
									","
											Ich traf Jim und Shirley in ihren 80ern.
											Sie waren beide Einzelkinder, die entschieden hatten,
keine Kinder zu bekommen.
											Als wir Freunde wurden, 
wurde ich ihre Vertrauensperson
											und ihr medizinischer Beistand,
											aber noch wichtiger ist, dass ich die Person wurde,
											die deren Erfahrungen ihres Lebensendes organisierte.
											Und wir lernten einige Dinge darüber, 
wie man ein gutes Ende haben kann.
									",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
","
","
","
","
","
",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
											En sus últimos años, Jim y Shirley
											enfrentaron cánceres, fracturas, 
infecciones, enfermedades neurológicas.
											Es cierto.
											Al final, nuestras funciones corporales
											e independencia declinan a cero.
											Lo que descubrimos es que, 
con un plan y la gente adecuada,
											puede mantenerse una alto nivel de vida.
											El comienzo del fin se desencadena
											por un evento de conciencia sobre 
la mortalidad, y durante este tiempo,
											Jim y Shirley escogieron 
las reservas naturales ACR
											como herederos de su rancho.
											Esto les concedió la 
serenidad para continuar.
											Puede ser un diagnóstico. 
Puede ser tu intuición.
											Pero un día, vas a decir, 
""Esto va a llegarme"".
											Jim y Shirley pasaron este tiempo
											haciéndole saber a sus 
amigos que el fin se acercaba
											y que ellos lo aceptaban.
									","
											Nos seus últmos anos, o Jim e a Shirley
											enfrentaram cancros, fraturas,
infeções e doenças neurológicas.
											É verdade.
											No final, as funções do nosso corpo
											e a independência declinam até ao zero.
											O que descobrimos foi que,
com um plano e as pessoas certas,
											a nossa qualidade de vida
pode manter-se elevada.
											O princípio do fim é desencadeado
											por uma consciência da mortalidade
e, durante esse tempo,
											o Jim e a Shirley escolheram
as Reservas Naturais ACR
											para ficarem com o seu rancho
após a sua morte.
											Isto deu-lhes a paz de espírito
de que eles precisavam para prosseguir.
											Pode ser um diagnóstico,
pode ser a vossa intuição,
											mas um dia diremos: 
""Isto vai acabar comigo"".
											O Jim e a Shirley passaram esse tempo
											revelando aos amigos
que o seu fim estava próximo
											e que estava tudo bem com eles.
									","
											Son yıllarında Jim ve Shirley
											kanserler, kırıklar, enfeksiyonlar ve nörolojik hastalıklarla yüzleştiler.
											Evet..
											Sonunda vücut fonksiyonlarımız
											ve bağımsızlığımız sıfıra düşüyor.
											Bulduğumuz şey ise, bir plan ve doğru insanlar yardımıyla
											yaşam kalitesinin yüksek tutulabileceğiydi.
											Sonun başlangıcını tetikleyen şey
											ölümü fark ettiren bir olaydır ve bu süreçte
											Jim ve Shirley, vefatlarından sonra çiftliklerini
											devralması için ACR doğa koruyucularına emanet etti.
											Böylece içleri rahat bir şekilde hayatlarına devam ettiler.
											Bu bir teşhis olabilir. İçgüdüleriniz de olabilir.
											Fakat bir gün şunu diyeceksiniz: ""Bu şey bir gün beni alacak.""
											Jim ve Shirley bu vakti
											arkadaşlarına sonlarının yakın olduğunu haber vererek
											ve bunu kabullendiklerini söyleyerek geçirdi.
									","
											In their final years, Jim and Shirley
											faced cancers, fractures, infections, neurological illness.
											It's true.
											At the end, our bodily functions
											and independence are declining to zero.
											What we found is that, with a plan and the right people,
											quality of life can remain high.
											The beginning of the end is triggered
											by a mortality awareness event, and during this time,
											Jim and Shirley chose ACR nature preserves
											to take their ranch over when they were gone.
											This gave them the peace of mind to move forward.
											It might be a diagnosis. It might be your intuition.
											But one day, you're going to say, ""This thing is going to get me.""
											Jim and Shirley spent this time
											letting friends know that their end was near
											and that they were okay with that.
									","
											Dans leurs dernières années, 
Jim et Shirley
											ont fait face à des cancers, des fractures, 
des infections, des maladies mentales.
											C'est vrai.
											A la fin, nos fonctions corporelles
											et notre indépendance 
déclinent jusqu'à atteindre zéro.
											Ce que nous avons découvert, 
c'est qu'avec un plan et les bonnes personnes,
											la qualité de vie peut rester élevée.
											Le commencement de la fin 
est déclenché
											par un événement de sensibilisation 
à la mortalité, et pendant ce temps,
											Jim et Shirley ont choisi 
les réserves naturelles ACR [Audubon Canyon Ranch]
											pour s'occuper de leur ranch 
une fois qu'ils seraient partis.
											Ça leur a donné 
la tranquillité d'esprit pour avancer.
											Ça pourra être un diagnostic. 
Ça pourra être votre intuition.
											Mais un jour, vous vous direz : 
« Ce truc va m'avoir »
											Jim et Shirlay ont passé leur temps
											à prévenir leurs amis 
que leur fin était proche
											et qu'ils y étaient préparés.
									","
											In ihren letzten Jahren haben Jim und Shirley
											Krebs, Knochenbrüche, Infektionen, 
und neurologische Krankheiten erlebt.
											Es ist wahr.
											Am Ende nehmen unsere körperlichen Funktionen
											und unsere Unabhängigkeit bis zum Nullpunkt ab.
											Was wir herausfanden ist, dass mit einem Plan 
und den richtigen Menschen
											die Lebensqualität hoch bleiben kann.
											Der Beginn des Endes wird durch ein Erlebnis 
von Sterblichkeitsbewusstseins hervorgerufen
											und während dieser Zeit
											entschieden Jim und Shirley, 
dass ACR-Wildschutzgebiete
											die Ranch übernehmen sollten, 
sobald sie nicht mehr da wären.
											Das gab ihnen den Seelenfrieden, 
um weiter zu machen.
											Es kann eine Diagnose sein. 
Es kann deine Intuition sein.
											Aber eines Tages sagt man: 
""Es wird mich kriegen.""
											Jim und Shirley haben diese Zeit damit verbracht,
											Freunden beizubringen, dass ihr Ende nahte,
											sodass sie damit umgehen konnten.
									",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
","
","
","
","
","
",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
"
											Morir de cáncer y morir de 
una enfermedad neurológica
											son procesos diferentes.
											En ambos casos, los últimos 
días son de un consuelo silencioso.
											Jim murió primero. 
Estaba consciente hasta el final,
											pero en su último día no podía hablar.
											A través de sus ojos sabíamos 
cuando necesitaba oír nuevamente,
											""Tranquilo Jim. Vamos a cuidar de Shirley
											aquí en el rancho,
											y ACR va a cuidar de su 
reserva natural para siempre"".
									","
											Morrer de cancro
ou de doenças neurológicas
											são coisas diferentes.
											Em ambos os casos, os últimos dia
têm de ser dias de calma e tranquilidade.
											O Jim morreu primeiro.
											Esteve consciente até ao fim,
mas no último dia não conseguia falar.
											Pelos seus olhos, sabíamos
que ele queria ouvir outra vez
											""Já está tudo arranjado, Jim.
Nós cuidaremos da Shirley aqui no rancho
											""e as pessoas do grupo ACR vão cuidar
da vossa reserva natural para sempre.""
									","
											Kanserden ölmek ve nörolojik hastalık sonucu ölmek
											farklıdır.
											İki durumda da son günler sessizce iç rahatlatmayla geçer.
											Önce Jim vefat etti. Son anına kadar bilinci yerindeydi,
											fakat son gününde konuşamıyordu.
											Bakışlarından, şunu tekrar duymak istediğini anlayabiliyorduk,
											""Her şey tamam Jim. Shirley'e iyi bakacağız
											tam burada, çiftlikte
											ve ACR de kurduğunuz yabani ortamı sonsuza dek koruyacak.""
									","
											Dying from cancer and dying from neurological illness
											are different.
											In both cases, last days are about quiet reassurance.
											Jim died first. He was conscious until the very end,
											but on his last day he couldn't talk.
											Through his eyes, we knew when he needed to hear again,
											""It is all set, Jim. We're going to take care of Shirley
											right here at the ranch,
											and ACR's going to take care of your wildlife forever.""
									","
											Mourir d'un cancer 
et mourir de maladie mentale
											ce n'est pas la même chose.
											Dans les deux cas, les derniers jours 
doivent être un calme réconfort.
											Jim est décédé en premier. 
Il était conscient jusqu'à la toute fin,
											mais le dernier jour,
il ne pouvait pas parler.
											A travers son regard, nous savions 
lorsqu'il avait besoin d'entendre à nouveau :
											« Tout est prêt, Jim. 
Nous allons prendre soin de Shirley
											ici au ranch,
											et ACR viendra prendre soin 
de votre réserve pour toujours. »
									","
											An Krebs oder einer neurologischen 
Krankheit zu sterben
											ist anders.
											In beiden Fällen geht es in den letzten Tagen 
um stille Beruhigung.
											Jim starb zuerst. Er war bis zuletzt bei Bewusstsein,
											aber am letzten Tag konnte er nicht sprechen.
											Dank seiner Augen wussten wir, 
wann er wieder hören musste:
											""Alles ist geregelt, Jim. Wir werden uns 
um Shirley kümmern,
											genau hier, auf der Ranch
											und ACR wird für immer auf 
den Erhalt der Tierwelt hier achten.""
									",Prepare for a good end of life,Judy MacDonald Johnston,6:03,"aging,culture,death,humanity,life"
