en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
											How many of you have been to Oklahoma City?
									","
											¿Cuántos de Uds. han estado 
en la ciudad de Oklahoma?
									","
											Quantos de vocês
já estiveram em Oklahoma?
									","
											Kaç taneniz Oklahoma şehirine gittiniz?
									","
											Combien d'entre vous 
ont déjà été à Oklahoma City ?
									","
											Wie viele von Ihnen waren 
schon mal in Oklahoma City?
									",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
","
","
","
","
","
",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
											Raise your hand. Yeah?
									","
											Levanten la mano. ¿Sí?
									","
											Levantem as mãos. Sim?
									","
											Ellerinizi kaldırın. Evet.
									","
											Levez la main. Oui ?
									","
											Heben Sie Ihre Hand, bitte.
									",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
","
","
","
","
","
",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
											How many of you have not been to Oklahoma City
											and have no idea who I am? (Laughter)
									","
											¿Cuántos de Uds. no han estado 
en la ciudad de Oklahoma
											y no tienen ni idea de quién soy yo? 
(Risas)
									","
											Quantos de vocês 
nunca estiveram em Oklahoma
											e não fazem a menor ideia 
de quem eu seja?
											(Risos)
									","
											Kaçınız Oklahoma şehrine hiç gitmedi
											ve kim olduğum hakkında hiçbir fikri yok?(Gülme)
									","
											Combien d'entre vous 
n'ont jamais été à Oklahoma City
											et n'ont aucune idée 
de qui je suis? (Rires)
									","
											Wie viele von Ihnen waren 
noch nie in Oklahoma City
											und haben keinen blassen Schimmer, 
wer ich bin? (Lachen)
									",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
","
","
","
","
","
",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
											Most of you. Let me give you
a little bit of background.
									","
											La mayoría de Uds. Permítanme contarles
un poco de la historia de fondo.
									","
											A maioria. Vou fazer um pouco de história.
									","
											Çoğunuz. Size biraz özgeçmiş anlatayım.
									","
											La plupart d'entre vous. Laissez-moi 
vous donner un bref historique.
									","
											Die meisten. Lassen Sie mich 
ein paar Dinge erzählen.
									",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
","
","
","
","
","
",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
"
											Oklahoma City started in the most
											unique way imaginable.
											Back on a spring day in 1889,
											the federal government held what they called
											a land run.
											They literally lined up the settlers
											along an imaginary line,
											and they fired off a gun,
											and the settlers roared across the countryside
											and put down a stake,
											and wherever they put down that stake,
											that was their new home.
											And at the end of the very first day,
											the population of Oklahoma City
											had gone from zero to 10,000,
											and our planning department
											is still paying for that.
											The citizens got together on that first day
											and elected a mayor.
											And then they shot him.
											(Laughter)
											That's not really all that funny
											— (Laughter) —
											but it allows me to see what type of audience
											I'm dealing with, so I appreciate the feedback.
									","
											La ciudad de Oklahoma comenzó de la forma
											más única imaginable.
											Un día de primavera de 1889,
											el gobierno federal tuvo lo que se llamó
											una carrera por tierra.
											Literalmente alinearon a los colonos
											a lo largo de una línea imaginaria
											y dispararon un arma,
											y los colonos iban rugiendo por la campiña
											y clavaron una estaca,
											y adonde quiera que clavaran esa estaca,
											ese era su nuevo hogar.
											Y al final del mismísimo primer día,
											la población de la ciudad de Oklahoma
											se había ido de cero a 10 000,
											y nuestro departamento de planeamiento
											todavía está pagando por eso.
											Los ciudadanos se reunieron ese primer día
											y eligieron un alcalde.
											Y luego, le dispararon.
											(Risas)
											Eso realmente no es tan gracioso
											—(risas)—
											pero me permite ver 
con qué tipo de audiencia
											estoy tratando, por lo que les 
agradezco la retroalimentación.
									","
											A cidade de Oklahoma teve o seu início
											da forma mais pitoresca possível.
											Num dia de primavera em 1889,
											o governo federal realizou 
o que eles chamaram
											uma ""corrida pela terra"".
											Dispuseram os colonos
numa linha imaginária,
											e dispararam uma espingarda.
											Os colonos correram aos gritos pelo campo
											e espetaram as suas estacas.
											Onde quer que espetassem as estacas
											era aí que passava a ser o seu novo lar.
											No final do primeiro dia,
											a população da cidade de Oklahoma
											passara de zero para 10 000 pessoas.
											O nosso departamento de planeamento
ainda hoje está a pagar por isso.
											(Risos)
											Os cidadãos reuniram-se 
naquele primeiro dia
											e elegeram um ""mayor"".
											E depois deram-lhe um tiro.
											(Risos)
											Não tem lá muita graça,
											(Risos)
											Mas permite-me ver o tipo de público
											com que estou a lidar, portanto 
obrigado pela vossa reação.
									","
											Oklahoma şehri hayal edilebilecek en
											benzersiz bir şekilde başladı.
											1889 da bir ilkbahar gününde
											federal hükümet adını ""arazi koşusu"" koydukları
											birşey düzenledi.
											Göçmenleri tam anlamıyla sıraladılar
											uzun hayali bir çizgi boyunca
											ve silah ateşlediler
											ve göçmenler kırsal bölgede her yöne koşturdular
											ve bir kazık çaktılar
											ve bu kazığı nereye çaktılarsa
											orası yeni evleriydi.
											İlk günün sonunda
											Oklahoma şehrin nüfusu
											sıfırdan on bine yükseldi
											ve planlama dairemiz
											hala bunu ödüyor.
											Vatandaşlar ilk gün bir araya gelip
											vali seçtiler.
											Sonra da onu vurdular.
											(Gülme)
											Aslında o kadar da komik değil bu.
											(Gülme)
											ama bana nasıl bir seyirci ile karşı karşıya olduğumu
											anlamama fırsat veriyor bu yüzden geri dönüşünüzü takdir ediyorum.
									","
											Oklahoma City a été fondé d'une manière
											très unique.
											Au printemps de 1889,
											le gouvernement fédéral a organisé 
une course au terrain
											appelé le Land Run.
											Les colonisateurs 
étaient littéralement alignés
											le long d'une ligne imaginaire,
											et lorsque le fusil a fait feu,
											ils se sont précipités 
à travers la campagne
											ont plantés un piquet,
											et l'endroit où ils enfonçaient ce piquet
											devenait leur nouveau chez-soi.
											Après la toute première journée,
											la population d'Oklahoma City
											est passée de zéro à 10 000,
											et notre Service 
de planification de la ville
											continue de payer pour ça aujourd'hui.
											Les citoyens se sont réunis cette première journée
											et ont élu un maire.
											Et ensuite ils lui ont tiré dessus.
											(Rires)
											Ce n'est pas si drôle que ça
											— (Rires) —
											mais ça me permet de voir 
à quel genre d'audience
											je m'adresse, 
donc j'apprécie vos réactions.
									","
											Die Geschichte von Oklahoma City begann
											auf eine sehr einzigartige Weise.
											An einem Frühlingstag im Jahre 1889
											veranstaltete die Bundesregierung 
ein sogenanntes Land-Rennen.
											Die Siedler mussten sich 
nebeneinander aufreihen
											entlang einer imaginären Linie,
											es gab einen Startschuss
											und die Siedler rasten über das Land
											und schlugen einen Pfosten ein,
											und wo auch immer sie 
ihren Pfosten eingeschlagen hatten,
											das war ihr neues Zuhause.
											Und am Ende des ersten Tages
											war die Bevölkerung von Oklahoma City
											von null auf 10 000 gewachsen
											und unsere Planungsabteilung
											muss noch immer 
für dieses Vorgehen bezahlen.
											An diesem ersten Tag 
kamen die Stadtbewohner zusammen
											und wählten einen Bürgermeister.
											Und dann erschossen sie ihn.
											(Lachen)
											Das ist nicht wirklich lustig ...
											(Lachen)
											Aber es zeigt mir, mit welcher Art 
Publikum ich es zu tun habe,
											also danke für die Rückmeldung.
									",How an obese town lost a million pounds,Mick Cornett,15:15,"cities,health,obesity"
