en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
											Hercules, 
the strongest man alive
											with a mighty heart to match.
											Orpheus, 
charmer of nature and master of music.
											Castor and Pollux, 
the twin tricksters hatched from an egg.
											The Boreads, 
sons of the North Wind
											who could hurtle through the air.
									","
											Hércules, o homem mais forte vivo
com um grande coração a condizer.
											Orfeu, encantador da Natureza
e mestre da música.
											Castor e Pólux, os gémeos trapaceiros
chocados num ovo.
											Os Bóreas, filhos do Vento Norte
que podiam correr pelo ar.
									","
											Muazzam bir kalbe sahip,
yaşayan en güçlü adam, Herkül.
											Doğa büyücüsü
ve müzik ustası, Orpheus.
											Tek yumurta ikizleri
ve hilebazlar, Castor ve Pollux.
											Hızla uçabilen,
Kuzey Rüzgarının oğulları, Boread'lar.
									","
											Hercule, l'homme le plus fort au monde
au courage inégalé.
											Orphée, maître de la musique
capable de charmer la nature.
											Castor et Pollux,
les malicieux jumeaux nés d'un œuf.
											Les Boréades, fils du Vent du nord,
											qui étaient capables de fendre les airs.
									",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
","
","
","
",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
											For untold times 
these heroes had roamed ancient Greece,
											creating new legends wherever they went.
											But none of their adventures 
was so great as when they joined forces
											for the sake of a young man named Jason.
									","
											Durante tempos infindos,
estes heróis pairaram na Grécia antiga,
											criando novas lendas
por onde quer que passassem.
											Mas nenhuma das suas aventuras 
foi tão grande como quando juntaram forças
											para ajudar um jovem chamado Jasão.
									","
											Bilinmeyen bir zamanda
bu kahramanlar antik Yunan'da gezdiler,
											gittikleri yerlerde
yeni efsaneler yarattılar.
											Fakat hiçbir maceraları, 
Jason adında genç bir adam uğruna
											güçlerini birleştirdikleri
zaman kadar muhteşem değildi.
									","
											Pendant longtemps, ces héros 
avaient parcouru la Grèce antique,
											faisant naître de nouvelles légendes
partout où ils allaient.
											Mais aucune de leurs aventures ne fut
plus grande que lorsqu'ils s'allièrent
											pour aider un jeune homme du nom de Jason.
									",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
","
","
","
",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
											Years before,
											Jason’s uncle Pelias 
had ruthlessly usurped
											the throne of Thessaly 
from Jason’s grandfather.
											When Jason returned 
to his father’s stolen court,
											the cowardly king 
set him a seemingly impossible task:
											cross the teeming seas to Colchis,
											and steal 
the golden fleece of a flying ram
											under King Aeetes’ nose.
											If Jason retrieved the Fleece,
											Pelias promised to relinquish the throne.
									","
											Anos antes, Pélias, tio de Jasão,
tinha usurpado friamente
											o trono da Tessália, ao avô de Jasão.
											Quando Jasão regressou 
à corte usurpada do seu pai,
											o rei, cobardemente, deu-lhe uma tarefa
aparentemente impossível:
											atravessar os mares revoltos
até à Cólquida
											e roubar o Velo de Oiro
de um carneiro voador
											debaixo do nariz do rei Eetes.
											Se Jasão lhe levasse o Velo,
											Pélias prometia devolver-lhe o trono.
									","
											Yıllar önce, Jason'ın amcası Pelias,
											Jason'ın büyük babasının
tahtını insafsızca gasp etti.
											Jason, babasının
yasaklı mahkemesine gittiğinde
											korkak kral ona görünürde
imkansız bir görev verdi:
											hareketli Kolhis denizini geçmek
											ve Kral Aeetes'in burnunun altında
uçan bir koçun altın postunu çalmak.
											Jason postu getirdiği takdirde,
											Pelias tahtı terk edeceğine söz verdi.
									","
											Des années plus tôt, l'oncle de Jason, 
Pélias, avait usurpé le trône de Thessalie
											en le volant au grand-père de Jason.
											Quand Jason rentra à la cour de son père,
											le roi couard lui imposa de remplir
une tâche qui semblait impossible :
											traverser les eaux grouillantes 
jusqu'à Colchis
											et voler la toison d'or d'un bélier volant
au nez et à la barbe du roi Éétès.
											Si Jason rapportait la toison,
											Pélias lui promit de lui rendre le trône.
									",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
","
","
","
",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
											Touched by his heroic mission,
											the Gods spread Jason’s call for help,
											and soon 
he had assembled a not-so-motley crew.
											These heroes,
											alongside countless sailors,
soothsayers, and rebel demigods,
											named themselves 
the Argonauts after their sturdy ship.
											But the path ahead 
was marked with untold terrors–
											enough to test even the fiercest heroes.
									","
											Impressionados com esta missão heroica,
											os deuses divulgaram
o pedido de ajuda de Jasão
											e, em breve, ele tinha reunido
uma equipa pouco heterogénea.
											Estes heróis, juntamente
com inúmeros marinheiros,
											adivinhos e semideuses rebeldes
											intitularam-se os Argonautas,
segundo o nome do seu robusto navio.
											Mas o caminho que enfrentavam
estava recheado de terrores inauditos,
											suficientes para pôr à prova
os heróis mais corajosos.
									","
											Kahramanca görevden etkilenen tanrılar,
											Jason'ın yardım çağrısını yaydılar
											ve kısa sürede, çok da renkli olmayan
bir takımı bir araya getirdiler.
											Bu kahramanlar, sayısız denizcinin, 
kahin ve isyancı yarı tanrının yanı sıra,
											kendilerini sağlam gemilerinin adı olan
Argonautlar olarak adlandırdılar.
											Ancak önlerindeki yol, en sert
kahramanları bile test etmek için
											yeterince açık olmayan
dehşetlerle işaretlendi.
									","
											Touchés par sa mission héroïque,
											les dieux répandirent
l'appel à l'aide de Jason
											et il eut bientôt réuni
une troupe pas si hétéroclite.
											Ces héros, avec d'innombrables marins, 
devins et demi-dieux rebelles,
											se nommèrent les Argonautes, 
d'après le nom de leur robuste navire.
											Mais le voyage qui les attendait 
fut marqué par des horreurs indicibles…
											suffisantes pour mettre à l'épreuve
les plus braves héros.
									",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
","
","
","
",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
"
											Their first stop was Lemnos,
											an isle of women 
who had killed all the island’s men.
											As punishment,
											Aphrodite had cursed them
with a sickening stench–
											but that didn’t stop Jason 
fathering twins with the queen.
											The rest of the crew also found themselves
embroiled in new romances;
											until Hercules chastised them 
for not behaving like heroes.
									","
											A primeira paragem foi Lemnos,
uma ilha só de mulheres
											que tinham matado
todos os homens da ilha.
											Em castigo, Afrodite tinha-as amaldiçoado
com um cheiro insuportável,
											mas isso não impediu Jasão
de ser pai de gémeos com a rainha.
											O resto da tripulação também
se envolveu em novos romances,
											até Hércules os repreender
por não se comportarem como heróis.
									","
											İlk durakları adanın tüm erkeklerini
öldüren bir kadın adası olan Lemnos'tur.
											Ceza olarak, Afrodit onları
rahatsız edici bir koku ile lanetlemiş,
											ancak bu, Jason'ın kraliçeyle ikiz çocuk
sahibi olmasını engellememişti.
											Herkül, kahramanlar gibi davranmadıkları
için onları cezalandırana kadar
											mürettebatın geri kalanı kendilerini
yeni romantizmlerde buldular.
									","
											Leur première étape fut Lemnos,
une île peuplée de femmes
											qui avaient tué tous les hommes
présents sur l'île.
											Pour les punir, Aphrodite les avait 
maudites avec une odeur insupportable
											mais cela n'empêcha pas Jason
d'avoir des jumeaux avec leur reine.
											Le reste de l'équipage se retrouva aussi 
pris dans des histoires d'amour,
											jusqu'à ce qu'Hercule les châtia 
pour leur comportement fort peu héroïque.
									",The myth of Jason and the Argonauts,Iseult Gillespie,4:51,"TED-Ed,ancient world,animation,war,history,violence"
