en,es,tr,pt,title,speaker,duration,tags
"
","
","
","
",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
											Plastics: you know about them,
you may not love them,
											but chances are
you use them every single day.
											By 2050, researchers estimate
											that there will be more plastic
in the ocean than fish.
									","
											Plásticos: los conocen,
tal vez no les gusten,
											pero lo más probable es que
los usen todos los días.
											Para 2050, los investigadores estiman
											que habrá más plástico
en los océanos que peces.
									","
											Plastikler: onları biliyorsunuz,
onları sevmiyor olabilirsiniz
											ancak muhtemelen 
onları her gün kullanıyorsunuz.
											2050'ye kadar araştırmacılar
											okyanusta balıktan daha fazla plastik
olacağını tahmin ediyorlar.
									","
											Plásticos: vocês conhecem-nos,
podem não gostar deles,
											mas provavelmente
usam-nos todos os dias.
											Os investigadores estimam
que, em 2050,
											haverá mais plástico no oceano
do que peixes.
									",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
","
","
","
",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
											Despite our best efforts,
											only nine percent of all plastic we use
winds up being recycled.
											And even worse,
											plastic is incredibly tough and durable
											and researchers estimate
											that it can take anywhere
from 500 to 5,000 years
											to fully break down.
											It leaches harmful chemical contaminants
into our oceans, our soil,
											our food, our water, and into us.
									","
											A pesar de nuestro mejores esfuerzos,
											solo reciclamos el 9 %
de todo el plástico que usamos.
											Y lo que es peor todavía
											es que el plástico
es súper resistente y duradero
											y los investigadores estiman
											que puede tardar entre 500 y 5000 años
											en descomponerse por completo.
											Lixivia contaminantes químicos dañinos
en los océanos, en los suelos,
											en la comida, en el agua 
y a nosotros mismos.
									","
											Çabalarımıza rağmen
											kullandığımız bütün plastiğin 
sadece yüzde dokuzu geri dönüştürülüyor.
											Daha da kötüsü,
											plastik oldukça sert ve dayanıklı
											ve araştırmacılar tamamen yok olması için
											500 ile 5 bin yıl 
gerektiğini tahmin ediyorlar.
											Okyanuslarımıza, toprağımıza, 
yiyeceklerimize, suyumuza ve bize
											zararlı kimyasal atıklar salıyor.
									","
											Apesar dos nossos melhores esforços,
											apenas 9% do plástico usado
acaba por ser reciclado.
											Pior ainda,
											o plástico é extremamente
resistente e duradouro
											e os investigadores estimam
											que pode levar entre 500 a 5000 anos
											a decompor-se.
											Liberta contaminantes químicos
nocivos para os nossos oceanos, solos,
											comida, água e pessoas.
									",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
","
","
","
",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
											So how did we wind up
with so much plastic waste?
											Well, it's simple.
											Plastic is cheap, durable,
adaptable, and it's everywhere.
											But the good news is
											there's something else that's cheap,
durable, adaptable and everywhere.
											And my research shows
it may even be able to help us
											with our plastic pollution problem.
									","
											¿Cómo terminamos
con tantos residuos plásticos?
											Bueno, es muy sencillo.
											El plástico es barato, duradero,
adaptable y está en todas partes.
											Pero la buena noticia
											es que hay algo más que es 
barato, duradero, adaptable
											y está en todas partes.
											Mi investigación muestra
que incluso podría ayudarnos
											con el problema de 
la contaminación por plásticos.
									","
											Peki, bu kadar çok plastik atıkla 
nasıl başa başa kaldık?
											Cevap basit.
											Plastik ucuz, dayanıklı, 
uyumlu ve her yerde.
											Fakat iyi haber şu ki
											ucuz, dayanıklı, uyumlu ve her yerde 
olan başka bir şey daha var.
											Benim araştırmam,
plastik kirliliği problemimize bile
											yardımcı olabileceğini gösteriyor.
									","
											Como é que acabámos por ficar
com tanto lixo plástico?
											Simples.
											O plástico é barato, durável, 
adaptável e presente em todo o lado.
											Mas a boa notícia
											é que há outra coisa barata, durável
adaptável, e presente em todo o lado.
											As minhas pesquisas mostram
que nos poderá até ser útil
											com o nosso problema
de poluição dos plásticos.
									",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
","
","
","
",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
											I'm talking about bacteria.
											Bacteria are microscopic living beings
invisible to the naked eye
											that live everywhere,
											in all sorts of diverse
and extreme environments,
											from the human gut, to soil, to skin,
											to vents in the ocean floor, reaching
temperatures of 700 degrees Fahrenheit.
											Bacteria live everywhere,
											in all sorts of diverse
and extreme environments.
											And as such, they have to get
pretty creative with their food sources.
											There's also a lot of them.
											Researchers estimate that there are
roughly five million trillion trillion —
											that's a five with 30 zeros after it —
bacteria on the planet.
											Now, considering that we humans produce
											300 million tons of new plastic each year,
											I'd say that our plastic numbers
											are looking pretty
comparable to bacteria's.
									","
											Les hablo de las bacterias.
											Las bacterias son seres vivos
microscópicos invisibles a simple vista
											que se encuentran en todas partes,
											en todo tipo de entornos
diversos y extremos,
											desde el intestino humano, 
la tierra y la piel,
											hasta respiraderos en el fondo del océano,
que llegan a temperaturas de 400 °C.
											Las bacterias viven en todas partes,
											en todo tipo de entornos
diversos y extremos.
											Por lo tanto, tienen que ser muy creativas
con sus fuentes de alimentos.
											Existen muchísimas de ellas.
											Los investigadores estiman 
que en el planeta existen
											5 millones de billones de billones,
o sea, un 5 seguido de 30 ceros,
											de bacterias en el planeta.
											Dado que los seres humanos
											producimos 300 millones de toneladas
de plástico nuevo por año,
											yo diría que la cantidad de plástico
											es bastante semejante a la de bacterias.
									","
											Bakterilerden bahsediyorum.
											Bakteri her yerde yaşayan, çıplak göze 
görünmeyen mikroskobik canlılardır,
											her tür ve zorlu çevrelerde yaşarlar,
											insan bağırsağından toprağa, tene,
700 fahrenhayt derece sıcaklığa ulaşan
											okyanus tabanındaki yarıklara 
kadar her yerde yaşarlar.
											Bakteriler her yerde yaşarlar,
											her tür ve zorlu çevrelerde.
											Böyle olunca da yiyecek kaynaklarında
oldukça yaratıcı olmak zorundalar.
											Aynı zamanda çok fazlalar.
											Araştırmacılar, gezegende hemen hemen 
beş milyon trilyon trilyon bakteri —
											ardından 30 sıfır gelen bir beş —
olduğunu tahmin ediyorlar.
											O halde, insanların her yıl 300 milyon ton
yeni plastik ürettiğini hesaba katarsak
											bizim plastik sayımızın 
bakterilerinkine oranla
											oldukça kıyaslanabilir 
gözüktüğünü söyleyebilirim.
									","
											Estou a falar de bactérias.
											As bactérias são seres vivos
microscópicos, invisíveis ao olho nu,
											que vivem em todo o lado,
											em todo o tipo de ambientes
diversos e extremos,
											desde o intestino humano,
ao solo, na pele,
											em fontes hidrotermais
a temperaturas de 370 ºCelsius.
											As bactérias vivem em todo o lado,
											em todos os tipos de ambientes
diversos e extremos.
											Assim sendo, têm de ser muito criativas
com as suas fontes de alimento.
											Existem também vários tipos de bactérias.
											Os investigadores estimam que existam
cerca de cinco quintiliões
											— ou seja, um cinco com trinta zeros —
de bactérias no planeta.
											Considerando que nós, humanos, produzimos
											300 milhões de toneladas 
de plástico anualmente,
											eu diria que os números do plástico
											estão a ficar parecidos
com os das bactérias.
									",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
","
","
","
",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
"
											So, after noticing this
											and after learning
about all of the creative ways
											that bacteria find food,
											I started to think:
											could bacteria in
plastic-polluted environments
											have figured out
how to use plastic for food?
											Well, this is the question that I decided
to pursue a couple of years ago.
											Now, fortunately for me,
											I'm from one of the most
polluted cities in America,
											Houston, Texas.
									","
											Y al haber observado esto
											y haber aprendido
lo creativas que son las bacterias
											para encontrar comida,
											me puse a pensar:
											¿Podrían haber aprendido las bacterias
a usar el plástico de comida.
											en entornos contaminados por el plástico?
											Me propuse investigar esto hace unos años.
											Afortunadamente para mí,
											vengo de una de las ciudades
más contaminadas de EE. UU.:
											Houston, Texas.
									","
											Bu yüzden bunu fark ettikten 
ve bakterilerin yiyecek bulmak için
											yarattığı tüm yaratıcı yolları
öğrendikten sonra
											şunu düşünmeye başladım:
											Plastikle kirlenmiş çevrelerde bakteriler
											acaba plastiği yiyecek olarak
kullanmanın bir yolunu bulabilir mi?
											Bu, birkaç sene önce peşine 
düşmeye karar verdiğim soru.
											Neyse ki Amerika'daki en kirli şehri
Houston, Teksaslıyım.
									","
											Por isso, depois de saber isto
											e de conhecer as maneiras criativas
											de como as bactérias se alimentam,
											comecei a pensar:
											será que as bactérias que vivem 
em ambientes poluídos com plástico
											descobriram uma maneira
de comer plástico?
											Esta é a questão a que eu decidi 
responder há uns anos.
											Felizmente para mim,
											eu venho de uma das cidades
mais poluídas na América:
											Houston, Texas.
									",These bacteria eat plastic,Morgan Vague,9:13,"bacteria,plastic,Anthropocene,pollution,environment,science,sustainability,microbiology"
