en,pt,fr,title,speaker,duration,tags
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											A girl I've never met before
											changed my life and the life
of thousands of other people.
											I'm the CEO of DoSomething.org.
											It's one of the largest organizations
in the world for young people.
											In fact it's bigger than the Boy Scouts
in the United States.
											And we're not homophobic.
									","
											Uma rapariga que eu não conhecia
											mudou a minha vida 
e a vida de milhares de pessoas.
											Sou a diretora de DoSomething.org.
											É uma das maiores organizações
do mundo para jovens.
											Na realidade, é maior 
do que os Escuteiros nos EUA.
											E não somos homofóbicos.
									","
											Une fille que j'ai rencontrée
											a changé ma vie
et celle de milliers d'autres personnes.
											Je suis PDG de DoSomething.org.
											C'est l'une des plus grandes organisations
du monde pour les jeunes.
											En fait, c'est plus grand
que les scouts aux États-Unis.
											Et nous ne sommes pas homophobes.
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											And it's true — the way we communicate
with young people is by text,
											because that's how
young people communicate.
											So we'll run over 200 campaigns this year,
											things like collecting peanut butter
for food pantries,
											or making Valentine's Day cards
for senior citizens who are homebound.
											And we'll text them.
											And we'll have a 97 percent open rate.
											It'll over-index Hispanic and urban.
											We collected 200,000 jars of peanut butter
											and over 365,000 Valentine's Day cards.
											This is big scale. OK —
									","
											É verdade, comunicamos com os jovens
através de SMS,
											porque é assim que comunicam
os jovens de hoje.
											Este ano, vamos fazer 
mais de 200 campanhas,
											coisas como arranjar manteiga de amendoim
para os bancos alimentares,
											ou fazer cartões do Dia de Namorados
											para cidadãos idosos 
que não podem sair de casa.
											Enviamos-lhes SMS.
											E vamos ter uma taxa de respostas de 97%
											sobretudo das comunidades hispânicas
e dos subúrbios.
											Reunimos 200 000 boiões 
de manteiga de amendoim
											e mais de 365 000 cartões 
do Dia dos Namorados.
											Isto é uma dimensão enorme.
									","
											Il est vrai que nous communiquons
avec les jeunes par SMS,
											car c'est ainsi
que les jeunes communiquent.
											Nous lancerons plus
de 200 campagnes cette année.
											Des choses telles que la collecte
de beurre de cacahouètes
											pour les banques alimentaires
											ou confectionner des cartes
de Saint Valentin
											pour les citoyens âgés
à mobilité réduite.
											Nous leur enverrons un SMS
											et nous aurons un taux de réponse de 97%.
											Et plus encore dans les communautés
hispaniques et les banlieues.
											Nous avons collectés 200 000 pots
de beurre de cacahouètes
											et plus de 365 000 cartes
de Saint Valentin.
											C'est énorme.
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											But there's one weird side effect.
											Every time we send out a text message,
											we get back a few dozen text messages
having nothing to do with peanut butter
											or hunger or senior citizens —
											but text messages about being bullied,
											text messages about being addicted to pot.
											And the worst message
we ever got said exactly this:
											""He won't stop raping me.
											It's my dad.
											He told me not to tell anyone.
Are you there?""
									","
											Mas há um efeito secundário estranho.
											Sempre que enviamos um SMS,
											recebemos dezenas de mensagens
											que não têm nada a ver
com manteiga de amendoim
											nem com fome, nem com cidadãos idosos.
											São SMS sobre serem vítimas de violência,
											mensagens sobre serem viciados em erva.
											A pior mensagem que já recebemos
dizia exatamente o seguinte:
											""Ele não deixa de me violar.
											""É o meu pai.
											""Ele disse-me para não contar a ninguém.
Estão a ouvir-me?""
									","
											Mais il y a un effet secondaire étrange.
											Chaque fois que nous envoyons un SMS,
											nous recevons des dizaines de messages
											n'ayant rien à voir
avec le beurre de cacahouètes,
											la famine
ou les citoyens âgés —
											mais des SMS sur le fait
d'être maltraité,
											d'être accro à la marijuana.
											Le pire message que nous ayons reçu
était mot pour mot celui-ci :
											« Il n'arrête pas de me violer.
											C'est mon père.
											Il m'a dit de n'en parler à personne.
Vous êtes là ? »
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											We couldn't believe this was happening.
											We couldn't believe that something
so horrific could happen to a human being,
											and that she would share it with us —
something so intimate, so personal.
											And we realized
we had to stop triaging this
											and we had to build a crisis text line
for these people in pain.
											So we launched Crisis Text Line,
											very quietly, in Chicago and El Paso —
just a few thousand people in each market.
											And in four months,
we were in all 295 area codes in America.
											Just to put that into perspective,
											that's zero marketing and faster growth
than when Facebook first launched.
									","
											Não podíamos acreditar naquilo.
											Não podíamos acreditar
que uma coisa tão horrenda
											pudesse acontecer a um ser humano,
											e que ela partilhasse connosco
uma coisa tão íntima, tão pessoal.
											Percebemos que tínhamos que deixar
de fazer a triagem disto
											e tínhamos que montar
uma linha de SMS de crise
											para aquelas pessoas que sofriam.
											Assim, lançámos 
a Linha de SMS de Crise,
											muito discretamente, em Chicago e El Paso
— uns milhares de pessoas em cada mercado.
											Em quatro meses apenas, estávamos
por todo o lado nos EUA.
											Para pôr isto em perspetiva,
											sem nenhuma publicidade e um crescimento
superior ao do Facebook no início.
									","
											Nous ne pouvions pas y croire.
											Nous ne pouvions pas croire
qu'une chose aussi horrible
											puisse arriver à un être humain
											et qu'elle le partage avec nous
alors que c'était si intime et personnel.
											Nous avons réalisé
qu'il fallait arrêter de les trier
											et mettre en place une ligne SMS de crise
pour ces personnes qui souffraient.
											Nous avons lancé Crisis Text Line,
											très discrètement, à Chicago et El Paso —
quelques milliers de personnes par marché.
											En seulement 4 mois,
nous étions partout aux États-Unis.
											Pour y donner un contexte,
											c'est aucune publicité et une croissance
plus rapide que Facebook à ses débuts.
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											Text is unbelievably private.
											No one hears you talking.
											So we spike everyday at lunch time —
											kids are sitting at the lunch table
											and you think that she's texting
the cute boy across the hall,
											but she's actually texting us
about her bulimia.
											And we don't get the word ""like""
or ""um"" or hyperventilating or crying.
											We just get facts.
									","
											Os SMS são extremamente pessoais.
											Ninguém nos ouve falar.
											Por isso o auge é sempre à hora do almoço.
											Os jovens estão sentados à mesa.
											Julgamos que ela está a enviar um SMS
ao rapaz giro do outro lado da sala,
											mas ela está a enviar-nos um SMS
sobre a sua bulimia.
											Não recebemos a palavra ""gosto"" nem ""hum""
nem uma respiração mais rápida nem choro.
											Só recebemos factos.
									","
											Les SMS sont incroyablement personnels.
											Personne ne vous entend parler.
											Nous nous manifestons
tous les jours à midi.
											Les enfants sont à table
											et vous pensez qu'elle envoie un SMS
au garçon mignon au bout du couloir
											mais elle nous envoie un SMS
sur sa boulimie.
											Nous ne recevons de « genre » ou « hum »
ou d'hyperventilation ou des pleurs.
											Nous ne recevons que des faits.
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											We get things like, ""I want to die.
											I have a bottle of pills
on the desk in front of me.""
											And so the crisis counselor says,
											""How about you put those pills
in the drawer while we text?""
											And they go back and forth for a while.
											And the crisis counselor
gets the girl to give her her address,
											because if you're texting
a text line, you want help.
											So she gets the address
											and the counselor triggers
an active rescue
											while they're texting back and forth.
											And then it goes quiet —
											23 minutes with no response
from this girl.
											And the next message that comes in says —
											it's the mom —
											""I had no idea, and I was in the house,
											we're in an ambulance
on our way to the hospital.""
											As a mom that one just —
											The next message comes a month later.
											""I just got out of the hospital.
											I was diagnosed as bipolar,
and I think I'm going to be OK.""
									","
											Recebemos coisas como:
""Quero morrer"".
											""Tenho um frasco de comprimidos
à minha frente"".
											E o conselheiro de crise diz:
											""Porque não pões esses comprimidos
na gaveta, enquanto escreves?""
											E ficam ali, a trocar SMS,
											até que o conselheiro de crise 
consegue a morada da rapariga,
											porque, se ela está a enviar um SMS,
é porque precisa de ajuda.
											Assim, o conselheiro obtém a morada
e desencadeia uma ajuda ativa,
											enquanto continuam a trocar SMS.
											Depois, silêncio...
											durante 23 minutos 
não há resposta da rapariga.
											Chega a mensagem seguinte que diz:
											""Sou a mãe dela.
											""Não fazia a mínima ideia 
e eu estava cá em casa.
											""Estamos numa ambulância,
a caminho do hospital"".
											Como uma mãe que está...
											A mensagem seguinte 
aparece um mês depois.
											""Acabo de sair do hospital.
											""Fui diagnosticada como bipolar,
penso que agora vou ficar bem"".
									","
											Nous recevons des choses comme :
« Je veux mourir.
											J'ai une tablette de cachets
sur le bureau devant moi. »
											Et le conseiller de crise dit :
											« Pourquoi ne mets-tu pas ces cachets
dans le tiroir pendant qu'on parle ? »
											Et ils s'envoient quelques messages.
											Le conseiller de crise
obtient l'adresse de la fille,
											car si vous contactez une ligne de crise,
vous voulez de l'aide.
											Le conseiller obtient l'adresse
											et déclenche un sauvetage actif
											pendant qu'ils discutent par SMS.
											Puis, le silence :
											23 minutes sans réponse
de la part de cette fille.
											Et le message suivant arrive,
											il provient de la mère :
											« Je ne savais pas,
alors que j'étais aussi dans la maison.
											Nous sommes dans l'ambulance
en route pour l'hôpital. »
											En tant que mère ce message...
											Le message suivant arrive
un mois plus tard.
											« Je viens de sortir de l'hôpital.
											J'ai été diagnostiquée bipolaire,
je crois que ça ira. »
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											I would love to tell you
that that's an unusual exchange,
											but we're doing on average
2.41 active rescues a day.
											Thirty percent of our text messages
are about suicide and depression — huge.
											The beautiful thing about Crisis Text Line
											is that these are strangers
counseling other strangers
											on the most intimate issues,
											and getting them from hot moments
to cold moments.
											It's exciting, and I will tell you
											that we have done a total
of more than 6.5 million text messages
											in less than two years.
									","
											Gostaria de dizer
que este foi um caso invulgar,
											mas, em média, estamos a fazer
2,41 ajudas ativas por dia.
											uns 30% dos nossos SMS
são sobre suicídio e depressão — é imenso!
											O que é belo nesta Linha de SMS de Crise
											é que são desconhecidos
a aconselhar outros desconhecidos
											sobre os problemas mais íntimos,
											e a fazê-los passar de momentos de pânico
para momentos de calma.
											É emocionante e dir-vos-ei
											que já recebemos
mais de 6,5 milhões de SMS,
											em menos de dois anos.
									","
											J'aimerais vous dire
que c'est un échange inhabituel
											mais nous faisons en moyenne
2,41 sauvetages actifs par jour.
											30% de nos SMS traitent
de suicide et de dépression, c'est énorme.
											Ce qui est beau à propos
de la Crisis Text Line,
											c'est que ce sont des inconnus
qui conseillent d'autres inconnus
											sur les problèmes les plus intimes
											et qui leur permettent d'aller mieux.
											C'est excitant.
Je vous dirais
											que nous avons reçu au total
plus de 6,5 millions de SMS
											en moins de deux ans.
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											But the thing that really gets me
hot and sweaty about this,
											the thing that really gets me
psyched is the data:
											6.5 million messages —
											that's the volume, velocity and variety
to provide a really juicy corpus.
											We can do things like predictive work.
											We can do all kinds of conclusions
and learnings from that data set.
											So we can be better,
and the world can be better.
											So how do we use the data
to make us better?
											Alright, chances are someone here,
someone watching this
											has seen a therapist or a shrink
at some point in time in your life —
											you do not have to raise your hand.
									","
											Mas o que me entusiasma realmente,
											o que me motiva, são os dados:
											são 6,5 milhões de mensagens,
											é o volume, a velocidade e a variedade
que produzem um conjunto suculento.
											Podemos fazer um trabalho preventivo.
											Podemos tirar todo o tipo de conclusões
e aprender com este conjunto de dados.
											Podemos ser melhores,
o mundo pode ser melhor.
											Como usar os dados para sermos melhores?
											É possível que alguém aqui,
alguém que esteja a ver isto
											tenha ido a um terapeuta
ou a um psicanalista
											em qualquer altura da sua vida.
											Não precisam de levantar a mão.
									","
											Ce qui m'excite vraiment
à ce propos,
											ce qui m'enthousiasme
ce sont les données :
											6,5 millions de messages,
											c'est le volume, la vélocité et la variété
pour produire un corpus juteux.
											Nous pouvons faire
un travail préventif.
											Nous pouvons faire tous types
de conclusions et d'apprentissages
											grâce à ce jeu de données.
											Nous pouvons faire mieux
et améliorer le monde.
											Comment utiliser les données
pour nous rendre meilleurs ?
											Statistiquement, quelqu'un ici,
quelqu'un regardant ceci
											a vu un thérapeute ou un psy
à un moment dans sa vie,
											pas besoin de lever la main.
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											How do you know that person's any good?
											Oh, they have a degree
from Harvard on the wall?
											Are you sure he didn't graduate
in the bottom 10 percent?
									","
											Como é que sabem
que essa pessoa é competente?
											Tem um diploma do curso 
em Harvard na parede?
											Têm a certeza de que não se formou 
entre os 10% piores?
									","
											Comment savez-vous que
cette personne est bien ?
											Il a un diplôme d'Harvard
accroché au mur ?
											Êtes-vous sûr qu'il n'a pas fini
dernier de la promo ?
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											When my husband and I
saw a marriage counselor,
											I thought she was a genius when she said,
											""I'll see you guys in two weeks —
but I need to see you next week, sir.""
									","
											O meu marido e eu fomos
a uma conselheira matrimonial,
											Achei-a genial, até ela dizer:
											""Venham cá daqui a duas semanas
											— mas a si, meu caro, 
quero vê-lo para a semana"".
									","
											Quand mon mari et moi
avons vu une conseillère maritale,
											je la trouvais géniale
car elle a dit :
											« Je vous revois dans 2 semaines
mais je revois monsieur dans 1 semaine. »
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											We have the data to know
what makes a great counselor.
											We know that if you text
the words ""numbs"" and ""sleeve,""
											there's a 99 percent match for cutting.
											We know that if you text
in the words ""mg"" and ""rubber band,""
											there's a 99 percent match
for substance abuse.
											And we know that if you text in
""sex,"" ""oral"" and ""Mormon,""
											you're questioning if you're gay.
											Now that's interesting information
that a counselor could figure out
											but that algorithm in our hands
means that an automatic pop-up says,
											""99 percent match for cutting —
try asking one of these questions""
											to prompt the counselor.
											Or ""99 percent match for substance abuse,
											here are three drug clinics
near the texter.""
											It makes us more accurate.
									","
											Nós temos os dados para saber
o que é um bom conselheiro.
											Sabemos que, se aparecerem as palavras
""insensível"" e ""manga"",
											há 99% de hipóteses de haver mutilações.
											Sabemos que, se aparecerem as palavras
""mg"" e ""tira de borracha"",
											há 99% de hipóteses 
de haver consumo de drogas.
											Sabemos que, se aparecerem as palavras
""sexo"", ""oral"" e ""mórmon"",
											estão questionar-se se serão ""gays"".
											Estas informações interessantes
podem ser do conhecimento dum conselheiro
											mas o nosso algoritmo
desencadeia uma resposta automática
											que aparece ao conselheiro, dizendo:
											""99% de risco de mutilação,
tente fazer uma destas perguntas""
											ou ""99% de risco de consumo de drogas,
											""estas são três centros de desintoxicação
perto do remetente"".
											Isto torna-nos mais eficazes.
									","
											Nous savons ce qui fait
un excellent conseiller.
											Nous savons que si vous utilisez
les mots « engourdi » et « manche »,
											il y a 99% de chances
qu'il y ait mutilation.
											Si vous envoyez les mots
« mg » et « ruban de caoutchouc »,
											il y a 99% de chances
qu'il y ait consommation de drogue.
											Et nous savons que si vous envoyez
« sexe », « oral » et « Mormon »,
											vous questionnez votre sexualité.
											C'est une information intéressante
que pourrait utiliser un conseiller
											mais l'algorithme dans nos mains
signifie un message automatique disant :
											« 99% de risques de mutilation,
essayez de poser une de ces questions »
											qui est envoyé au conseiller.
											ou « 99% de risques
de consommation de drogue,
											voici 3 centres de désintoxication
proches de l'envoyeur. »
											Cela nous rend plus précis.
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											On the day that Robin Williams
committed suicide,
											people flooded hotlines
all over this country.
											It was sad to see an icon,
a funnyman, commit suicide,
											and there were three hour wait times
on every phone hotline in the country.
											We had a spike in volume also.
											The difference was
											if you text us, ""I want to die,""
or ""I want to kill myself,""
											the algorithm reads that,
you're code orange,
											and you become number one in the queue.
											So we can handle severity,
not chronological.
									","
											No dia em que Robin Williams
se suicidou,
											as pessoas inundaram as linhas diretas
de todo o país.
											Foi triste ver um ícone,
um comediante, suicidar-se.
											Chegou a haver três horas de espera
em todas as linhas diretas do país.
											Nós também tivemos um pico em volume.
											A diferença foi que,
											quando escrevem: ""Quero morrer"",
ou ""Quero matar-me"",
											o algoritmo lê isso,
classifica-vos com código laranja
											e passam para número um
na lista de espera.
											Portanto, gerimos a gravidade,
e não a ordem cronológica.
									","
											Le jour du suicide
de Robin Williams,
											les gens ont inondé
les lignes de crise du pays.
											Il est triste de voir une icône,
un homme drôle, se suicider.
											Il y avait 3 heures d'attente
sur toutes les lignes de crise du pays.
											Nous avons également
eu un pic de volume.
											La différence est que
											si vous nous envoyez « Je veux mourir »
ou « Je veux me tuer »,
											les algorithmes le lisent,
vous avez le code orange
											et vous êtes premiers sur la liste.
											Nous pouvons traiter par sévérité
et non par ordre d'arrivée.
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
","
","
",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									",How data from a crisis text line is saving lives,Nancy Lublin,9:39,"activism,big problems,communication,data,society,pain,policy,technology,youth"
