es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
											Quisiera hablarles hoy
											acerca de un aspecto 
poderoso y fundamental
											sobre quienes somos: 
nuestra voz.
											Cada uno de nosotros tenemos 
una impresión de voz única
											que refleja nuestra 
edad, tamaño,
											incluso nuestro estilo 
de vida y personalidad.
											En palabras del 
poeta Longfellow,
											""La voz humana es 
el órgano del alma"".
											Como científica de 
la voz, me fascina
											cómo se produce la voz
											y tengo una idea de 
cómo puede ser diseñada.
											Eso es lo que me gustaría 
compartir con ustedes.
									","
											Hoje gostaria de falar
											de um aspecto poderoso e fundamental
											daquilo que somos: a nossa voz.
											Cada um de nós 
tem uma impressão vocal única
											que reflecte a nossa idade, 
o nosso tamanho
											e até o nosso estilo de vida 
e personalidade.
											Nas palavras do poeta Longfellow,
											""A voz humana é o órgão da alma.""
											Como cientista da fala, 
sinto-me fascinada
											pela forma como a voz é produzida
											e tenho uma ideia 
de como pode ser sintetizada.
											É isso que quero partilhar convosco.
									","
											I'd like to talk today
											about a powerful and fundamental aspect
											of who we are: our voice.
											Each one of us has a unique voiceprint
											that reflects our age, our size,
											even our lifestyle and personality.
											In the words of the poet Longfellow,
											""the human voice is the organ of the soul.""
											As a speech scientist, I'm fascinated
											by how the voice is produced,
											and I have an idea for how it can be engineered.
											That's what I'd like to share with you.
									","
											J'aimerais vous parler aujourd'hui
											d'un aspect 
puissant et fondamental
											de notre être : notre voix.
											Chacun d'entre nous a
une empreinte vocale unique
											qui révèle notre âge, notre taille,
											et même notre mode de vie 
et notre personnalité.
											Pour citer les mots 
du poète Longfellow,
											« la voix humaine est
l'organe de l'âme ».
											En tant que scientifique 
du language, je suis fascinée
											par la façon dont la voix est produite,
											et j'ai une idée 
sur une façon de la fabriquer.
											Voilà ce que j'aimerais 
partager avec vous.
									","
											Heute möchte ich
											über einen wichtigen 
und wesentlichen Aspekt
											dessen reden, was wir sind: 
unsere Stimme.
											Jeder von uns 
hat einen einzigartigen Stimmabdruck,
											der unser Alter, unsere Größe
											und sogar unseren Lebensstil und 
unsere Persönlichkeit reflektiert.
											Nach den Worten 
des Dichters Longfellow:
											""Die menschliche Stimme 
ist das Organ der Seele.""
											Als Sprachwissenschaftlerin 
fasziniert mich,
											wie die Stimme erzeugt wird,
											und ich habe eine Vorstellung,
wie sie konstruiert werden kann.
											Das möchte ich mit Ihnen teilen.
									","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
","
","
","
","
","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
											Comenzaré 
reproduciéndoles un ejemplo
											de voz que tal 
vez reconozcan.
									","
											Vou começar por reproduzir uma amostra
											de uma voz que 
possivelmente reconhecem.
									","
											I'm going to start by playing you a sample
											of a voice that you may recognize.
									","
											Je vais commencer par vous 
faire écouter un exemple
											d'une voix que vous allez 
sûrement reconnaître.
									","
											Ich spiele Ihnen erst eine Hörprobe
											einer Stimme vor, 
die Sie vielleicht wiedererkennen.
									","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
","
","
","
","
","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
											(Audio) Stephen Hawking: 
""Yo hubiera pensado que
											era bastante obvio 
lo que quise decir "".
									","
											(Gravação) Stephen Hawking:
											""Pensei que seria razoavelmente óbvio 
o que eu quis dizer.""
									","
											(Recording) Stephen Hawking: ""I would have thought
											it was fairly obvious what I meant.""
									","
											(Enregistrement) 
Stephen Hawking : « J'aurais pensé
											que mon intention était évidente ».
									","
											(Aufnahme) 
Stephen Hawking: ""Ich dachte,
											es wäre ziemlich klar, was ich meinte.""
									","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
","
","
","
","
","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
											Rupal Patel: Esa es la voz
											del Profesor Stephen Hawking.
											Lo que pueden no saber 
es que la misma voz
											también puede ser 
utilizada por esta niña
											que es incapaz de hablar
											debido a una condición neurológica.
											De hecho, todos estos individuos
											podrían utilizar la misma voz,
											y eso es porque sólo hay
unas pocas opciones disponibles.
											Sólo en los EE.UU., hay 
2.5 millones de estadounidenses
											que no pueden hablar,
											y muchos de ellos utilizan 
dispositivos computarizados
											para comunicarse.
											Ahora esos millones de 
personas alrededor del mundo
											están usando voces genéricas,
											incluyendo al Profesor Hawking,
											quien usa una voz 
con acento americano.
											Esta falta de individualización 
de la voz sintética
											realmente me impactó
											cuando estaba en una conferencia 
de tecnología de asistencia
											hace algunos años,
											y recuerdo entrar en 
una sala de exposiciones
											y ver a una niña y 
un hombre adulto
											teniendo una conversación 
usando sus dispositivos,
											diferentes dispositivos, 
pero la misma voz.
											Y miré alrededor y 
vi que esto sucedía
											a todo mi alrededor, literalmente 
cientos de individuos
											utilizando un puñado de voces,
											voces que no encajaban 
con sus cuerpos
											o sus personalidades.
											No se nos ocurriría 
encajar una niña
											con la prótesis de 
un hombre adulto.
											Entonces ¿por qué 
la misma voz protésica?
											Realmente me llamó la atención,
											y yo quería hacer 
algo sobre esto.
									","
											Rupal Patel: Esta era a voz 
do Professor Stephen Hawking.
											O que possivelmente não sabem 

											é que esta mesma voz 
pode ser utilizada por esta menina
											que não pode falar
											por causa de um problema neurológico.
											Na realidade, todas estas pessoas
											podem usar esta mesma voz,
											pois existem apenas 
umas poucas opções disponíveis.
											Só nos Estados Unidos 
existem 2,5 milhões de americanos
											que não conseguem falar.
											Muitos deles utilizam aparelhos 
computorizados para comunicar.
											Actualmente são milhões de pessoas 
em todo o mundo
											que utilizam vozes genéricas
											— incluindo a do Professor Hawking —
											que usam uma voz com sotaque americano.
											Esta falta de individualização 
da voz sintética
											tocou-me fundo
											quando estava numa conferência 
de tecnologia de apoio
											alguns anos atrás.
											Lembro-me de ir a um salão de exposições
											e ver uma menina e um homem adulto
											a conversarem utilizando estes aparelhos,
											diferentes aparelhos, mas a mesma voz.
											Olhei em volta e vi isto 
acontecer à minha volta:
											literalmente, centenas de pessoas 
a usar meia dúzia de vozes,
											vozes que não condiziam com os corpos
											nem com as personalidades.
											Não sonharíamos adaptar 
a uma pequena menina
											um membro protésico de um homem adulto.
											Então porquê a mesma voz protésica?
											Isso realmente chocou-me
											e quis fazer algo acerca disso.
									","
											Rupal Patel: That was the voice
											of Professor Stephen Hawking.
											What you may not know is that same voice
											may also be used by this little girl
											who is unable to speak
											because of a neurological condition.
											In fact, all of these individuals
											may be using the same voice,
											and that's because there's
only a few options available.
											In the U.S. alone, there are 2.5 million Americans
											who are unable to speak,
											and many of whom use computerized devices
											to communicate.
											Now that's millions of people worldwide
											who are using generic voices,
											including Professor Hawking,
											who uses an American-accented voice.
											This lack of individuation of the synthetic voice
											really hit home
											when I was at an assistive technology conference
											a few years ago,
											and I recall walking into an exhibit hall
											and seeing a little girl and a grown man
											having a conversation using their devices,
											different devices, but the same voice.
											And I looked around and I saw this happening
											all around me, literally hundreds of individuals
											using a handful of voices,
											voices that didn't fit their bodies
											or their personalities.
											We wouldn't dream of fitting a little girl
											with the prosthetic limb of a grown man.
											So why then the same prosthetic voice?
											It really struck me,
											and I wanted to do something about this.
									","
											Rupal Patel : C'était la voix
											du professeur Stephen Hawking.
											Ce que vous ne savez peut-être pas,
c'est que cette même voix
											pourrait également être utilisée
par cette petite fille
											qui est incapable de parler
											à cause d'un trouble neurologique.
											En fait, tous ces individus
											utilisent peut-être cette même voix,
											et c'est parce qu'il n'existe
que quelque options.
											Rien qu'aux États-Unis, 
il y a 2,5 millions d'américains
											qui ne peuvent pas parler
											et nombre d'entre eux utilisent
des appareils informatiques
											pour communiquer.
											Des millions de personnes 
dans le monde entier
											utilisent des voix génériques,
											y compris le professeur Hawking,
											qui utilise une voix 
avec un accent américain.
											Ce manque d'individualisation 
de la voix synthétique
											m'a vraiment frappée
											alors que j'assistais à une conférence 
sur les technologies d'assistance
											il y a quelque années,
											je me souviens que je suis entrée
dans une salle d'exposition
											et j'ai vu une petite fille
et un homme adulte
											qui conversaient 
à l'aide de leurs appareils,
											des appareils différents,
mais la même voix
											J'ai regardé autour de moi 
et j'ai vu cela se produire
											tout autour de moi, 
vraiment des centaines d'individus
											qui utilisent quelques voix,
											des voix qui ne correspondaient pas 
à leur corps
											ou à leur personnalité,
											personne n'imaginerait faire porter
à une petite fille
											la prothèse d'un homme adulte.
											Alors pourquoi la même
voix prothétique ?
											Ça m'a profondément frappé.
											et donc j'ai voulu agir par rapport à ça.
									","
											Rupal Patel: Das war die Stimme
											von Professor Stephen Hawking.
											Sie wissen vielleicht nicht, 
dass dieselbe Stimme
											auch von diesem kleinen Mädchen 
benutzt werden könnte,
											die nicht sprechen kann,
											aufgrund einer neurologischen 
Erkrankung.
											Tatsächlich könnten all diese Individuen
											dieselbe Stimme benutzen,
											da es nur wenig verfügbare Optionen gibt.
											Allein in den USA 
gibt es 2,5 Millionen Amerikaner,
											die nicht sprechen können,
											und viele von ihnen 
nutzen Computergeräte,
											um zu kommunizieren.
											Das sind Millionen Menschen weltweit,
											die generierte Stimmen nutzen,
											einschließlich Professor Hawking,
											der eine Stimme 
mit amerikanischem Akzent verwendet.
											Dieser Mangel an Individualisation
der synthetischen Stimme
											kam richtig zum Tragen,
											als ich auf einer Konferenz 
für Assistierende Technologien war.
											Das war vor ein paar Jahren.
											Ich erinnere mich, wie ich in 
eine Ausstellungshalle ging
											und ein kleines Mädchen und 
einen erwachsenen Mann sah,
											die mittels ihrer Geräte 
ein Gespräch führten,
											verschiedene Geräte, 
aber dieselbe Stimme.
											Ich schaute mich um und sah,
dass das überall
											um mich herum passierte, 
buchstäblich Hunderte Personen,
											die eine Handvoll an Stimmen haben.
											Stimmen, die weder zu ihren Körpern
											noch zu ihren Persönlichkeiten passten.
											Wir würden niemals einem kleinen Mädchen
											die Prothese 
eines erwachsenen Manns anpassen.
											Warum dann 
dieselbe prothetische Stimme?
											Es fiel mir sofort auf
											und ich wollte etwas daran ändern.
									","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
","
","
","
","
","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
"
											Les reproduciré un ejemplo
											de alguien que tiene, 
más bien dos personas,
											que tienen trastornos 
graves del habla.
											Quiero que escuchen 
cómo suenan.
											Están diciendo 
el mismo enunciado.
									","
											Vou reproduzir agora 
uma amostra de alguém,
											na realidade duas pessoas
											que têm graves distúrbios da fala.
											Gostaria que escutassem como elas soam.
											Elas estão a dizer a mesma expressão.
									","
											I'm going to play you now a sample
											of someone who has, two people actually,
											who have severe speech disorders.
											I want you to take a listen to how they sound.
											They're saying the same utterance.
									","
											Je vais vous faire écouter
à présent un exemple
											d'une personne, 
deux personnes en fait,
											qui présentent de très 
graves troubles du langage.
											J'aimerais que vous écoutiez
attentivement leur son.
											Ils prononcent la même phrase.
									","
											Ich spiele Ihnen nun eine Hörprobe
											von zwei Menschen vor,
											die schwere Sprachstörungen haben.
											Hören Sie sich an, wie sie klingen.
											Sie machen dieselbe Äußerung.
									","Synthetic voices, as unique as fingerprints",Rupal Patel,11:44,"science,speech,technology,hearing,identity,self,engineering,biotech,disability,prosthetics,sound,biomimicry,innovation,vocals"
