en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
											In 2007, I became the attorney general
											of the state of New Jersey.
											Before that, I'd been a criminal prosecutor,
											first in the Manhattan district attorney's office,
											and then at the United States Department of Justice.
									","
											En 2007, fui nombrada 
Fiscal General
											del estado de Nueva Jersey.
											Antes de eso, había sido 
fiscal en casos penales
											primero en la oficina del 
Fiscal General de Manhattan
											y después en el Departamento 
de Justicia de Estados Unidos.
									","
											Em 2007, passei a procuradora-geral
											do estado de Nova Jersey.
											Antes disso, era procuradora da República,
											primeiro na promotoria 
distrital de Manhattan
											e depois no Departamento de Justiça 
dos Estados Unidos.
									","
											En 2007, je suis devenue procureur général
											de l'état du New Jersey.
											Auparavant, j'étais procureur général,
											d'abord au sein du bureau 
du procureur de Manhattan,
											puis au Ministère de la Justice 
des Etats-Unis.
									","
											2007'de New Jersey eyaletinin
											başsavcısı oldum.
											Öncesinde, ilk olarak
											Manhattan bölge başsavcılığında,
											daha sonra ise ABD Adalet Bakanlığı'nda
savcı olarak görev aldım.
									",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
","
","
","
","
",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
											But when I became the attorney general,
											two things happened that changed 
the way I see criminal justice.
											The first is that I asked what I thought
											were really basic questions.
											I wanted to understand who we were arresting,
											who we were charging,
											and who we were putting in our nation's jails
											and prisons.
											I also wanted to understand
											if we were making decisions
											in a way that made us safer.
											And I couldn't get this information out.
											It turned out that most big criminal justice agencies
											like my own
											didn't track the things that matter.
											So after about a month of being incredibly frustrated,
											I walked down into a conference room
											that was filled with detectives
											and stacks and stacks of case files,
											and the detectives were sitting there
											with yellow legal pads taking notes.
											They were trying to get the information
											I was looking for
											by going through case by case
											for the past five years.
											And as you can imagine,
											when we finally got the results, they weren't good.
											It turned out that we were doing
											a lot of low-level drug cases
											on the streets just around the corner
											from our office in Trenton.
									","
											Pero cuándo llegué 
a ser Fiscal General,
											pasaron dos cosas que cambiaron la forma 
en que yo veía la justicia criminal.
											La primera fue que me 
pregunté qué pensaba
											sobre cuestiones 
realmente básicas.
											Quería entender a 
quienes arrestábamos.
											a quienes estábamos acusando,
											y a quienes estábamos enviando
a las cárceles y prisiones
											de nuestro país.
											También quería entender
											si estábamos tomando las decisiones
											de forma que nos diera 
más seguridad.
											Y no podía obtener 
esta información.
											Me encontré que la mayoría de
las agencias de justicia criminal
											como la mía
											no rastreaba las cosas que importan.
											Así que tras un mes de estar
increíblemente frustrada,
											entré a una sala de reunión
											llena de detectives
											y pilas y pilas de 
expedientes de casos,
											y los detectives 
estaban sentados allí
											tomando nota con 
sus libretas amarillas.
											Ellos trataban de 
encontrar la información
											que yo buscaba
											mediante la revisión 
de caso por caso
											de los últimos 5 años.
											Y como pueden imaginar,
											cuando finalmente concluimos, 
el resultado no era bueno.
											Resultó que lo que 
estábamos haciendo
											eran muchos casos de 
drogas de bajo nivel
											de las calles alrededor
											de nuestra oficina en Trenton.
									","
											Quando passei a procuradora-geral, 
aconteceram duas coisas
											que mudaram a forma como vejo 
o sistema criminal de justiça.
											A primeira foi pôr em dúvida 
o que eu pensava
											que eram perguntas básicas.
											Queria perceber quem estávamos a prender,
											quem estávamos a acusar
											e quem estávamos a colocar
											nas cadeias e prisões nacionais.
											Também queria perceber
											se estávamos a tomar decisões
											de forma a sentirmo-nos mais seguros.
											Não consegui encontrar essas informações.
											Descobri que a maior parte 
das agências de Justiça criminal,
											como a minha,
											não acompanhava as coisas 
realmente importantes.
											Um mês depois de me sentir 
terrivelmente frustrada,
											entrei numa sala de conferências
											que estava cheia de agentes da polícia
											e pilhas e pilhas de arquivos.
											Os agentes da polícia estavam sentados
											a tomar notas.
											Estavam a tentar obter as informações
											que eu procurava,
											analisando caso a caso
											dos últimos cinco anos.
											Como podem imaginar,
											quando por fim tivemos 
os resultados, não eram bons.
											Acontece que estivemos a trabalhar
											em muitos casos de droga insignificantes,
											nas ruas, ao virar da esquina
											do nosso escritório em Trenton.
									","
											Mais lorsque je suis devenue 
procureur général,
											deux choses se sont passées et ont changé la façon
											dont je voyais la justice pénale.
											La première, c'est que j'ai posé, 
ce que je pensais être,
											des questions vraiment basiques.
											Je voulais comprendre qui étaient 
les personnes qu'on arrêtait,
											qui est-ce qu'on accusait,
											et qui est-ce qu'on mettait 
dans nos prisons d'état.
											Je voulais aussi comprendre
											si nous prenions les décisions
											de telle manière 
à ce qu'on soit plus en sécurité.
											Et je n'arrivais pas 
à obtenir ces informations.
											Il s'est avéré que la plupart 
des grandes organisations de justice
											comme la mienne
											ne suivent pas les choses qui comptent.
											Donc après un mois 
d'incroyable frustration,
											je suis entrée 
dans une salle de conférence
											remplie d'enquêteurs
											et de tas et de tas de dossiers,
											les enquêteurs étaient assis là
											avec des bloc-notes jaunes réglementaires.
											Ils essayaient d'obtenir les informations
											que je cherchais
											en vérifiant chaque affaire
											des cinq dernières années.
											Comme vous pouvez l'imaginer,
											quand on a finalement obtenu 
les résultats, ils n'étaient pas bons.
											Il s'est avéré que nous traitions
											beaucoup de petites affaires de drogue
											dans le quartier juste au coin de la rue
											de notre bureau de Trenton.
									","
											Ama başsavcı olduğumda
											cezai adalete bakışımı
değiştiren iki şey oldu.
											Birincisi çok temel olduğunu düşündüğüm
											sorular sormamdı.
											Kimi tutukladığımızı, kimi suçladığımızı
											ve kimi devletin hapishaneleri
											ve cezaevlerine attığımızı
											anlamak istedim.
											Ayrıca, aldığımız kararların
											bize daha güvenli bir ortam
											sağlayıp sağlamadığını anlamak istedim.
											Ve bunun cevabını alamadım.
											Görünen o ki, benimki gibi büyük
											cezai adalet organları
											önemli şeylerin hesabını tutmuyordu.
											Sinirle geçen yaklaşık bir aydan sonra
											detektifler ve yığınlar dolusu
											dava dosyalarıyla dolu olan
											bir konferans salonuna indim
											dedektifler orada oturmuş,
											sarı not defterlerine notlar alıyorlardı.
											Son beş yıldaki
											tüm davalara tek tek bakarak
											benim aradığım bilgiye
											ulaşmaya çalışıyorlardı.
											Tahmin edebileceğiniz gibi
											nihayet sonuçları aldığımızda
pek iyi değillerdi.
											Görünüşe göre Trenton'daki ofisimizin
											hemen yanındaki sokaklardaki
											çok sayıda düşük seviye
											uyuşturucu vakasıyla uğraşıyormuşuz.
									",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
","
","
","
","
",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
											The second thing that happened
											is that I spent the day in the Camden,
New Jersey police department.
											Now, at that time, Camden, New Jersey,
											was the most dangerous city in America.
											I ran the Camden Police
Department because of that.
											I spent the day in the police department,
											and I was taken into a room
with senior police officials,
											all of whom were working hard
											and trying very hard to reduce crime in Camden.
											And what I saw in that room,
											as we talked about how to reduce crime,
											were a series of officers with a
lot of little yellow sticky notes.
											And they would take a yellow sticky
and they would write something on it
											and they would put it up on a board.
											And one of them said, 
""We had a robbery two weeks ago.
											We have no suspects.""
											And another said, ""We had a shooting in this neighborhood last week. We have no suspects.""
											We weren't using data-driven policing.
											We were essentially trying to fight crime
											with yellow Post-it notes.
									","
											Lo segundo que sucedió
											es que pasé el día en el departamento 
de policía de Camden, Nueva Jersey.
											Entonces, en ese momento, 
Camden, Nueva Jersey,
											era la ciudad más peligrosa 
en Estados Unidos.
											Yo dirigía el departamento de policía 
de Camden a causa de ello.
											Pasé el día en el 
departamento de policía,
											y me llevaron a un cuarto con 
los oficiales de policía veteranos,
											todos ellos trabajaban duro
											e intentaban intensamente en
reducir el crimen en Camden.
											Y lo que vi en ese cuarto,
											mientras hablábamos sobre 
cómo reducir el crimen,
											fue un grupo de oficiales con 
muchas notitas amarillas adheribles.
											Tomaban una nota amarilla adherible
y escribían algo en ella
											y la colocaban en un tablero.
											Y uno decía, ""Tuvimos un robo 
hace dos semanas.
											No tenemos sospechosos&amp;quot;.
											Otro decía, ""Tuvimos un tiroteo en este vecindario 
la semana pasada. No hay sospechosos"".
											No teníamos una política 
basada en datos duros.
											Esencialmente, tratábamos 
de combatir el crimen
											mediante notas con Post-It.
									","
											A segunda coisa que aconteceu
											é que passei o dia em Camden, 
no departamento da policia de Nova Jersey.
											Naquela altura, Camden, em Nova Jersey,
											era a cidade mais perigosa dos EUA.
											Era por isso que eu dirigia 
o departamento da polícia de Camden.
											Passava o dia no departamento de polícia
											e levavam-me para uma sala 
com agentes da polícia veteranos
											que estavam a trabalhar arduamente
											e se esforçavam por reduzir 
o crime em Camden.
											O que eu vi nessa sala,
											enquanto falávamos sobre 
como reduzir o crime,
											foi uma série de policias 
com muitos ""post-it"" amarelos.
											Pegavam num ""post-it"", anotavam algo
											e colocavam-no num quadro.
											Um deles disse: 
""Tivemos um assalto há duas semanas.
											""Não temos suspeitos.""
											Outro disse: ""Houve um tiroteio 
neste bairro na semana passada.
											""Não temos suspeitos.""
											Não estávamos a usar policiamento 
motivado pelos dados.
											Estávamos a tentar lutar contra o crime
											com notas em ""post-it"" amarelos.
									","
											La deuxième chose qui s'est passée
											c'est que j'ai passé la journée 
dans le département de la police
											de Camden, au New Jersey.
											A cette époque, Camden, New Jersey,
											était la ville la plus dangereuse 
en Amérique.
											J'ai choisi de diriger le département de police
de Camden pour ça.
											J'ai passé la journée 
dans le département de la police,
											on m'a emmenée dans une salle 
avec les officiers de police,
											ils travaillaient tous très dur
											et essayaient vraiment de réduire
la criminalité à Camden.
											Ce que j'ai vu dans cette salle,
											alors qu'on parlait 
de réduire la criminalité,
											c'est un groupe d'officiers 
avec beaucoup de post-it jaunes.
											Ils prenaient un post-it jaune 
et ils écrivaient quelque chose dessus
											et le plaçait sur un tableau.
											L'un deux a dit, « Nous avons eu 
un vol il y a deux semaines.
											Nous n'avons pas de suspects. »
											Un autre a dit : « Nous avons eu une fusillade 
dans le quartier la semaine dernière.
											Nous n'avons pas de suspects. »
											Nous n'utilisions pas 
de surveillance statistique.
											Nous combattions le crime essentiellement
											avec des notes sur des post-it jaunes.
									","
											Olan ikinci şey ise
											bir günü Camden, New Jersey
polis merkezinde geçirmemdi.
											O zamanlar Camden, New Jersey
											Amerika'daki en tehlikeli şehirdi.
											Bu nedenle Camden Polis Merkezi'ne gittim.
											Günü merkezde geçirdim
											ve Camden'daki suç oranını
düşürmek için çok çalışan
											kıdemli polis memurlarının olduğu
											bir odaya götürüldüm.
											Ve o odada biz suç oranını
											düşürme yollarını tartışırken
											ellerinde bolca sarı Post-it olan
birkaç memur vardı.
											Post-it'lerden bir tane alıp
üzerine bir şeyler yazıp
											tahtaya yapıştırıyorlardı.
											İçlerinden biri şöyle dedi
""İki hafta önce bir hırsızlık oldu.
											Elimizde hiç şüpheli yok.""
											Diğeri şöyle dedi. ""Geçen hafta burada 
silahlı saldırı oldu. Hiç şüpheli yok.""
											Veri güdümlü polisliği kullanmıyorduk.
											Suç ile Post-it notlarıyla
											savaşmaya çalışıyorduk.
									",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
","
","
","
","
",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
											Now, both of these things made me realize
											fundamentally that we were failing.
											We didn't even know who was
in our criminal justice system,
											we didn't have any data about
the things that mattered,
											and we didn't share data or use analytics
											or tools to help us make better decisions
											and to reduce crime.
											And for the first time, I started to think
											about how we made decisions.
											When I was an assistant D.A.,
											and when I was a federal prosecutor,
											I looked at the cases in front of me,
											and I generally made decisions based on my instinct
											and my experience.
											When I became attorney general,
											I could look at the system as a whole,
											and what surprised me is that I found
											that that was exactly how we were doing it
											across the entire system —
											in police departments, in prosecutors's offices,
											in courts and in jails.
											And what I learned very quickly
											is that we weren't doing a good job.
											So I wanted to do things differently.
											I wanted to introduce data and analytics
											and rigorous statistical analysis
											into our work.
											In short, I wanted to moneyball criminal justice.
									","
											Ahora, ambas cosas 
me hicieron percatarme
											de que estábamos 
fallando fundamentalmente.
											No sabíamos quien estaba en
nuestro sistema de justicia criminal,
											no teníamos ningún dato sobre 
las cosas que sí importaban,
											y no compartíamos 
datos o usábamos análisis
											o herramientas que nos ayudaran 
a tomar mejores decisiones
											y a reducir el crímen.
											Y por primera vez 
empezaba a pensar
											acerca de cómo 
tomábamos decisiones.
											Cuando fui abogada 
asistente del Fiscal,
											y cuando fui Fiscal Federal,
											miraba los casos frente a mí,
											y generalmente tomaba 
decisiones basadas en mi instinto
											y mi experiencia.
											Cuando me hice Fiscal General,
											y pude observar el 
sistema como un todo,
											lo que más me sorprendió 
es que encontré
											que era eso exactamente 
lo que estábamos haciendo
											a través de todo el sistema,
											en los departamentos de policía, 
en las oficinas de los fiscales,
											en los tribunales y las cárceles.
											Y lo que aprendí 
muy rápidamente
											es que no estábamos 
haciendo un buen trabajo.
											Así que quería hacer 
las cosas diferente.
											Quería introducir datos y análisis
											y un riguroso análisis estadístico
											en nuestro trabajo.
											En definitiva, quería 'moneyball'
[optimizar] la justicia penal.
									","
											Estas duas coisas fizeram-me 
chegar à conclusão
											que, basicamente, estávamos a falhar.
											Não sabíamos quem estava 
no nosso sistema de justiça criminal.
											Não tínhamos dados nenhuns 
sobre o que realmente interessava.
											Não partilhávamos dados 
nem usávamos a análise
											nem ferramentas para nos ajudar 
a melhores decisões
											e reduzir o crime.
											Pela primeira vez comecei a pensar
											sobre como tomávamos decisões.
											Quando era promotora distrital,
											e procuradora federal,
											observava os processos à minha frente
											e tomava decisões baseadas no meu instinto
											e na minha experiência.
											Quando passei a procuradora-geral,
											olhava para o sistema como um todo.
											O que me surpreendeu foi que descobri
											que estávamos a fazer exatamente o mesmo
											em todo o sistema
											— nos departamentos da polícia, 
promotorias públicas,
											nos tribunais e nas cadeias.
											E o que aprendi rapidamente
											foi que não estávamos 
a fazer um bom trabalho.
											Queria fazer as coisas de forma diferente.
											Queria introduzir dados e análise
											e análise estatística rigorosa
											no nosso trabalho.
											Queria uma gestão analítica 
na justiça criminal.
									","
											Ces deux choses m'ont fait 
prendre conscience
											qu'on échouait fondamentalement.
											Nous ne savions même pas qui était 
dans notre système de justice pénale,
											nous n'avions aucune idée 
des choses qui importaient,
											et nous ne partagions 
aucune données ou analyses
											ou encore outils pour nous aider 
à prendre de meilleures décisions
											et réduire la criminalité.
											Et pour la première fois, 
j'ai commencé à penser
											à la façon dont on prenait des décisions.
											Lorsque j'étais assistante du procureur
											puis quand j'étais procureur général,
											je regardais les affaires en face de moi,
											et je prenais généralement 
des décisions basées sur mon instinct
											et mon expérience.
											Lorsque je suis devenue procureur général,
											je pouvais observer le système 
dans son ensemble,
											et ce qui m'a surpris c'est que j'ai trouvé
											que c'était exactement 
comme ça que nous le faisions
											au sein du système entier —
											dans les commissariats de police, 
les bureaux des procureurs,
											les tribunaux et les prisons.
											Ce que j'ai appris très rapidement
											c'est que nous ne faisions pas 
du bon travail.
											Donc j'ai voulu faire 
les choses différemment.
											Je voulais introduire 
des données et des analyses
											des analyses statistiques rigoureuses
											de notre travail.
											En clair, je voulais faire 
du moneyball en justice pénale.
									","
											Bu iki şey
											temelden başarısız olduğumuzu
anlamamı sağladı.
											Cezai adalet sistemimizde
kimin olduğunu bile bilmiyorduk,
											önemli olan şeylerle ilgili
hiç verimiz yoktu
											ve suçu azaltmak için
											verilerimizi paylaşmıyor,
analizleri kullanmıyorduk,
											daha iyi karar vermemizi sağlayan
araçları da kullanmıyorduk.
											Nasıl karar verdiğimizi

											ilk kez orada düşünmeye başladım.
											Bölge savcı yardımcısıyken
											ve federal savcı iken
											önümdeki davalara bakardım
											ve genellikle içgüdülerime
ve deneyimlerime göre
											karar verirdim.
											Başsavcı olduğumda
											sisteme bir bütün olarak bakabildim
											ve beni şaşırtan şey
											bütün sistemde de bu şekilde
											karar veriyor olduğumuzdu-
											polis merkezlerinde, savcılıklarda
											mahkemelerde ve hapishanelerde.
											Ve çabucak öğrendim ki
											iyi bir iş çıkarmıyorduk.
											Bu yüzden bazı şeyleri 
değiştirmek istedim.
											İşimize, veri ve analizleri
											ve kesin istatistiksel analizi
											katmak istedim.
											Kısacası cezai adalete kazanma 
sanatı getirmek istedim.
									",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
","
","
","
","
",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
											Now, moneyball, as many of you know,
											is what the Oakland A's did,
											where they used smart data and statistics
											to figure out how to pick players
											that would help them win games,
											and they went from a system that 
was based on baseball scouts
											who used to go out and watch players
											and use their instinct and experience,
											the scouts' instincts and experience,
											to pick players, from one to use
											smart data and rigorous statistical analysis
											to figure out how to pick players
that would help them win games.
									","
											Ahora, 'moneyball', como 
muchos de Uds. saben,
											es lo que hicieron los entrenadores de Oakland,
											cuando utilizaron datos 
inteligentes y estadísticas
											para determinar 
cómo escoger jugadores
											que les ayudarían a ganar juegos,
											y pasaron de un sistema que se basaba 
en los reclutadores de béisbol
											que solían salir a 
observar jugadores
											y, en uso de su 
instinto y experiencia,
											de los instintos y experiencia 
de cada reclutador
											para escoger jugadores, 
a un sistema que utilizaba
											datos inteligentes y 
riguroso análisis estadístico
											para averiguar cómo escoger a los jugadores 
que les ayudarían a ganar juegos.
									","
											Agora, essa gestão analítica, como sabem,
											foi o que os ""Oakland A"" fizeram.
											Usaram dados inteligentes e estatisticas
											para conseguir selecionar jogadores
											que iriam ajudar a ganhar jogos.
											E abandonaram um sistema 
baseado em olheiros de basebol,
											que iam ver jogos e escolhiam jogadores
											usando o seu instinto
											e a experiência dos olheiros.
											Passaram a escolher jogadores
											usando uma análise de dados 
inteligentes e estatísticas rigorosas
											para descobrir jogadores 
que os ajudariam a ganhar jogos.
									","
											Maintenant, le moneyball, 
comme beaucoup d'entre vous le savent,
											c'est ce que l'équipe des Atlantics
d'Oakland a fait
											lorsqu'ils ont utilisé des données 
pertinentes et des statistiques
											pour définir comment choisir des joueurs
											qui les aideraient à gagner des matchs,
											ils sont partis d'un système fondé 
sur des guetteurs de baseball
											qui sortaient voir les joueurs
											et utilisaient leur instinct 
et leur expérience,
											l'instinct de guetteur et l'expérience,
											pour sélectionner 
des joueurs, en utilisant
											des données pertinentes 
et une analyse statistique rigoureuse
											pour décider comment choisir les joueurs 
qui les aideraient à gagner des matchs.
									","
											Kazanma sanatı, sizin de bileceğiniz gibi
											Oakland A takımının yaptığı şey,
											akıllı veri ve istatistiği kullanıp
											onlara oyun kazandıracak
											oyuncuları seçmek
											ve beyzbol oyuncu avcılığını
baz alan eski sistemden —
											maçlara gidip, oyuncuları izleyip
											içgüdü ve deneyimlerini kullanarak
											oyuncuları seçerlerdi —
											akıllı veri ve
											kesin istatistiksel analiz kullanarak
											maç kazandıracak oyuncuları seçmelerine
yardımcı olan sisteme geçtiler.
									",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
","
","
","
","
",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
											It worked for the Oakland A's,
											and it worked in the state of New Jersey.
											We took Camden off the top of the list
											as the most dangerous city in America.
											We reduced murders there by 41 percent,
											which actually means 37 lives were saved.
											And we reduced all crime in the city by 26 percent.
											We also changed the way
we did criminal prosecutions.
											So we went from doing low-level drug crimes
											that were outside our building
											to doing cases of statewide importance,
											on things like reducing violence
with the most violent offenders,
											prosecuting street gangs,
											gun and drug trafficking, and political corruption.
									","
											Eso funcionó para 
los Atléticos de Oakland,
											y funcionó en el estado 
de Nueva Jersey.
											Quitamos a Camden 
del inicio de la lista
											de las ciudades más peligrosas 
de los Estados Unidos.
											Redujimos los asesinatos 
en un 41%,
											lo que en efecto significa 
que salvamos 37 vidas.
											Y redujimos todo el crimen 
en la ciudad en un 26%.
											También cambiamos la manera 
que hacíamos los procesos penales.
											Así que cambiamos de delitos 
de posesión de drogas de bajo nivel
											que ocurrían afuera 
de nuestro edificio
											hacia casos de importancia 
estatal, actuando
											en cosas como reducir la violencia 
de los delincuentes más violentos,
											acusación formal de 
bandas callejeras,
											tráfico de armas y drogas 
y la corrupción política.
									","
											Funcionou para os ""Oakland A"",
											e funcionou para o estado de Nova Jersey.
											Tirámos Camden do topo da lista
											como a cidade mais perigosa dos EUA.
											Reduzimos os homicídios em 41%,
											o que significa que se pouparam 37 vidas.
											Reduzimos todos os crimes 
na cidade em 26%.
											Também mudámos a forma 
de executar os processos criminais.
											Deixámos de tratar apenas de 
pequenos crimes de droga
											que ocorriam junto de nós
											e passámos a fazer processos 
importantes em todo o estado:
											reduzir a violência 
entre os criminosos mais violentos,
											processando gangues de rua,
											tráfico de armas e droga
e corrupção política.
									","
											Ça a marché pour les Atlantic d'Oakland,
											et ça a marché pour l'état du New Jersey.
											Nous avons sorti Camden 
du haut de la liste
											des villes les plus dangereuses
en Amérique.
											Nous avons réduit 
les meurtres de 41 pour cent,
											ce qui en réalité correspond 
à 37 vies sauvées.
											Et nous avons réduit la criminalité 
totale dans la ville de 26 pour cent.
											Nous avons aussi modifié la façon dont 
nous menons les poursuites criminelles.
											Donc nous sommes passé 
des délits mineurs liés à la drogue
											qui avaient lieu 
à la sortie de notre bâtiment
											à traiter des affaires d'importance 
à l'échelle de l'état,
											à réduire les violences issues 
des délinquants les plus violents
											poursuivre des gangs,
											des trafics d'armes et de drogues, 
de la corruption politique.
									","
											Oakland A's için işe yaramıştı
											New Jersey eyaleti için de yaradı.
											Camden'ı Amerika'nın en tehlikeli şehri
											olmaktan çıkardık.
											Oradaki cinayetleri yüzde 41 azalttık,
											bu da aslında 37 kişinin 
hayatını kurtardık demek.
											Şehirdeki tüm suçu da yüzde 26 azalttık.
											Cezai kovuşturma
yöntemlerimizi de değiştirdik.
											Binamızın hemen dışında gerçekleşen
											düşük seviye uyuşturucu suçları yerine
											eyalet çapında önemi olan
suçlarla ilgilendik,
											en azılı suçluları yakalayıp
şiddeti azaltmak,
											sokak çetelerini cezalandırmak
											silah ve uyuşturucu kaçakçılığı
ve politik yolsuzluk gibi şeylerle.
									",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
"
","
","
","
","
",Why smart statistics are the key to fighting crime,Anne Milgram,12:41,"crime,data,justice system,criminal justice"
