en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
											This is the Bop.
									","
											Este es el bop.
									","
											Isto é o Bop.
									","
											Voici le Bop.
									","
											Bu Bop.
									",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
","
","
","
","
",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
											The Bop is a type of social dance.
									","
											El bop es un tipo de baile social.
									","
											O Bop é um tipo de dança social.
									","
											Le Bop est un type de danse de société.
									","
											Bop, toplumsal bir dans türüdür.
									",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
","
","
","
","
",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
											Dance is a language,
											and social dance is an expression
that emerges from a community.
											A social dance isn't choreographed
by any one person.
											It can't be traced to any one moment.
									","
											La danza es un lenguaje,
											y el baile social es una expresión 
que surge de una comunidad.
											Un baile social no es coreografiado 
por una sola persona.
											No se puede remontar a un momento dado.
									","
											A dança é uma língua,
											e a dança social é uma expressão
que surge de uma comunidade.
											Uma dança social
não é coreografada por nenhuma pessoa.
											Não pode ser ligada
a nenhum momento.
									","
											La danse est un langage
											et la danse de société est une expression
qui émerge d'une communauté.
											Une danse sociale n'est pas chorégraphiée
par qui que ce soit.
											Elle ne remonte pas à un moment précis.
									","
											Dans, bir dildir
											ve toplumsal dans da, bir
topluluktan doğan bir ifadedir.
											Toplumsal dansın koreografisi,
tek bir kişi tarafından oluşturulmaz.
											İzleri tek bir anda bulunamaz.
									",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
","
","
","
","
",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
											Each dance has steps
that everyone can agree on,
											but it's about the individual
and their creative identity.
											Because of that,
											social dances bubble up,
											they change
											and they spread like wildfire.
									","
											Cada baile tiene pasos 
que todos deben acordar
											pero se trata de la persona 
y su identidad creativa.
											Por eso,
											los bailes sociales brotan,
											cambian
											y se extienden como la pólvora.
									","
											Cada dança tem passos
com que todos podem concordar,
											mas é sobre o indivíduo
e a sua identidade criativa.
											Por isso, as danças sociais borbulham,
											mudam e espalham-se
como um fogo descontrolado.
									","
											Chaque danse a des pas
sur lesquels tout le monde s'accorde
											mais il est question de l'individu
et de son identité créative.
											A cause de cela,
											les danses apparaissent,
											changent,
											se répandent comme une traînée de poudre.
									","
											Her dansın, herkesin
kabul edebileceği adımları vardır
											fakat bu bireyle ve bireylerin
yaratıcı kimlikleriyle alakalıdır.
											Bundan dolayı,
											toplumsal danslar ortaya
											çıkıyor, değişiyor ve
											büyük bir hızla yayılıyor.
									",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
","
","
","
","
",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
"
											They are as old as our remembered history.
											In African-American social dances,
											we see over 200 years
											of how African and African-American
traditions influenced our history.
											The present always contains the past.
											And the past shapes who we are
											and who we will be.
									","
											Son tan antiguos 
como nuestra historia que recordamos.
											En los bailes sociales afroestadounidenses,
											vemos más de 200 años
de cómo las tradiciones africanas
											y las afroamericanas 
influyeron en nuestra historia.
											El presente siempre contiene el pasado.
											Y las últimas formas que somos
											y que seremos.
									","
											Existem desde que há memória.
											Nas danças sociais afro-americanas,
											vemos como, em mais de 200 anos,
											as tradições africanas e afro-americanas
influenciaram a nossa história.
											O presente
contém sempre o passado
											e o passado
modela quem nós somos
											e quem viremos a ser.
									","
											Elles sont aussi vieilles
que notre histoire.
											Dans les danses afro-américaines,
											nous voyons plus de 200 ans
											de l'influence des traditions africaines
et afro-américaines sur notre histoire.
											Le présent contient toujours le passé.
											Et le passé façonne qui nous sommes
											et qui nous serons.
									","
											Onlar, hatırlanan tarih kadar eskiler.
											Afrikalı-Amerikalıların
toplumsal danslarında,
											ortalama 200 yıldır, Afrikalı ve
											Afrikalı-Amerikalı geleneklerinin,
tarihimizi nasıl etkilediğini görüyoruz.
											Şimdiki zaman,
daima geçmişi de içerir.
											Kim olduğumuzu ve kim olacağımızı
											geçmiş şekillendirir.
									",A visual history of social dance in 25 moves,Camille A. Brown,4:36,"Africa,communication,collaboration,community,demo,dance,entertainment,history,identity,humanity,innovation,performance,self,race,social change,society,TED Fellows,Slavery,art"
