en,tr,es,title,speaker,duration,tags
"
","
","
",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
											There are 200 million clinical cases
											of falciparum malaria
in Africa every year,
											resulting in half a million deaths.
											I would like to talk to you
about malaria vaccines.
											The ones that we have made to date
are simply not good enough.
											Why?
									","
											Her yıl Afrika'da
											yarım milyon insanın ölümüne yol açan
											iki yüz milyon sıtma vakası görülüyor.
											Size sıtma aşısını anlatmak istiyorum.
											Bugüne kadar ürettiklerimizin 
yeterince iyi olmadığı ortada.
											Niçin?
									","
											En África, se registran anualmente
											200 millones de casos 
clínicos de malaria falciparum,
											de los cuales medio millón son fatales.
											Quisiera hablarles hoy sobre 
las vacunas contra la malaria.
											Las que se han hecho hasta ahora
no son suficientemente buenas.
											¿Por qué?
									",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
","
","
",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
											We've been working at it
for 100 plus years.
											When we started, technology was limited.
											We could see just a tiny fraction
of what the parasite really looked like.
											Today, we are awash with technology,
											advanced imaging and omics platforms —
											genomics, transcriptomics, proteomics.
											These tools have given us a clearer view
											of just how complex
the parasite really is.
									","
											Bu aşı üzerinde yüz yıldan
fazladır çalışıyoruz.
											Başladığımızda teknoloji sınırlıydı.
											Parazitin nasıl göründüğünü yalnızca
küçük bir parçasını görerek anlayabildik.
											Bugün, gelişmiş görüntüleme, omik düzlem,
											genom, transkriptomik ve proteomik gibi
											teknolojilerimiz var.
											Bu araçlar parazitin aslında ne kadar da 
karmaşık olduğunun
											daha açık bir görüntüsünü veriyor.
									","
											Hace más de 100 años que se viene 
trabajando en este tema.
											Cuando comenzamos, 
la tecnología era muy limitada.
											Solo se podía ver una ínfima fracción
de lo que el parásito era en realidad.
											Actualmente, contamos
con grandes tecnologías,
											diagnósticos por imágenes
de avanzada y plataformas ""ómicas"",
											como la genómica,
la transcriptómica, la proteómica.
											Estas herramientas nos han permitido
observar de manera más clara
											la verdadera complejidad de este parásito.
									",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
","
","
",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
											However, in spite of this,
											our approach to vaccine design
has remained pretty rudimentary.
											To make a good vaccine,
we must go back to basics
											to understand how our bodies
handle this complexity.
									","
											Fakat, bunun aksine bizim
aşının tasarımına olan
											yaklaşımımız epeyce ilkel kaldı.
											İyi bir aşı üretmek için vücudumuzun
											bu karmaşıklığı nasıl idare ettiğini 
anlamak için özümüze dönmek durumundayız.
									","
											Pero a pesar de ello, la manera
en que hemos diseñando la vacuna
											sigue siendo más bien rudimentaria.
											Para poder elaborar una buena vacuna,
es necesario volver a lo básico
											y entender cómo hace nuestro
organismo para manejar esta complejidad.
									",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
","
","
",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
											People who are frequently
infected with malaria
											learn to deal with it.
											They get the infection,
but they don't get ill.
											The recipe is encoded in antibodies.
											My team went back to our complex parasite,
											probed it with samples from Africans
who had overcome malaria
											to answer the question:
											""What does a successful
antibody response look like?""
											We found over 200 proteins,
											many of which are not
on the radar for malaria vaccines.
											My research community may be missing out
important parts of the parasite.
									","
											Sıtmanın sıklıkla bulaştığı insanlar
											hastalıkla nasıl uğraşacağını öğreniyor.
											Enfeksiyon kapıyorlar
ama hastalanmıyorlar.
											Yöntem antikolarda gizlenmiş.
											Takımım karmaşık 
parazitimizin üstüne gitti,
											sıtmayı atlatan Afrikalılardan 
alınan örneklerle araştırdı.
											Amacı şu soruyu cevaplamaktı:
											""Başarılı bir antikorun
tepkisi nasıl olur?""
											Sıtma aşılarının dikkatini çekmemiş olan
											iki yüzün üstünde protein bulduk.
											Çalışma grubum parazitin önemli 
kısımlarını gözden kaçırıyor olabilir.
									","
											Quienes contraen malaria
de manera habitual
											aprenden a sobrellevarla.
											Se infectan, pero no se enferman.
											La fórmula está codificada
en los anticuerpos.
											Mi equipo volvió a estudiar
ese complejo parásito,
											analizó las muestras de personas
que se habían recuperado
											de la malaria en África
											para responder la pregunta:
											¿cómo se manifiesta una buena 
reacción a los anticuerpos?
											Encontramos más de 200 proteínas,
											muchas de las cuales 
no son tenidas en cuenta
											para hacer vacunas contra la malaria.
											Puede ser que mi comunidad 
de investigadores
											no esté considerando
partes importantes del parásito.
									",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
","
","
",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
"
											Until recently, when one had identified
a protein of interest,
											they tested whether it might be
important for a vaccine
											by conducting a cohort study.
											This typically involved about 300
participants in a village in Africa,
											whose samples were analyzed to see
											whether antibodies to the protein
would predict who got malaria
											and who did not.
									","
											Yakın zamana kadar, biri ilgi çekici 
bir protein saptadığında
											toplu bir çalışma yaparak
o proteinin aşı için
											önemli olup olmadığını test ettiler.
											Bu genellikle, Afrika'daki bir köyden
örnekleri alınıp incelenen
											üç yüz kadar katılımcıyı kapsıyordu.
											Amaç antikorların kimin 
sıtma kaptığını ve kimin kapmadığını
											tahmin edip etmediklerini görmekti.
									","
											Hasta hace poco, cuando se identificaba
una proteína interesante,
											se hacía un estudio para saber
si podía usarse en la vacuna
											mediante un estudio de cohorte.
											Este estudio casi siempre se hacía con
unas 300 personas de un pueblo africano
											y se analizaban sus muestras para saber
si los anticuerpos de esa proteína
											podían predecir quiénes 
habían contraído malaria y quiénes no.
									",The key to a better malaria vaccine,Faith Osier,7:11,"Vaccines,Africa,health,science,medicine,medical research,technology,TED Fellows,public health,innovation,disease"
